season,sport_id,game_pk,game_date,status,home_team_id,home_team_name,away_team_id,away_team_name,venue_id,venue_name
2015,12,418544,2015-04-10T00:05:00Z,Final,540,Frisco RoughRiders,574,Arkansas Travelers,2755,Dr Pepper Ballpark
2015,12,418546,2015-04-10T00:10:00Z,Final,440,Springfield Cardinals,482,Corpus Christi Hooks,2722,Hammons Field
2015,12,418551,2015-04-10T00:00:00Z,Final,237,Midland RockHounds,1350,Northwest Arkansas Naturals,2768,Security Bank Ballpark
2015,12,418555,2015-04-10T00:05:00Z,Final,260,Tulsa Drillers,510,San Antonio Missions,4149,ONEOK Field
2015,12,418560,2015-04-11T00:05:00Z,Final,540,Frisco RoughRiders,574,Arkansas Travelers,2755,Dr Pepper Ballpark
2015,12,418562,2015-04-11T00:10:00Z,Final,440,Springfield Cardinals,482,Corpus Christi Hooks,2722,Hammons Field
2015,12,418567,2015-04-11T00:00:00Z,Final,237,Midland RockHounds,1350,Northwest Arkansas Naturals,2768,Security Bank Ballpark
2015,12,418571,2015-04-11T00:05:00Z,Final,260,Tulsa Drillers,510,San Antonio Missions,4149,ONEOK Field
2015,12,418576,2015-04-12T00:05:00Z,Final,540,Frisco RoughRiders,574,Arkansas Travelers,2755,Dr Pepper Ballpark
2015,12,418579,2015-04-11T23:10:00Z,Final,440,Springfield Cardinals,482,Corpus Christi Hooks,2722,Hammons Field
2015,12,418584,2015-04-12T00:00:00Z,Final,237,Midland RockHounds,1350,Northwest Arkansas Naturals,2768,Security Bank Ballpark
2015,12,418587,2015-04-12T00:05:00Z,Final,260,Tulsa Drillers,510,San Antonio Missions,4149,ONEOK Field
2015,12,418592,2015-04-12T21:00:00Z,Completed Early: Rain,237,Midland RockHounds,574,Arkansas Travelers,2768,Security Bank Ballpark
2015,12,418595,2015-04-12T19:05:00Z,Final,260,Tulsa Drillers,482,Corpus Christi Hooks,4149,ONEOK Field
2015,12,418600,2015-04-12T21:05:00Z,Final,540,Frisco RoughRiders,1350,Northwest Arkansas Naturals,2755,Dr Pepper Ballpark
2015,12,418603,2015-04-12T21:10:00Z,Final,440,Springfield Cardinals,510,San Antonio Missions,2722,Hammons Field
2015,12,418608,2015-04-13T23:30:00Z,Final,237,Midland RockHounds,574,Arkansas Travelers,2768,Security Bank Ballpark
2015,12,418610,2015-04-14T00:05:00Z,Final,260,Tulsa Drillers,482,Corpus Christi Hooks,4149,ONEOK Field
2015,12,418615,2015-04-14T00:05:00Z,Final,540,Frisco RoughRiders,1350,Northwest Arkansas Naturals,2755,Dr Pepper Ballpark
2015,12,418619,2015-04-13T23:30:00Z,Final,440,Springfield Cardinals,510,San Antonio Missions,2722,Hammons Field
2015,12,418624,2015-04-14T23:30:00Z,Final,237,Midland RockHounds,574,Arkansas Travelers,2768,Security Bank Ballpark
2015,12,418626,2015-04-14T17:05:00Z,Final,260,Tulsa Drillers,482,Corpus Christi Hooks,4149,ONEOK Field
2015,12,418631,2015-04-14T16:05:00Z,Final,540,Frisco RoughRiders,1350,Northwest Arkansas Naturals,2755,Dr Pepper Ballpark
2015,12,418635,2015-04-14T16:10:00Z,Final,440,Springfield Cardinals,510,San Antonio Missions,2722,Hammons Field
2015,12,418655,2015-04-17T00:10:00Z,Final,574,Arkansas Travelers,540,Frisco RoughRiders,3389,Dickey-Stephens Park
2015,12,418661,2015-04-16T23:05:00Z,Final,1350,Northwest Arkansas Naturals,237,Midland RockHounds,3329,Arvest Ballpark
2015,12,418664,2015-04-17T00:05:00Z,Final,482,Corpus Christi Hooks,440,Springfield Cardinals,2861,Whataburger Field
2015,12,418666,2015-04-17T00:05:00Z,Final,510,San Antonio Missions,260,Tulsa Drillers,2818,Nelson W. Wolff Municipal Stadium
2015,12,418670,2015-04-18T00:10:00Z,Final,574,Arkansas Travelers,540,Frisco RoughRiders,3389,Dickey-Stephens Park
2015,12,418677,2015-04-18T00:05:00Z,Final,1350,Northwest Arkansas Naturals,237,Midland RockHounds,3329,Arvest Ballpark
2015,12,418680,2015-04-18T00:05:00Z,Completed Early: Rain,482,Corpus Christi Hooks,440,Springfield Cardinals,2861,Whataburger Field
2015,12,418682,2015-04-18T00:05:00Z,Final,510,San Antonio Missions,260,Tulsa Drillers,2818,Nelson W. Wolff Municipal Stadium
2015,12,418686,2015-04-19T00:10:00Z,Final,574,Arkansas Travelers,540,Frisco RoughRiders,3389,Dickey-Stephens Park
2015,12,418693,2015-04-18T23:05:00Z,Final,1350,Northwest Arkansas Naturals,237,Midland RockHounds,3329,Arvest Ballpark
2015,12,418695,2015-04-19T00:05:00Z,Final,482,Corpus Christi Hooks,440,Springfield Cardinals,2861,Whataburger Field
2015,12,418698,2015-04-19T00:05:00Z,Final,510,San Antonio Missions,260,Tulsa Drillers,2818,Nelson W. Wolff Municipal Stadium
2015,12,418702,2015-04-19T19:05:00Z,Final,1350,Northwest Arkansas Naturals,540,Frisco RoughRiders,3329,Arvest Ballpark
2015,12,418709,2015-04-19T23:10:00Z,Postponed,574,Arkansas Travelers,237,Midland RockHounds,3389,Dickey-Stephens Park
2015,12,418711,2015-04-19T19:05:00Z,Final,510,San Antonio Missions,440,Springfield Cardinals,2818,Nelson W. Wolff Municipal Stadium
2015,12,418714,2015-04-19T19:05:00Z,Final,482,Corpus Christi Hooks,260,Tulsa Drillers,2861,Whataburger Field
2015,12,418719,2015-04-21T00:05:00Z,Final,1350,Northwest Arkansas Naturals,540,Frisco RoughRiders,3329,Arvest Ballpark
2015,12,418726,2015-04-20T22:30:00Z,Final,574,Arkansas Travelers,237,Midland RockHounds,3389,Dickey-Stephens Park
2015,12,418728,2015-04-21T00:05:00Z,Final,510,San Antonio Missions,440,Springfield Cardinals,2818,Nelson W. Wolff Municipal Stadium
2015,12,418729,2015-04-21T00:05:00Z,Final,482,Corpus Christi Hooks,260,Tulsa Drillers,2861,Whataburger Field
2015,12,418734,2015-04-21T16:05:00Z,Final,1350,Northwest Arkansas Naturals,540,Frisco RoughRiders,3329,Arvest Ballpark
2015,12,418742,2015-04-22T00:10:00Z,Final,574,Arkansas Travelers,237,Midland RockHounds,3389,Dickey-Stephens Park
2015,12,418744,2015-04-22T00:05:00Z,Final,510,San Antonio Missions,440,Springfield Cardinals,2818,Nelson W. Wolff Municipal Stadium
2015,12,418745,2015-04-22T00:05:00Z,Final,482,Corpus Christi Hooks,260,Tulsa Drillers,2861,Whataburger Field
2015,12,418759,2015-04-24T00:10:00Z,Final,440,Springfield Cardinals,574,Arkansas Travelers,2722,Hammons Field
2015,12,418762,2015-04-24T00:05:00Z,Final,540,Frisco RoughRiders,482,Corpus Christi Hooks,2755,Dr Pepper Ballpark
2015,12,418768,2015-04-24T00:05:00Z,Final,260,Tulsa Drillers,1350,Northwest Arkansas Naturals,4149,ONEOK Field
2015,12,418772,2015-04-24T00:00:00Z,Final,237,Midland RockHounds,510,San Antonio Missions,2768,Security Bank Ballpark
2015,12,418775,2015-04-25T00:10:00Z,Final,440,Springfield Cardinals,574,Arkansas Travelers,2722,Hammons Field
2015,12,418778,2015-04-25T00:05:00Z,Postponed,540,Frisco RoughRiders,482,Corpus Christi Hooks,2755,Dr Pepper Ballpark
2015,12,418784,2015-04-25T00:05:00Z,Final,260,Tulsa Drillers,1350,Northwest Arkansas Naturals,4149,ONEOK Field
2015,12,418787,2015-04-25T00:00:00Z,Final,237,Midland RockHounds,510,San Antonio Missions,2768,Security Bank Ballpark
2015,12,418791,2015-04-25T23:10:00Z,Final,440,Springfield Cardinals,574,Arkansas Travelers,2722,Hammons Field
2015,12,418794,2015-04-25T22:00:00Z,Final,540,Frisco RoughRiders,482,Corpus Christi Hooks,2755,Dr Pepper Ballpark
2015,12,418800,2015-04-26T00:05:00Z,Final,260,Tulsa Drillers,1350,Northwest Arkansas Naturals,4149,ONEOK Field
2015,12,418803,2015-04-26T00:00:00Z,Final,237,Midland RockHounds,510,San Antonio Missions,2768,Security Bank Ballpark
2015,12,418807,2015-04-26T19:10:00Z,Final,440,Springfield Cardinals,574,Arkansas Travelers,2722,Hammons Field
2015,12,418810,2015-04-26T21:05:00Z,Final,540,Frisco RoughRiders,482,Corpus Christi Hooks,2755,Dr Pepper Ballpark
2015,12,418816,2015-04-26T19:05:00Z,Final,260,Tulsa Drillers,1350,Northwest Arkansas Naturals,4149,ONEOK Field
2015,12,418819,2015-04-26T19:00:00Z,Final,237,Midland RockHounds,510,San Antonio Missions,2768,Security Bank Ballpark
2015,12,418824,2015-04-27T23:30:00Z,Final,237,Midland RockHounds,482,Corpus Christi Hooks,2768,Security Bank Ballpark
2015,12,418826,2015-04-28T00:05:00Z,Final,510,San Antonio Missions,540,Frisco RoughRiders,2818,Nelson W. Wolff Municipal Stadium
2015,12,418830,2015-04-28T00:05:00Z,Final,1350,Northwest Arkansas Naturals,440,Springfield Cardinals,3329,Arvest Ballpark
2015,12,418835,2015-04-28T00:10:00Z,Final,574,Arkansas Travelers,260,Tulsa Drillers,3389,Dickey-Stephens Park
2015,12,418837,2015-04-28T16:00:00Z,Final,237,Midland RockHounds,482,Corpus Christi Hooks,2768,Security Bank Ballpark
2015,12,418839,2015-04-29T00:05:00Z,Final,510,San Antonio Missions,540,Frisco RoughRiders,2818,Nelson W. Wolff Municipal Stadium
2015,12,418845,2015-04-29T00:05:00Z,Final,1350,Northwest Arkansas Naturals,440,Springfield Cardinals,3329,Arvest Ballpark
2015,12,418850,2015-04-29T00:10:00Z,Final,574,Arkansas Travelers,260,Tulsa Drillers,3389,Dickey-Stephens Park
2015,12,418853,2015-04-29T23:30:00Z,Final,237,Midland RockHounds,482,Corpus Christi Hooks,2768,Security Bank Ballpark
