season,sport_id,game_pk,game_date,status,home_team_id,home_team_name,away_team_id,away_team_name,venue_id,venue_name
2014,14,386033,2014-04-03T23:30:00Z,Final,554,Beloit Snappers,420,Burlington Bees,2831,Pohlman Field
2014,14,386034,2014-04-03T23:05:00Z,Final,487,Kannapolis Intimidators,428,Greenville Drive,2764,CMC-NorthEast Stadium
2014,14,386035,2014-04-03T23:35:00Z,Final,492,Cedar Rapids Kernels,500,Clinton LumberKings,2857,Perfect Game Field
2014,14,386037,2014-04-03T23:00:00Z,Final,478,Augusta GreenJackets,233,Charleston RiverDogs,2798,Lake Olmstead Stadium
2014,14,386039,2014-04-03T23:05:00Z,Final,573,Asheville Tourists,548,Delmarva Shorebirds,2807,McCormick Field
2014,14,386042,2014-04-03T23:00:00Z,Final,477,Greensboro Grasshoppers,448,Hickory Crawdads,2723,NewBridge Bank Park
2014,14,386044,2014-04-04T00:00:00Z,Final,565,Quad Cities River Bandits,446,Kane County Cougars,2790,Modern Woodmen Park
2014,14,386046,2014-04-03T23:05:00Z,Final,543,Savannah Sand Gnats,427,Lakewood BlueClaws,2778,Grayson Stadium
2014,14,386049,2014-04-03T23:35:00Z,Final,572,Wisconsin Timber Rattlers,443,Peoria Chiefs,2771,Neuroscience Group Field
2014,14,386051,2014-04-03T22:35:00Z,Final,563,Hagerstown Suns,432,Rome Braves,2816,Municipal Stadium
2014,14,386054,2014-04-04T00:05:00Z,Final,2498,Bowling Green Hot Rods,550,South Bend Silver Hawks,3569,Bowling Green Ballpark
2014,14,386056,2014-04-03T23:05:00Z,Final,584,Fort Wayne TinCaps,456,Great Lakes Loons,3790,Parkview Field
2014,14,386059,2014-04-03T23:00:00Z,Final,459,Dayton Dragons,582,West Michigan Whitecaps,2766,Fifth Third Field
2014,14,386075,2014-04-04T23:30:00Z,Postponed,554,Beloit Snappers,420,Burlington Bees,2831,Pohlman Field
2014,14,386076,2014-04-04T23:05:00Z,Final,487,Kannapolis Intimidators,428,Greenville Drive,2764,CMC-NorthEast Stadium
2014,14,386077,2014-04-04T23:35:00Z,Postponed,492,Cedar Rapids Kernels,500,Clinton LumberKings,2857,Perfect Game Field
2014,14,386078,2014-04-04T23:00:00Z,Final,478,Augusta GreenJackets,233,Charleston RiverDogs,2798,Lake Olmstead Stadium
2014,14,386079,2014-04-04T23:05:00Z,Final,573,Asheville Tourists,548,Delmarva Shorebirds,2807,McCormick Field
2014,14,386083,2014-04-04T23:00:00Z,Final,477,Greensboro Grasshoppers,448,Hickory Crawdads,2723,NewBridge Bank Park
2014,14,386085,2014-04-05T00:00:00Z,Postponed,565,Quad Cities River Bandits,446,Kane County Cougars,2790,Modern Woodmen Park
2014,14,386087,2014-04-04T22:30:00Z,Final,437,Lake County Captains,499,Lansing Lugnuts,2759,Classic Park
2014,14,386089,2014-04-04T23:05:00Z,Final,543,Savannah Sand Gnats,427,Lakewood BlueClaws,2778,Grayson Stadium
2014,14,386092,2014-04-04T23:35:00Z,Postponed,572,Wisconsin Timber Rattlers,443,Peoria Chiefs,2771,Neuroscience Group Field
2014,14,386094,2014-04-04T22:35:00Z,Final,563,Hagerstown Suns,432,Rome Braves,2816,Municipal Stadium
2014,14,386097,2014-04-05T00:05:00Z,Final,2498,Bowling Green Hot Rods,550,South Bend Silver Hawks,3569,Bowling Green Ballpark
2014,14,386099,2014-04-04T23:05:00Z,Final,584,Fort Wayne TinCaps,456,Great Lakes Loons,3790,Parkview Field
2014,14,386101,2014-04-04T23:00:00Z,Final,459,Dayton Dragons,582,West Michigan Whitecaps,2766,Fifth Third Field
2014,14,386116,2014-04-05T19:00:00Z,Final,554,Beloit Snappers,420,Burlington Bees,2831,Pohlman Field
2014,14,386117,2014-04-05T23:05:00Z,Final,487,Kannapolis Intimidators,428,Greenville Drive,2764,CMC-NorthEast Stadium
2014,14,386119,2014-04-05T19:05:00Z,Final,492,Cedar Rapids Kernels,500,Clinton LumberKings,2857,Perfect Game Field
2014,14,386121,2014-04-05T23:00:00Z,Final,478,Augusta GreenJackets,233,Charleston RiverDogs,2798,Lake Olmstead Stadium
2014,14,386123,2014-04-05T22:05:00Z,Final,573,Asheville Tourists,548,Delmarva Shorebirds,2807,McCormick Field
2014,14,386125,2014-04-05T23:00:00Z,Final,477,Greensboro Grasshoppers,448,Hickory Crawdads,2723,NewBridge Bank Park
2014,14,386128,2014-04-05T20:00:00Z,Final,565,Quad Cities River Bandits,446,Kane County Cougars,2790,Modern Woodmen Park
2014,14,386129,2014-04-05T17:00:00Z,Final,437,Lake County Captains,499,Lansing Lugnuts,2759,Classic Park
2014,14,386130,2014-04-05T17:05:00Z,Final,437,Lake County Captains,499,Lansing Lugnuts,2759,Classic Park
2014,14,386132,2014-04-05T22:05:00Z,Final,543,Savannah Sand Gnats,427,Lakewood BlueClaws,2778,Grayson Stadium
2014,14,386134,2014-04-05T18:05:00Z,Final,572,Wisconsin Timber Rattlers,443,Peoria Chiefs,2771,Neuroscience Group Field
2014,14,386136,2014-04-05T21:05:00Z,Final,563,Hagerstown Suns,432,Rome Braves,2816,Municipal Stadium
2014,14,386140,2014-04-06T00:05:00Z,Final,2498,Bowling Green Hot Rods,550,South Bend Silver Hawks,3569,Bowling Green Ballpark
2014,14,386142,2014-04-05T21:05:00Z,Final,584,Fort Wayne TinCaps,456,Great Lakes Loons,3790,Parkview Field
2014,14,386145,2014-04-05T23:00:00Z,Final,459,Dayton Dragons,582,West Michigan Whitecaps,2766,Fifth Third Field
