season,sport_id,game_pk,game_date,status,home_team_id,home_team_name,away_team_id,away_team_name,venue_id,venue_name
2014,11,386061,2014-04-03T18:00:00Z,Final,552,Syracuse Chiefs,531,Scranton/Wilkes-Barre RailRiders,2823.0,NBT Bank Stadium
2014,11,386062,2014-04-03T18:05:00Z,Final,422,Buffalo Bisons,534,Rochester Red Wings,2756.0,Coca-Cola Field
2014,11,386063,2014-04-03T22:05:00Z,Final,234,Durham Bulls,431,Gwinnett Braves,2541.0,Durham Bulls Athletic Park
2014,11,386068,2014-04-03T23:05:00Z,Final,568,Norfolk Tides,494,Charlotte Knights,2781.0,Harbor Park
2014,11,386069,2014-04-03T23:05:00Z,Postponed,445,Columbus Clippers,484,Indianapolis Indians,3970.0,Huntington Park
2014,11,386070,2014-04-03T23:05:00Z,Final,533,Pawtucket Red Sox,1410,Lehigh Valley IronPigs,2808.0,McCoy Stadium
2014,11,386104,2014-04-04T21:00:00Z,Postponed,552,Syracuse Chiefs,531,Scranton/Wilkes-Barre RailRiders,2823.0,NBT Bank Stadium
2014,11,386105,2014-04-04T18:05:00Z,Postponed,422,Buffalo Bisons,534,Rochester Red Wings,2756.0,Coca-Cola Field
2014,11,386106,2014-04-04T20:00:00Z,Final,512,Toledo Mud Hens,416,Louisville Bats,2767.0,Fifth Third Field
2014,11,386110,2014-04-04T23:05:00Z,Final,568,Norfolk Tides,494,Charlotte Knights,2781.0,Harbor Park
2014,11,386111,2014-04-04T23:05:00Z,Final,234,Durham Bulls,431,Gwinnett Braves,2541.0,Durham Bulls Athletic Park
2014,11,386112,2014-04-04T23:05:00Z,Completed Early: Rain,533,Pawtucket Red Sox,1410,Lehigh Valley IronPigs,2808.0,McCoy Stadium
2014,11,386115,2014-04-04T23:15:00Z,Final,445,Columbus Clippers,484,Indianapolis Indians,3970.0,Huntington Park
2014,11,386148,2014-04-05T17:05:00Z,Final,533,Pawtucket Red Sox,1410,Lehigh Valley IronPigs,2808.0,McCoy Stadium
2014,11,386150,2014-04-05T18:00:00Z,Postponed,552,Syracuse Chiefs,531,Scranton/Wilkes-Barre RailRiders,2823.0,NBT Bank Stadium
2014,11,386151,2014-04-05T18:05:00Z,Postponed,534,Rochester Red Wings,422,Buffalo Bisons,2773.0,Frontier Field
2014,11,386152,2014-04-05T21:05:00Z,Final,234,Durham Bulls,431,Gwinnett Braves,2541.0,Durham Bulls Athletic Park
2014,11,386155,2014-04-05T22:00:00Z,Final,512,Toledo Mud Hens,416,Louisville Bats,2767.0,Fifth Third Field
2014,11,386158,2014-04-05T23:05:00Z,Final,568,Norfolk Tides,494,Charlotte Knights,2781.0,Harbor Park
2014,11,386159,2014-04-05T19:05:00Z,Final,445,Columbus Clippers,484,Indianapolis Indians,3970.0,Huntington Park
2014,11,386191,2014-04-06T18:05:00Z,Final,534,Rochester Red Wings,422,Buffalo Bisons,2773.0,Frontier Field
2014,11,386192,2014-04-06T17:05:00Z,Final,568,Norfolk Tides,494,Charlotte Knights,2781.0,Harbor Park
2014,11,386193,2014-04-06T17:05:00Z,Final,234,Durham Bulls,431,Gwinnett Braves,2541.0,Durham Bulls Athletic Park
2014,11,386194,2014-04-06T17:05:00Z,Final,445,Columbus Clippers,484,Indianapolis Indians,3970.0,Huntington Park
2014,11,386195,2014-04-06T17:05:00Z,Final,533,Pawtucket Red Sox,1410,Lehigh Valley IronPigs,2808.0,McCoy Stadium
2014,11,386199,2014-04-06T18:00:00Z,Final,512,Toledo Mud Hens,416,Louisville Bats,2767.0,Fifth Third Field
2014,11,386200,2014-04-06T17:00:00Z,Final,552,Syracuse Chiefs,531,Scranton/Wilkes-Barre RailRiders,2823.0,NBT Bank Stadium
2014,11,386215,2014-04-07T21:05:00Z,Postponed,1410,Lehigh Valley IronPigs,422,Buffalo Bisons,3230.0,Coca-Cola Park
2014,11,386216,2014-04-07T22:15:00Z,Final,533,Pawtucket Red Sox,552,Syracuse Chiefs,2808.0,McCoy Stadium
