game_pk,game_date,inning,inning_topbot,at_bat_index,pitch_in_pa,balls,strikes,outs,home_team_id,away_team_id,batter_id,pitcher_id,event_type,event,play_desc,is_pa_last,RUN1_SB_FL,RUN2_SB_FL,RUN3_SB_FL,RUN1_CS_FL,RUN2_CS_FL,RUN3_CS_FL,RUN1_PK_FL,RUN2_PK_FL,RUN3_PK_FL,runner_id,start_base,end_base,is_out,out_number,runner_event,runner_event_type,movement_reason,is_scoring_event,rbi,earned,catcher_id
570335,2018-10-01,3,Bot,21,4,1,2,2,119,115,457759,608566,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,3,Bot,21,5,2,2,2,119,115,457759,608566,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,3,Bot,21,6,2,3,2,119,115,457759,608566,strikeout,Strikeout,"Justin Turner strikes out swinging, catcher Tony Wolters to first baseman Ian Desmond.",T,,,,,,,,,,457759,,,T,3,Strikeout,strikeout,,,,,460077
570335,2018-10-01,4,Top,22,0,1,0,0,119,115,621311,621111,,,,,,,,,,,,,,,,,,,,,,,,,518735
570335,2018-10-01,4,Top,22,1,2,0,0,119,115,621311,621111,,,,,,,,,,,,,,,,,,,,,,,,,518735
570335,2018-10-01,4,Top,22,2,3,0,0,119,115,621311,621111,,,,,,,,,,,,,,,,,,,,,,,,,518735
570335,2018-10-01,4,Top,22,3,3,1,0,119,115,621311,621111,,,,,,,,,,,,,,,,,,,,,,,,,518735
570335,2018-10-01,4,Top,22,4,3,2,0,119,115,621311,621111,,,,,,,,,,,,,,,,,,,,,,,,,518735
570335,2018-10-01,4,Top,22,5,3,2,0,119,115,621311,621111,,,,,,,,,,,,,,,,,,,,,,,,,518735
570335,2018-10-01,4,Top,22,6,3,2,0,119,115,621311,621111,,,,,,,,,,,,,,,,,,,,,,,,,518735
570335,2018-10-01,4,Top,22,7,3,2,0,119,115,621311,621111,,,,,,,,,,,,,,,,,,,,,,,,,518735
570335,2018-10-01,4,Top,22,8,3,2,0,119,115,621311,621111,,,,,,,,,,,,,,,,,,,,,,,,,518735
570335,2018-10-01,4,Top,22,9,4,2,0,119,115,621311,621111,walk,Walk,David Dahl walks.,T,,,,,,,,,,621311,,1B,,,Walk,walk,,,,,518735
570335,2018-10-01,4,Top,23,0,1,0,0,119,115,571448,621111,,,,,,,,,,,,,,,,,,,,,,,,,518735
570335,2018-10-01,4,Top,23,1,2,0,0,119,115,571448,621111,,,,,,,,,,,,,,,,,,,,,,,,,518735
570335,2018-10-01,4,Top,23,2,2,1,0,119,115,571448,621111,,,,,,,,,,,,,,,,,,,,,,,,,518735
570335,2018-10-01,4,Top,23,3,2,1,0,119,115,571448,621111,field_out,Pop Out,Nolan Arenado pops out to shortstop Manny Machado.,T,,,,,,,,,,571448,,,T,1,Pop Out,field_out,,,,,518735
570335,2018-10-01,4,Top,24,0,0,0,1,119,115,596115,621111,,,,,,,,,,,,,,,,,,,,,,,,,518735
570335,2018-10-01,4,Top,24,1,0,1,1,119,115,596115,621111,,,,,,,,,,,,,,,,,,,,,,,,,518735
570335,2018-10-01,4,Top,24,2,0,1,1,119,115,596115,621111,field_out,Flyout,Trevor Story flies out to left fielder Joc Pederson.,T,,,,,,,,,,596115,,,T,2,Flyout,field_out,,,,,518735
570335,2018-10-01,4,Top,25,0,0,0,2,119,115,471865,621111,,,,,,,,,,,,,,,,,,,,,,,,,518735
570335,2018-10-01,4,Top,25,1,0,0,2,119,115,471865,621111,,,,,,,,,,,,,,,,,,,,,,,,,518735
570335,2018-10-01,4,Top,25,2,1,0,2,119,115,471865,621111,caught_stealing_2b,Caught Stealing 2B,"David Dahl caught stealing 2nd base, catcher Yasmani Grandal to shortstop Manny Machado.",T,,,,T,,,,,,621311,1B,,T,3,Caught Stealing 2B,caught_stealing_2b,r_caught_stealing_2b,,,,518735
570335,2018-10-01,4,Bot,26,0,1,0,0,119,115,571970,608566,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,4,Bot,26,1,2,0,0,119,115,571970,608566,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,4,Bot,26,2,2,1,0,119,115,571970,608566,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,4,Bot,26,3,2,2,0,119,115,571970,608566,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,4,Bot,26,4,2,3,0,119,115,571970,608566,strikeout,Strikeout,Max Muncy strikes out swinging. Max Muncy to 1st. Passed ball by catcher Tony Wolters.,T,,,,,,,,,,571970,,,,,Strikeout,strikeout,,,,,460077
570335,2018-10-01,4,Bot,27,0,0,0,0,119,115,592518,608566,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,4,Bot,27,1,0,0,0,119,115,592518,608566,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,4,Bot,27,2,0,1,0,119,115,592518,608566,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,4,Bot,27,3,0,2,0,119,115,592518,608566,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,4,Bot,27,4,1,2,0,119,115,592518,608566,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,4,Bot,27,5,1,2,0,119,115,592518,608566,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,4,Bot,27,6,2,2,0,119,115,592518,608566,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,4,Bot,27,7,2,2,0,119,115,592518,608566,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,4,Bot,27,8,2,3,0,119,115,592518,608566,strikeout,Strikeout,Manny Machado strikes out swinging.,T,,,,,,,,,,592518,,,T,1,Strikeout,strikeout,,,,,460077
570335,2018-10-01,4,Bot,28,0,1,0,1,119,115,518735,608566,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,4,Bot,28,1,1,1,1,119,115,518735,608566,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,4,Bot,28,2,1,2,1,119,115,518735,608566,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,4,Bot,28,3,1,3,1,119,115,518735,608566,strikeout,Strikeout,Yasmani Grandal strikes out swinging.,T,,,,,,,,,,518735,,,T,2,Strikeout,strikeout,,,,,460077
570335,2018-10-01,4,Bot,29,0,1,0,2,119,115,641355,608566,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,4,Bot,29,1,1,0,2,119,115,641355,608566,home_run,Home Run,Cody Bellinger homers (25) on a fly ball to right center field. Max Muncy scores.,T,,,,,,,,,,641355,,score,,,Home Run,home_run,,T,T,,460077
570335,2018-10-01,4,Bot,30,0,0,1,2,119,115,624577,608566,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,4,Bot,30,1,1,1,2,119,115,624577,608566,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,4,Bot,30,2,1,1,2,119,115,624577,608566,double,Double,"Yasiel Puig doubles (21) on a sharp line drive to center fielder Charlie Blackmon, deflected by left fielder David Dahl.",T,,,,,,,,,,624577,,2B,,,Double,double,,,,,460077
570335,2018-10-01,4,Bot,31,0,1,0,2,119,115,571771,608566,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,4,Bot,31,1,2,0,2,119,115,571771,608566,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,4,Bot,31,2,3,0,2,119,115,571771,608566,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,4,Bot,31,3,4,0,2,119,115,571771,608566,intent_walk,Intent Walk,German Marquez intentionally walks Enrique Hernandez.,T,,,,,,,,,,571771,,1B,,,Intent Walk,intent_walk,,,,,460077
570335,2018-10-01,4,Bot,32,0,0,0,2,119,115,621111,608566,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,4,Bot,32,1,0,1,2,119,115,621111,608566,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,4,Bot,32,2,1,1,2,119,115,621111,608566,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,4,Bot,32,3,2,1,2,119,115,621111,608566,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,4,Bot,32,4,2,2,2,119,115,621111,608566,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,4,Bot,32,5,2,3,2,119,115,621111,608566,strikeout,Strikeout,Walker Buehler strikes out swinging.,T,,,,,,,,,,621111,,,T,3,Strikeout,strikeout,,,,,460077
570335,2018-10-01,5,Top,33,0,1,0,0,119,115,471865,621111,,,,,,,,,,,,,,,,,,,,,,,,,518735
570335,2018-10-01,5,Top,33,1,1,0,0,119,115,471865,621111,field_out,Flyout,Carlos Gonzalez flies out to center fielder Cody Bellinger.,T,,,,,,,,,,471865,,,T,1,Flyout,field_out,,,,,518735
570335,2018-10-01,5,Top,34,0,0,0,1,119,115,435622,621111,,,,,,,,,,,,,,,,,,,,,,,,,518735
570335,2018-10-01,5,Top,34,1,0,1,1,119,115,435622,621111,,,,,,,,,,,,,,,,,,,,,,,,,518735
570335,2018-10-01,5,Top,34,2,1,1,1,119,115,435622,621111,,,,,,,,,,,,,,,,,,,,,,,,,518735
570335,2018-10-01,5,Top,34,3,1,2,1,119,115,435622,621111,,,,,,,,,,,,,,,,,,,,,,,,,518735
570335,2018-10-01,5,Top,34,4,2,2,1,119,115,435622,621111,,,,,,,,,,,,,,,,,,,,,,,,,518735
570335,2018-10-01,5,Top,34,5,2,3,1,119,115,435622,621111,strikeout,Strikeout,Ian Desmond strikes out swinging.,T,,,,,,,,,,435622,,,T,2,Strikeout,strikeout,,,,,518735
570335,2018-10-01,5,Top,35,0,0,1,2,119,115,547172,621111,,,,,,,,,,,,,,,,,,,,,,,,,518735
570335,2018-10-01,5,Top,35,1,0,2,2,119,115,547172,621111,,,,,,,,,,,,,,,,,,,,,,,,,518735
570335,2018-10-01,5,Top,35,2,0,2,2,119,115,547172,621111,field_out,Groundout,Tony Wolters grounds out to first baseman Max Muncy.,T,,,,,,,,,,547172,,,T,3,Groundout,field_out,,,,,518735
570335,2018-10-01,5,Bot,36,0,0,1,0,119,115,592626,608566,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,5,Bot,36,1,0,1,0,119,115,592626,608566,double,Double,Joc Pederson doubles (27) on a fly ball to center fielder Charlie Blackmon.,T,,,,,,,,,,592626,,2B,,,Double,double,,,,,460077
570335,2018-10-01,5,Bot,37,0,0,1,0,119,115,457759,608566,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,5,Bot,37,1,0,2,0,119,115,457759,608566,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,5,Bot,37,2,0,2,0,119,115,457759,608566,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,5,Bot,37,3,0,2,0,119,115,457759,608566,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,5,Bot,37,4,0,3,0,119,115,457759,608566,strikeout,Strikeout,"Justin Turner strikes out swinging, catcher Tony Wolters to first baseman Ian Desmond.",T,,,,,,,,,,457759,,,T,1,Strikeout,strikeout,,,,,460077
570335,2018-10-01,5,Bot,38,0,0,1,1,119,115,571970,608566,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,5,Bot,38,1,1,1,1,119,115,571970,608566,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,5,Bot,38,2,2,1,1,119,115,571970,608566,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,5,Bot,38,3,2,2,1,119,115,571970,608566,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,5,Bot,38,4,2,2,1,119,115,571970,608566,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,5,Bot,38,5,3,2,1,119,115,571970,608566,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,5,Bot,38,6,3,2,1,119,115,571970,608566,home_run,Home Run,Max Muncy homers (35) on a fly ball to left center field. Joc Pederson scores.,T,,,,,,,,,,571970,,score,,,Home Run,home_run,,T,T,T,460077
570335,2018-10-01,5,Bot,39,0,1,0,1,119,115,592518,608566,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,5,Bot,39,1,1,1,1,119,115,592518,608566,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,5,Bot,39,2,1,1,1,119,115,592518,608566,field_out,Flyout,Manny Machado flies out to center fielder Charlie Blackmon.,T,,,,,,,,,,592518,,,T,2,Flyout,field_out,,,,,460077
570335,2018-10-01,5,Bot,40,0,0,0,2,119,115,518735,643466,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,5,Bot,40,1,0,0,2,119,115,518735,643466,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,5,Bot,40,2,0,0,2,119,115,518735,643466,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,5,Bot,40,3,1,0,2,119,115,518735,643466,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,5,Bot,40,4,1,1,2,119,115,518735,643466,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,5,Bot,40,5,1,2,2,119,115,518735,643466,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,5,Bot,40,6,2,2,2,119,115,518735,643466,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,5,Bot,40,7,3,2,2,119,115,518735,643466,,,,,,,,,,,,,,,,,,,,,,,,,460077
570335,2018-10-01,5,Bot,40,8,3,2,2,119,115,518735,643466,field_out,Groundout,"Yasmani Grandal grounds out, shortstop Trevor Story to first baseman Ian Desmond.",T,,,,,,,,,,518735,,,T,3,Groundout,field_out,,,,,460077
570335,2018-10-01,6,Top,41,0,0,1,0,119,115,455104,621111,,,,,,,,,,,,,,,,,,,,,,,,,518735
570335,2018-10-01,6,Top,41,1,1,1,0,119,115,455104,621111,,,,,,,,,,,,,,,,,,,,,,,,,518735
