model,coefficient,se,rate_ratio,pct_change,ci_low,ci_high,pvalue
Classic DiD (Cluster SE),0.22531019469290142,0.05338279962682897,1.252711240308171,25.271124030817106,12.826587493377794,39.088266911072125,2.4359725248849605e-05
