season,catcher_id,catcher_name,team_name,sb_attempts,n_cs,n_sb,cs_rate,sb_success_rate,catcher_stealing_runs,caught_stealing_above_average,pop_time,exchange_time,arm_strength,seasonal_runner_speed,runner_distance_from_second,est_cs_pct,cs_aa_per_throw,post_2023,multi_team
2018,425772,"Mathis, Jeff",AZ,20,7,13,0.35,0.65,1.2557817393143496,1.931971906637461,2.044294118,0.744625,76.385352941,28.355,55.45497077428978,0.2534014046681269,0.096598595331873,0,0
2018,425784,"Rivera, René",ATL,13,7,6,0.5384615384615385,0.46153846153846156,2.5281336275137893,3.889436350021213,1.9952,0.728333333,79.1024,27.969230769,55.71126616064821,0.2392741269214451,0.2991874115400933,0,0
2018,425877,"Molina, Yadier",STL,21,8,13,0.3809523809523809,0.6190476190476191,0.5088391737439533,0.7828294980676203,2.114538462,0.884769231,80.170555556,27.657142857,55.33500341711657,0.3436747858063038,0.0372775951460771,0,0
2018,431145,"Martin, Russell",TOR,57,11,46,0.1929824561403508,0.8070175438596491,-1.365698633544552,-2.101074820837774,1.961952381,0.73795,80.313846154,28.247368421,53.995148629252135,0.2298434179094346,-0.0368609617690837,0,0
2018,435064,"Wilson, Bobby",MIN,22,6,16,0.2727272727272727,0.7272727272727273,-0.8289919068058167,-1.2753721643166411,2.069875,0.7025,74.2234375,27.768181818,56.7674983677833,0.3306987347416655,-0.0579714620143927,0,0
2018,435263,"McCann, Brian",HOU,23,6,17,0.2608695652173913,0.7391304347826086,-1.0803672830151108,-1.66210351233094,2.0550625,0.8281875,75.5121875,28.043478261,56.23943844562788,0.3331349353187365,-0.0722653701013452,0,0
2018,435559,"Suzuki, Kurt",ATL,47,10,37,0.2127659574468085,0.7872340425531915,-0.8908538518913295,-1.370544387525122,2.006,0.830892857,78.58825,28.091489362,53.07427684433762,0.2419264763303217,-0.0291605188835132,0,0
2018,444489,"Piña, Manny",MIL,37,17,20,0.4594594594594595,0.5405405405405406,5.116551052746313,7.871617004225095,1.942625,0.68525,81.231913043,28.156756757,54.13424024581532,0.2467130539398622,0.2127464055195971,0,0
2018,446192,"Moore, Adam",TB,8,2,6,0.25,0.75,0.0178118966532315,0.0274029179280487,1.980285714,0.823,83.040285714,28.2,53.99969176438406,0.2465746352589939,0.0034253647410061,0,0
2018,446308,"Wieters, Matt",WSH,35,12,23,0.3428571428571428,0.6571428571428571,-0.041096113614566,-0.0632247901762552,1.941884615,0.708730769,77.34647619,28.385714286,55.862948215897056,0.3446635654336072,-0.0018064225764644,0,0
2018,446653,"Lobaton, Jose",NYM,12,2,10,0.1666666666666666,0.8333333333333334,-0.7258751220928759,-1.116730957065963,1.996166667,0.787666667,78.959333333,28.283333333,53.453897940178734,0.259727579755497,-0.0930609130888302,0,0
2018,452095,"Flowers, Tyler",ATL,45,10,35,0.2222222222222222,0.7777777777777778,-0.8129702132348663,-1.2507234049767173,2.118962963,0.758703704,72.394346154,28.14,53.98137426817066,0.2500160756661493,-0.027793853443927,0,0
2018,454560,"Ellis, A.J.",SD,27,6,21,0.2222222222222222,0.7777777777777778,-1.239486645108347,-1.906902530935918,1.992952381,0.702333333,75.384809524,27.985185185,53.85500771994142,0.2928482418865155,-0.0706260196642932,0,0
2018,455104,"Iannetta, Chris",COL,39,5,34,0.1282051282051282,0.8717948717948718,-2.366423913007848,-3.640652173858228,1.983095238,0.75355,79.00345,27.835897436,51.99968956327583,0.2215551839450827,-0.0933500557399545,0,0
2018,455117,"Maldonado, Martín",HOU,31,13,18,0.4193548387096774,0.5806451612903226,1.7855529150638865,2.747004484713672,1.912541667,0.822173913,85.11125,27.961290323,55.64125940484615,0.330741790815688,0.0886130478939894,0,0
2018,455139,"Chirinos, Robinson",TEX,39,3,36,0.0769230769230769,0.9230769230769231,-4.244369922101166,-6.52979988015564,1.974083333,0.752130435,78.809291667,27.694871795,53.01566633054794,0.2443538430809139,-0.1674307661578369,0,0
2018,455755,"Stewart, Chris",AZ,4,1,3,0.25,0.75,0.2697269884958764,0.4149645976859636,1.880333333,0.566,77.853333333,29.25,53.91469148103732,0.146258850578509,0.1037411494214909,0,0
2018,456078,"Castillo, Welington",CWS,27,8,19,0.2962962962962962,0.7037037037037037,0.0045786506167397,0.0070440778719075,1.926,0.624666667,77.350166667,27.9,54.8167114103836,0.2960354045232626,0.0002608917730335,0,0
2018,456124,"Kratz, Erik",MIL,35,12,23,0.3428571428571429,0.6571428571428571,0.8725724765910609,1.3424191947554778,1.984409091,0.791,81.366818182,27.931428571,55.14431569214698,0.304502308721272,0.0383548341358707,0,0
2018,457763,"Posey, Buster",SF,46,12,34,0.2608695652173913,0.7391304347826086,-0.0525295463147088,-0.0808146866380129,2.030342857,0.770323529,79.461424242,28.12173913,53.7572788437202,0.2626264062312611,-0.0017568410138698,0,0
2018,460026,"Hundley, Nick",SF,46,8,38,0.1739130434782608,0.8260869565217391,-1.401623392060445,-2.1563436800929923,2.012,0.748142857,78.236724138,27.82826087,52.17632122118624,0.2207900800020215,-0.0468770365237607,0,0
2018,460077,"Butera, Drew",COL,24,3,21,0.125,0.875,-1.5327073793616786,-2.358011352864121,1.911842105,0.7455,82.9185,28.0125,51.332970750667,0.223250473036005,-0.098250473036005,0,0
2018,460269,"Gimenez, Chris",MIN,9,3,6,0.3333333333333333,0.6666666666666666,-0.1663696089725755,-0.255953244573193,1.925875,0.775625,76.804,28.377777778,56.28077795875958,0.3617725827303547,-0.0284392493970214,0,0
2018,465041,"Cervelli, Francisco",PIT,49,21,28,0.4285714285714285,0.5714285714285714,3.812638259385,5.865597322130769,1.936117647,0.713735294,77.42721875,28.365306122,55.68399419919071,0.3088653607728414,0.1197060677985871,0,0
2018,467092,"Ramos, Wilson",PHI,39,10,29,0.2564102564102564,0.7435897435897436,0.1988245998664528,0.3058839997945426,1.8568,0.70325,78.99515,28.228205128,53.3744624136719,0.248567076928345,0.0078431794819113,0,0
2018,471083,"Montero, Miguel",WSH,1,0,1,0.0,1.0,-0.1406594730116149,-0.2163991892486383,2.044,0.669,76.974,28.6,54.838522199271566,0.2163991892486383,-0.2163991892486383,0,0
2018,488671,"Avila, Alex",AZ,20,7,13,0.35,0.65,1.6469868668638892,2.5338259490213684,1.962733333,0.7164,79.2968,28.575,54.978784484001935,0.2233087025489316,0.1266912974510683,0,0
2018,488771,"Castro, Jason",MIN,12,5,7,0.4166666666666666,0.5833333333333334,0.5194549269258003,0.7991614260396925,2.048888889,0.704,77.974333333,27.966666667,56.30374096084833,0.3500698811633589,0.0665967855033077,0,0
2018,488810,"Cruz, Tony",CIN,1,0,1,0.0,1.0,-0.1423638631392566,-0.2190213279065487,2.071,0.782,79.123,29.3,56.661847799026106,0.2190213279065487,-0.2190213279065487,0,0
2018,491696,"Sucre, Jesús",TB,24,7,17,0.2916666666666667,0.7083333333333334,1.3530884531472869,2.081674543303518,1.962533333,0.776733333,82.7828,27.6875,52.26241421562132,0.2049302273623534,0.0867364393043132,0,0
2018,492802,"Graterol, Juan",MIN,1,1,0,1.0,0.0,0.4438099497110685,0.6827845380170284,2.004,0.797,81.635,27.9,55.75704630806765,0.3172154619829715,0.6827845380170284,0,0
2018,506702,"León, Sandy",BOS,26,8,18,0.3076923076923077,0.6923076923076923,1.7708933787163883,2.724451351871367,1.958166667,0.676823529,78.868944444,27.9,53.186419132913706,0.2029057172357166,0.104786590456591,0,0
2018,506747,"Peña, Francisco",STL,11,1,10,0.0909090909090909,0.9090909090909091,-2.4433684130089475,-3.7590283277060728,2.110777778,0.841666667,77.12775,27.836363636,56.63228392815571,0.4326389388823702,-0.3417298479732793,0,0
2018,516472,"Arcia, Francisco",LAA,12,3,9,0.25,0.75,-0.7970946819209501,-1.226299510647615,2.000727273,0.7568,77.715181818,28.416666667,56.47050313267294,0.3521916258873012,-0.1021916258873012,0,0
2018,518595,"d'Arnaud, Travis",NYM,7,0,7,0.0,1.0,-1.0504236925799526,-1.616036450123004,1.882,0.817,79.0705,28.528571429,55.52010826557552,0.230862350017572,-0.230862350017572,0,0
2018,518735,"Grandal, Yasmani",LAD,51,15,36,0.2941176470588235,0.7058823529411765,0.8876916441231275,1.3656794524971172,1.974594595,0.729054054,78.069277778,27.929411765,54.03855148750079,0.2673396185784878,0.0267780284803356,0,0
2018,518960,"Lucroy, Jonathan",OAK,79,25,54,0.3164556962025316,0.6835443037974683,-0.462226775483566,-0.7111181161285631,1.974,0.686909091,78.185613636,28.055696203,55.22894211458459,0.3254571913433994,-0.0090014951408678,0,0
2018,519023,"Mesoraco, Devin",NYM,44,9,35,0.2045454545454545,0.7954545454545454,-2.368993454806671,-3.6446053150871855,1.983137931,0.76362069,79.202103448,28.370454545,55.30001329627696,0.2873773935247087,-0.0828319389792542,0,0
2018,519222,"Romine, Austin",NYY,51,15,36,0.2941176470588235,0.7058823529411765,0.5772455220681885,0.8880700339510585,2.027885714,0.80609375,81.244205882,27.949019608,54.67351201788931,0.2767045091382145,0.0174131379206089,0,0
2018,521692,"Perez, Salvador",KC,45,21,24,0.4666666666666665,0.5333333333333333,3.0053207041944074,4.623570314145241,1.988179487,0.695631579,79.275777778,28.082222222,56.88864180721743,0.3639206596856613,0.1027460069810053,0,0
2018,542208,"Pérez, Carlos",TEX,10,5,5,0.5,0.5,1.2651692941039407,1.946414298621447,1.923625,0.628285714,77.277428571,28.2,56.43392282502947,0.3053585701378553,0.1946414298621447,0,0
2018,542513,"Telis, Tomás",MIA,2,1,1,0.5,0.5,0.3023863314488342,0.4652097406905141,2.1265,0.892,81.343,26.5,53.94092856344584,0.2673951296547429,0.232604870345257,0,0
2018,542908,"Bandy, Jett",MIL,7,3,4,0.4285714285714286,0.5714285714285714,0.3399846493647038,0.5230533067149289,2.0356,0.737,78.5656,28.442857143,58.65825361746256,0.353849527612153,0.0747219009592755,0,0
2018,543148,"Federowicz, Tim",CIN,6,0,6,0.0,1.0,-1.1702768571578848,-1.8004259340890534,2.0045,0.743,79.1435,28.05,55.67362650888228,0.3000709890148422,-0.3000709890148422,0,0
2018,543228,"Gomes, Yan",CLE,61,17,44,0.2786885245901639,0.7213114754098361,0.8563665815175453,1.3174870484885306,1.912631579,0.671,78.530157895,28.347540984,54.86886473878001,0.2570903762542864,0.0215981483358775,0,0
2018,543302,"Herrmann, Chris",SEA,13,3,10,0.2307692307692307,0.7692307692307693,-1.1932488377920083,-1.835767442756936,1.97475,0.719,79.2365,27.776923077,54.83377846294084,0.3719821109813027,-0.141212880212072,0,0
2018,543308,"Hicks, John",DET,16,3,13,0.1874999999999999,0.8125,-1.817410966685261,-2.796016871823478,2.0166,0.7914,79.8361,28.03125,57.25190953979165,0.3622510544889674,-0.1747510544889673,0,0
2018,543309,"Higashioka, Kyle",NYY,14,3,11,0.2142857142857143,0.7857142857142857,-0.5826230154211508,-0.8963431006479243,1.8765,0.701375,78.376875,28.307142857,55.02063208113847,0.2783102214748517,-0.0640245071891374,0,0
2018,543376,"Joseph, Caleb",BAL,47,18,29,0.3829787234042553,0.6170212765957447,2.406465121030381,3.70225403235443,1.962810811,0.703486486,77.008351351,28.219148936,55.39589617291743,0.3042073610137356,0.0787713623905197,0,0
2018,543510,"McCann, James",DET,52,22,30,0.4230769230769231,0.5769230769230769,2.267800796035404,3.4889243015929288,1.988205128,0.775307692,79.880540541,27.984615385,55.58463245507947,0.3559822249693667,0.0670946981075563,0,0
2018,543877,"Vázquez, Christian",BOS,28,9,19,0.3214285714285714,0.6785714285714286,-1.2826982171423549,-1.9733818725266996,2.066153846,0.733,77.867307692,27.710714286,57.04950931466006,0.3919064954473822,-0.0704779240188107,0,0
2018,545358,"Stassi, Max",HOU,34,10,24,0.2941176470588235,0.7058823529411765,-0.109121029037267,-0.1678785062111799,2.089458333,0.777956522,77.582727273,27.794117647,54.64080186261037,0.2990552501826818,-0.0049376031238582,0,0
2018,547172,"Wolters, Tony",COL,26,10,16,0.3846153846153846,0.6153846153846154,1.597387281845856,2.457518895147469,1.919105263,0.660222222,76.1905,28.415384615,55.40949352900162,0.2900954271097127,0.0945199575056718,0,0
2018,547379,"Pérez, Roberto",CLE,30,8,22,0.2666666666666667,0.7333333333333333,-0.6589196671680497,-1.0137225648739232,1.937,0.803294118,81.321166667,28.306666667,56.438777952985006,0.3004574188291307,-0.0337907521624641,0,0
2018,553869,"Díaz, Elias",PIT,31,11,20,0.3548387096774193,0.6451612903225806,2.6898732844871898,4.138266591518752,1.9278,0.7332,82.171684211,27.863333333,52.73814860955401,0.221346238983266,0.1334924706941533,0,0
2018,553882,"Narváez, Omar",CWS,61,14,47,0.2295081967213114,0.7704918032786885,0.3471612474164516,0.53409422679454,1.968186047,0.723829268,77.624809524,28.040983607,53.60419273860828,0.2207525536591059,0.0087556430622055,0,0
