metric,mean_pre,mean_post,std_pre,std_post,delta,delta_pct,t_stat,df,p_value,ci_lower,ci_upper,n_pre,n_post,cohens_d,sig,boot_se,boot_ci_lower,boot_ci_upper,boot_t,n_clusters,se_inflation
Pitch Tempo (Runners On),17.956,15.404,2.637,1.677,-2.551,-14.21,-47.483,6440.5,0.0,-2.657,-2.446,3977,2469,-1.101,***,0.06829635003671111,-2.795610270141426,-2.5249745622365065,-39.01835807789289,2120,1.2710752057600758
