season,league_mean_pop2b,league_std_pop2b,league_mean_tempo_onbase,league_std_tempo_onbase,n_teams,n_teams_pop,n_teams_tempo
2018,2.012995139732686,0.03390620493255459,17.15778202327238,0.7361708595832305,30,30,30
2019,2.005432357043236,0.037226130039264504,17.63247490500205,0.6228404864570763,30,30,30
2020,1.9868382352941172,0.041618428742736455,17.988969715332026,0.7483208585938503,30,30,30
2021,1.9825154511742893,0.034581917891049176,18.27969759672965,0.6512404792350153,30,30,30
2022,1.9781348788198103,0.036464764161330834,18.026154967039435,0.7353183453800968,30,30,30
2023,1.9597109826589596,0.03816179638490895,15.21682468695012,0.5060455794036065,30,30,30
2024,1.963521515988946,0.03498499746141435,15.354850231414522,0.52339327720095,30,30,30
2025,1.9553511835467596,0.03049764822760895,15.68505736222596,0.5818367477209492,30,30,30
