year,sample,coef_ols,se_ols,pval_ols,coef_wls,se_wls,pval_wls
2023,Main (≥50),0.005010122649790764,0.0020079839063472,0.012673627113382935,0.0042818105757719506,0.001066400518498112,6.16275823261958e-05
2023,Strict (≥100),0.006813102638085818,0.0025669911835170165,0.008043800873672513,0.004565117970979138,0.0011777935535314513,0.00011122623417447741
2023,Balanced Panel,0.006303967266096896,0.006466748120852275,0.32995371948457075,0.001434865615521519,0.0016240826892448483,0.37724754398919114
2024,Main (≥50),0.008549078122826992,0.0019735083437454042,1.55267090826694e-05,0.008320789665380784,0.001441987746794596,9.1699645654586e-09
2024,Strict (≥100),0.009308959231771599,0.0020092176395092513,3.945206684896618e-06,0.00863507344801432,0.001565651110069865,4.158022592903876e-08
2024,Balanced Panel,0.007506589686086833,0.0025277672961361193,0.003074591925410264,0.007536006507716825,0.0018827381222491421,6.872336798924294e-05
