team_id,season,pop_time_2b_avg,pop_time_2b_std,total_attempts_2b,n_catchers,pop_time_3b_avg,pop_time_3b_std,total_attempts_3b,low_reliability,league_mean_pop2b,league_mean_pop3b,pop2b_diff,pop3b_diff,pop2b_zscore,pop3b_zscore,pop2b_percentile,pop3b_percentile
108,2018,2.02375,0.024462982238476,24,3,1.59,,1,0,2.012995139732686,1.6017218543046357,0.010754860267314204,-0.01172185430463557,0.31360920896706124,-0.2231852130836282,66.66666666666666,36.206896551724135
109,2018,2.0066666666666664,0.0514106560506238,48,4,1.615,0.0149999999999999,2,0,2.012995139732686,1.6017218543046357,-0.00632847306601958,0.01327814569536434,-0.1845367938656986,0.2528171481540595,53.333333333333336,48.275862068965516
110,2018,2.0526984126984127,0.0554693208272467,63,4,1.62,0.0901849950564578,9,0,2.012995139732686,1.6017218543046357,0.03970327296572673,0.018278145695364456,1.1577381498880521,0.34801762040159956,86.66666666666667,62.06896551724138
111,2018,1.9985106382978728,0.040841089207778,47,4,,,0,0,2.012995139732686,1.6017218543046357,-0.014484501434813168,,-0.4223646727479433,,30.0,
112,2018,1.9990697674418605,0.0562310000361206,43,2,1.62,0.0699999999999999,6,0,2.012995139732686,1.6017218543046357,-0.013925372290825466,0.018278145695364456,-0.40606059773459097,0.34801762040159956,33.33333333333333,62.06896551724138
113,2018,2.042448979591837,0.0285378811796545,49,4,1.6528571428571428,0.0890768986749708,7,0,2.012995139732686,1.6017218543046357,0.029453839859150843,0.05113528855250715,0.8588670786680093,0.9736207237425597,80.0,86.20689655172413
114,2018,1.9383636363636365,0.0168159703705772,55,3,1.698,0.104,5,0,2.012995139732686,1.6017218543046357,-0.07463150336904945,0.0962781456953643,-2.1762371759233554,1.8331449874631875,3.3333333333333335,100.0
115,2018,2.00609375,0.025471625604533,64,4,1.542857142857143,0.0416496563917521,7,0,2.012995139732686,1.6017218543046357,-0.0069013897326861695,-0.058864711447492724,-0.20124290981435553,-1.1207896657032712,50.0,17.24137931034483
116,2018,2.007017543859649,0.019908995787473,57,3,1.6424999999999998,0.0129903810567664,4,0,2.012995139732686,1.6017218543046357,-0.005977595873036812,0.0407781456953642,-0.1743052970167499,0.7764197455155152,56.666666666666664,75.86206896551724
117,2018,2.048709677419355,0.0544617021687878,62,3,1.618,0.0159999999999999,5,0,2.012995139732686,1.6017218543046357,0.03571453768666899,0.016278145695364454,1.0414275624370917,0.3099374315025844,83.33333333333334,51.724137931034484
118,2018,1.9791666666666667,0.03134707145634,48,3,1.525,0.005,2,0,2.012995139732686,1.6017218543046357,-0.033828473066019216,-0.07672185430463574,-0.9864303594013291,-1.4607913523016238,13.333333333333334,10.344827586206897
119,2018,2.055,0.02872281323269,42,2,1.62,,4,0,2.012995139732686,1.6017218543046357,0.042004860267314204,0.018278145695364456,1.2248518970757443,0.34801762040159956,93.33333333333333,62.06896551724138
120,2018,1.9947457627118643,0.0143037191090454,59,4,1.568,0.016,5,0,2.012995139732686,1.6017218543046357,-0.018249377020821633,-0.03372185430463559,-0.5321475639283947,-0.6420672909727952,26.666666666666668,27.586206896551722
121,2018,2.040117647058824,0.04323653459605,85,5,1.62,0.034960294939005,9,0,2.012995139732686,1.6017218543046357,0.027122507326137857,0.018278145695364456,0.7908859674917539,0.34801762040159956,76.66666666666667,62.06896551724138
