level,c3_attempts_coef,c3_attempts_pct,c4_success_coef,c4_success_pct,c5_actual_coef,c5_actual_pct,c5_predicted_coef,c5_predicted_pct,c3_contribution_pct,c4_contribution_pct
AAA,0.2674188070670587,30.65875398547626,0.4383732712523149,55.018343835166014,0.38273701114133096,46.62923608028186,0.7057920783193736,102.54503650394926,37.889176611876145,62.11082338812385
AA,0.105069004194765,11.078725669141877,0.3161217037726196,37.17971983613659,0.23596450189128754,26.612936417132225,0.4211907079673846,52.37748467047956,24.945708014741186,75.05429198525881
