"player_id","player_name","team_name","start_year","end_year","key_target_base","runs_prevented_on_running_attr","n_pitcher_cs_aa","n_init","rate_sbx","n_sb","n_cs","n_pk","n_bk","n_fb","n_plus","n_minus","net_attr_plus","net_attr_minus","r_primary_lead","r_secondary_lead","r_sec_minus_prim_lead","r_primary_lead_sbx","r_secondary_lead_sbx","r_sec_minus_prim_lead_sbx"
680767,"Vodnik, Victor","COL",2024,2024,"All",0.5036570574212672,0.0844859854385337,503,0.0019880715705765406,1,0,0,0,0,1,0,5.479418396408741,-1.3160591596899542,"11.395900648","14.640796976","3.244896328","11.435","19.81","8.375"
608648,"Duffey, Tyler","KC",2024,2024,"All",0.0765049536714104,,72,0,0,0,0,0,0,0,0,0.8184397683570522,-0.19374,"11.249594203","14.530289855","3.280695652",,,
664849,"Young, Danny","NYM",2024,2024,"All",-0.04846824492536446,-0.1398614275261693,219,0.0091324200913242,2,0,0,0,0,2,0,0.7193271727130218,-0.4274081765954857,"12.436358209","15.515223881","3.078865672","12.1615","22.7805","10.619"
593334,"Germán, Domingo","PIT",2024,2024,"All",-0.7982546672155315,-0.6773033109600817,164,0.03048780487804878,5,0,0,1,0,6,0,-3.350988762174221,-0.28457092173486015,"11.289184713","15.727828025","4.438643312","11.774","24.2638","12.4898"
680570,"Rodriguez, Grayson","BAL",2024,2024,"All",0.713333213280178,0.7646541988125353,639,0.00782472613458529,3,2,0,0,0,3,2,5.311365494398569,-0.7754219679989744,"11.031024351","14.464621753","3.433597403","11.9416","19.4114","7.4698"
665152,"Kremer, Dean","BAL",2024,2024,"All",0.5258761960889817,0.3079462922589571,685,0.01167883211678832,5,3,0,0,0,5,3,2.3583649718717563,0.12045155936584416,"11.006595349","14.770037209","3.76344186","12.193625","23.624625","11.431"
683822,"Uwasawa, Naoyuki","BOS",2024,2024,"All",0.007678601747992922,,11,0,0,0,0,0,0,0,0,0.11410550873996461,-0.03365,"11.87","15.7708","3.9008",,,
687863,"Hodge, Porter","CHC",2024,2024,"All",-0.18750534343634515,-0.1207202912977626,263,0.015209125475285171,2,2,0,0,0,2,2,-0.32819318574207157,-0.2708149028620668,"11.892260163","15.868300813","3.97604065","12.4885","23.78025","11.29175"
680897,"Nastrini, Nick","CWS",2024,2024,"All",-1.3582739506430497,-1.1206774325296698,288,0.041666666666666664,12,0,0,0,0,12,0,-6.927703089316732,0.06059259382287677,"12.258649805","17.07970428","4.821054475","12.311","24.817","12.506"
605463,"Scott, Tayler","HOU",2024,2024,"All",-1.1159049271068828,-0.8389584701778119,434,0.03225806451612903,10,4,0,0,0,10,4,-7.47743226901726,0.8435145037701484,"11.744639098","15.892288221","4.147649123","11.962857143","24.360642857","12.397785714"
676083,"Junk, Janson","OAK",2024,2024,"All",-0.14335475328243635,-0.09019359892901342,79,0.012658227848101266,1,0,0,0,0,1,0,-0.1864157434771396,-0.23571467686001885,"11.120973333","16.291813333","5.17084","16.293","35.817","19.524"
607179,"Weems, Jordan","WSH",2024,2024,"All",-0.1619121735403322,0.1369871074801335,270,0.018518518518518517,5,0,0,0,0,5,0,-1.0254966797171092,0.09597147200686144,"12.00395057","15.929547529","3.925596958","12.8202","23.266","10.4458"
650489,"Castro, Willi","MIN",2024,2024,"All",0.0086534705882353,,6,0,0,0,0,0,0,0,0,0.0644623529411765,-0.009420000000000001,"11.492666667","14.436166667","2.9435",,,
681892,"Funderburk, Kody","MIN",2024,2024,"All",-0.12733973054913816,0.008806905418669353,275,0.01818181818181818,5,0,0,1,0,6,0,-1.5411574947007591,0.40198170753558604,"11.475269231","14.548692308","3.073423077","10.3052","22.9944","12.6892"
694361,"Klein, Will","OAK",2024,2024,"All",0.02280115293533018,,73,0,0,0,0,0,0,0,0,0.3132657646766509,-0.08856000000000014,"11.856958904","15.935794521","4.078835616",,,
687792,"Herz, DJ","WSH",2024,2024,"All",0.02561263873046222,-0.08294281317709337,513,0.003898635477582846,2,0,0,1,0,3,0,3.617660218013862,-1.5509320108273617,"11.014496","13.767938","2.753442","12.7985","21.7205","8.922"
641312,"Anderson, Shaun","MIA",2024,2024,"All",0.0850591258919186,,114,0,0,0,0,0,0,0,0,0.9655656294595939,-0.24012,"12.258242991","16.20988785","3.95164486",,,
