"player_id","player_name","team_name","start_year","end_year","sb_attempts","catcher_stealing_runs","caught_stealing_above_average","n_cs","rate_cs","est_cs_pct","cs_aa_per_throw","seasonal_runner_speed","runner_distance_from_second","pop_time","exchange_time","arm_strength","n_xcs_with_flight_over_xcs","n_xcs_with_exchange_over_xcs","n_xcs_with_accuracy_over_xcs","n_xcs_with_ground_other_over_xcs","n_xcs_with_onfly_other_over_xcs","n_xcs_with_untracked_other_over_xcs"
425772,"Mathis, Jeff","ATL",2021,2021,1,-0.02710207842156994,-0.041695505263953755,0,0,0.041695505263953755,-0.041695505263953755,"27.3",50.75766488006575,,,,0,-0.041695505263953755,0,,,0
425784,"Rivera, René","WSH",2021,2021,16,1.1982896297302696,1.8435225072773385,7,0.43749999999999994,0.3222798432951663,0.11522015670483364,"28.275",56.56354682472521,"1.900866667","0.692","77.291524",-0.35166954777317616,1.38264147428213,0.8561285829760744,0.8436779956915672,-0.8872559978992571,0
425877,"Molina, Yadier","STL",2021,2021,28,3.8514262751352373,5.925271192515753,12,0.42857142857142866,0.21695460026729457,0.21161682830413397,"28.207142857",56.519497251733895,"1.924818182","0.727363636","79.402045",0.9622443781867194,1.185209750641055,1.9261331882596586,0.8089424383317412,1.0427414370965784,0
435559,"Suzuki, Kurt","LAA",2021,2021,39,-1.049819575968707,-1.6151070399518566,8,0.20512820512820515,0.2465412061526117,-0.04141300102440659,"28.138461538",55.34708487677989,"1.931366667","0.767533333","78.276405667",0.2337627098797775,-1.995140958779222,-1.3844091835031562,1.3723715376026253,0.15830885484811869,0
444489,"Piña, Manny","MIL",2021,2021,26,3.054230705999667,4.698816470768719,10,0.38461538461538464,0.20389167420120308,0.18072371041418148,"27.957692308",54.33690291514489,"1.920315789","0.715263158","79.238631053",0.830306965093063,1.081137648963915,2.7673836833836227,-0.7057328303950879,0.72638356758597,-0.0006625638627636353
446653,"Lobaton, Jose","CHC",2021,2021,6,-1.0150745084640733,-1.5616530899447285,0,0,0.26027551499078805,-0.26027551499078805,"28.316666667",57.94666230820844,"1.996","0.65575","75.6781525",-0.37940230592777296,0.11714345128414884,0.10243663329716822,-0.24464437553390006,-1.1571864930643723,0
455117,"Maldonado, Martín","HOU",2021,2021,38,2.359926690472698,3.6306564468810736,17,0.4473684210526315,0.3518248303452349,0.09554359070739668,"28.036842105",57.716846346980596,"1.92225","0.7838125","81.478585313",3.773491126464624,-2.1954084211182514,0.822117007310424,0.2456032888082531,-0.14157169005461456,1.126425135470638
455139,"Chirinos, Robinson","CHC",2021,2021,9,0.5243556132550883,0.8067009434693664,2,0.2222222222222222,0.13258878405895927,0.08963343816326291,"28.888888889",50.58647623561688,"1.830833333","0.719333333","76.224878333",-0.15151545927437654,-0.1059178104279934,1.1255760157081351,0,-0.06144180253639858,0
457763,"Posey, Buster","SF",2021,2021,31,0.5988515365068486,0.9213100561643819,8,0.25806451612903225,0.2283448368979231,0.029719679231109082,"28.409677419",55.93376605683038,"1.934958333","0.723208333","77.838675833",0.09438954702058516,0.438737691713291,-0.3211135335722308,-0.12740879424268609,-0.018804399418344664,0.8555095446637679
460077,"Butera, Drew","LAA",2021,2021,2,0.17430753707000635,0.26816544164616357,1,0.5,0.3659172791769182,0.1340827208230818,"26.85",56.90422502390449,"1.915","0.76","83.147755",0.28104249040609885,-0.030587144522720766,0.06671827116838819,0,-0.049008175405602705,0
