"entity_id","entity_name","entity_code","team_id","total_pitches","total_pitches","total_pitches_empty","median_seconds_empty","total_pitches_onbase","median_seconds_empty","freq_hot","freq_warm","freq_cold"
624407,"Lin, Tzu-Wei","Pit",111,10,10,1,7.733,9,7.733,1,0,0
460077,"Butera, Drew","Pit",115,13,13,3,8.941,10,8.941,0.9230769230769231,0.07692307692307693,0
501303,"Adrianza, Ehire","Pit",142,7,7,7,9.475,,9.475,1,0,0
570560,"Sánchez, Yolmer","Pit",145,6,6,5,9.552,1,9.552,1,0,0
606299,"Peraza, José","Pit",111,8,8,4,9.746,4,9.746,0.75,0.25,0
621011,"Schrock, Max","Pit",138,4,4,4,9.983,,9.983,0.75,0.25,0
571602,"Davidson, Matt","Pit",113,16,16,11,10.43,5,10.43,1,0,0
641645,"Guillorme, Luis","Pit",121,4,4,4,10.613,,10.613,0.75,0.25,0
571788,"Holt, Brock","Pit",120,12,12,1,10.732,11,10.732,1,0,0
571974,"Murphy, John Ryan","Pit",134,3,3,3,10.837,,10.837,1,0,0
608348,"Kelly, Carson","Pit",109,7,7,1,11.015,6,11.015,1,0,0
606115,"Arcia, Orlando","Pit",158,15,15,10,11.424,5,11.424,0.8666666666666667,0.13333333333333333,0
623168,"Heineman, Tyler","Pit",137,2,2,1,11.528,1,11.528,1,0,0
669289,"Espinal, Santiago","Pit",141,17,17,10,11.578,7,11.578,1,0,0
523253,"Forsythe, Logan","Pit",146,9,9,1,11.818,8,11.818,0.3333333333333333,0.6666666666666666,0
489119,"Miley, Wade","Pit",113,137,137,75,12.003,62,12.003,0.5620437956204379,0.40875912408759124,0.029197080291970802
592145,"Biddle, Jesse","Pit",113,9,9,2,12.092,7,12.092,0.2222222222222222,0.7777777777777778,0
519455,"Zimmermann, Jordan","Pit",116,46,46,9,12.588,37,12.588,0.17391304347826086,0.8260869565217391,0
621005,"Lopes, Tim","Pit",136,5,5,1,12.833,4,12.833,1,0,0
608718,"Suter, Brent","Pit",158,244,244,153,12.923,91,12.923,0.47540983606557374,0.5122950819672131,0.012295081967213115
665621,"García, Rony","Pit",116,204,204,122,13.068,82,13.068,0.46568627450980393,0.5245098039215687,0.00980392156862745
621112,"Blackburn, Paul","Pit",133,23,23,14,13.116,9,13.116,0.391304347826087,0.6086956521739131,0
576397,"Gyorko, Jedd","Pit",158,7,7,4,13.173,3,13.173,0.7142857142857143,0.2857142857142857,0
