pitcher_id,pitcher_name,season,level_key,league_name,total_opps,sb,cs,attempts,games,attempt_rate,success_rate,sb_rate
656713,Brendan McKay,2021,aa,Double-A South,7,1,0,1,3,0.14285714285714285,1.0,0.14285714285714285
656722,Pearson McMahan,2021,aa,Double-A Northeast,57,6,0,6,31,0.10526315789473684,1.0,0.10526315789473684
656726,Sam McWilliams,2019,aa,Southern League,89,5,3,8,15,0.0898876404494382,0.625,0.056179775280898875
656726,Sam McWilliams,2021,aa,Double-A Central,23,5,3,8,11,0.34782608695652173,0.625,0.21739130434782608
656727,Kodi Medeiros,2019,aa,Southern League,114,12,4,16,28,0.14035087719298245,0.75,0.10526315789473684
656730,Trevor Megill,2019,aa,Texas League,3,1,0,1,4,0.3333333333333333,1.0,0.3333333333333333
656730,Trevor Megill,2019,highA,California League,2,0,0,0,3,0.0,,0.0
656731,Tylor Megill,2019,aa,Eastern League,5,1,0,1,1,0.2,1.0,0.2
656731,Tylor Megill,2019,highA,Florida State League,37,2,2,4,7,0.10810810810810811,0.5,0.05405405405405406
656731,Tylor Megill,2021,aa,Double-A Northeast,25,2,0,2,5,0.08,1.0,0.08
656738,Ben Meyer,2019,aa,Eastern League,7,1,1,2,4,0.2857142857142857,0.5,0.14285714285714285
656744,Jared Miller,2019,highA,California League,17,1,1,2,6,0.11764705882352941,0.5,0.058823529411764705
656746,McKenzie Mills,2019,aa,Southern League,86,6,3,9,28,0.10465116279069768,0.6666666666666666,0.06976744186046512
656755,Bryce Montes de Oca,2021,aa,Double-A Northeast,0,0,0,0,2,,,
656756,Jordan Montgomery,2019,highA,Florida State League,0,0,0,0,1,,,
656786,Parker Mushinski,2019,highA,Carolina League,50,2,0,2,11,0.04,1.0,0.04
656786,Parker Mushinski,2021,aa,Double-A Central,51,3,1,4,15,0.0784313725490196,0.75,0.058823529411764705
656793,Nick Nelson,2019,aa,Eastern League,59,12,3,15,13,0.2542372881355932,0.8,0.2033898305084746
656793,Nick Nelson,2019,highA,Florida State League,2,0,1,1,1,0.5,0.0,0.0
656798,Jacob Nix,2019,highA,California League,16,2,1,3,2,0.1875,0.6666666666666666,0.125
656804,Andrés Núñez,2021,aa,Double-A Central,56,3,0,3,30,0.05357142857142857,1.0,0.05357142857142857
656809,Emilio Ogando,2019,aa,Texas League,62,5,2,7,36,0.11290322580645161,0.7142857142857143,0.08064516129032258
656818,Connor Overton,2019,aa,Eastern League,38,2,0,2,14,0.05263157894736842,1.0,0.05263157894736842
656822,Alexis Pantoja,2019,aa,Eastern League,0,0,0,0,1,,,
656828,Jacob Patterson,2019,aa,Texas League,57,4,0,4,51,0.07017543859649122,1.0,0.07017543859649122
656828,Jacob Patterson,2021,aa,Double-A Central,43,0,0,0,11,0.0,,0.0
656848,Michael Petersen,2019,highA,Carolina League,51,6,1,7,41,0.13725490196078433,0.8571428571428571,0.11764705882352941
656849,David Peterson,2019,aa,Eastern League,116,2,2,4,24,0.034482758620689655,0.5,0.017241379310344827
656876,Drew Rasmussen,2019,aa,Southern League,60,3,3,6,22,0.1,0.5,0.05
656876,Drew Rasmussen,2019,highA,Carolina League,5,1,0,1,4,0.2,1.0,0.2
656877,Lane Ratliff,2019,highA,California League,9,1,0,1,3,0.1111111111111111,1.0,0.1111111111111111
656885,James Reeves,2019,aa,Eastern League,49,3,1,4,27,0.08163265306122448,0.75,0.061224489795918366
656885,James Reeves,2019,highA,Florida State League,10,0,0,0,6,0.0,,0.0
656885,James Reeves,2021,aa,Double-A Central,42,2,4,6,31,0.14285714285714285,0.3333333333333333,0.047619047619047616
656887,Sean Reid-Foley,2021,singleA,Low-A Southeast,1,1,0,1,2,1.0,1.0,1.0
656904,Jared Robinson,2019,aa,Eastern League,18,1,0,1,16,0.05555555555555555,1.0,0.05555555555555555
656904,Jared Robinson,2019,highA,Carolina League,24,0,0,0,14,0.0,,0.0
656904,Jared Robinson,2021,aa,Double-A Northeast,52,6,1,7,29,0.1346153846153846,0.8571428571428571,0.11538461538461539
656906,Parker Joe Robinson,2019,highA,California League,5,0,0,0,2,0.0,,0.0
656913,Seth Romero,2021,aa,Double-A Northeast,20,3,0,3,6,0.15,1.0,0.15
656913,Seth Romero,2021,singleA,Low-A East,15,1,2,3,3,0.2,0.3333333333333333,0.06666666666666667
656919,Matt Ruppenthal,2021,aa,Double-A Central,25,1,1,2,8,0.08,0.5,0.04
656924,Ryder Ryan,2019,aa,Eastern League,49,3,3,6,25,0.12244897959183673,0.5,0.061224489795918366
656927,Ricky Salinas,2021,aa,Double-A South,73,5,1,6,17,0.0821917808219178,0.8333333333333334,0.0684931506849315
656936,Zach Schellenger,2019,aa,Eastern League,26,1,2,3,11,0.11538461538461539,0.3333333333333333,0.038461538461538464
656936,Zach Schellenger,2019,highA,Carolina League,34,3,1,4,26,0.11764705882352941,0.75,0.08823529411764706
656936,Zach Schellenger,2021,aa,Double-A Northeast,19,1,0,1,13,0.05263157894736842,1.0,0.05263157894736842
656937,Tyler Schimpf,2019,highA,California League,1,0,0,0,1,0.0,,0.0
656944,Clark Scolamiero,2021,aa,Double-A Northeast,0,0,0,0,1,,,
656953,Colton Shaver,2019,aa,Texas League,0,0,0,0,1,,,
656954,Justus Sheffield,2019,aa,Texas League,50,6,2,8,12,0.16,0.75,0.12
656958,Cason Sherrod,2019,highA,Florida State League,20,6,0,6,17,0.3,1.0,0.3
656970,Devin Smeltzer,2019,aa,Southern League,11,2,0,2,5,0.18181818181818182,1.0,0.18181818181818182
656981,Peter Solomon,2019,highA,Carolina League,6,1,1,2,2,0.3333333333333333,0.5,0.16666666666666666
656986,Bennett Sousa,2019,aa,Southern League,3,0,0,0,2,0.0,,0.0
656986,Bennett Sousa,2019,highA,Carolina League,22,2,0,2,20,0.09090909090909091,1.0,0.09090909090909091
656986,Bennett Sousa,2021,aa,Double-A South,28,1,0,1,20,0.03571428571428571,1.0,0.03571428571428571
656991,David Speer,2019,aa,Eastern League,49,2,3,5,32,0.10204081632653061,0.4,0.04081632653061224
657001,Mitch Stallings,2021,aa,Double-A South,9,0,0,0,3,0.0,,0.0
657006,Justin Steele,2019,aa,Southern League,50,4,4,8,11,0.16,0.5,0.08
657022,Trey Supak,2019,aa,Southern League,81,5,3,8,20,0.09876543209876543,0.625,0.06172839506172839
657034,Jonathan Teaney,2019,highA,Carolina League,65,1,0,1,46,0.015384615384615385,1.0,0.015384615384615385
657043,Dylan Thompson,2019,aa,Eastern League,4,1,0,1,1,0.25,1.0,0.25
657043,Dylan Thompson,2019,highA,Carolina League,134,12,3,15,19,0.11194029850746269,0.8,0.08955223880597014
657044,Ryan Thompson,2019,aa,Southern League,24,2,0,2,14,0.08333333333333333,1.0,0.08333333333333333
657044,Ryan Thompson,2019,highA,Florida State League,1,0,0,0,2,0.0,,0.0
657047,Reagan Todd,2021,aa,Double-A Northeast,43,2,1,3,39,0.06976744186046512,0.6666666666666666,0.046511627906976744
657050,Trenton Toplikar,2019,highA,California League,54,8,0,8,15,0.14814814814814814,1.0,0.14814814814814814
657050,Trenton Toplikar,2021,aa,Double-A Northeast,95,9,2,11,22,0.11578947368421053,0.8181818181818182,0.09473684210526316
657053,Touki Toussaint,2021,aa,Double-A South,3,1,0,1,1,0.3333333333333333,1.0,0.3333333333333333
657092,Zach Warren,2019,highA,Florida State League,69,1,3,4,40,0.057971014492753624,0.25,0.014492753623188406
657092,Zach Warren,2021,aa,Double-A Northeast,46,6,2,8,37,0.17391304347826086,0.75,0.13043478260869565
657093,Spenser Watkins,2019,aa,Eastern League,33,3,1,4,8,0.12121212121212122,0.75,0.09090909090909091
657093,Spenser Watkins,2019,highA,Florida State League,16,1,0,1,3,0.0625,1.0,0.0625
657096,Braden Webb,2019,aa,Southern League,28,2,0,2,6,0.07142857142857142,1.0,0.07142857142857142
657096,Braden Webb,2019,highA,Carolina League,36,4,3,7,8,0.19444444444444445,0.5714285714285714,0.1111111111111111
657096,Braden Webb,2021,aa,Double-A South,55,7,1,8,41,0.14545454545454545,0.875,0.12727272727272726
657100,Keith Weisenberg,2019,highA,Florida State League,34,7,0,7,7,0.20588235294117646,1.0,0.20588235294117646
657101,Nick Wells,2019,highA,California League,26,4,0,4,5,0.15384615384615385,1.0,0.15384615384615385
657101,Nick Wells,2021,aa,Double-A Northeast,17,1,0,1,10,0.058823529411764705,1.0,0.058823529411764705
657116,Zach Willeman,2021,aa,Double-A Central,52,4,1,5,33,0.09615384615384616,0.8,0.07692307692307693
657117,Austen Williams,2019,aa,Eastern League,9,1,0,1,5,0.1111111111111111,1.0,0.1111111111111111
657121,Hunter Williams,2019,highA,California League,22,0,0,0,8,0.0,,0.0
657122,Ronnie Williams,2019,aa,Texas League,40,2,0,2,25,0.05,1.0,0.05
657122,Ronnie Williams,2019,highA,Florida State League,26,4,1,5,19,0.19230769230769232,0.8,0.15384615384615385
657122,Ronnie Williams,2021,aa,Double-A Northeast,62,4,1,5,24,0.08064516129032258,0.8,0.06451612903225806
657141,Jordan Yamamoto,2019,aa,Southern League,54,5,4,9,12,0.16666666666666666,0.5555555555555556,0.09259259259259259
657141,Jordan Yamamoto,2021,singleA,Low-A Southeast,5,1,0,1,3,0.2,1.0,0.2
657203,Will Carter,2019,aa,Eastern League,62,3,3,6,28,0.0967741935483871,0.5,0.04838709677419355
657209,Dean Deetz,2019,aa,Texas League,1,1,0,1,1,1.0,1.0,1.0
657213,Luke Eubank,2019,aa,Eastern League,19,2,2,4,9,0.21052631578947367,0.5,0.10526315789473684
657216,Devon Fisher,2019,highA,Carolina League,24,2,0,2,8,0.08333333333333333,1.0,0.08333333333333333
657240,Julian Merryweather,2019,highA,Florida State League,4,0,0,0,1,0.0,,0.0
657240,Julian Merryweather,2021,singleA,Low-A Southeast,2,0,0,0,1,0.0,,0.0
657246,Ryan Nutof,2019,aa,Southern League,22,1,1,2,15,0.09090909090909091,0.5,0.045454545454545456
657246,Ryan Nutof,2019,highA,Florida State League,28,1,0,1,25,0.03571428571428571,1.0,0.03571428571428571
657248,Glenn Otto,2019,highA,Florida State League,64,10,3,13,14,0.203125,0.7692307692307693,0.15625
657248,Glenn Otto,2021,aa,Double-A Northeast,40,4,0,4,11,0.1,1.0,0.1
657265,Peter Strzelecki,2019,highA,Carolina League,8,1,1,2,8,0.25,0.5,0.125
657265,Peter Strzelecki,2021,aa,Double-A South,47,1,0,1,36,0.02127659574468085,1.0,0.02127659574468085
657267,Collin Theroux,2021,aa,Double-A Central,1,0,0,0,1,0.0,,0.0
657272,Erich Uelmen,2019,aa,Southern League,39,0,1,1,6,0.02564102564102564,0.0,0.0
657272,Erich Uelmen,2019,highA,Carolina League,65,4,4,8,11,0.12307692307692308,0.5,0.06153846153846154
657272,Erich Uelmen,2021,aa,Double-A South,83,6,2,8,19,0.0963855421686747,0.75,0.07228915662650602
657277,Logan Webb,2019,aa,Eastern League,40,2,0,2,8,0.05,1.0,0.05
657376,Clarke Schmidt,2019,aa,Eastern League,10,1,0,1,3,0.1,1.0,0.1
657376,Clarke Schmidt,2019,highA,Florida State League,75,8,0,8,13,0.10666666666666667,1.0,0.10666666666666667
657376,Clarke Schmidt,2021,aa,Double-A Northeast,4,1,1,2,2,0.5,0.5,0.25
657376,Clarke Schmidt,2021,singleA,Low-A Southeast,1,0,0,0,1,0.0,,0.0
657424,Matt Gage,2021,aa,Double-A Central,8,0,0,0,7,0.0,,0.0
657444,Bo Way,2019,aa,Southern League,9,2,0,2,8,0.2222222222222222,1.0,0.2222222222222222
657508,Mike Baumann,2019,aa,Eastern League,41,0,2,2,13,0.04878048780487805,0.0,0.0
657508,Mike Baumann,2019,highA,Carolina League,40,0,0,0,11,0.0,,0.0
657508,Mike Baumann,2021,aa,Double-A Northeast,35,1,0,1,10,0.02857142857142857,1.0,0.02857142857142857
657508,Mike Baumann,2021,singleA,Low-A East,2,0,0,0,2,0.0,,0.0
657511,Dustin Beggs,2019,aa,Southern League,13,0,2,2,3,0.15384615384615385,0.0,0.0
657511,Dustin Beggs,2019,highA,Florida State League,25,1,0,1,5,0.04,1.0,0.04
657511,Dustin Beggs,2021,aa,Double-A Northeast,53,8,3,11,10,0.20754716981132076,0.7272727272727273,0.1509433962264151
657514,Brennan Bernardino,2019,aa,Eastern League,3,2,0,2,2,0.6666666666666666,1.0,0.6666666666666666
657514,Brennan Bernardino,2019,highA,Carolina League,12,1,0,1,3,0.08333333333333333,1.0,0.08333333333333333
657518,Matt Blackham,2019,aa,Eastern League,33,2,0,2,28,0.06060606060606061,1.0,0.06060606060606061
657538,Ruben Castro,2019,highA,Carolina League,0,0,0,0,1,,,
657566,Montana DuRapau,2021,aa,Double-A Central,39,3,2,5,37,0.1282051282051282,0.6,0.07692307692307693
657571,Caleb Ferguson,2019,highA,California League,1,0,0,0,1,0.0,,0.0
657572,Justin Ferrell,2019,aa,Texas League,30,3,0,3,17,0.1,1.0,0.1
657581,Will Gaddis,2019,highA,California League,160,11,4,15,27,0.09375,0.7333333333333333,0.06875
657581,Will Gaddis,2021,aa,Double-A Northeast,81,7,2,9,37,0.1111111111111111,0.7777777777777778,0.08641975308641975
657624,Josh James,2021,singleA,Low-A East,3,1,0,1,2,0.3333333333333333,1.0,0.3333333333333333
657649,Jared Koenig,2021,aa,Double-A Central,117,19,3,22,24,0.18803418803418803,0.8636363636363636,0.1623931623931624
657660,Justin Lewis,2019,highA,California League,57,2,1,3,12,0.05263157894736842,0.6666666666666666,0.03508771929824561
657660,Justin Lewis,2021,aa,Double-A Central,49,3,0,3,24,0.061224489795918366,1.0,0.061224489795918366
657661,Zach Lewis,2019,highA,Carolina League,147,15,2,17,28,0.11564625850340136,0.8823529411764706,0.10204081632653061
657670,Greg Mahle,2019,aa,Southern League,37,1,1,2,6,0.05405405405405406,0.5,0.02702702702702703
657681,Kyle McGrath,2019,aa,Texas League,2,0,0,0,4,0.0,,0.0
657697,Vinny Nittoli,2019,aa,Eastern League,43,4,0,4,29,0.09302325581395349,1.0,0.09302325581395349
657728,Isaias Quiroz,2021,aa,Double-A Central,3,0,0,0,1,0.0,,0.0
657744,Keith Rogalla,2021,aa,Double-A South,47,2,1,3,29,0.06382978723404255,0.6666666666666666,0.0425531914893617
657746,Joe Ryan,2019,aa,Southern League,6,3,0,3,3,0.5,1.0,0.5
657746,Joe Ryan,2019,highA,Florida State League,36,5,0,5,15,0.1388888888888889,1.0,0.1388888888888889
657756,Connor Seabold,2019,aa,Eastern League,31,2,2,4,7,0.12903225806451613,0.5,0.06451612903225806
657756,Connor Seabold,2019,highA,Florida State League,1,0,0,0,2,0.0,,0.0
657766,Locke St. John,2019,aa,Texas League,28,0,1,1,22,0.03571428571428571,0.0,0.0
657770,Eric Stout,2019,aa,Southern League,0,0,0,0,1,,,
657793,Connor Walsh,2019,aa,Southern League,18,1,0,1,11,0.05555555555555555,1.0,0.05555555555555555
657798,T.J. Weir,2019,aa,Texas League,67,1,4,5,9,0.07462686567164178,0.2,0.014925373134328358
658061,Galli Cribbs Jr.,2019,aa,Southern League,5,0,0,0,5,0.0,,0.0
658070,Erbert Gonzalez,2019,highA,California League,12,1,0,1,4,0.08333333333333333,1.0,0.08333333333333333
658369,Malvin Pena,2019,highA,Carolina League,109,9,3,12,23,0.11009174311926606,0.75,0.08256880733944955
658369,Malvin Pena,2021,aa,Double-A Northeast,12,0,0,0,5,0.0,,0.0
658369,Malvin Pena,2021,singleA,Low-A East,8,0,0,0,3,0.0,,0.0
658431,Adonis Medina,2019,aa,Eastern League,121,7,5,12,22,0.09917355371900827,0.5833333333333334,0.05785123966942149
658483,Eric Gonzalez,2019,highA,Carolina League,4,0,0,0,1,0.0,,0.0
658530,Franklin Pérez,2019,highA,Florida State League,8,0,0,0,2,0.0,,0.0
658531,Miguelangel Sierra,2019,highA,Carolina League,1,0,0,0,1,0.0,,0.0
658551,Junior Fernández,2019,aa,Texas League,27,0,0,0,18,0.0,,0.0
658551,Junior Fernández,2019,highA,Florida State League,13,1,0,1,9,0.07692307692307693,1.0,0.07692307692307693
658647,Tomás Alastre,2021,singleA,Low-A East,65,6,2,8,26,0.12307692307692308,0.75,0.09230769230769231
658648,Pedro Avila,2019,aa,Texas League,12,1,0,1,3,0.08333333333333333,1.0,0.08333333333333333
658648,Pedro Avila,2021,aa,Double-A Central,58,3,3,6,23,0.10344827586206896,0.5,0.05172413793103448
658649,Gilberto Chu,2021,singleA,Low-A East,38,3,3,6,19,0.15789473684210525,0.5,0.07894736842105263
658655,Jesus Linarez,2021,singleA,Low-A East,23,5,2,7,13,0.30434782608695654,0.7142857142857143,0.21739130434782608
658667,Cristofer Melendez,2021,aa,Double-A Northeast,38,1,0,1,28,0.02631578947368421,1.0,0.02631578947368421
658724,Mitchell Osnowitz,2019,aa,Texas League,24,2,0,2,20,0.08333333333333333,1.0,0.08333333333333333
658724,Mitchell Osnowitz,2019,highA,Florida State League,16,1,0,1,15,0.0625,1.0,0.0625
658724,Mitchell Osnowitz,2021,aa,Double-A Central,51,5,0,5,23,0.09803921568627451,1.0,0.09803921568627451
658741,Jose Moreno,2021,singleA,Low-A East,10,0,0,0,2,0.0,,0.0
658742,Diogenes Almengo,2019,highA,Carolina League,58,3,2,5,35,0.08620689655172414,0.6,0.05172413793103448
658742,Diogenes Almengo,2021,aa,Double-A Northeast,49,4,2,6,39,0.12244897959183673,0.6666666666666666,0.08163265306122448
658744,Alexander Vargas,2019,aa,Southern League,7,4,1,5,1,0.7142857142857143,0.8,0.5714285714285714
658744,Alexander Vargas,2019,highA,Carolina League,84,14,1,15,18,0.17857142857142858,0.9333333333333333,0.16666666666666666
658788,Mailon Arroyo,2021,singleA,Low-A West,21,3,0,3,12,0.14285714285714285,1.0,0.14285714285714285
658791,Wei-Chieh Huang,2019,aa,Texas League,5,2,1,3,6,0.6,0.6666666666666666,0.4
659070,Ben Bracewell,2019,aa,Texas League,4,0,0,0,2,0.0,,0.0
659168,Jesus Camargo,2019,highA,Carolina League,76,8,1,9,36,0.11842105263157894,0.8888888888888888,0.10526315789473684
659262,Anderson Espinoza,2021,aa,Double-A South,13,0,0,0,3,0.0,,0.0
659275,Dinelson Lamet,2019,highA,California League,10,2,1,3,3,0.3,0.6666666666666666,0.2
659275,Dinelson Lamet,2021,singleA,Low-A West,2,0,0,0,3,0.0,,0.0
659392,Will McAffer,2021,aa,Double-A Northeast,16,0,0,0,9,0.0,,0.0
659418,Noah Skirrow,2021,aa,Double-A Northeast,23,1,0,1,7,0.043478260869565216,1.0,0.043478260869565216
659430,Matt Warkentin,2021,singleA,Low-A East,1,0,0,0,1,0.0,,0.0
659821,Alex Aquino,2021,singleA,Low-A Southeast,3,0,0,0,4,0.0,,0.0
660022,Hector Figueroa,2021,singleA,Low-A East,53,2,0,2,24,0.03773584905660377,1.0,0.03773584905660377
660302,Dalbert Siri,2019,aa,Eastern League,53,4,1,5,45,0.09433962264150944,0.8,0.07547169811320754
660420,Carlos Machorro,2019,highA,Florida State League,3,1,0,1,1,0.3333333333333333,1.0,0.3333333333333333
660422,Jorge Guzmán,2019,aa,Southern League,128,13,7,20,25,0.15625,0.65,0.1015625
660427,Adrian Rodriguez,2019,highA,Florida State League,2,0,0,0,3,0.0,,0.0
660431,Hector Perez,2019,aa,Eastern League,134,24,7,31,26,0.23134328358208955,0.7741935483870968,0.1791044776119403
660431,Hector Perez,2021,aa,Double-A South,41,1,2,3,25,0.07317073170731707,0.3333333333333333,0.024390243902439025
660435,Chester Pimentel,2021,aa,Double-A Central,17,2,0,2,14,0.11764705882352941,1.0,0.11764705882352941
660440,Odalvi Javier,2019,highA,Florida State League,24,2,1,3,4,0.125,0.6666666666666666,0.08333333333333333
660440,Odalvi Javier,2021,aa,Double-A South,64,2,3,5,24,0.078125,0.4,0.03125
660506,Jesus Tona,2019,highA,California League,24,1,0,1,14,0.041666666666666664,1.0,0.041666666666666664
660506,Jesus Tona,2021,singleA,Low-A West,13,1,0,1,10,0.07692307692307693,1.0,0.07692307692307693
660508,Norwith Gudiño,2021,aa,Double-A Northeast,14,0,0,0,17,0.0,,0.0
660513,Gleyvin Pineda,2019,highA,California League,0,0,0,0,1,,,
660522,Carlos Suniaga,2021,singleA,Low-A Southeast,31,3,1,4,18,0.12903225806451613,0.75,0.0967741935483871
660531,Raymond Pena,2021,singleA,Low-A East,2,0,0,0,2,0.0,,0.0
660546,Yennsy Díaz,2019,aa,Eastern League,151,17,3,20,26,0.13245033112582782,0.85,0.11258278145695365
660587,Leo Crawford,2019,aa,Texas League,24,0,2,2,6,0.08333333333333333,0.0,0.0
660587,Leo Crawford,2019,highA,California League,68,1,1,2,19,0.029411764705882353,0.5,0.014705882352941176
660587,Leo Crawford,2021,aa,Double-A South,62,1,0,1,25,0.016129032258064516,1.0,0.016129032258064516
660593,Denyi Reyes,2019,aa,Eastern League,118,8,3,11,26,0.09322033898305085,0.7272727272727273,0.06779661016949153
660593,Denyi Reyes,2021,aa,Double-A Northeast,49,9,1,10,20,0.20408163265306123,0.9,0.1836734693877551
660600,Enoli Paredes,2019,aa,Texas League,45,5,0,5,12,0.1111111111111111,1.0,0.1111111111111111
660600,Enoli Paredes,2019,highA,Carolina League,26,2,1,3,10,0.11538461538461539,0.6666666666666666,0.07692307692307693
660600,Enoli Paredes,2021,aa,Double-A Central,2,0,0,0,4,0.0,,0.0
660604,Alan Rangel,2021,aa,Double-A South,22,5,1,6,7,0.2727272727272727,0.8333333333333334,0.22727272727272727
660619,Felipe Tejada,2021,aa,Double-A Central,41,0,0,0,27,0.0,,0.0
660623,Huascar Ynoa,2019,aa,Southern League,19,1,0,1,6,0.05263157894736842,1.0,0.05263157894736842
660623,Huascar Ynoa,2019,highA,Florida State League,17,4,0,4,3,0.23529411764705882,1.0,0.23529411764705882
660674,Alberto Guerrero,2021,aa,Double-A South,27,4,1,5,18,0.18518518518518517,0.8,0.14814814814814814
660714,Xavier Javier,2021,singleA,Low-A Southeast,14,3,2,5,7,0.35714285714285715,0.6,0.21428571428571427
660717,Wennington Romero,2019,highA,Florida State League,31,0,2,2,6,0.06451612903225806,0.0,0.0
660720,Diego Cordero,2019,highA,Florida State League,74,4,3,7,11,0.0945945945945946,0.5714285714285714,0.05405405405405406
660722,Cesar Rosado,2019,highA,Carolina League,42,4,2,6,32,0.14285714285714285,0.6666666666666666,0.09523809523809523
660722,Cesar Rosado,2021,aa,Double-A Central,73,9,4,13,16,0.1780821917808219,0.6923076923076923,0.1232876712328767
660730,Elvin Rodríguez,2019,highA,Florida State League,115,7,1,8,24,0.06956521739130435,0.875,0.06086956521739131
660730,Elvin Rodríguez,2021,aa,Double-A Northeast,55,5,1,6,18,0.10909090909090909,0.8333333333333334,0.09090909090909091
660734,Jesus Lage,2021,singleA,Low-A West,3,0,1,1,1,0.3333333333333333,0.0,0.0
660749,Wladimir Pinto,2019,aa,Eastern League,22,0,0,0,16,0.0,,0.0
660749,Wladimir Pinto,2019,highA,Florida State League,38,3,1,4,23,0.10526315789473684,0.75,0.07894736842105263
660749,Wladimir Pinto,2021,aa,Double-A Northeast,2,0,0,0,1,0.0,,0.0
660751,Gregori Vasquez,2021,singleA,Low-A East,32,3,1,4,16,0.125,0.75,0.09375
660756,Eury Ramos,2021,aa,Double-A South,17,1,0,1,9,0.058823529411764705,1.0,0.058823529411764705
660764,Sandro Cabrera,2019,aa,Eastern League,10,1,0,1,5,0.1,1.0,0.1
660764,Sandro Cabrera,2019,highA,California League,1,0,1,1,1,1.0,0.0,0.0
660765,Jesus Rodriguez,2019,highA,Florida State League,114,11,0,11,19,0.09649122807017543,1.0,0.09649122807017543
660765,Jesus Rodriguez,2021,aa,Double-A Northeast,67,1,0,1,16,0.014925373134328358,1.0,0.014925373134328358
660766,Juan Yepez,2019,highA,Florida State League,2,0,0,0,1,0.0,,0.0
660781,Domingo Robles,2019,aa,Eastern League,105,13,4,17,18,0.1619047619047619,0.7647058823529411,0.12380952380952381
660781,Domingo Robles,2019,highA,Florida State League,45,7,1,8,10,0.17777777777777778,0.875,0.15555555555555556
660781,Domingo Robles,2021,aa,Double-A Central,96,5,4,9,23,0.09375,0.5555555555555556,0.052083333333333336
660787,Yerry De los Santos,2021,aa,Double-A Northeast,15,0,0,0,12,0.0,,0.0
660798,Juan De Paula,2021,singleA,Low-A Southeast,52,9,0,9,22,0.17307692307692307,1.0,0.17307692307692307
660808,Oscar Tovar,2021,singleA,Low-A West,62,6,1,7,28,0.11290322580645161,0.8571428571428571,0.0967741935483871
660813,Brusdar Graterol,2019,aa,Southern League,38,2,0,2,12,0.05263157894736842,1.0,0.05263157894736842
660822,Robinson Martínez,2021,singleA,Low-A Southeast,32,4,1,5,19,0.15625,0.8,0.125
660825,Eduard Bazardo,2019,aa,Eastern League,33,6,0,6,21,0.18181818181818182,1.0,0.18181818181818182
660825,Eduard Bazardo,2019,highA,Carolina League,26,4,1,5,17,0.19230769230769232,0.8,0.15384615384615385
660831,Resly Linares,2019,highA,Florida State League,9,1,1,2,2,0.2222222222222222,0.5,0.1111111111111111
660838,Imeldo Diaz,2021,aa,Double-A Central,2,0,0,0,1,0.0,,0.0
660874,Michael Gibbons,2019,aa,Eastern League,40,4,3,7,8,0.175,0.5714285714285714,0.1
660896,Jorge Alcala,2019,aa,Southern League,112,11,4,15,26,0.13392857142857142,0.7333333333333333,0.09821428571428571
660906,Francisco Pérez,2021,aa,Double-A Northeast,14,1,0,1,11,0.07142857142857142,1.0,0.07142857142857142
661099,Alvaro Seijas,2019,highA,Florida State League,69,11,1,12,10,0.17391304347826086,0.9166666666666666,0.15942028985507245
661099,Alvaro Seijas,2021,aa,Double-A Central,29,5,1,6,6,0.20689655172413793,0.8333333333333334,0.1724137931034483
661149,Cristian Castillo,2019,highA,Carolina League,60,3,2,5,11,0.08333333333333333,0.6,0.05
661156,Luis Amaya,2019,highA,California League,10,0,0,0,8,0.0,,0.0
661156,Luis Amaya,2021,aa,Double-A Northeast,59,0,3,3,33,0.05084745762711865,0.0,0.0
661268,Hector Mendoza,2019,aa,Texas League,6,0,0,0,6,0.0,,0.0
661309,Adrián Martínez,2019,highA,California League,4,0,0,0,1,0.0,,0.0
661309,Adrián Martínez,2021,aa,Double-A Central,65,17,2,19,17,0.2923076923076923,0.8947368421052632,0.26153846153846155
661383,Oliver Ortega,2019,aa,Southern League,25,2,0,2,4,0.08,1.0,0.08
661383,Oliver Ortega,2019,highA,California League,90,19,9,28,21,0.3111111111111111,0.6785714285714286,0.2111111111111111
661383,Oliver Ortega,2021,aa,Double-A South,34,2,0,2,25,0.058823529411764705,1.0,0.058823529411764705
661395,Jhoan Duran,2019,aa,Southern League,31,1,0,1,7,0.03225806451612903,1.0,0.03225806451612903
661395,Jhoan Duran,2019,highA,Florida State League,77,8,1,9,16,0.11688311688311688,0.8888888888888888,0.1038961038961039
661403,Emmanuel Clase,2019,aa,Texas League,38,3,0,3,33,0.07894736842105263,1.0,0.07894736842105263
661403,Emmanuel Clase,2019,highA,Carolina League,3,0,0,0,6,0.0,,0.0
661408,Luis Perez,2019,highA,Carolina League,88,11,3,14,32,0.1590909090909091,0.7857142857142857,0.125
661408,Luis Perez,2021,aa,Double-A Northeast,32,1,0,1,11,0.03125,1.0,0.03125
661408,Luis Perez,2021,singleA,Low-A East,15,3,0,3,5,0.2,1.0,0.2
661440,Mauricio Llovera,2019,aa,Eastern League,62,2,1,3,14,0.04838709677419355,0.6666666666666666,0.03225806451612903
661525,Trevor Horn,2019,highA,California League,20,3,1,4,10,0.2,0.75,0.15
661526,Eli Lingos,2019,aa,Eastern League,9,0,0,0,2,0.0,,0.0
661526,Eli Lingos,2021,aa,Double-A Northeast,28,0,0,0,6,0.0,,0.0
661527,Seth Martinez,2019,aa,Texas League,17,0,1,1,16,0.058823529411764705,0.0,0.0
