"entity_id","entity_name","entity_code","team_id","total_pitches","total_pitches","total_pitches_empty","median_seconds_empty","total_pitches_onbase","median_seconds_empty","freq_hot","freq_warm","freq_cold"
624431,"Trevino, Jose","Pit",147,19,19,4,7.518,15,7.518,1,0,0
622569,"Reyes, Pablo","Pit",111,10,10,2,7.77,8,7.77,1,0,0
642133,"Tellez, Rowdy","Pit",134,24,24,4,8.29,20,8.29,1,0,0
676391,"Clement, Ernie","Pit",141,7,7,4,8.661,3,8.661,1,0,0
623168,"Heineman, Tyler","Pit",141,3,3,2,8.885,1,8.885,1,0,0
595978,"Hedges, Austin","Pit",114,12,12,11,8.888,1,8.888,1,0,0
668800,"Knizner, Andrew","Pit",140,23,23,11,9.003,12,9.003,1,0,0
642215,"Wilson, Weston","Pit",143,4,4,2,9.043,2,9.043,1,0,0
666197,"Kessinger, Grae","Pit",117,7,7,7,9.048,,9.048,1,0,0
670223,"Mervis, Matt","Pit",112,22,22,6,9.069,16,9.069,1,0,0
571657,"Farmer, Kyle","Pit",142,16,16,4,9.143,12,9.143,1,0,0
680911,"Miller, Owen","Pit",158,17,17,8,9.172,9,9.172,1,0,0
679845,"Loftin, Nick","Pit",118,4,4,4,9.179,,9.179,1,0,0
664901,"Mendick, Danny","Pit",145,9,9,4,9.208,5,9.208,1,0,0
642086,"Smith, Dominic","Pit",113,13,13,6,9.23,7,9.23,1,0,0
666163,"Rortvedt, Ben","Pit",139,20,20,2,9.292,18,9.292,1,0,0
596117,"Stubbs, Garrett","Pit",143,31,31,24,9.333,7,9.333,1,0,0
660844,"Rivas, Leo","Pit",136,10,10,7,9.525,3,9.525,1,0,0
641645,"Guillorme, Luis","Pit",109,14,14,5,9.527,9,9.527,1,0,0
656896,"Rivera, Emmanuel","Pit",110,27,27,13,9.538,14,9.538,0.9629629629629629,0.037037037037037035,0
670242,"Wallner, Matt","Pit",142,12,12,1,9.967,11,9.967,1,0,0
682073,"Hensley, David","Pit",146,12,12,4,10.037,8,10.037,1,0,0
656716,"McKinstry, Zach","Pit",116,15,15,9,10.24,6,10.24,1,0,0
489119,"Miley, Wade","Pit",158,52,52,40,10.249,12,10.249,0.9615384615384616,0.038461538461538464,0
641343,"Bauers, Jake","Pit",158,36,36,8,10.254,28,10.254,0.9722222222222222,0.027777777777777776,0
641658,"Hampson, Garrett","Pit",118,7,7,3,10.402,4,10.402,1,0,0
657193,"Alvarez, Eddy","Pit",121,5,5,4,10.458,1,10.458,1,0,0
573262,"Yastrzemski, Mike","Pit",137,18,18,4,10.479,14,10.479,1,0,0
543305,"Hicks, Aaron","Pit",108,9,9,4,10.482,5,10.482,1,0,0
571771,"Hernández, Enrique","Pit",119,24,24,12,10.547,12,10.547,0.8333333333333334,0.16666666666666666,0
656976,"Smith, Pavin","Pit",109,10,10,4,10.643,6,10.643,1,0,0
643396,"Kiner-Falefa, Isiah","Pit",134,8,8,6,10.658,2,10.658,1,0,0
660644,"Bruján, Vidal","Pit",146,27,27,12,10.689,15,10.689,0.8888888888888888,0.1111111111111111,0
500743,"Rojas, Miguel","Pit",119,8,8,4,10.743,4,10.743,1,0,0
543510,"McCann, James","Pit",110,5,5,2,10.813,3,10.813,1,0,0
668942,"Rojas, Josh","Pit",136,16,16,12,10.859,4,10.859,0.9375,0.0625,0
623520,"Bote, David","Pit",112,7,7,2,10.899,5,10.899,1,0,0
686747,"La Sorsa, Joe","Pit",120,123,123,84,10.904,39,10.904,0.6585365853658537,0.3333333333333333,0.008130081300813009
608718,"Suter, Brent","Pit",113,426,426,302,11.118,124,11.118,0.7582159624413145,0.24178403755868544,0
683021,"Stefanic, Michael","Pit",108,7,7,6,11.167,1,11.167,1,0,0
666149,"Fitzgerald, Tyler","Pit",137,15,15,3,11.169,12,11.169,0.9333333333333333,0.06666666666666667,0
665019,"Clemens, Kody","Pit",143,9,9,7,11.24,2,11.24,1,0,0
694738,"Roupp, Landen","Pit",137,442,442,262,11.285,180,11.285,0.5723981900452488,0.4253393665158371,0.0022624434389140274
656814,"Ortiz, Luis F.","Pit",143,2,2,2,11.292,,11.292,1,0,0
657061,"Tucker, Cole","Pit",108,4,4,1,11.508,3,11.508,1,0,0
683068,"Penrod, Zach","Pit",111,34,34,1,11.592,33,11.592,0.058823529411764705,0.9411764705882353,0
545121,"Vargas, Ildemaro","Pit",120,10,10,3,11.619,7,11.619,1,0,0
681867,"Criswell, Cooper","Pit",111,843,843,515,11.633,328,11.633,0.6666666666666666,0.33214709371293,0.0011862396204033216
671106,"Allen, Logan","Pit",114,750,750,453,11.668,297,11.668,0.636,0.364,0
595928,"Curtiss, John","Pit",115,13,13,8,11.922,5,11.922,0.6153846153846154,0.38461538461538464,0
668472,"Pratto, Nick","Pit",118,7,7,4,11.947,3,11.947,1,0,0
543063,"Crawford, Brandon","Pit",138,22,22,6,11.988,16,11.988,0.6818181818181818,0.3181818181818182,0
669308,"Reynolds, Sean","Pit",135,104,104,62,12.055,42,12.055,0.5673076923076923,0.4326923076923077,0
448179,"Hill, Rich","Pit",111,37,37,21,12.07,16,12.07,0.5135135135135135,0.4864864864864865,0
663989,"Vespi, Nick","Pit",110,66,66,47,12.099,19,12.099,0.6515151515151515,0.3484848484848485,0
571927,"Matz, Steven","Pit",138,332,332,232,12.195,100,12.195,0.6265060240963856,0.3704819277108434,0.0030120481927710845
596001,"Junis, Jakob","Pit",113,425,425,303,12.27,122,12.27,0.7223529411764706,0.27294117647058824,0.004705882352941176
663546,"Hjelle, Sean","Pit",137,561,561,354,12.31,207,12.31,0.5543672014260249,0.44385026737967914,0.0017825311942959
663897,"Williams, Luke","Pit",144,26,26,12,12.361,14,12.361,1,0,0
664350,"Sánchez, Sixto","Pit",146,288,288,152,12.374,136,12.374,0.5694444444444444,0.4305555555555556,0
670161,"Dunshee, Parker","Pit",144,27,27,15,12.586,12,12.586,0.48148148148148145,0.5185185185185185,0
663738,"Lynch IV, Daniel","Pit",118,284,284,166,12.589,118,12.589,0.6091549295774648,0.3908450704225352,0
686294,"Willingham, Amos","Pit",120,7,7,2,12.599,5,12.599,0.42857142857142855,0.5714285714285714,0
676477,"Whitlock, Garrett","Pit",111,147,147,92,12.644,55,12.644,0.5102040816326531,0.48299319727891155,0.006802721088435374
693821,"Elder, Bryce","Pit",144,412,412,274,12.695,138,12.695,0.5703883495145631,0.42718446601941745,0.0024271844660194173
456501,"Cueto, Johnny","Pit",108,81,81,52,12.699,29,12.699,0.49382716049382713,0.5061728395061729,0
622766,"Díaz, Miguel","Pit",117,3,3,3,12.739,,12.739,1,0,0
682990,"Priester, Quinn","Pit",111,338,338,220,12.764,118,12.764,0.5621301775147929,0.4378698224852071,0
690986,"Harrison, Kyle","Pit",137,964,964,615,12.793,349,12.793,0.6068464730290456,0.38900414937759337,0.004149377593360996
642028,"Rogers, Josh","Pit",115,81,81,33,12.806,48,12.806,0.43209876543209874,0.5679012345679012,0
643361,"Herget, Kevin","Pit",158,68,68,54,12.836,14,12.836,0.7794117647058824,0.22058823529411764,0
663687,"Harris, Hogan","Pit",133,568,568,359,12.856,209,12.856,0.625,0.3732394366197183,0.0017605633802816902
