"player_id","player_name","team_name","start_year","end_year","sb_attempts","catcher_stealing_runs","caught_stealing_above_average","n_cs","rate_cs","est_cs_pct","cs_aa_per_throw","seasonal_runner_speed","runner_distance_from_second","pop_time","exchange_time","arm_strength","n_xcs_with_flight_over_xcs","n_xcs_with_exchange_over_xcs","n_xcs_with_accuracy_over_xcs","n_xcs_with_ground_other_over_xcs","n_xcs_with_onfly_other_over_xcs","n_xcs_with_untracked_other_over_xcs"
425877,"Molina, Yadier","STL",2022,2022,22,0.05377508226186134,0.08273089578747861,7,0.31818181818181823,0.31442132291875097,0.0037604952630672026,"27.959090909",58.122237081836616,"2.038882353","0.772058824","76.246186471",-1.0875430041515193,-1.054488463560725,0.17022815668629843,-0.12597232055174418,2.180506527365169,0
435559,"Suzuki, Kurt","LAA",2022,2022,27,-2.636784890309122,-4.056592138937109,3,0.1111111111111111,0.26135526440507817,-0.150244153293967,"27.996296296",55.57708462536825,"2.0468125","0.7996875","76.87194625",-0.7855518040154692,-3.318433294979955,-0.701202638392145,1.212472729238356,-0.4638771307878974,0
444489,"Piña, Manny","ATL",2022,2022,1,-0.1248706851235392,-0.19210874634390646,0,0,0.19210874634390646,-0.19210874634390646,"28.7",58.201586321225555,"1.992","0.733","80.42662",0.03059973321333656,0.013375104876390986,-0.23608358443363398,-2.7755575615628914e-17,0,0
455117,"Maldonado, Martín","HOU",2022,2022,49,4.024383864913861,6.191359792175168,16,0.326530612244898,0.2001763307719354,0.1263542814729626,"28.679591837",55.430173243450035,"1.89745","0.73445","82.56983425",4.219903384907909,-0.2952178631044499,1.2884313583934028,0.5184581328650673,0.4606497924006091,-0.0008650132873697966
455139,"Chirinos, Robinson","BAL",2022,2022,27,-0.897239011350266,-1.3803677097696403,8,0.2962962962962964,0.34742102628776445,-0.05112472999146815,"28.5",57.92672241615599,"2.008217391","0.790913043","76.130504783",-1.7924936459941512,-2.4204186597282615,0.7437884084420439,1.1821146825603854,0.9625419650464762,-0.055900460096133135
488771,"Castro, Jason","HOU",2022,2022,15,-0.07995724632139643,-0.1230111481867637,4,0.26666666666666666,0.2748674098791176,-0.008200743212450921,"27.793333333",54.68518641991988,"1.935166667","0.713083333","79.163535833",0.15162785363051806,0.5388446363965699,0.3255456910833034,0,-0.8601938422186362,-0.27883548707851924
506702,"León, Sandy","MIN",2022,2022,21,-1.7718362403479424,-2.7259019082276033,2,0.09523809523809523,0.22504294801083827,-0.129804852772743,"28.252380952",54.87969845130979,"1.946866667","0.6518","75.603859333",-1.2895504155021977,1.8122203086672926,-0.6717192170278272,-0.5082085851554832,-1.99283933295537,-0.07580466625401745
518595,"d'Arnaud, Travis","ATL",2022,2022,47,-1.1318518857558444,-1.7413105934705295,9,0.19148936170212766,0.22853852326533042,-0.03704916156320275,"28.078723404",55.15113451816576,"1.989486486","0.765918919","79.367644054",0.814712138286087,-2.0843910812581083,-2.051321563218152,1.2512155850988262,0.32847432762081685,0
518735,"Grandal, Yasmani","CWS",2022,2022,43,-3.3538106557560057,-5.159708701163084,6,0.13953488372093026,0.25952810932937403,-0.11999322560844382,"28.43255814",55.569789437933544,"2.044612903","0.744354839","73.967483871",-3.778980929191866,-1.5000798587555129,-0.18555077594533498,0.11927026535850024,0.18563259737112997,0
519222,"Romine, Austin","CIN",2022,2022,28,-2.4897668539153295,-3.8304105444851215,4,0.1428571428571429,0.2796575194458973,-0.13680037658875438,"28.428571429",56.17850429150757,"2.008083333","0.826833333","78.35531625",-0.17482153431883055,-3.164574624825231,0.2921027095857152,0.6042938341543586,-1.1423783863325936,-0.24503254274854108
