"entity_id","entity_name","year","pitches","all_violations","pitcher_timer","batter_timer","batter_timeout","catcher_timer","defensive_shift"
518886,"Kimbrel, Craig",2023,1271,13,13,0,0,0,0
605135,"Bassitt, Chris",2023,3160,11,11,0,0,0,0
670912,"Oviedo, Johan",2023,2993,11,11,0,0,0,0
592351,"Gray, Jon",2023,2475,9,9,0,0,0,0
543243,"Gray, Sonny",2023,2995,8,8,0,0,0,0
607192,"Glasnow, Tyler",2023,2001,8,8,0,0,0,0
608337,"Giolito, Lucas",2023,3207,8,8,0,0,0,0
605397,"Musgrove, Joe",2023,1561,7,7,0,0,0,0
640448,"Finnegan, Kyle",2023,1118,7,7,0,0,0,0
660853,"De Los Santos, Enyel",2023,1059,7,7,0,0,0,0
664285,"Valdez, Framber",2023,3200,7,7,0,0,0,0
666808,"Doval, Camilo",2023,1163,7,7,0,0,0,0
673540,"Senga, Kodai",2023,2803,7,7,0,0,0,0
450203,"Morton, Charlie",2023,2861,6,6,0,0,0,0
625643,"López, Reynaldo",2023,1219,6,6,0,0,0,0
640470,"Alzolay, Adbert",2023,968,6,6,0,0,0,0
665152,"Kremer, Dean",2023,2990,6,6,0,0,0,0
666129,"Garrett, Braxton",2023,2542,6,6,0,0,0,0
471911,"Carrasco, Carlos",2023,1592,5,3,0,0,2,0
547973,"Chapman, Aroldis",2023,1150,5,4,0,0,1,0
448179,"Hill, Rich",2023,2536,5,5,0,0,0,0
623211,"Brazobán, Huascar",2023,1045,5,5,0,0,0,0
650556,"Abreu, Bryan",2023,1349,5,5,0,0,0,0
656061,"Abreu, Albert",2023,1055,5,5,0,0,0,0
665622,"Medina, Luis",2023,1958,5,5,0,0,0,0
666201,"Manoah, Alek",2023,1697,4,3,0,0,1,0
425794,"Wainwright, Adam",2023,1793,4,4,0,0,0,0
518876,"Kelly, Merrill",2023,3167,4,4,0,0,0,0
519043,"Moore, Matt",2023,858,4,4,0,0,0,0
543037,"Cole, Gerrit",2023,3286,4,4,0,0,0,0
543294,"Hendricks, Kyle",2023,2112,4,4,0,0,0,0
605182,"Clevinger, Mike",2023,2105,4,4,0,0,0,0
645261,"Alcantara, Sandy",2023,2726,4,4,0,0,0,0
650893,"Cabrera, Génesis",2023,975,4,4,0,0,0,0
656529,"Hentges, Sam",2023,857,4,4,0,0,0,0
664192,"Lucchesi, Joey",2023,700,4,4,0,0,0,0
665625,"Peguero, Elvis",2023,945,4,4,0,0,0,0
668881,"Greene, Hunter",2023,2093,4,4,0,0,0,0
672710,"Contreras, Roansy",2023,1146,4,4,0,0,0,0
678061,"Kerr, Ray",2023,435,4,4,0,0,0,0
691587,"Pérez, Eury",2023,1538,4,4,0,0,0,0
493603,"Ottavino, Adam",2023,1035,3,2,0,0,0,1
596001,"Junis, Jakob",2023,1395,3,2,0,0,1,0
445276,"Jansen, Kenley",2023,728,3,3,0,0,0,0
477132,"Kershaw, Clayton",2023,2064,3,3,0,0,0,0
489119,"Miley, Wade",2023,1876,3,3,0,0,0,0
518397,"Alexander Jr., Scott",2023,706,3,3,0,0,0,0
543101,"DeSclafani, Anthony",2023,1553,3,3,0,0,0,0
543135,"Eovaldi, Nathan",2023,2798,3,3,0,0,0,0
543475,"Lyles, Jordan",2023,2821,3,3,0,0,0,0
548389,"Stripling, Ross",2023,1456,3,3,0,0,0,0
573186,"Stroman, Marcus",2023,2208,3,3,0,0,0,0
592426,"Jackson, Luke",2023,537,3,3,0,0,0,0
592826,"Velasquez, Vince",2023,653,3,3,0,0,0,0
593576,"Neris, Héctor",2023,1226,3,3,0,0,0,0
593958,"Rodriguez, Eduardo",2023,2449,3,3,0,0,0,0
593974,"Peralta, Wandy",2023,882,3,3,0,0,0,0
606149,"Gallegos, Giovanny",2023,886,3,3,0,0,0,0
607067,"Rea, Colin",2023,2021,3,3,0,0,0,0
608379,"Wacha, Michael",2023,2225,3,3,0,0,0,0
608717,"Stratton, Chris",2023,1436,3,3,0,0,0,0
615698,"Quantrill, Cal",2023,1714,3,3,0,0,0,0
621249,"Underwood Jr., Duane",2023,340,3,3,0,0,0,0
622103,"Reyes Jr., Gerardo",2023,219,3,3,0,0,0,0
622772,"Cordero, Jimmy",2023,515,3,3,0,0,0,0
630023,"Chirinos, Yonny",2023,1345,3,3,0,0,0,0
641585,"France, J.P.",2023,2272,3,3,0,0,0,0
641656,"Hamilton, Ian",2023,986,3,3,0,0,0,0
641703,"Honeywell Jr., Brent",2023,947,3,3,0,0,0,0
641778,"Lauer, Eric",2023,847,3,3,0,0,0,0
656288,"Canning, Griffin",2023,2182,3,3,0,0,0,0
656730,"Megill, Trevor",2023,617,3,3,0,0,0,0
656849,"Peterson, David",2023,1969,3,3,0,0,0,0
656876,"Rasmussen, Drew",2023,677,3,3,0,0,0,0
661403,"Clase, Emmanuel",2023,1133,3,3,0,0,0,0
663372,"Feltner, Ryan",2023,784,3,3,0,0,0,0
663558,"Moran, Jovani",2023,756,3,3,0,0,0,0
664854,"Helsley, Ryan",2023,611,3,3,0,0,0,0
665795,"Cabrera, Edward",2023,1806,3,3,0,0,0,0
669194,"Nelson, Ryne",2023,2470,3,3,0,0,0,0
675916,"Karinchak, James",2023,740,3,3,0,0,0,0
623352,"Hader, Josh",2023,1053,2,1,0,0,0,1
641154,"López, Pablo",2023,3230,2,1,0,0,1,0
641871,"Middleton, Keynan",2023,858,2,1,0,0,1,0
656629,"Kopech, Michael",2023,2432,2,1,0,0,0,1
686294,"Willingham, Amos",2023,471,2,1,0,0,1,0
434378,"Verlander, Justin",2023,2881,2,2,0,0,0,0
453268,"Bard, Daniel",2023,946,2,2,0,0,0,0
453286,"Scherzer, Max",2023,2613,2,2,0,0,0,0
455119,"Martin, Chris",2023,736,2,2,0,0,0,0
489446,"Yates, Kirby",2023,1088,2,2,0,0,0,0
500779,"Quintana, Jose",2023,1231,2,2,0,0,0,0
502171,"Cobb, Alex",2023,2509,2,2,0,0,0,0
502624,"Anderson, Chase",2023,1449,2,2,0,0,0,0
518489,"Brasier, Ryan",2023,936,2,2,0,0,0,0
518585,"Cruz, Fernando",2023,1122,2,2,0,0,0,0
519242,"Sale, Chris",2023,1672,2,2,0,0,0,0
519293,"Smith, Will",2023,944,2,2,0,0,0,0
523260,"Kelly, Joe",2023,746,2,2,0,0,0,0
527054,"Teheran, Julio",2023,1083,2,2,0,0,0,0
542585,"Cisnero, José",2023,996,2,2,0,0,0,0
542888,"Armstrong, Shawn",2023,820,2,2,0,0,0,0
543056,"Coulombe, Danny",2023,846,2,2,0,0,0,0
543272,"Hand, Brad",2023,1006,2,2,0,0,0,0
543521,"McHugh, Collin",2023,1024,2,2,0,0,0,0
554430,"Wheeler, Zack",2023,3560,2,2,0,0,0,0
571882,"Law, Derek",2023,962,2,2,0,0,0,0
573124,"Rogers, Taylor",2023,848,2,2,0,0,0,0
592094,"Adam, Jason",2023,909,2,2,0,0,0,0
592454,"Kahnle, Tommy",2023,688,2,2,0,0,0,0
592767,"Smyly, Drew",2023,2405,2,2,0,0,0,0
593334,"Germán, Domingo",2023,1655,2,2,0,0,0,0
596133,"Weaver, Luke",2023,2260,2,2,0,0,0,0
605130,"Barlow, Scott",2023,1209,2,2,0,0,0,0
605200,"Davies, Zach",2023,1501,2,2,0,0,0,0
605447,"Romano, Jordan",2023,952,2,2,0,0,0,0
606303,"Payamps, Joel",2023,1144,2,2,0,0,0,0
607536,"Freeland, Kyle",2023,2419,2,2,0,0,0,0
607755,"Vasquez, Andrew",2023,859,2,2,0,0,0,0
608344,"Irvin, Cole",2023,1275,2,2,0,0,0,0
608665,"Graveman, Kendall",2023,1116,2,2,0,0,0,0
608678,"Leone, Dominic",2023,898,2,2,0,0,0,0
608723,"Voth, Austin",2023,667,2,2,0,0,0,0
612434,"Castro, Miguel",2023,1136,2,2,0,0,0,0
621076,"Kaprielian, James",2023,1097,2,2,0,0,0,0
621294,"Heller, Ben",2023,310,2,2,0,0,0,0
621345,"Minter, A.J.",2023,1112,2,2,0,0,0,0
621366,"Borucki, Ryan",2023,531,2,2,0,0,0,0
622072,"Wood, Alex",2023,1710,2,2,0,0,0,0
622075,"Almonte, Yency",2023,807,2,2,0,0,0,0
622663,"Severino, Luis",2023,1642,2,2,0,0,0,0
641360,"Bickford, Phil",2023,1248,2,2,0,0,0,0
641482,"Cortes Jr., Nestor",2023,1070,2,2,0,0,0,0
641729,"Jiménez, Joe",2023,960,2,2,0,0,0,0
642207,"Williams, Devin",2023,983,2,2,0,0,0,0
642545,"Barria, Jaime",2023,1377,2,2,0,0,0,0
656557,"Houck, Tanner",2023,1742,2,2,0,0,0,0
656731,"Megill, Tylor",2023,2237,2,2,0,0,0,0
656756,"Montgomery, Jordan",2023,3387,2,2,0,0,0,0
657006,"Steele, Justin",2023,2683,2,2,0,0,0,0
657508,"Baumann, Mike",2023,1081,2,2,0,0,0,0
657571,"Ferguson, Caleb",2023,1095,2,2,0,0,0,0
657612,"Hill, Tim",2023,718,2,2,0,0,0,0
659275,"Lamet, Dinelson",2023,605,2,2,0,0,0,0
660261,"Fujinami, Shintaro",2023,1411,2,2,0,0,0,0
660271,"Ohtani, Shohei",2023,2097,2,2,0,0,0,0
661309,"Martinez, Adrián",2023,945,2,2,0,0,0,0
661395,"Duran, Jhoan",2023,1091,2,2,0,0,0,0
663623,"Irvin, Jake",2023,2149,2,2,0,0,0,0
663776,"Sandoval, Patrick",2023,2631,2,2,0,0,0,0
663855,"Hicks, Jordan",2023,1149,2,2,0,0,0,0
663903,"Singer, Brady",2023,2615,2,2,0,0,0,0
664139,"Gibaut, Ian",2023,1230,2,2,0,0,0,0
664199,"Clarke, Taylor",2023,1074,2,2,0,0,0,0
664294,"Moreta, Dauri",2023,966,2,2,0,0,0,0
664299,"Javier, Cristian",2023,3081,2,2,0,0,0,0
664353,"Urquidy, José",2023,1256,2,2,0,0,0,0
664747,"Díaz, Alexis",2023,1166,2,2,0,0,0,0
665001,"Kelley, Trevor",2023,276,2,2,0,0,0,0
666205,"Muller, Kyle",2023,1461,2,2,0,0,0,0
667463,"King, John",2023,529,2,2,0,0,0,0
667755,"Soriano, José",2023,704,2,2,0,0,0,0
668933,"Ashcraft, Graham",2023,2326,2,2,0,0,0,0
668941,"Romero, JoJo",2023,550,2,2,0,0,0,0
668970,"Hollowell, Gavin",2023,617,2,2,0,0,0,0
669084,"Hall, DL",2023,429,2,2,0,0,0,0
669796,"Hernandez, Jose E.",2023,876,2,2,0,0,0,0
