"entity_id","entity_name","entity_code","team_id","total_pitches","total_pitches","total_pitches_empty","median_seconds_empty","total_pitches_onbase","median_seconds_empty","freq_hot","freq_warm","freq_cold"
491696,"Sucre, Jesús","Pit",139,6,6,1,7.374,5,7.374,0.6666666666666666,0.3333333333333333,0
596451,"Quinn, Roman","Pit",143,21,21,7,8.208,14,8.208,0.8571428571428571,0.09523809523809523,0.047619047619047616
641598,"Garver, Mitch","Pit",142,7,7,6,8.442,1,8.442,1,0,0
467055,"Sandoval, Pablo","Pit",137,6,6,6,8.642,,8.642,1,0,0
408314,"Reyes, José","Pit",121,23,23,13,8.742,10,8.742,1,0,0
594824,"Garcia, Greg","Pit",138,5,5,4,8.942,1,8.942,1,0,0
516472,"Arcia, Francisco","Pit",108,12,12,9,9.176,3,9.176,1,0,0
553902,"Astudillo, Willians","Pit",142,18,18,8,9.476,10,9.476,0.8333333333333334,0.16666666666666666,0
605170,"Caratini, Victor","Pit",112,7,7,2,9.677,5,9.677,0.7142857142857143,0.2857142857142857,0
488671,"Avila, Alex","Pit",109,4,4,1,9.743,3,9.743,0.75,0.25,0
605486,"Spangenberg, Cory","Pit",135,20,20,8,9.81,12,9.81,0.95,0,0.05
600301,"Motter, Taylor","Pit",142,11,11,5,9.81,6,9.81,0.8181818181818182,0.18181818181818182,0
607468,"Blandino, Alex","Pit",113,6,6,4,9.977,2,9.977,0.8333333333333334,0.16666666666666666,0
592407,"Holaday, Bryan","Pit",146,12,12,5,10.144,7,10.144,1,0,0
534606,"LaMarre, Ryan","Pit",145,2,2,2,10.211,,10.211,1,0,0
621044,"Valentín, Jesmuel","Pit",143,18,18,7,10.243,11,10.243,1,0,0
571771,"Hernández, Enrique","Pit",119,9,9,4,10.277,5,10.277,0.5555555555555556,0.4444444444444444,0
460060,"Pennington, Cliff","Pit",113,16,16,4,10.51,12,10.51,0.8125,0.1875,0
576397,"Gyorko, Jedd","Pit",138,9,9,3,10.711,6,10.711,1,0,0
600303,"La Stella, Tommy","Pit",112,12,12,8,10.811,4,10.811,1,0,0
621002,"Robertson, Daniel","Pit",139,5,5,5,10.877,,10.877,1,0,0
488818,"d'Arnaud, Chase","Pit",137,9,9,6,11.078,3,11.078,1,0,0
446386,"Guyer, Brandon","Pit",114,4,4,4,11.111,,11.111,1,0,0
607387,"Rua, Ryan","Pit",140,2,2,2,11.112,,11.112,1,0,0
434778,"Morales, Kendrys","Pit",141,10,10,7,11.245,3,11.245,0.5,0.5,0
641525,"Dixon, Brandon","Pit",113,8,8,6,11.245,2,11.245,0.875,0.125,0
571577,"Copeland, Scott","Pit",121,6,6,1,11.478,5,11.478,0.5,0.5,0
465753,"Florimón, Pedro","Pit",143,19,19,17,11.578,2,11.578,0.7894736842105263,0.21052631578947367,0
607054,"Peterson, Jace","Pit",110,14,14,6,11.612,8,11.612,0.7857142857142857,0.21428571428571427,0
541650,"Pérez, Hernán","Pit",158,37,37,11,11.745,26,11.745,0.7567567567567568,0.24324324324324326,0
607455,"Banda, Anthony","Pit",139,82,82,49,11.879,33,11.879,0.4634146341463415,0.524390243902439,0.012195121951219513
456124,"Kratz, Erik","Pit",158,29,29,18,12.279,11,12.279,0.6551724137931034,0.3448275862068966,0
519295,"Smolinski, Jake","Pit",133,4,4,4,12.312,,12.312,1,0,0
608718,"Suter, Brent","Pit",158,784,784,567,12.346,217,12.346,0.5880102040816326,0.39668367346938777,0.015306122448979591
621098,"Hanhold, Eric","Pit",121,28,28,13,12.379,15,12.379,0.35714285714285715,0.6071428571428571,0.03571428571428571
605288,"Houser, Adrian","Pit",158,101,101,57,12.546,44,12.546,0.4752475247524752,0.504950495049505,0.019801980198019802
628318,"Makita, Kazuhisa","Pit",135,216,216,142,12.579,74,12.579,0.5185185185185185,0.4537037037037037,0.027777777777777776
605204,"Davis, J.D.","Pit",117,4,4,4,12.646,,12.646,1,0,0
460269,"Gimenez, Chris","Pit",142,23,23,5,12.646,18,12.646,0.9130434782608695,0.08695652173913043,0
656805,"Oaks, Trevor","Pit",118,117,117,65,12.713,52,12.713,0.4188034188034188,0.5555555555555556,0.02564102564102564
571927,"Matz, Steven","Pit",121,1315,1315,849,12.813,466,12.813,0.5019011406844106,0.4737642585551331,0.024334600760456272
608654,"Field, Johnny","Pit",142,11,11,7,12.946,4,12.946,0.7272727272727273,0.2727272727272727,0
450729,"Fister, Doug","Pit",140,544,544,330,13.146,214,13.146,0.5018382352941176,0.47794117647058826,0.02022058823529412
641482,"Cortes, Nestor","Pit",110,52,52,13,13.313,39,13.313,0.17307692307692307,0.8269230769230769,0
641793,"Littell, Zack","Pit",142,187,187,117,13.346,70,13.346,0.48663101604278075,0.49732620320855614,0.016042780748663103
489119,"Miley, Wade","Pit",158,629,629,405,13.347,224,13.347,0.47058823529411764,0.5071542130365659,0.022257551669316374
445926,"Chavez, Jesse","Pit",112,665,665,419,13.38,246,13.38,0.4766917293233083,0.5007518796992482,0.022556390977443608
593372,"Martinez, Carlos","Pit",138,888,888,517,13.446,371,13.446,0.393018018018018,0.5608108108108109,0.04617117117117117
429722,"Santana, Ervin","Pit",142,193,193,131,13.514,62,13.514,0.45595854922279794,0.5284974093264249,0.015544041450777202
453385,"Richard, Clayton","Pit",135,1092,1092,699,13.58,393,13.58,0.46794871794871795,0.510989010989011,0.021062271062271064
594987,"Sadler, Casey","Pit",134,38,38,14,13.58,24,13.58,0.2631578947368421,0.7368421052631579,0
621261,"Oswalt, Corey","Pit",121,459,459,295,13.581,164,13.581,0.43790849673202614,0.5294117647058824,0.032679738562091505
641154,"López, Pablo","Pit",146,433,433,289,13.613,144,13.613,0.4618937644341801,0.5127020785219399,0.025404157043879907
621112,"Blackburn, Paul","Pit",133,198,198,138,13.647,60,13.647,0.45454545454545453,0.51010101010101,0.03535353535353535
664196,"Anderson, Tanner","Pit",134,75,75,26,13.68,49,13.68,0.21333333333333335,0.68,0.10666666666666667
647336,"Soroka, Michael","Pit",144,182,182,108,13.747,74,13.747,0.4175824175824176,0.5714285714285714,0.01098901098901099
656738,"Meyer, Ben","Pit",146,174,174,92,13.747,82,13.747,0.367816091954023,0.6206896551724138,0.011494252873563218
605156,"Brooks, Aaron","Pit",133,22,22,13,13.747,9,13.747,0.4090909090909091,0.5454545454545454,0.045454545454545456
635903,"Rowley, Chris","Pit",141,7,7,1,13.78,6,13.78,0.14285714285714285,0.8571428571428571,0
519203,"Rizzo, Anthony","Pit",112,1,1,1,13.847,,13.847,1,0,0
640464,"Stewart, Kohl","Pit",142,307,307,181,13.881,126,13.881,0.3778501628664495,0.5635179153094463,0.05863192182410423
663465,"Allard, Kolby","Pit",144,78,78,39,13.914,39,13.914,0.3717948717948718,0.6282051282051282,0
642558,"Jurado, Ariel","Pit",140,424,424,299,13.947,125,13.947,0.4410377358490566,0.535377358490566,0.02358490566037736
641778,"Lauer, Eric","Pit",135,882,882,533,14.014,349,14.014,0.3786848072562358,0.5634920634920635,0.05782312925170068
622217,"O'Grady, Chris","Pit",146,68,68,40,14.014,28,14.014,0.4117647058823529,0.5882352941176471,0
642239,"Zastryzny, Rob","Pit",112,50,50,30,14.047,20,14.047,0.36,0.64,0
573064,"Nuño, Vidal","Pit",139,219,219,153,14.08,66,14.08,0.4748858447488584,0.5159817351598174,0.0091324200913242
543901,"Weber, Ryan","Pit",139,36,36,21,14.114,15,14.114,0.3888888888888889,0.5833333333333334,0.027777777777777776
594902,"Lively, Ben","Pit",118,280,280,154,14.147,126,14.147,0.3392857142857143,0.6285714285714286,0.03214285714285714
460576,"Gómez, Carlos","Pit",139,14,14,3,14.147,11,14.147,0.9285714285714286,0.07142857142857142,0
606131,"Perdomo, Luis","Pit",135,395,395,231,14.148,164,14.148,0.379746835443038,0.5772151898734177,0.043037974683544304
547179,"Lorenzen, Michael","Pit",113,583,583,343,14.18,240,14.18,0.4202401372212693,0.5591766723842195,0.02058319039451115
621389,"Blach, Ty","Pit",137,928,928,591,14.214,337,14.214,0.3954741379310345,0.5905172413793104,0.014008620689655173
474463,"Anderson, Brett","Pit",133,551,551,392,14.214,159,14.214,0.43738656987295826,0.5480943738656987,0.014519056261343012
621052,"Reyes, Alex","Pit",138,36,36,27,14.214,9,14.214,0.4722222222222222,0.3611111111111111,0.16666666666666666
623434,"Hauschild, Mike","Pit",141,71,71,43,14.214,28,14.214,0.38028169014084506,0.6056338028169014,0.014084507042253521
622795,"Méndez, Yohander","Pit",140,237,237,152,14.248,85,14.248,0.3881856540084388,0.5907172995780591,0.02109704641350211
543506,"Maurer, Brandon","Pit",118,334,334,183,14.314,151,14.314,0.33532934131736525,0.6317365269461078,0.03293413173652695
570632,"Ureña, José","Pit",146,1294,1294,906,14.347,388,14.347,0.419629057187017,0.5540958268933539,0.02627511591962906
642083,"Slegers, Aaron","Pit",142,100,100,56,14.348,44,14.348,0.32,0.67,0.01
458708,"Tomlin, Josh","Pit",114,497,497,342,14.348,155,14.348,0.40643863179074446,0.5734406438631791,0.02012072434607646
656725,"McRae, Alex","Pit",134,68,68,37,14.348,31,14.348,0.27941176470588236,0.6764705882352942,0.04411764705882353
656814,"Ortiz, Luis F.","Pit",110,27,27,7,14.381,20,14.381,0.14814814814814814,0.8148148148148148,0.037037037037037035
543278,"Hardy, Blaine","Pit",116,647,647,446,14.381,201,14.381,0.4234930448222566,0.5625965996908809,0.013910355486862442
641149,"Parsons, Wes","Pit",144,45,45,31,14.381,14,14.381,0.5111111111111111,0.4888888888888889,0
592170,"Bridwell, Parker","Pit",108,52,52,37,14.414,15,14.414,0.4230769230769231,0.5769230769230769,0
608566,"Márquez, Germán","Pit",115,1406,1406,1010,14.414,396,14.414,0.4096728307254623,0.5625889046941679,0.027738264580369845
621366,"Borucki, Ryan","Pit",141,768,768,481,14.414,287,14.414,0.3671875,0.6106770833333334,0.022135416666666668
608328,"De Jong, Chase","Pit",142,128,128,84,14.447,44,14.447,0.4296875,0.546875,0.0234375
592468,"Kingham, Nick","Pit",134,585,585,392,14.447,193,14.447,0.38461538461538464,0.5914529914529915,0.023931623931623933
641745,"Keller, Brad","Pit",118,1054,1054,694,14.448,360,14.448,0.38140417457305503,0.5882352941176471,0.030360531309297913
624133,"Suárez, Ranger","Pit",143,112,112,68,14.448,44,14.448,0.3125,0.6696428571428571,0.017857142857142856
502190,"Leake, Mike","Pit",136,1248,1248,858,14.481,390,14.481,0.4014423076923077,0.563301282051282,0.035256410256410256
605182,"Clevinger, Mike","Pit",114,1543,1543,1044,14.481,499,14.481,0.3862605314322748,0.5865197666882696,0.027219701879455604
598271,"Johnson, Brian","Pit",111,822,822,554,14.481,268,14.481,0.3819951338199513,0.5924574209245742,0.025547445255474453
458924,"Venters, Jonny","Pit",144,256,256,144,14.481,112,14.481,0.31640625,0.66796875,0.015625
644428,"Scribner, Troy","Pit",109,46,46,24,14.482,22,14.482,0.2826086956521739,0.6739130434782609,0.043478260869565216
622491,"Castillo, Luis","Pit",113,1264,1264,896,14.514,368,14.514,0.4050632911392405,0.5751582278481012,0.01977848101265823
656798,"Nix, Jacob","Pit",135,306,306,209,14.515,97,14.515,0.4084967320261438,0.565359477124183,0.026143790849673203
642008,"Rhame, Jacob","Pit",121,220,220,142,14.515,78,14.515,0.42727272727272725,0.5681818181818182,0.004545454545454545
572362,"Erlin, Robbie","Pit",135,714,714,454,14.515,260,14.515,0.38095238095238093,0.5966386554621849,0.022408963585434174
624427,"Gonsalves, Stephen","Pit",142,243,243,128,14.548,115,14.548,0.32098765432098764,0.6419753086419753,0.037037037037037035
645261,"Alcantara, Sandy","Pit",146,274,274,164,14.581,110,14.581,0.34306569343065696,0.6167883211678832,0.040145985401459854
608379,"Wacha, Michael","Pit",138,671,671,480,14.581,191,14.581,0.3859910581222057,0.5812220566318927,0.03278688524590164
608371,"Sims, Lucas","Pit",113,149,149,73,14.614,76,14.614,0.2684563758389262,0.7046979865771812,0.026845637583892617
658792,"Wilkerson, Aaron","Pit",158,74,74,48,14.614,26,14.614,0.40540540540540543,0.5945945945945946,0
518452,"Bettis, Chad","Pit",115,948,948,635,14.615,313,14.615,0.3670886075949367,0.6075949367088608,0.02531645569620253
641627,"Gott, Trevor","Pit",120,154,154,73,14.615,81,14.615,0.2922077922077922,0.6818181818181818,0.025974025974025976
571945,"Mikolas, Miles","Pit",138,1305,1305,910,14.615,395,14.615,0.3831417624521073,0.5885057471264368,0.028352490421455937
461829,"González, Gio","Pit",158,1474,1474,921,14.615,553,14.615,0.3493894165535957,0.6187245590230664,0.03188602442333786
554430,"Wheeler, Zack","Pit",121,1272,1272,860,14.648,412,14.648,0.3694968553459119,0.5959119496855346,0.03459119496855346
621107,"Eflin, Zach","Pit",143,893,893,591,14.648,302,14.648,0.3639417693169093,0.6248600223964166,0.011198208286674132
571735,"Hale, David","Pit",147,93,93,60,14.681,33,14.681,0.34408602150537637,0.6451612903225806,0.010752688172043012
656222,"Beeks, Jalen","Pit",139,388,388,245,14.681,143,14.681,0.34536082474226804,0.6262886597938144,0.028350515463917526
596057,"Norris, Daniel","Pit",116,371,371,247,14.681,124,14.681,0.3881401617250674,0.5929919137466307,0.018867924528301886
592314,"Foltynewicz, Mike","Pit",144,1502,1502,978,14.681,524,14.681,0.3641810918774967,0.6171770972037284,0.018641810918774968
641816,"Mahle, Tyler","Pit",113,943,943,588,14.681,355,14.681,0.34994697773064687,0.6256627783669141,0.024390243902439025
