"player_id","player_name","team_name","start_year","end_year","key_target_base","runs_stolen_on_running_act","n_init","rate_sbx","n_sb","n_cs","n_pk","n_bk","n_fb","n_plus","n_minus","net_act_plus","net_act_minus","r_primary_lead","r_secondary_lead","r_sec_minus_prim_lead","r_primary_lead_sbx","r_secondary_lead_sbx","r_sec_minus_prim_lead_sbx"
643418,"Long Jr., Shed","SEA",2019,2019,"All",-0.7432504286387756,329,0.015197568389057751,3,2,1,0,0,3,3,0.7413994319033022,-1.9811784778209687,"12.429687075","15.395081633","2.965394558","11.38","23.393","12.013"
501659,"Almonte, Abraham","AZ",2019,2019,"All",-0.12040493699777022,60,0,0,0,0,0,0,0,0,-0.7451395312010831,0.06360659831654772,"12.542431034","16.538603448","3.996172414",,,
595222,"Gerber, Mike","SF",2019,2019,"All",-0.02731785803682668,39,0,0,0,0,0,0,0,0,-0.4685310546274176,0.14752967308590406,"11.3834","17.173942857","5.790542857",,,
608337,"Giolito, Lucas","CWS",2019,2019,"All",-0.001013335667895532,1,0,0,0,0,0,0,0,0,-0.01731200954985223,0.0054423694268331425,"10.092","12.225","2.133",,,
573262,"Yastrzemski, Mike","SF",2019,2019,"All",-1.6021974950726683,513,0.009746588693957114,1,4,0,0,0,1,4,-2.5642586036728403,-2.4207683874180015,"11.560241015","16.390150106","4.829909091","11.6506","25.1758","13.5252"
666198,"Kieboom, Carter","WSH",2019,2019,"All",-0.003172742432665498,7,0,0,0,0,0,0,0,0,-0.07440512368884214,0.026018405122450943,"11.296333333","16.480333333","5.184",,,
453281,"LeBlanc, Wade","SEA",2019,2019,"All",0.0024520049853871814,5,0,0,0,0,0,0,0,0,-0.04364035526512537,0.0248446134186939,"9.4768","13.5406","4.0638",,,
434538,"Liriano, Francisco","PIT",2019,2019,"All",0.002382855019033951,10,0,0,0,0,0,0,0,0,-0.06865735122162753,0.03580961169635436,"13.205857143","15.244571429","2.038714286",,,
605612,"Castro, Harold","DET",2019,2019,"All",-0.7478796685127548,572,0.005244755244755245,1,2,0,0,0,1,2,-3.724280839295864,-0.006718890341292971,"11.764846881","16.531096408","4.766249527","11.655666667","23.173666667","11.518"
641645,"Guillorme, Luis","NYM",2019,2019,"All",-0.46870229767824434,123,0,0,0,1,0,0,0,1,-0.7609086137717656,-0.7033790553864253,"11.548508197","14.851319672","3.302811475",,,
