"entity_id","entity_name","year","pitches","all_violations","pitcher_timer","batter_timer","batter_timeout","catcher_timer","defensive_shift"
670032,"Lopez, Nicky",2023,1026,2,0,2,0,0,0
677594,"Rodríguez, Julio",2023,2543,2,0,2,0,0,0
678225,"Bae, Ji Hwan",2023,1508,2,0,2,0,0,0
682829,"De La Cruz, Elly",2023,1768,2,0,2,0,0,0
686823,"Brennan, Will",2023,1618,2,0,2,0,0,0
444482,"Peralta, David",2023,1553,1,0,1,0,0,0
444489,"Piña, Manny",2023,48,1,0,1,0,0,0
446334,"Longoria, Evan",2023,1135,1,0,1,0,0,0
453568,"Blackmon, Charlie",2023,1520,1,0,1,0,0,0
457759,"Turner, Justin",2023,2676,1,0,1,0,0,0
493329,"Gurriel Jr., Yuli",2023,1209,1,0,1,0,0,0
500871,"Escobar, Eduardo",2023,1240,1,0,1,0,0,0
502054,"Pham, Tommy",2023,2187,1,0,1,0,0,0
514888,"Altuve, Jose",2023,1718,1,0,1,0,0,0
518595,"d'Arnaud, Travis",2023,1151,1,0,1,0,0,0
518792,"Heyward, Jason",2023,1468,1,0,1,0,0,0
542303,"Ozuna, Marcell",2023,2439,1,0,1,0,0,0
542932,"Berti, Jon",2023,1619,1,0,1,0,0,0
543305,"Hicks, Aaron",2023,1398,1,0,1,0,0,0
543482,"Maggi, Drew",2023,26,1,0,1,0,0,0
543877,"Vázquez, Christian",2023,1330,1,0,1,0,0,0
553993,"Suárez, Eugenio",2023,2907,1,0,1,0,0,0
571448,"Arenado, Nolan",2023,2306,1,0,0,1,0,0
572233,"Walker, Christian",2023,2986,1,0,1,0,0,0
573262,"Yastrzemski, Mike",2023,1588,1,0,1,0,0,0
575929,"Contreras, Willson",2023,1956,1,0,1,0,0,0
592273,"Drury, Brandon",2023,1966,1,0,1,0,0,0
592518,"Machado, Manny",2023,2292,1,0,1,0,0,0
592885,"Yelich, Christian",2023,2621,1,0,1,0,0,0
593160,"Merrifield, Whit",2023,2221,1,0,1,0,0,0
595453,"Wallach, Chad",2023,691,1,0,1,0,0,0
595909,"Cave, Jake",2023,831,1,0,1,0,0,0
596059,"Odor, Rougned",2023,586,1,0,1,0,0,0
596142,"Sánchez, Gary",2023,1095,1,0,1,0,0,0
596146,"Kepler, Max",2023,2019,1,0,1,0,0,0
600869,"Candelario, Jeimer",2023,2341,1,0,1,0,0,0
605113,"Ahmed, Nick",2023,778,1,0,1,0,0,0
605131,"Barnes, Austin",2023,780,1,0,1,0,0,0
605141,"Betts, Mookie",2023,2771,1,0,1,0,0,0
606466,"Marte, Ketel",2023,2766,1,0,1,0,0,0
608070,"Ramírez, José",2023,2693,1,0,1,0,0,0
608348,"Kelly, Carson",2023,560,1,0,1,0,0,0
608596,"Murphy, Tom",2023,595,1,0,1,0,0,0
608703,"Reynolds, Matt",2023,18,1,0,1,0,0,0
608841,"Meneses, Joey",2023,2546,1,0,1,0,0,0
614173,"Cordero, Franchy",2023,251,1,0,1,0,0,0
614177,"Reyes, Franmil",2023,294,1,0,1,0,0,0
621028,"Newman, Kevin",2023,914,1,0,1,0,0,0
621043,"Correa, Carlos",2023,2360,1,0,1,0,0,0
621438,"Taylor, Tyrone",2023,920,1,0,1,0,0,0
621466,"Stewart, DJ",2023,749,1,0,1,0,0,0
621512,"Nido, Tomás",2023,199,1,0,1,0,0,0
621563,"Wendle, Joey",2023,1187,1,0,1,0,0,0
621566,"Olson, Matt",2023,3193,1,0,0,1,0,0
622534,"Margot, Manuel",2023,1255,1,0,1,0,0,0
622569,"Reyes, Pablo",2023,710,1,0,1,0,0,0
622761,"Mateo, Jorge",2023,1345,1,0,1,0,0,0
624414,"Arroyo, Christian",2023,736,1,0,1,0,0,0
624424,"Conforto, Michael",2023,1917,1,0,1,0,0,0
641313,"Anderson, Tim",2023,1947,1,0,1,0,0,0
641355,"Bellinger, Cody",2023,2171,1,0,1,0,0,0
641505,"Davis, Jonathan",2023,420,1,0,1,0,0,0
641645,"Guillorme, Luis",2023,483,1,0,1,0,0,0
641820,"Mancini III, Trey",2023,1058,1,0,1,0,0,0
641943,"Palacios, Joshua",2023,960,1,0,1,0,0,0
642086,"Smith, Dominic",2023,2216,1,0,1,0,0,0
642350,"Siri, Jose",2023,1351,1,0,1,0,0,0
642731,"Estrada, Thairo",2023,1930,1,0,1,0,0,0
643289,"Dubón, Mauricio",2023,1752,1,0,1,0,0,0
643396,"Kiner-Falefa, Isiah",2023,1455,1,0,1,0,0,0
643446,"McNeil, Jeff",2023,2197,1,0,1,0,0,0
643565,"Tauchman, Mike",2023,1716,1,0,1,0,0,0
645444,"Herrera, Jose",2023,525,1,0,1,0,0,0
645801,"Ford, Mike",2023,1034,1,0,0,1,0,0
650402,"Torres, Gleyber",2023,2654,1,0,1,0,0,0
656305,"Chapman, Matt",2023,2484,1,0,1,0,0,0
656413,"Fairchild, Stuart",2023,960,1,0,1,0,0,0
656582,"Joe, Connor",2023,1986,1,0,1,0,0,0
657136,"Wong, Connor",2023,1543,1,0,1,0,0,0
663550,"Cabbage, Trey",2023,216,1,0,1,0,0,0
663993,"Lowe, Nathaniel",2023,3373,1,0,1,0,0,0
664761,"Bohm, Alec",2023,2445,1,0,1,0,0,0
664954,"Sullivan, Brett",2023,301,1,0,1,0,0,0
665489,"Guerrero Jr., Vladimir",2023,2493,1,0,1,0,0,0
665750,"Taveras, Leody",2023,2372,1,0,1,0,0,0
665839,"Valdez, Enmanuel",2023,611,1,0,1,0,0,0
666134,"Jones, Nolan",2023,1821,1,0,1,0,0,0
666397,"Julien, Edouard",2023,1817,1,0,1,0,0,0
666801,"Castro, Rodolfo",2023,1008,1,0,1,0,0,0
666906,"Alu, Jake",2023,681,1,0,1,0,0,0
666971,"Gurriel Jr., Lourdes",2023,2492,1,0,1,0,0,0
667472,"Myers, Dane",2023,263,1,0,1,0,0,0
668715,"Steer, Spencer",2023,2688,1,0,1,0,0,0
669134,"Campusano, Luis",2023,603,1,0,1,0,0,0
669222,"Senzel, Nick",2023,1192,1,0,0,1,0,0
669352,"Thompson, Bubba",2023,221,1,0,1,0,0,0
669392,"Taylor, Samad",2023,311,1,0,1,0,0,0
669720,"Hays, Austin",2023,2170,1,0,1,0,0,0
670042,"Raley, Luke",2023,1547,1,0,1,0,0,0
670623,"Paredes, Isaac",2023,2401,1,0,1,0,0,0
670764,"Walls, Taylor",2023,1444,1,0,1,0,0,0
671221,"Waters, Drew",2023,1318,1,0,1,0,0,0
671277,"García, Luis",2023,1706,1,0,1,0,0,0
672284,"Kelenic, Jarred",2023,1685,1,0,1,0,0,0
672356,"Arias, Gabriel",2023,1348,1,0,1,0,0,0
672386,"Kirk, Alejandro",2023,1761,1,0,1,0,0,0
672695,"Perdomo, Geraldo",2023,2332,1,0,1,0,0,0
672820,"Sosa, Lenyn",2023,630,1,0,1,0,0,0
673357,"Robert Jr., Luis",2023,2219,1,0,1,0,0,0
673548,"Suzuki, Seiya",2023,2458,1,0,1,0,0,0
673962,"Jung, Josh",2023,2243,1,0,1,0,0,0
675656,"Smith, Kevin",2023,523,1,0,1,0,0,0
676475,"Burleson, Alec",2023,1239,1,0,1,0,0,0
676480,"Barrero, José",2023,585,1,0,1,0,0,0
676625,"Bannon, Rylan",2023,22,1,0,1,0,0,0
677587,"Rocchio, Brayan",2023,343,1,0,1,0,0,0
677649,"Duran, Ezequiel",2023,1663,1,0,1,0,0,0
680118,"Blanco, Dairon",2023,511,1,0,1,0,0,0
680757,"Kwan, Steven",2023,2851,1,0,1,0,0,0
680814,"Burdick, Peyton",2023,152,1,0,1,0,0,0
680911,"Miller, Owen",2023,1200,1,0,1,0,0,0
681481,"Carpenter, Kerry",2023,1775,1,0,1,0,0,0
682073,"Hensley, David",2023,405,1,0,0,1,0,0
