"entity_id","entity_name","entity_code","team_id","total_pitches","total_pitches","total_pitches_empty","median_seconds_empty","total_pitches_onbase","median_seconds_empty","freq_hot","freq_warm","freq_cold"
425877,"Molina, Yadier","Pit",138,19,19,8,6.471,11,6.471,0.9473684210526315,0.05263157894736842,0
571976,"Myers, Wil","Pit",135,18,18,15,7.192,3,7.192,1,0,0
608703,"Reynolds, Matt","Pit",113,6,6,2,7.766,4,7.766,1,0,0
405395,"Pujols, Albert","Pit",138,13,13,5,7.977,8,7.977,1,0,0
624512,"McGuire, Reese","Pit",111,2,2,2,8.071,,8.071,1,0,0
592743,"Simmons, Andrelton","Pit",112,13,13,1,8.37,12,8.37,0.9230769230769231,0.07692307692307693,0
643524,"Schwindel, Frank","Pit",112,15,15,9,8.413,6,8.413,1,0,0
608700,"Plawecki, Kevin","Pit",140,7,7,2,8.524,5,8.524,1,0,0
665155,"Maton, Nick","Pit",143,13,13,8,8.588,5,8.588,1,0,0
572191,"Taylor, Michael A.","Pit",118,18,18,6,8.754,12,8.754,1,0,0
506702,"León, Sandy","Pit",142,10,10,10,8.834,,8.834,1,0,0
621011,"Schrock, Max","Pit",113,8,8,7,8.837,1,8.837,1,0,0
543281,"Harrison, Josh","Pit",145,31,31,9,8.946,22,8.946,0.8064516129032258,0.1935483870967742,0
553902,"Astudillo, Willians","Pit",146,15,15,8,8.954,7,8.954,1,0,0
606993,"Hager, Jake","Pit",109,9,9,4,9.193,5,9.193,1,0,0
624503,"Gordon, Nick","Pit",142,47,47,22,9.238,25,9.238,0.9574468085106383,0.0425531914893617,0
660636,"Castillo, Diego","Pit",134,33,33,8,9.47,25,9.47,0.7878787878787878,0.21212121212121213,0
605170,"Caratini, Victor","Pit",158,6,6,4,9.55,2,9.55,1,0,0
608348,"Kelly, Carson","Pit",109,33,33,12,9.667,21,9.667,0.9393939393939394,0.06060606060606061,0
641914,"Neuse, Sheldon","Pit",133,18,18,14,9.719,4,9.719,1,0,0
573131,"Ruf, Darin","Pit",121,4,4,2,9.792,2,9.792,1,0,0
642851,"Wynns, Austin","Pit",137,13,13,5,9.889,8,9.889,1,0,0
676946,"Batten, Matthew","Pit",135,12,12,6,10.201,6,10.201,1,0,0
661531,"Serven, Brian","Pit",115,4,4,4,10.288,,10.288,1,0,0
545341,"Grichuk, Randal","Pit",115,5,5,5,10.322,,10.322,1,0,0
665019,"Clemens, Kody","Pit",116,31,31,18,10.376,13,10.376,0.9354838709677419,0.06451612903225806,0
593160,"Merrifield, Whit","Pit",141,4,4,2,10.579,2,10.579,1,0,0
676391,"Clement, Ernie","Pit",133,20,20,11,10.585,9,10.585,0.95,0.05,0
622569,"Reyes, Pablo","Pit",158,6,6,6,10.615,,10.615,1,0,0
598265,"Bradley Jr., Jackie","Pit",141,14,14,1,10.656,13,10.656,0.8571428571428571,0.14285714285714285,0
596117,"Stubbs, Garrett","Pit",143,31,31,24,10.723,7,10.723,1,0,0
593643,"Alberto, Hanser","Pit",119,73,73,40,10.742,33,10.742,0.9452054794520548,0.0547945205479452,0
543829,"Strange-Gordon, Dee","Pit",120,15,15,6,10.77,9,10.77,0.8666666666666667,0.13333333333333333,0
670032,"Lopez, Nicky","Pit",118,10,10,8,10.777,2,10.777,1,0,0
642165,"VanMeter, Josh","Pit",134,34,34,16,10.844,18,10.844,0.9411764705882353,0.058823529411764705,0
444876,"Escobar, Alcides","Pit",120,13,13,6,10.888,7,10.888,0.9230769230769231,0.07692307692307693,0
620443,"Torrens, Luis","Pit",136,14,14,7,10.891,7,10.891,0.9285714285714286,0.07142857142857142,0
607054,"Peterson, Jace","Pit",158,5,5,5,11.11,,11.11,1,0,0
622268,"Walton, Donovan","Pit",137,11,11,5,11.214,6,11.214,1,0,0
572008,"Owings, Chris","Pit",110,3,3,2,11.215,1,11.215,1,0,0
621433,"Phillips, Brett","Pit",110,30,30,13,11.242,17,11.242,0.8,0.2,0
641531,"Dozier, Hunter","Pit",118,13,13,5,11.353,8,11.353,1,0,0
489119,"Miley, Wade","Pit",112,279,279,185,11.367,94,11.367,0.6917562724014337,0.3046594982078853,0.0035842293906810036
645801,"Ford, Mike","Pit",108,7,7,6,11.379,1,11.379,0.8571428571428571,0.14285714285714285,0
664670,"Lopez, Alejo","Pit",113,10,10,9,11.528,1,11.528,0.7,0.3,0
614177,"Reyes, Franmil","Pit",112,5,5,4,11.729,1,11.729,0.8,0.2,0
670768,"González, Luis","Pit",137,46,46,18,11.756,28,11.756,0.8260869565217391,0.15217391304347827,0.021739130434782608
605612,"Castro, Harold","Pit",116,23,23,18,11.809,5,11.809,0.9130434782608695,0.08695652173913043,0
608686,"Mayfield, Jack","Pit",108,9,9,6,12.005,3,12.005,0.8888888888888888,0.1111111111111111,0
670712,"Brosseau, Mike","Pit",158,25,25,13,12.224,12,12.224,0.68,0.32,0
606115,"Arcia, Orlando","Pit",144,3,3,3,12.578,,12.578,1,0,0
644374,"Chang, Yu","Pit",111,8,8,6,12.585,2,12.585,1,0,0
608718,"Suter, Brent","Pit",158,494,494,315,12.626,179,12.626,0.4939271255060729,0.48380566801619435,0.022267206477732792
669674,"Long, Sam","Pit",137,342,342,219,12.758,123,12.758,0.49415204678362573,0.49122807017543857,0.014619883040935672
676840,"Peacock, Matt","Pit",118,58,58,33,12.764,25,12.764,0.4827586206896552,0.5,0.017241379310344827
682016,"Woods, William","Pit",144,16,16,12,12.912,4,12.912,0.625,0.3125,0.0625
606131,"Perdomo, Luis","Pit",158,126,126,76,13.07,50,13.07,0.46825396825396826,0.5158730158730159,0.015873015873015872
572362,"Erlin, Robbie","Pit",119,21,21,16,13.263,5,13.263,0.5238095238095238,0.47619047619047616,0
666205,"Muller, Kyle","Pit",144,95,95,50,13.372,45,13.372,0.3368421052631579,0.631578947368421,0.031578947368421054
675912,"Lowther, Zac","Pit",110,53,53,34,13.559,19,13.559,0.49056603773584906,0.5094339622641509,0
542194,"Bethancourt, Christian","Pit",139,25,25,11,13.595,14,13.595,0.76,0.24,0
445926,"Chavez, Jesse","Pit",144,584,584,336,13.685,248,13.685,0.3972602739726027,0.5924657534246576,0.010273972602739725
676641,"Sulser, Beau","Pit",110,151,151,90,13.713,61,13.713,0.3841059602649007,0.5960264900662252,0.019867549668874173
641743,"Kay, Anthony","Pit",141,16,16,6,13.746,10,13.746,0.1875,0.75,0.0625
668948,"McCarty, Kirk","Pit",114,256,256,160,13.823,96,13.823,0.40234375,0.5859375,0.01171875
606273,"Elías, Roenis","Pit",136,48,48,33,13.877,15,13.877,0.5,0.5,0
621389,"Blach, Ty","Pit",115,300,300,168,13.978,132,13.978,0.3933333333333333,0.5933333333333334,0.013333333333333334
686973,"Varland, Louis","Pit",142,184,184,125,14.038,59,14.038,0.483695652173913,0.5108695652173914,0.005434782608695652
608344,"Irvin, Cole","Pit",133,1144,1144,742,14.068,402,14.068,0.40384615384615385,0.5734265734265734,0.022727272727272728
663485,"Sands, Cole","Pit",142,282,282,160,14.077,122,14.077,0.375886524822695,0.6170212765957447,0.0070921985815602835
605154,"Brebbia, John","Pit",137,470,470,240,14.175,230,14.175,0.30638297872340425,0.625531914893617,0.06808510638297872
660730,"Rodríguez, Elvin","Pit",116,258,258,177,14.196,81,14.196,0.3992248062015504,0.5775193798449613,0.023255813953488372
501303,"Adrianza, Ehire","Pit",144,8,8,3,14.308,5,14.308,0.875,0.125,0
622065,"Young, Alex","Pit",137,172,172,71,14.315,101,14.315,0.2441860465116279,0.7034883720930233,0.05232558139534884
640461,"Pinder, Chad","Pit",133,14,14,4,14.385,10,14.385,0.9285714285714286,0.07142857142857142,0
571927,"Matz, Steven","Pit",138,390,390,270,14.39,120,14.39,0.4205128205128205,0.5461538461538461,0.03333333333333333
669211,"Akin, Keegan","Pit",110,514,514,315,14.405,199,14.405,0.3540856031128405,0.6361867704280155,0.009727626459143969
502624,"Anderson, Chase","Pit",113,233,233,165,14.407,68,14.407,0.43776824034334766,0.5536480686695279,0.008583690987124463
571882,"Law, Derek","Pit",113,166,166,94,14.426,72,14.426,0.3373493975903614,0.6385542168674698,0.024096385542168676
596271,"Lawrence, Casey","Pit",141,126,126,83,14.457,43,14.457,0.4126984126984127,0.5714285714285714,0.015873015873015872
620454,"Castillo, José","Pit",135,5,5,4,14.462,1,14.462,0.4,0.6,0
676879,"Ashby, Aaron","Pit",158,903,903,570,14.5,333,14.5,0.3754152823920266,0.5946843853820598,0.029900332225913623
657277,"Webb, Logan","Pit",137,1423,1423,921,14.504,502,14.504,0.3724525650035137,0.600843288826423,0.026704146170063246
663989,"Vespi, Nick","Pit",110,198,198,115,14.538,83,14.538,0.3383838383838384,0.6565656565656566,0.005050505050505051
669456,"Bieber, Shane","Pit",114,1260,1260,944,14.55,316,14.55,0.42142857142857143,0.5698412698412698,0.00873015873015873
665665,"Sanmartin, Reiver","Pit",113,495,495,278,14.563,217,14.563,0.31313131313131315,0.6626262626262627,0.024242424242424242
543901,"Weber, Ryan","Pit",147,61,61,56,14.605,5,14.605,0.5245901639344263,0.45901639344262296,0.01639344262295082
596001,"Junis, Jakob","Pit",137,868,868,584,14.61,284,14.61,0.39055299539170507,0.5875576036866359,0.021889400921658985
518586,"Culberson, Charlie","Pit",140,14,14,12,14.611,2,14.611,0.5,0.5,0
663903,"Singer, Brady","Pit",118,1161,1161,795,14.614,366,14.614,0.38931955211024977,0.58656330749354,0.024117140396210164
608566,"Márquez, Germán","Pit",115,1203,1203,810,14.622,393,14.622,0.37489609310058186,0.6026600166251039,0.022443890274314215
543548,"Milone, Tommy","Pit",136,113,113,79,14.631,34,14.631,0.40707964601769914,0.5752212389380531,0.017699115044247787
680704,"Sandlin, Nick","Pit",114,350,350,162,14.655,188,14.655,0.26,0.7171428571428572,0.022857142857142857
682847,"Ortiz, Luis L.","Pit",134,127,127,77,14.668,50,14.668,0.31496062992125984,0.6535433070866141,0.031496062992125984
666720,"Rodríguez, Yerry","Pit",140,5,5,3,14.711,2,14.711,0.4,0.6,0
642028,"Rogers, Josh","Pit",120,196,196,130,14.76,66,14.76,0.34183673469387754,0.6224489795918368,0.03571428571428571
693821,"Elder, Bryce","Pit",144,400,400,280,14.772,120,14.772,0.3625,0.6075,0.03
667373,"Rondón, Angel","Pit",138,44,44,24,14.774,20,14.774,0.29545454545454547,0.6136363636363636,0.09090909090909091
665621,"García, Rony","Pit",116,427,427,317,14.793,110,14.793,0.39344262295081966,0.585480093676815,0.02107728337236534
615698,"Quantrill, Cal","Pit",114,1304,1304,866,14.835,438,14.835,0.348159509202454,0.6234662576687117,0.028374233128834355
656849,"Peterson, David","Pit",121,885,885,550,14.84,335,14.84,0.327683615819209,0.655367231638418,0.01694915254237288
677960,"Weathers, Ryan","Pit",135,39,39,21,14.847,18,14.847,0.28205128205128205,0.6666666666666666,0.05128205128205128
663630,"McKenna, Ryan","Pit",110,13,13,2,14.871,11,14.871,0.15384615384615385,0.7692307692307693,0.07692307692307693
622379,"Castillo, Luis F.","Pit",116,29,29,18,14.898,11,14.898,0.3448275862068966,0.6206896551724138,0.034482758620689655
571945,"Mikolas, Miles","Pit",138,1449,1449,1021,14.902,428,14.902,0.36645962732919257,0.6052449965493444,0.028295376121463076
672582,"Zerpa, Angel","Pit",118,79,79,59,14.936,20,14.936,0.379746835443038,0.620253164556962,0
596043,"Mengden, Daniel","Pit",118,51,51,27,14.938,24,14.938,0.27450980392156865,0.6862745098039216,0.0392156862745098
657093,"Watkins, Spenser","Pit",110,738,738,460,14.975,278,14.975,0.3116531165311653,0.6598915989159891,0.028455284552845527
656605,"Keller, Mitch","Pit",134,1236,1236,762,14.981,474,14.981,0.3098705501618123,0.6650485436893204,0.025080906148867314
641482,"Cortes, Nestor","Pit",147,1091,1091,802,14.99,289,14.99,0.3703024747937672,0.5957836846929423,0.03391384051329056
670046,"Rosenberg, Kenny","Pit",108,85,85,51,15.018,34,15.018,0.2823529411764706,0.6941176470588235,0.023529411764705882
646242,"Díaz, Jhonathan","Pit",108,113,113,70,15.018,43,15.018,0.3008849557522124,0.6194690265486725,0.07964601769911504
592346,"González, Chi Chi","Pit",147,179,179,110,15.021,69,15.021,0.29608938547486036,0.664804469273743,0.03910614525139665
649144,"Wells, Alex","Pit",110,26,26,15,15.035,11,15.035,0.2692307692307692,0.6923076923076923,0.038461538461538464
592836,"Walker, Taijuan","Pit",121,1133,1133,801,15.073,332,15.073,0.3662842012356575,0.6063548102383054,0.02736098852603707
657265,"Strzelecki, Peter","Pit",158,291,291,151,15.074,140,15.074,0.26804123711340205,0.7250859106529209,0.006872852233676976
657649,"Koenig, Jared","Pit",133,306,306,168,15.096,138,15.096,0.26143790849673204,0.7124183006535948,0.026143790849673203
622072,"Wood, Alex","Pit",137,1028,1028,659,15.097,369,15.097,0.316147859922179,0.646887159533074,0.03696498054474708
596295,"Gomber, Austin","Pit",115,899,899,594,15.109,305,15.109,0.3147942157953281,0.6696329254727474,0.01557285873192436
657766,"St. John, Locke","Pit",112,12,12,10,15.119,2,15.119,0.3333333333333333,0.6666666666666666,0
669302,"Gilbert, Logan","Pit",136,1329,1329,891,15.153,438,15.153,0.3295711060948081,0.6350639578630549,0.035364936042136946
573668,"Minaya, Juan","Pit",142,75,75,35,15.172,40,15.172,0.22666666666666666,0.76,0.013333333333333334
680573,"Woods Richardson, Simeon","Pit",142,31,31,24,15.173,7,15.173,0.3548387096774194,0.6451612903225806,0
