"player_id","player_name","team_name","start_year","end_year","sb_attempts","catcher_stealing_runs","caught_stealing_above_average","n_cs","rate_cs","est_cs_pct","cs_aa_per_throw","seasonal_runner_speed","runner_distance_from_second","pop_time","exchange_time","arm_strength","n_xcs_with_flight_over_xcs","n_xcs_with_exchange_over_xcs","n_xcs_with_accuracy_over_xcs","n_xcs_with_ground_other_over_xcs","n_xcs_with_onfly_other_over_xcs","n_xcs_with_untracked_other_over_xcs"
425772,"Mathis, Jeff","TEX",2020,2020,11,0.5545730798702064,0.8531893536464714,4,0.36363636363636365,0.28607369512304803,0.07756266851331557,"28.081818182",56.61816532961423,"1.978272727","0.7046","75.651932",-0.48796805314018327,0.7661802338735659,0.02359331728045,-0.22421117954452316,0.775595035177162,0
425784,"Rivera, René","NYM",2020,2020,1,0.4456216761839717,0.6855718095138026,1,1,0.31442819048619747,0.6855718095138026,"27.6",56.31752877118822,"1.899","0.884","79.47816",0.09965122835910822,-0.15766315225398703,0.13421106466272248,0,0.6093726687459589,0
425877,"Molina, Yadier","STL",2020,2020,9,1.3411211698622727,2.0632633382496506,5,0.5555555555555556,0.32630407352781665,0.2292514820277389,"28.533333333",57.658245498104755,"1.928875","0.6925","78.20981125",0.07067973978248823,0.8333597991457453,0.09348369307119236,-0.20765487941223518,1.2733949856624593,0
435559,"Suzuki, Kurt","WSH",2020,2020,27,-1.325477767846652,-2.0391965659179263,5,0.18518518518518517,0.26071098392288616,-0.07552579873770096,"28.022222222",55.961999389991924,"2.0414375","0.795125","77.021771429",-0.17248306020555806,-3.628608487093074,0.3185350977721868,0.9097265585389324,0.5336333250695868,0
444489,"Piña, Manny","MIL",2020,2020,8,1.5961138704587454,2.455559800705762,5,0.6250000000000001,0.3180550249117797,0.3069449750882202,"28.15",58.10371621879915,"1.965142857","0.714571429","79.059772857",0.42640661271795643,0.5449115467913089,0.9501643511507893,0,0.5340772900457071,0
446308,"Wieters, Matt","STL",2020,2020,1,-0.13859625914594045,-0.21322501407067762,0,0,0.21322501407067762,-0.21322501407067762,"27.8",56.70854168023672,"2.284","0.689","62.4639",-0.1956206107332715,0.08755331309249126,-0.1051577164298974,0,0,0
452095,"Flowers, Tyler","ATL",2020,2020,16,-1.1236030807863782,-1.7286201242867354,2,0.125,0.233038757767921,-0.10803875776792096,"28.4875",56.35035410366551,"2.113307692","0.818307692","72.455065833",-1.6083335261590785,-1.2543392456256521,0.392138156329766,-5.551115123125783e-17,0.7419144911682287,0
455117,"Maldonado, Martín","HOU",2020,2020,15,1.4568138590302202,2.241252090815723,6,0.39999999999999997,0.2505831939456185,0.14941680605438154,"28.14",56.53480437768049,"1.911818182","0.7486","82.578636",1.5017051424275485,-0.0905588720262579,0.38243047366766736,0.5011952659901286,-0.46778423981201833,0.41426432056865536
455139,"Chirinos, Robinson","NYM",2020,2020,11,-0.8068122479369234,-1.2412496122106516,1,0.09090909090909093,0.20374996474642287,-0.11284087383733195,"27.772727273",53.577011969106536,"2.003857143","0.768428571","77.138158571",-0.06678492704187927,-1.0080543673365676,0.5844640018310052,-0.07693718503146718,-0.6733859428720599,-0.0005511917596829269
456124,"Kratz, Erik","NYY",2020,2020,4,0.6501814332583724,1.0002791280898038,2,0.5,0.24993021797754905,0.25006978202245095,"28.55",56.412970641258156,"1.97775","0.759","79.52815",0.31558755462258786,-0.07779502439990145,1.1211325360187891,0,-0.3586459381516718,0
460077,"Butera, Drew","COL",2020,2020,6,0.35878154735752044,0.5519716113192623,2,0.33333333333333337,0.24133806478012293,0.09199526855321037,"27.883333333",55.1650183868094,"1.926","0.749333333","82.550748333",0.8730612916934319,-0.026222854941291174,0.4005716734453546,-0.017507363854251196,-0.6779311350239818,0
465041,"Cervelli, Francisco","MIA",2020,2020,3,-0.31212405644316565,-0.48019085606640866,0,0,0.1600636186888029,-0.1600636186888029,"27.8",50.87864538742648,"1.902","0.9","78.422845",0.02002283417879867,-0.26947924811611246,-0.2307344421290948,0,0,0
467092,"Ramos, Wilson","NYM",2020,2020,29,-2.3348823286585962,-3.5921266594747636,5,0.1724137931034483,0.2962802296370608,-0.12386643653361257,"28.137931034",55.500451300247065,"1.954458333","0.726208333","75.281275652",-1.649109253205861,0.11681756055550663,-0.1836553177291466,0.8684075053615468,-2.7445871544568092,0
488671,"Avila, Alex","MIN",2020,2020,10,0.4674019551456871,0.7190799309933648,3,0.3,0.22809200690066353,0.07190799309933649,"28.34",54.46444552678645,"1.964777778","0.706","76.26861",-0.2810913925648407,0.26319842906093477,0.6669188175364453,-0.21393175162746045,0.2839858285882861,0
488771,"Castro, Jason","SD",2020,2020,13,0.3713054792222152,0.5712391988034078,3,0.2307692307692308,0.18682775393819936,0.04394147683103137,"28.115384615",53.473898408640004,"1.9121","0.7406","79.987988889",0.5829751726766187,0.1200073332795151,-0.29475342764380214,0.4843675497607036,-0.32135742926962757,0
506702,"León, Sandy","CLE",2020,2020,9,-0.9834668812875552,-1.5130259712116234,1,0.1111111111111111,0.2792251079124026,-0.16811399680129147,"28.788888889",58.26693002429323,"2.026888889","0.722","75.22096875",-0.6336911000770551,0.4502497806472618,-0.29094949904383965,-5.551115123125783e-17,-1.0386351527379905,0
518595,"d'Arnaud, Travis","ATL",2020,2020,20,-1.5843522764964784,-2.4374650407638123,2,0.09999999999999999,0.22187325203819064,-0.12187325203819063,"28.31",51.8190328152421,"1.84575","0.724","78.44237625",0.11243251348810791,-0.2329958483980837,-1.6406528828260278,-0.5920346665683485,-0.08421415645946054,0
