"player_id","player_name","team_name","start_year","end_year","key_target_base","runs_stolen_on_running_act","n_init","rate_sbx","n_sb","n_cs","n_pk","n_bk","n_fb","n_plus","n_minus","net_act_plus","net_act_minus","r_primary_lead","r_secondary_lead","r_sec_minus_prim_lead","r_primary_lead_sbx","r_secondary_lead_sbx","r_sec_minus_prim_lead_sbx"
455976,"Markakis, Nick","ATL",2019,2019,"All",0.29374812405705925,792,0.0025252525252525255,2,0,0,0,0,2,0,-3.1940874248546454,2.072368020062195,"10.389260985","13.81629028","3.427029294","9.933","22.1655","12.2325"
596847,"Choi, Ji Man","TB",2019,2019,"All",-0.328815551448886,784,0.002551020408163265,1,1,0,1,0,2,1,-4.658224041722469,1.3396205708791291,"11.570766839","14.601814767","3.031047927","10.782","20.6985","9.9165"
553902,"Astudillo, Willians","MIN",2019,2019,"All",-0.038854813963774756,338,0,0,0,0,0,0,0,0,-2.468934268648029,1.0109600883685128,"9.984298193","14.254930723","4.27063253",,,
669256,"Solak, Nick","TEX",2019,2019,"All",0.24459103155571804,366,0.00546448087431694,2,0,0,0,0,2,0,-0.9731855656854906,0.9760625437618122,"12.800451613","16.636492669","3.836041056","11.778","27.8105","16.0325"
572039,"Piscotty, Stephen","OAK",2019,2019,"All",0.2671187513247111,524,0.003816793893129771,2,0,0,1,0,3,0,-1.653956163437099,1.3286888533602905,"12.30126694","15.271958932","2.970691992","10.5065","26.474","15.9675"
592407,"Holaday, Bryan","MIA",2019,2019,"All",-0.4192522424798496,163,0.006134969325153374,0,1,0,0,0,0,1,-1.1757818472489492,-0.4091019400667989,"11.259447853","15.240944785","3.981496933","9.775","24.391","14.616"
640449,"Frazier, Clint","NYY",2019,2019,"All",-0.2663062081723823,318,0.006289308176100629,1,1,0,0,0,1,1,-1.042484084877849,-0.12846531377069217,"11.145790164","15.874940984","4.72915082","10.698","24.8525","14.1545"
571697,"Gennett, Scooter","SF",2019,2019,"All",-0.5113520687849339,200,0,0,0,1,0,0,0,1,-1.7585398871585212,-0.35476464745162195,"11.907619048","14.98357672","3.075957672",,,
605612,"Castro, Harold","DET",2019,2019,"All",-0.7478796685127548,572,0.005244755244755245,1,2,0,0,0,1,2,-3.724280839295864,-0.006718890341292971,"11.764846881","16.531096408","4.766249527","11.655666667","23.173666667","11.518"
518960,"Lucroy, Jonathan","CHC",2019,2019,"All",-0.04233290790526943,358,0,0,0,0,0,0,0,0,-2.6442855742344626,1.081164904314718,"11.401251445","13.777748555","2.37649711",,,
543063,"Crawford, Brandon","SF",2019,2019,"All",-0.10398259091441511,731,0.004103967168262654,2,1,0,0,0,2,1,-2.7443898333132246,0.9886563905516226,"12.25711288","16.657735166","4.400622287","11.184666667","18.321","7.136333333"
518692,"Freeman, Freddie","ATL",2019,2019,"All",-0.33671356178539685,1223,0.004088307440719542,3,2,0,0,0,3,2,-7.1846462249151095,2.4449237404391675,"12.024027421","17.262694087","5.238666667","11.9458","23.0934","11.1476"
546991,"Almora Jr., Albert","CHC",2019,2019,"All",-0.1581031855052003,413,0.007263922518159807,2,1,0,0,0,2,1,-0.8479654746281322,0.025533132045389706,"9.989530612","13.622270408","3.632739796","10.12","19.006666667","8.886666667"
664913,"Brown, Seth","OAK",2019,2019,"All",-0.2604424079962794,183,0.00546448087431694,1,0,1,0,0,1,1,-0.026571106177664283,-0.5669515261349924,"12.361083799","14.765547486","2.404463687","11.857","25.118","13.261"
500743,"Rojas, Miguel","MIA",2019,2019,"All",-0.3752163199572767,813,0.01107011070110701,6,3,0,1,0,7,3,-0.11351891482762,-0.783361193315006,"13.054287483","17.378618982","4.324331499","12.569111111","25.258333333","12.689222222"
605131,"Barnes, Austin","LAD",2019,2019,"All",0.13359543172477018,362,0.0027624309392265192,1,0,0,0,0,1,0,-0.7302305883480962,0.6214256653208654,"11.288133903","14.802296296","3.514162393","22.722","31.165","8.443"
571970,"Muncy, Max","LAD",2019,2019,"All",0.5946849329137692,928,0.003232758620689655,3,0,0,0,0,3,0,-3.580437533469749,2.912827643572709,"10.509075724","13.52597216","3.016896437","10.325333333","27.394666667","17.069333333"
460075,"Braun, Ryan","MIL",2019,2019,"All",0.8505760370446771,746,0.006702412868632708,5,0,0,0,0,5,0,-0.323431175847703,2.0339161604760396,"11.583034682","15.44216763","3.859132948","15.5564","32.2894","16.733"
474568,"Mercer, Jordy","DET",2019,2019,"All",-0.027943457102496863,367,0,0,0,0,0,0,0,0,-2.6299866354296695,1.106786377740971,"10.916566667","14.527666667","3.6111",,,
502517,"Murphy, Daniel","COL",2019,2019,"All",-0.45721814615952244,565,0.0035398230088495575,1,1,0,0,0,1,1,-2.8245920639356235,0.2393339258391162,"10.888130824","14.563648746","3.675517921","15.3375","29.3255","13.988"
572228,"Voit, Luke","NYY",2019,2019,"All",-0.10015448567865361,677,0,0,0,0,0,0,0,0,-4.69662576437086,1.8648237048789298,"11.10103211","13.43525841","2.3342263",,,
502110,"Martinez, J.D.","BOS",2019,2019,"All",-0.16729617164220725,867,0,0,0,0,0,0,0,0,-6.24557075125936,2.4040399524659217,"11.63913382","14.499844282","2.860710462",,,
527049,"Puello, César","MIA",2019,2019,"All",-0.04602235640951869,208,0,0,0,0,0,0,0,0,-1.3624481592788797,0.5032606121027952,"10.362416667","13.835171569","3.472754902",,,
572365,"Goins, Ryan","CWS",2019,2019,"All",-0.20009913722598327,270,0,0,0,0,0,0,0,0,-2.3572321529402034,0.6029939852490158,"11.638184615","14.917880769","3.279696154",,,
