"last_name, first_name","player_id","year","pop_2b_sba_count","pop_2b_sba","pop_2b_sb","pop_2b_cs","pop_3b_sba_count","pop_3b_sba","pop_3b_sb","pop_3b_cs","exchange_2b_3b_sba","maxeff_arm_2b_3b_sba"
"Neto, Zach",687263,2025,,,,,,,,,,
"Busch, Michael",683737,2025,,,,,,,,,,
"Torres, Gleyber",650402,2025,,,,,,,,,,
"García, Luis",671277,2025,,,,,,,,,,
"Bohm, Alec",664761,2025,,,,,,,,,,
"Ward, Taylor",621493,2025,,,,,,,,,,
"Jung, Josh",673962,2025,,,,,,,,,,
"Marte, Ketel",606466,2025,,,,,,,,,,
"Peña, Jeremy",665161,2025,,,,,,,,,,
"McKinstry, Zach",656716,2025,,,,,,,,,,
"Gurriel Jr., Lourdes",666971,2025,,,,,,,,,,
"Goodman, Hunter",696100,2025,"45","1.95","1.96","1.93","3","1.49","1.5","1.47","0.66","83"
"Lindor, Francisco",596019,2025,,,,,,,,,,
"Semien, Marcus",543760,2025,,,,,,,,,,
"Rice, Ben",700250,2025,"10","2.07","2.05","2.13","2","1.55","1.55","1.54","0.68","78.6"
"Stott, Bryson",681082,2025,,,,,,,,,,
"Soderstrom, Tyler",691016,2025,,,,,,,,,,
"Adames, Willy",642715,2025,,,,,,,,,,
"Goldschmidt, Paul",502671,2025,,,,,,,,,,
"Arraez, Luis",650333,2025,,,,,,,,,,
"Langeliers, Shea",669127,2025,"67","1.89","1.89","1.88","3","1.4","1.4",,"0.65","86.1"
"García, Adolis",666969,2025,,,,,,,,,,
"Crow-Armstrong, Pete",691718,2025,,,,,,,,,,
"Wilson Jr., Jacob",805779,2025,,,,,,,,,,
"India, Jonathan",663697,2025,,,,,,,,,,
"Tucker, Kyle",663656,2025,,,,,,,,,,
"Raleigh, Cal",663728,2025,"55","1.97","1.97","1.97","1","1.45","1.45",,"0.68","83.1"
"Hoerner, Nico",663538,2025,,,,,,,,,,
"Ohtani, Shohei",660271,2025,,,,,,,,,,
"Alonso, Pete",624413,2025,,,,,,,,,,
"Contreras, Willson",575929,2025,,,,,,,,,,
"Donovan, Brendan",680977,2025,,,,,,,,,,
"Burleson, Alec",676475,2025,,,,,,,,,,
"Doyle, Brenton",686668,2025,,,,,,,,,,
"De La Cruz, Elly",682829,2025,,,,,,,,,,
"Lowe, Nathaniel",663993,2025,,,,,,,,,,
"Bogaerts, Xander",593428,2025,,,,,,,,,,
"Greene, Riley",682985,2025,,,,,,,,,,
"Caminero, Junior",691406,2025,,,,,,,,,,
"Rengifo, Luis",650859,2025,,,,,,,,,,
"McLain, Matt",680574,2025,,,,,,,,,,
"Nootbaar, Lars",663457,2025,,,,,,,,,,
"Rodríguez, Julio",677594,2025,,,,,,,,,,
"Ozuna, Marcell",542303,2025,,,,,,,,,,
"Schwarber, Kyle",656941,2025,,,,,,,,,,
"Kirk, Alejandro",672386,2025,"65","1.95","1.95","1.94","0",,,,"0.64","81.7"
"Lee, Brooks",686797,2025,,,,,,,,,,
"Manzardo, Kyle",700932,2025,,,,,,,,,,
"Rafaela, Ceddanne",678882,2025,,,,,,,,,,
"Chourio, Jackson",694192,2025,,,,,,,,,,
"Realmuto, J.T.",592663,2025,"50","1.86","1.86","1.84","5","1.42","1.44","1.41","0.6","85.2"
"Pasquantino, Vinnie",686469,2025,,,,,,,,,,
"Lowe, Brandon",664040,2025,,,,,,,,,,
"Steer, Spencer",668715,2025,,,,,,,,,,
"Frelick, Sal",686217,2025,,,,,,,,,,
"Happ, Ian",664023,2025,,,,,,,,,,
"Walker, Christian",572233,2025,,,,,,,,,,
"Nimmo, Brandon",607043,2025,,,,,,,,,,
"Butler, Lawrence",671732,2025,,,,,,,,,,
"Naylor, Josh",647304,2025,,,,,,,,,,
"McCutchen, Andrew",457705,2025,,,,,,,,,,
"Soto, Juan",665742,2025,,,,,,,,,,
"Edwards, Xavier",669364,2025,,,,,,,,,,
"Correa, Carlos",621043,2025,,,,,,,,,,
"Ramírez, José",608070,2025,,,,,,,,,,
"Carroll, Corbin",682998,2025,,,,,,,,,,
"Ramos, Heliot",671218,2025,,,,,,,,,,
"Hayes, Ke'Bryan",663647,2025,,,,,,,,,,
"Chapman, Matt",656305,2025,,,,,,,,,,
"Harper, Bryce",547180,2025,,,,,,,,,,
"Guerrero Jr., Vladimir",665489,2025,,,,,,,,,,
"Henderson, Gunnar",683002,2025,,,,,,,,,,
"Contreras, William",661388,2025,"46","1.96","1.95","1.96","5","1.45","1.44","1.47","0.65","83.5"
"Machado, Manny",592518,2025,,,,,,,,,,
"Trout, Mike",545361,2025,,,,,,,,,,
"Beck, Jordan",687597,2025,,,,,,,,,,
"Perez, Salvador",521692,2025,"17","1.93","1.94","1.93","3","1.73","2.08","1.55","0.63","78.6"
"Yastrzemski, Mike",573262,2025,,,,,,,,,,
"Cruz, Oneil",665833,2025,,,,,,,,,,
"McMahon, Ryan",641857,2025,,,,,,,,,,
"Schanuel, Nolan",694384,2025,,,,,,,,,,
"Castellanos, Nick",592206,2025,,,,,,,,,,
"Adell, Jo",666176,2025,,,,,,,,,,
"Betts, Mookie",605141,2025,,,,,,,,,,
"Sosa, Lenyn",672820,2025,,,,,,,,,,
"Olson, Matt",621566,2025,,,,,,,,,,
"Kwan, Steven",680757,2025,,,,,,,,,,
"Springer III, George",543807,2025,,,,,,,,,,
"O'Hearn, Ryan",656811,2025,,,,,,,,,,
"Grisham, Trent",663757,2025,,,,,,,,,,
"Bichette, Bo",666182,2025,,,,,,,,,,
"Lee, Jung Hoo",808982,2025,,,,,,,,,,
"Hernández, Teoscar",606192,2025,,,,,,,,,,
"Meidroth, Chase",805367,2025,,,,,,,,,,
"Pages, Andy",681624,2025,,,,,,,,,,
"Lopez, Otto",672640,2025,,,,,,,,,,
"Lux, Gavin",666158,2025,,,,,,,,,,
"Duran, Jarren",680776,2025,,,,,,,,,,
"Wood, James",695578,2025,,,,,,,,,,
"Bell, Josh",605137,2025,,,,,,,,,,
"Yelich, Christian",592885,2025,,,,,,,,,,
"Witt Jr., Bobby",677951,2025,,,,,,,,,,
"Buxton, Byron",621439,2025,,,,,,,,,,
"Diaz, Yainer",673237,2025,"72","1.95","1.97","1.88","5","1.54","1.55","1.52","0.71","87.1"
"Holliday, Jackson",702616,2025,,,,,,,,,,
"Rooker Jr., Brent",667670,2025,,,,,,,,,,
"Tatis Jr., Fernando",665487,2025,,,,,,,,,,
"Wagaman, Eric",676572,2025,,,,,,,,,,
"Reynolds, Bryan",668804,2025,,,,,,,,,,
