"player_id","player_name","team_name","start_year","end_year","key_target_base","runs_stolen_on_running_act","n_init","rate_sbx","n_sb","n_cs","n_pk","n_bk","n_fb","n_plus","n_minus","net_act_plus","net_act_minus","r_primary_lead","r_secondary_lead","r_sec_minus_prim_lead","r_primary_lead_sbx","r_secondary_lead_sbx","r_sec_minus_prim_lead_sbx"
500743,"Rojas, Miguel","MIA",2020,2020,"All",0.5645862622720947,170,0.01764705882352941,3,0,0,0,0,3,0,1.5863226837692423,0.549603834484992,"11.941925926","16.598888889","4.656962963","11.866666667","25.000333333","13.133666667"
666185,"Carlson, Dylan","STL",2020,2020,"All",-0.24578719810030936,156,0.01282051282051282,1,1,0,0,0,1,1,0.23569975536641535,-0.6509492203857623,"11.745340426","16.519751773","4.774411348","10.343","20.475","10.132"
680777,"Jeffers, Ryan","MIN",2020,2020,"All",0.0023896782815366144,73,0,0,0,0,0,0,0,0,-0.43393294739482524,0.198169483912226,"11.152957746","14.251042254","3.098084507",,,
605490,"Starling, Bubba","KC",2020,2020,"All",0.02787296740210859,82,0,0,0,0,0,0,0,0,-0.3815887434682788,0.23153492465725425,"10.307828947","13.6485","3.340671053",,,
664058,"Fletcher, David","LAA",2020,2020,"All",-0.10255327979116119,515,0.005825242718446602,2,1,0,0,0,2,1,-1.7720642336230885,0.5596879265187908,"11.087638254","14.848906445","3.761268191","11.139666667","23.544333333","12.404666667"
664040,"Lowe, Brandon","TB",2020,2020,"All",0.38183926103646615,360,0.005555555555555556,2,0,0,0,0,2,0,-0.5023536101312555,1.071799962361594,"12.401409375","17.528359375","5.12695","10.8385","20.6215","9.783"
553882,"Narváez, Omar","MIL",2020,2020,"All",0.09776702042585443,227,0,0,0,0,0,0,0,0,-1.4656159452204272,0.8686449099331999,"11.51522467","15.653823789","4.138599119",,,
621035,"Taylor, Chris","LAD",2020,2020,"All",-0.06150625161649404,295,0.010169491525423728,2,1,0,0,0,2,1,-0.036487151278827595,-0.120464047468286,"11.404992157","14.333729412","2.928737255","11.591","24.748666667","13.157666667"
543829,"Strange-Gordon, Dee","SEA",2020,2020,"All",-0.3099172731201329,155,0.03225806451612903,3,2,0,0,0,3,2,1.9061701414433254,-1.5358917809084391,"13.109518797","17.324526316","4.215007519","12.20925","24.3045","12.09525"
668227,"Arozarena, Randy","TB",2020,2020,"All",0.8227701690966387,196,0.02040816326530612,4,0,0,0,0,4,0,2.4848494185645587,0.724000634186059,"11.479124183","15.732921569","4.253797386","11.0245","20.02325","8.99875"
596451,"Quinn, Roman","PHI",2020,2020,"All",1.295069862738419,143,0.06293706293706294,9,0,1,0,0,9,1,7.920057484433386,-0.6420925203294625,"11.985057377","17.138901639","5.153844262","10.934555556","22.760111111","11.825555556"
592885,"Yelich, Christian","MIL",2020,2020,"All",0.155909596472565,376,0.010638297872340425,3,1,0,0,0,3,1,0.4996920320802142,0.12438042234782731,"11.019867052","14.025789017","3.005921965","11.314","22.9","11.586"
543592,"Nola, Austin","SD",2020,2020,"All",-0.03338290354574948,274,0,0,0,0,0,0,0,0,-2.025580328402458,0.8260736936327601,"13.4781341","16.945103448","3.466969349",,,
543305,"Hicks, Aaron","NYY",2020,2020,"All",0.10878286529260622,361,0.0110803324099723,3,1,0,0,0,3,1,0.9121615161114993,-0.1636654176215416,"12.165893805","16.339693215","4.17379941","12.2625","26.49025","14.22775"
665487,"Tatis Jr., Fernando","SD",2020,2020,"All",-0.6931467626764075,314,0.03503184713375796,8,3,2,0,0,8,5,5.377961998775251,-3.9305314720699083,"11.002696154","15.417065385","4.414369231","12.196818182","22.528454545","10.331636364"
660162,"Moncada, Yoán","CWS",2020,2020,"All",0.1600879012233373,308,0,0,0,0,1,0,1,0,-1.3079062208927221,0.937042545337515,"10.962851351","14.320706081","3.35785473",,,
607054,"Peterson, Jace","MIL",2020,2020,"All",0.2152165360073388,104,0.009615384615384616,1,0,0,0,0,1,0,0.3677322642588384,0.31482240701238023,"13.556824742","16.649742268","3.092917526","11.004","21.375","10.371"
657557,"DeJong, Paul","STL",2020,2020,"All",0.08122056210866131,264,0,0,0,0,0,0,0,0,-1.887662332166968,1.0194511745379002,"11.123502075","14.961863071","3.838360996",,,
521692,"Perez, Salvador","KC",2020,2020,"All",0.1815065798174552,211,0.004739336492890996,1,0,0,0,0,1,0,-0.6245891819867944,0.6809431471440313,"10.239674877","12.721738916","2.482064039","11.002","28.829","17.827"
596103,"Slater, Austin","SF",2020,2020,"All",0.882197500474269,251,0.03187250996015936,7,1,0,0,0,7,1,5.157040660506386,-0.33157918139335146,"12.384572052","15.483585153","3.0990131","11.311875","22.96225","11.650375"
664761,"Bohm, Alec","PHI",2020,2020,"All",-0.41016315724918173,246,0.008130081300813009,1,1,0,0,0,1,1,-1.5424378962019498,-0.2259457289084258,"11.571429825","14.561631579","2.990201754","10.7105","17.5305","6.82"
643376,"Jansen, Danny","TOR",2020,2020,"All",-0.03336644818844266,161,0,0,0,0,0,0,0,0,-1.229214781012785,0.4721700178091429,"9.10986875","13.4692875","4.35941875",,,
543685,"Rendon, Anthony","LAA",2020,2020,"All",-0.08525873168399006,350,0,0,0,0,0,0,0,0,-3.2531114529468046,1.2563634642341581,"11.921142857","15.645877551","3.724734694",,,
645801,"Ford, Mike","NYY",2020,2020,"All",-0.0015630114060751748,62,0,0,0,0,0,0,0,0,-0.46326901120754616,0.2024239796342979,"13.502032787","15.98752459","2.485491803",,,
641857,"McMahon, Ryan","COL",2020,2020,"All",-0.025880565228053716,285,0,0,0,0,0,0,0,0,-2.2438305197998414,0.9397456416264771,"11.463420635","15.675563492","4.212142857",,,
622168,"Muñoz, Yairo","BOS",2020,2020,"All",0.36276815185082056,107,0.018691588785046728,2,0,0,0,0,2,0,1.3046321780275965,0.2263149249895582,"10.888848485","14.640010101","3.751161616","9.85","22.8145","12.9645"
