"player_id","entity_name","team_name","start_year","end_year","runner_runs_tot","runner_runs_XB","runner_runs_SBX","N_runner_moved","runner_runs_XB_swipe","runner_runs_XB_snipe","runner_runs_XB_freeze","N_runner_moved_XB","runner_runs_SB2","runner_runs_SB3","simple_stolen_on_running_act_SB2","simple_stolen_on_running_act_SB3","N_runner_moved_SBX"
609275,"Mondesi, Adalberto","KC",2020,2020,3.5226096139127874,1.7071228755723795,1.815486738340408,46,2.0004473801356055,0,-0.2933245045632265,24,1.0688848315424844,0.746601906797924,8.16296521975394,4.761895606541651,22
663656,"Tucker, Kyle","HOU",2020,2020,3.4088737078724343,2.2945760120967127,1.1142976957757216,33,2.658465484334809,0,-0.3638894722380963,24,1.139870935734654,-0.0255732399589325,6.098524425913608,-0.22812933197169866,9
593643,"Alberto, Hanser","BAL",2020,2020,2.9512162494606597,2.2934351081112627,0.6577811413493972,30,2.4169322159362343,0,-0.12349710782497113,26,0.7223803827706787,-0.0645992414212811,2.2559905107418867,-0.439930499345011,4
607208,"Turner, Trea","WSH",2020,2020,2.870265545297965,1.8674445150369932,1.002821030260972,43,2.43991203998503,0,-0.5724675249480374,31,0.23662193983766325,0.7661990904233085,1.9642463673010906,3.5456774913797893,12
593428,"Bogaerts, Xander","BOS",2020,2020,2.636138403419886,1.1541950887688783,1.4819433146510075,26,1.3917806324922497,0,-0.23758554372337115,18,0.9076824188500129,0.5742608958009952,3.4662290990765197,2.7697912149007435,8
543939,"Wong, Kolten","STL",2020,2020,2.6343320276872095,1.9249570446313533,0.7093749830558564,27,2.0972357523985274,0,-0.17227870776717386,20,0.5250512578173616,0.18432372523849486,2.489972225661847,0.7107994398876033,7
596451,"Quinn, Roman","PHI",2020,2020,2.448665162539328,1.153595299800909,1.2950698627384187,20,1.1654850051551278,0,-0.0118897053542188,10,1.1171345070092944,0.1779353557291242,6.468178043361185,0.8097869207427375,10
605141,"Betts, Mookie","LAD",2020,2020,1.9993939137746561,1.3728634359051768,0.6265304778694794,32,1.7413318681233325,0,-0.36846843221815584,21,0.2559552652994691,0.3705752125700102,2.532732851776115,1.7455666506430936,11
624415,"Biggio, Cavan","TOR",2020,2020,1.9590453533574363,0.8822306506389116,1.0768147027185246,25,1.4125403940916352,0,-0.5303097434527235,20,0.5214406161385211,0.5553740865800044,0.7904011133270797,2.4640886985334434,5
660271,"Ohtani, Shohei","LAA",2020,2020,1.9161193513149217,1.0292400953881011,0.8868792559268205,18,1.137482446375219,0,-0.10824235098711757,10,0.87638139593788,0.010497859988940232,4.815532692363601,-0.19310734191590984,8
665750,"Taveras, Leody","TEX",2020,2020,1.853527573783532,0.46635491363696524,1.3871726601465666,15,0.6259864966052925,0,-0.1596315829683271,8,0.992363541596277,0.39480911855028966,4.239129951859323,1.8573040422905298,7
643418,"Long Jr., Shed","SEA",2020,2020,1.7328095789185787,1.1264819906026813,0.6063275883158974,12,1.1546581401001088,0,-0.028176149497427853,9,0.6125742235292001,-0.0062466352133026155,2.5246981600923917,-0.09507471155240065,3
516782,"Marte, Starling","MIA",2020,2020,1.7114473182931653,0.6525294253825998,1.0589178929105656,43,2.0101010346132604,-0.8128601178672673,-0.5447114913633934,31,1.3407741849177777,-0.28185629200721274,6.795841991911885,-0.3929786350656495,12
660162,"Moncada, Yoán","CWS",2020,2020,1.7039588007507165,1.543870899527379,0.16008790122333727,24,1.8500381477301282,0,-0.3061672482027489,23,0.16964942070176217,-0.009561519478424894,-0.12477097063071521,-0.24609270492449184,1
592663,"Realmuto, J.T.","PHI",2020,2020,1.6804593507790444,1.664987165066608,0.015472185712436404,22,1.7976059684769217,0,-0.13261880341031385,18,0.028581374182680332,-0.013109188470243997,0.6353143329408745,-0.12633989950787786,4
656775,"Mullins, Cedric","BAL",2020,2020,1.675287441887292,1.282855277573299,0.3924321643139931,20,1.4539220332456835,0,-0.17106675567238425,11,0.2088026743583144,0.1836294899556787,2.7402963059221905,0.8128670901468871,9
622534,"Margot, Manuel","TB",2020,2020,1.6111603608926872,0.9962570967154266,0.6149032641772605,30,1.219198507192585,0,-0.22294141047715854,17,0.8839281004477156,-0.26902483627045526,6.139697504448455,-0.2718499495168428,13
595281,"Kiermaier, Kevin","TB",2020,2020,1.6071115495384534,1.297143403896496,0.30996814564195746,23,1.3210992364145828,0,-0.023955832518087125,15,0.11910628767191034,0.19086185797004698,2.2448137531821177,0.8487165080593164,8
596115,"Story, Trevor","COL",2020,2020,1.5519359646945734,1.4641579072704547,0.08777805742411869,40,2.195959235152275,0,-0.7318013278818196,29,-0.06579524600722625,0.15357330343134473,2.4219182389933205,0.6621001793848,11
641658,"Hampson, Garrett","COL",2020,2020,1.5395330784421162,0.8552460119249569,0.6842870665171593,26,1.8971333642950408,-0.7726259041585225,-0.2692614482115615,19,0.31323897501172515,0.3710480915054341,2.129712269225234,1.8125112257368332,7
664040,"Lowe, Brandon","TB",2020,2020,1.4669398333418657,1.0851005723053997,0.3818392610364659,20,1.5556374303992155,0,-0.47053685809381574,18,0.40395998786371895,-0.022120726827252885,0.8768775568608764,-0.30743120463053814,2
606132,"Tapia, Raimel","COL",2020,2020,1.4536653672568038,1.1374358944068346,0.31622947284996933,26,1.6280234527601976,0,-0.4905875583533637,17,-0.09278704265711804,0.40901651550708745,0.317437303579715,1.7724426400855724,9
605113,"Ahmed, Nick","AZ",2020,2020,1.3895015216709055,0.6579720326882745,0.7315294889826309,20,1.3687043207123146,0,-0.7107322880240404,16,0.5500385893253736,0.18149089965725695,1.74413906399678,0.7931384293138741,4
