"last_name, first_name","player_id","year","r_caught_stealing_2b","r_caught_stealing_3b","r_caught_stealing_home","r_defensive_indiff","r_interference","r_pickoff_1b","r_pickoff_2b","r_pickoff_3b","r_stolen_base_2b","r_stolen_base_3b","r_stolen_base_home","r_stolen_base_pct","r_total_pickoff"
"Renfroe, Hunter",592669,2022,"1","0","0","0","0","0","0","0","1","0","0",,"0"
"Benintendi, Andrew",643217,2022,"2","1","0","0","0","0","0","0","8","0","0",,"0"
"Arenado, Nolan",571448,2022,"3","0","0","1","0","0","0","0","5","0","0",,"0"
"Tucker, Kyle",663656,2022,"2","1","1","0","0","0","0","0","22","3","0",,"0"
"Betts, Mookie",605141,2022,"1","1","0","0","0","0","1","0","12","0","0",,"1"
"Schwarber, Kyle",656941,2022,"1","0","0","0","0","0","0","0","7","2","1",,"0"
"Thomas, Lane",657041,2022,"3","1","0","0","0","0","0","0","8","0","0",,"0"
"Bichette, Bo",666182,2022,"6","2","0","1","0","2","0","0","13","0","0",,"2"
"Hoerner, Nico",663538,2022,"2","0","0","1","0","2","0","0","16","4","0",,"2"
"Canha, Mark",592192,2022,"1","0","0","3","0","0","0","0","3","0","0",,"0"
"Martinez, J.D.",502110,2022,"0","0","0","0","0","0","0","0","0","0","0",,"0"
"LeMahieu, DJ",518934,2022,"2","0","1","0","0","1","0","0","2","2","0",,"1"
"Mountcastle, Ryan",663624,2022,"1","0","0","0","0","0","0","0","3","1","0",,"0"
"Blackmon, Charlie",453568,2022,"1","0","0","0","0","0","0","0","4","0","0",,"0"
"Hays, Austin",669720,2022,"4","0","0","0","0","1","0","0","2","0","0",,"1"
"Seager, Corey",608369,2022,"0","0","0","0","0","0","0","0","2","1","0",,"0"
"Rosario, Amed",642708,2022,"3","1","0","1","0","0","0","0","16","2","0",,"0"
"Urshela, Gio",570482,2022,"0","0","0","0","0","0","2","0","1","0","0",,"2"
"Kiner-Falefa, Isiah",643396,2022,"4","0","0","0","0","3","0","0","20","2","0",,"3"
"Donaldson, Josh",518626,2022,"2","0","0","0","0","1","0","0","1","1","0",,"1"
"Muncy, Max",571970,2022,"0","0","0","0","0","0","0","0","2","0","0",,"0"
"Wisdom, Patrick",621550,2022,"2","1","1","2","0","1","0","0","6","2","0",,"1"
"Merrifield, Whit",593160,2022,"4","1","0","0","0","2","0","0","13","3","0",,"2"
"Escobar, Eduardo",500871,2022,"2","0","0","1","0","0","0","0","0","0","0",,"0"
"Acuña Jr., Ronald",660670,2022,"10","0","1","0","0","1","0","0","27","2","0",,"1"
"Mateo, Jorge",622761,2022,"6","3","0","0","0","0","1","0","29","6","0",,"1"
"Bogaerts, Xander",593428,2022,"1","1","0","0","0","0","0","0","3","5","0",,"0"
"Vaughn, Andrew",683734,2022,"0","0","0","0","0","0","0","0","0","0","0",,"0"
"Turner, Trea",607208,2022,"3","0","0","0","0","0","1","0","25","2","0",,"1"
"Mullins II, Cedric",656775,2022,"9","0","1","0","0","2","0","0","29","5","0",,"2"
"Altuve, Jose",514888,2022,"1","0","0","0","0","0","1","0","13","4","1",,"1"
"Alonso, Pete",624413,2022,"1","0","0","0","0","0","0","0","5","0","0",,"0"
"Estrada, Thairo",642731,2022,"6","0","0","2","0","2","0","0","19","2","0",,"2"
"Santander, Anthony",623993,2022,"2","0","0","2","0","1","0","0","0","0","0",,"1"
"Giménez, Andrés",665926,2022,"3","0","0","0","0","0","1","0","19","1","0",,"1"
"McMahon, Ryan",641857,2022,"3","0","0","2","0","0","0","0","7","0","0",,"0"
"Happ, Ian",664023,2022,"3","1","0","2","0","0","0","0","7","2","0",,"0"
"Chapman, Matt",656305,2022,"2","0","0","0","0","0","0","0","2","0","0",,"0"
"Flores, Wilmer",527038,2022,"0","0","0","2","0","0","0","0","0","0","0",,"0"
"Springer III, George",543807,2022,"2","0","0","0","0","0","0","0","13","1","0",,"0"
"Correa, Carlos",621043,2022,"1","0","0","2","0","0","0","0","0","0","0",,"0"
"Báez, Javier",595879,2022,"2","0","0","0","0","2","0","0","7","2","0",,"2"
"McNeil, Jeff",643446,2022,"0","0","0","1","0","0","0","0","3","1","0",,"0"
"Bellinger, Cody",641355,2022,"3","0","0","0","0","0","0","0","13","1","0",,"0"
"Castellanos, Nick",592206,2022,"1","0","0","2","0","1","0","0","6","1","0",,"1"
"Cronenworth, Jake",630105,2022,"0","0","0","1","0","0","0","0","3","0","0",,"0"
"Lowe, Nathaniel",663993,2022,"2","0","0","0","0","1","0","0","2","0","0",,"1"
"García, Adolis",666969,2022,"4","2","0","2","0","1","1","0","23","2","0",,"2"
"Witt Jr., Bobby",677951,2022,"5","2","0","0","0","1","1","0","27","3","0",,"2"
"Turner, Justin",457759,2022,"0","0","0","0","0","0","0","0","3","0","0",,"0"
"Melendez Jr., MJ",669004,2022,"3","0","0","0","0","0","0","0","2","0","0",,"0"
"Ohtani, Shohei",660271,2022,"9","0","0","0","0","2","0","0","9","2","0",,"2"
"Rojas, Miguel",500743,2022,"3","0","0","0","0","2","0","0","7","2","0",,"2"
"Díaz, Yandy",650490,2022,"3","0","0","0","0","1","0","0","3","0","0",,"1"
"Hernández, Teoscar",606192,2022,"3","0","0","0","0","1","1","0","5","1","0",,"2"
"Edman, Tommy",669242,2022,"3","0","0","1","0","2","1","0","29","3","0",,"3"
"Freeman, Freddie",518692,2022,"3","0","0","0","0","2","0","0","13","0","0",,"2"
"Brown, Seth",664913,2022,"1","1","0","0","0","0","0","0","11","0","0",,"0"
"Frazier, Adam",624428,2022,"5","1","0","2","0","0","0","0","10","1","0",,"0"
"Pham, Tommy",502054,2022,"3","0","0","5","0","1","0","0","8","0","0",,"1"
"Riley, Austin",663586,2022,"0","0","0","0","0","0","0","0","2","0","0",,"0"
"Suárez, Eugenio",553993,2022,"0","0","0","0","0","0","1","0","0","0","0",,"1"
"Devers, Rafael",646240,2022,"1","0","0","0","0","0","0","0","3","0","0",,"0"
"Walker, Christian",572233,2022,"2","0","0","0","0","1","0","0","1","0","1",,"1"
"Hoskins, Rhys",656555,2022,"1","0","0","2","0","3","0","0","2","0","0",,"3"
"Grisham, Trent",663757,2022,"1","0","0","0","0","0","0","0","6","1","0",,"0"
"Mancini III, Trey",641820,2022,"0","0","0","0","0","0","0","0","0","0","0",,"0"
"Yastrzemski, Mike",573262,2022,"1","0","0","0","0","0","1","0","4","1","0",,"1"
"Reynolds, Bryan",668804,2022,"3","0","0","1","0","1","0","0","7","0","0",,"1"
"Winker, Jesse",608385,2022,"0","0","0","0","0","0","0","0","0","0","0",,"0"
"Arraez, Luis",650333,2022,"4","0","0","0","0","0","0","0","3","1","0",,"0"
"Goldschmidt, Paul",502671,2022,"0","0","0","1","0","0","0","0","6","1","0",,"0"
"Santana, Carlos",467793,2022,"0","0","0","0","0","0","0","0","0","0","0",,"0"
"Hayes, Ke'Bryan",663647,2022,"5","0","0","2","0","1","0","0","13","7","0",,"1"
"Verdugo, Alex",657077,2022,"3","0","0","0","0","0","0","1","1","0","0",,"1"
"Tellez, Rowdy",642133,2022,"1","0","0","0","0","1","0","0","2","0","0",,"1"
"Rizzo, Anthony",519203,2022,"3","2","0","1","0","0","0","0","3","3","0",,"0"
"Peña, Jeremy",665161,2022,"2","0","0","2","0","0","0","0","11","0","0",,"0"
"Hernández, César",514917,2022,"4","0","0","0","0","3","0","0","10","0","0",,"3"
"Alvarez, Yordan",670541,2022,"0","0","1","0","0","0","0","0","0","0","1",,"0"
"Abreu, José",547989,2022,"0","0","0","0","0","0","0","0","0","0","0",,"0"
"Olson, Matt",621566,2022,"0","0","0","2","0","0","0","0","0","0","0",,"0"
"Kemp, Tony",643393,2022,"1","0","0","0","0","2","0","0","11","0","0",,"2"
"Marte, Ketel",606466,2022,"1","0","0","2","0","0","0","0","2","3","0",,"0"
"Drury, Brandon",592273,2022,"3","0","0","0","0","0","0","0","2","0","0",,"0"
"Lindor, Francisco",596019,2022,"5","1","0","2","0","1","0","0","12","4","0",,"1"
"McCutchen, Andrew",457705,2022,"6","0","0","1","0","0","0","0","7","1","0",,"0"
"Ozuna, Marcell",542303,2022,"1","0","0","0","0","0","0","0","2","0","0",,"0"
"Cron, C.J.",543068,2022,"0","0","0","2","0","0","0","0","0","0","0",,"0"
"Rodgers, Brendan",663898,2022,"0","0","0","2","0","0","0","0","0","0","0",,"0"
"Semien, Marcus",543760,2022,"7","1","0","0","0","2","1","0","21","4","0",,"3"
"Kirk, Alejandro",672386,2022,"0","0","0","0","0","1","0","0","0","0","0",,"1"
"Bregman, Alex",608324,2022,"1","0","1","1","0","0","0","0","0","1","0",,"0"
"Machado, Manny",592518,2022,"1","0","0","1","0","0","1","0","9","0","0",,"1"
"Marte, Starling",516782,2022,"9","0","0","1","0","1","0","0","14","2","2",,"1"
"Torres, Gleyber",650402,2022,"5","0","0","0","0","2","0","1","5","5","0",,"3"
"Swanson, Dansby",621020,2022,"7","0","0","0","0","1","0","0","14","4","0",,"1"
"Bell, Josh",605137,2022,"1","0","0","3","0","0","0","0","0","0","0",,"0"
"Murphy, Sean",669221,2022,"0","0","0","0","0","0","1","0","1","0","0",,"1"
"Gurriel Jr., Yuli",493329,2022,"0","0","0","0","0","0","0","0","8","0","0",,"0"
"France, Ty",664034,2022,"0","0","0","0","0","0","0","1","0","0","0",,"1"
"Judge, Aaron",592450,2022,"3","0","0","1","0","1","0","0","14","2","0",,"1"
"Guerrero Jr., Vladimir",665489,2022,"3","0","0","0","0","1","0","0","6","2","0",,"1"
"Kim, Ha-Seong",673490,2022,"1","1","0","2","0","2","0","0","11","1","0",,"2"
"Nimmo, Brandon",607043,2022,"1","1","0","0","0","0","0","0","3","0","0",,"0"
"Schoop, Jonathan",570731,2022,"0","0","0","0","0","0","0","0","5","0","0",,"0"
"Rodríguez, Julio",677594,2022,"6","1","0","2","0","2","1","0","25","0","0",,"3"
