"last_name, first_name","player_id","year","pop_2b_sba_count","pop_2b_sba","pop_2b_sb","pop_2b_cs","pop_3b_sba_count","pop_3b_sba","pop_3b_sb","pop_3b_cs","exchange_2b_3b_sba","maxeff_arm_2b_3b_sba"
"Winn, Masyn",691026,2024,,,,,,,,,,
"Bohm, Alec",664761,2024,,,,,,,,,,
"Frelick, Sal",686217,2024,,,,,,,,,,
"Rodgers, Brendan",663898,2024,,,,,,,,,,
"Semien, Marcus",543760,2024,,,,,,,,,,
"Benintendi, Andrew",643217,2024,,,,,,,,,,
"Merrill, Jackson",701538,2024,,,,,,,,,,
"Bregman, Alex",608324,2024,,,,,,,,,,
"Chisholm Jr., Jazz",665862,2024,,,,,,,,,,
"Mountcastle, Ryan",663624,2024,,,,,,,,,,
"Abrams, CJ",682928,2024,,,,,,,,,,
"Ohtani, Shohei",660271,2024,,,,,,,,,,
"Stott, Bryson",681082,2024,,,,,,,,,,
"Rutschman, Adley",668939,2024,"55","1.96","1.95","1.98","4","1.51","1.5","1.52","0.69","84.5"
"Diaz, Yainer",673237,2024,"73","1.97","1.98","1.91","3","1.49","1.5","1.46","0.73","86.9"
"Nimmo, Brandon",607043,2024,,,,,,,,,,
"Gurriel Jr., Lourdes",666971,2024,,,,,,,,,,
"Kwan, Steven",680757,2024,,,,,,,,,,
"Verdugo, Alex",657077,2024,,,,,,,,,,
"Cruz, Oneil",665833,2024,,,,,,,,,,
"Garcia, Maikel",672580,2024,,,,,,,,,,
"Chapman, Matt",656305,2024,,,,,,,,,,
"Lowe, Nathaniel",663993,2024,,,,,,,,,,
"Happ, Ian",664023,2024,,,,,,,,,,
"Alvarez, Yordan",670541,2024,,,,,,,,,,
"Morel, Christopher",666624,2024,,,,,,,,,,
"Meyers, Jake",676694,2024,,,,,,,,,,
"Sánchez, Jesús",660821,2024,,,,,,,,,,
"Busch, Michael",683737,2024,,,,,,,,,,
"Young, Jacob",696285,2024,,,,,,,,,,
"Rafaela, Ceddanne",678882,2024,,,,,,,,,,
"Langford, Wyatt",694671,2024,,,,,,,,,,
"Cowser, Colton",681297,2024,,,,,,,,,,
"Donovan, Brendan",680977,2024,,,,,,,,,,
"Steer, Spencer",668715,2024,,,,,,,,,,
"Profar, Jurickson",595777,2024,,,,,,,,,,
"Hoskins, Rhys",656555,2024,,,,,,,,,,
"Rodríguez, Julio",677594,2024,,,,,,,,,,
"Soto, Juan",665742,2024,,,,,,,,,,
"Ramírez, José",608070,2024,,,,,,,,,,
"Devers, Rafael",646240,2024,,,,,,,,,,
"Santana, Carlos",467793,2024,,,,,,,,,,
"Swanson, Dansby",621020,2024,,,,,,,,,,
"Seager, Corey",608369,2024,,,,,,,,,,
"Suzuki, Seiya",673548,2024,,,,,,,,,,
"Bell, Josh",605137,2024,,,,,,,,,,
"Ozuna, Marcell",542303,2024,,,,,,,,,,
"Betts, Mookie",605141,2024,,,,,,,,,,
"Naylor, Josh",647304,2024,,,,,,,,,,
"Soler, Jorge",624585,2024,,,,,,,,,,
"Turner, Trea",607208,2024,,,,,,,,,,
"Bleday, JJ",668709,2024,,,,,,,,,,
"Carroll, Corbin",682998,2024,,,,,,,,,,
"Alonso, Pete",624413,2024,,,,,,,,,,
"Keith, Colt",690993,2024,,,,,,,,,,
"Cronenworth, Jake",630105,2024,,,,,,,,,,
"Freeman, Freddie",518692,2024,,,,,,,,,,
"De La Cruz, Bryan",650559,2024,,,,,,,,,,
"McMahon, Ryan",641857,2024,,,,,,,,,,
"Lindor, Francisco",596019,2024,,,,,,,,,,
"Reynolds, Bryan",668804,2024,,,,,,,,,,
"Perez, Salvador",521692,2024,"24","2.01","2","2.03","4","1.54","1.58","1.43","0.63","80.1"
"Arenado, Nolan",571448,2024,,,,,,,,,,
"Neto, Zach",687263,2024,,,,,,,,,,
"Tovar, Ezequiel",678662,2024,,,,,,,,,,
"Witt Jr., Bobby",677951,2024,,,,,,,,,,
"Taveras, Leody",665750,2024,,,,,,,,,,
"Harper, Bryce",547180,2024,,,,,,,,,,
"Raleigh, Cal",663728,2024,"70","1.95","1.95","1.96","6","1.47","1.45","1.49","0.66","84.4"
"Peña, Jeremy",665161,2024,,,,,,,,,,
"Hoerner, Nico",663538,2024,,,,,,,,,,
"Turner, Justin",457759,2024,,,,,,,,,,
"Pasquantino, Vinnie",686469,2024,,,,,,,,,,
"Burleson, Alec",676475,2024,,,,,,,,,,
