"entity_id","entity_name","year","pitches","all_violations","pitcher_timer","batter_timer","batter_timeout","catcher_timer","defensive_shift"
669358,"Baz, Shane",2025,2724,6,6,0,0,0,0
605135,"Bassitt, Chris",2025,2836,5,4,0,0,1,0
660853,"De Los Santos, Enyel",2025,1118,5,5,0,0,0,0
664285,"Valdez, Framber",2025,2898,5,5,0,0,0,0
666808,"Doval, Camilo",2025,1113,5,5,0,0,0,0
672841,"Vargas, Carlos",2025,1117,5,5,0,0,0,0
673540,"Senga, Kodai",2025,1908,5,5,0,0,0,0
701542,"Warren, Will",2025,2808,5,5,0,0,0,0
820862,"Fermin, José",2025,655,5,5,0,0,0,0
543243,"Gray, Sonny",2025,2724,4,4,0,0,0,0
607192,"Glasnow, Tyler",2025,1484,4,4,0,0,0,0
641778,"Lauer, Eric",2025,1690,4,4,0,0,0,0
672782,"Gómez, Yoendrys",2025,1104,4,4,0,0,0,0
678606,"Ferrer, Jose A.",2025,1215,4,4,0,0,0,0
680732,"Burke, Sean",2025,2380,4,4,0,0,0,0
676130,"Buttó, José",2025,1106,3,2,0,0,1,0
450203,"Morton, Charlie",2025,2559,3,3,0,0,0,0
458677,"Wilson, Justin",2025,832,3,3,0,0,0,0
500779,"Quintana, Jose",2025,2177,3,3,0,0,0,0
572955,"Johnson, Pierce",2025,979,3,3,0,0,0,0
592426,"Jackson, Luke",2025,802,3,3,0,0,0,0
592662,"Ray, Robbie",2025,3072,3,3,0,0,0,0
593958,"Rodriguez, Eduardo",2025,2597,3,3,0,0,0,0
594798,"deGrom, Jacob",2025,2617,3,3,0,0,0,0
607200,"Fedde, Erick",2025,2374,3,3,0,0,0,0
607455,"Banda, Anthony",2025,1091,3,3,0,0,0,0
608337,"Giolito, Lucas",2025,2372,3,3,0,0,0,0
608372,"Sugano, Tomoyuki",2025,2573,3,3,0,0,0,0
642547,"Peralta, Freddy",2025,3089,3,3,0,0,0,0
657746,"Ryan, Joe",2025,2798,3,3,0,0,0,0
664854,"Helsley, Ryan",2025,994,3,3,0,0,0,0
678692,"Henriquez, Ronny",2025,1167,3,3,0,0,0,0
683627,"Molina, Anthony",2025,611,3,3,0,0,0,0
686799,"Kochanowicz, Jack",2025,1875,3,3,0,0,0,0
694297,"Pfaadt, Brandon",2025,2931,3,3,0,0,0,0
808963,"Sasaki, Roki",2025,624,3,3,0,0,0,0
477132,"Kershaw, Clayton",2025,1772,2,2,0,0,0,0
518886,"Kimbrel, Craig",2025,232,2,2,0,0,0,0
547973,"Chapman, Aroldis",2025,920,2,2,0,0,0,0
592454,"Kahnle, Tommy",2025,1037,2,2,0,0,0,0
