pitcher_id,tempo_2022,tempo_2023,delta_tempo,violation_rate,violations,pitches,baseline_group
605280,21.818,16.288,-5.530000000000001,0.0975609756097561,1.0,1025.0,T3
605288,15.754,13.797,-1.956999999999999,0.05379236148466918,1.0,1859.0,T1
605347,20.608,16.21,-4.398,0.10204081632653061,1.0,980.0,T3
605397,16.906,14.579,-2.326999999999998,0.4484304932735426,7.0,1561.0,T1
605400,20.119,18.115,-2.0040000000000013,0.029086678301337987,1.0,3438.0,T3
605447,20.521,15.815,-4.706000000000001,0.21008403361344538,2.0,952.0,T3
605483,19.018,15.762,-3.2560000000000002,0.031545741324921134,1.0,3170.0,T2
605540,19.756,17.061,-2.6950000000000003,0.09578544061302682,1.0,1044.0,T3
606149,25.811,17.094,-8.716999999999999,0.33860045146726864,3.0,886.0,T3
606303,18.353,14.809,-3.5440000000000023,0.17482517482517482,2.0,1144.0,T2
607074,18.922,16.109,-2.812999999999999,0.08818342151675485,1.0,1134.0,T2
607179,19.875,16.454,-3.4209999999999994,0.10626992561105207,1.0,941.0,T3
607259,17.727,15.778,-1.9489999999999998,0.05694760820045558,1.0,1756.0,T2
607481,22.853,16.839,-6.014000000000003,0.08976660682226212,1.0,1114.0,T3
607536,17.201,14.853,-2.3480000000000008,0.0826787928896238,2.0,2419.0,T2
608032,17.559,15.006,-2.553000000000001,0.08710801393728224,1.0,1148.0,T2
608337,20.683,16.599,-4.084,0.2494543186778921,8.0,3207.0,T3
608344,14.068,13.565,-0.5030000000000001,0.1568627450980392,2.0,1275.0,T1
608379,15.658,14.459,-1.1989999999999998,0.1348314606741573,3.0,2225.0,T1
608566,14.622,13.505,-1.116999999999999,0.33003300330033003,1.0,303.0,T1
608638,25.678,16.82,-8.858,0.13908205841446453,1.0,719.0,T3
608665,19.722,15.503,-4.219000000000001,0.17921146953405018,2.0,1116.0,T3
608678,24.791,18.223,-6.568000000000001,0.22271714922049,2.0,898.0,T3
608717,20.353,15.965,-4.388000000000002,0.20891364902506965,3.0,1436.0,T3
608718,12.626,11.923,-0.7029999999999994,0.08849557522123894,1.0,1130.0,T1
608723,20.778,17.256,-3.5219999999999985,0.29985007496251875,2.0,667.0,T3
612434,18.327,15.121,-3.2060000000000013,0.176056338028169,2.0,1136.0,T2
614179,20.647,15.342,-5.304999999999998,0.12121212121212122,1.0,825.0,T3
615698,14.835,12.78,-2.0550000000000015,0.1750291715285881,3.0,1714.0,T1
621016,17.23,15.113,-2.117000000000001,0.08496176720475786,1.0,1177.0,T2
621076,18.114,16.386,-1.7280000000000015,0.18231540565177756,2.0,1097.0,T2
621107,16.907,13.882,-3.0250000000000004,0.03759398496240601,1.0,2660.0,T1
621112,20.881,17.269,-3.612000000000002,0.05319148936170213,1.0,1880.0,T3
621237,22.024,16.389,-5.635000000000002,0.11600928074245939,1.0,862.0,T3
621244,15.365,15.547,0.18200000000000038,0.03342245989304813,1.0,2992.0,T1
621249,20.119,15.049,-5.07,0.8823529411764706,3.0,340.0,T3
621345,23.029,17.586,-5.443000000000001,0.17985611510791366,2.0,1112.0,T3
621366,21.995,14.33,-7.665000000000001,0.3766478342749529,2.0,531.0,T3
622065,14.315,16.054,1.738999999999999,0.11376564277588168,1.0,879.0,T1
622072,15.097,13.04,-2.0570000000000004,0.11695906432748537,2.0,1710.0,T1
622075,17.439,14.683,-2.7560000000000002,0.24783147459727387,2.0,807.0,T2
622098,18.149,15.698,-2.4510000000000005,0.09233610341643583,1.0,1083.0,T2
622251,23.927,17.204,-6.722999999999999,0.2770083102493075,1.0,361.0,T3
622491,15.325,12.93,-2.3949999999999996,0.031162355874104083,1.0,3209.0,T1
622503,15.226,13.571,-1.6550000000000011,0.38022813688212925,1.0,263.0,T1
622663,16.258,13.888,-2.369999999999999,0.1218026796589525,2.0,1642.0,T1
623149,21.539,14.757,-6.782000000000002,0.0827129859387924,1.0,1209.0,T3
623211,18.131,15.043,-3.088000000000001,0.4784688995215311,5.0,1045.0,T2
623352,22.113,15.363,-6.75,0.0949667616334283,1.0,1053.0,T3
624133,16.398,14.184,-2.2140000000000004,0.043668122270742356,1.0,2290.0,T1
624522,16.074,14.693,-1.381000000000002,0.20920502092050208,1.0,478.0,T1
625643,22.812,17.012,-5.800000000000001,0.4922067268252666,6.0,1219.0,T3
628452,16.663,13.837,-2.8260000000000005,0.11086474501108648,1.0,902.0,T1
640448,25.543,17.831,-7.712,0.6261180679785331,7.0,1118.0,T3
640455,15.532,13.884,-1.6479999999999997,0.04870920603994155,1.0,2053.0,T1
640462,18.683,16.068,-2.6149999999999984,0.10256410256410256,1.0,975.0,T2
641154,18.794,15.972,-2.822000000000001,0.030959752321981424,1.0,3230.0,T2
641360,21.682,15.941,-5.740999999999998,0.16025641025641027,2.0,1248.0,T3
641482,14.99,13.035,-1.955,0.18691588785046728,2.0,1070.0,T1
641627,16.62,13.421,-3.1990000000000016,0.10101010101010101,1.0,990.0,T1
641729,17.494,15.611,-1.8829999999999991,0.20833333333333334,2.0,960.0,T2
641745,15.359,12.822,-2.537000000000001,0.11376564277588168,1.0,879.0,T1
641771,16.112,13.826,-2.285999999999998,0.12919896640826872,1.0,774.0,T1
641778,15.388,13.735,-1.6530000000000005,0.3541912632821724,3.0,847.0,T1
641793,17.408,14.752,-2.6560000000000006,0.07283321194464676,1.0,1373.0,T2
641816,17.03,14.354,-2.676000000000002,0.2364066193853428,1.0,423.0,T1
641941,23.83,16.811,-7.018999999999998,0.09099181073703366,1.0,1099.0,T3
642207,24.717,17.555,-7.161999999999999,0.2034587995930824,2.0,983.0,T3
642231,23.992,18.005,-5.987000000000002,0.43103448275862066,1.0,232.0,T3
642232,18.361,16.096,-2.2650000000000006,0.07012622720897616,1.0,1426.0,T2
642397,19.118,15.167,-3.9509999999999987,0.09746588693957114,1.0,1026.0,T2
642528,25.761,17.938,-7.823,0.4149377593360996,1.0,241.0,T3
642545,16.047,13.853,-2.194000000000001,0.14524328249818447,2.0,1377.0,T1
642758,21.468,17.3,-4.167999999999999,0.5524861878453039,1.0,181.0,T3
643256,17.875,14.499,-3.3759999999999994,0.0,0.0,373.0,T2
643410,17.845,17.081,-0.7639999999999993,0.0946073793755913,1.0,1057.0,T2
643493,16.083,15.219,-0.863999999999999,0.1310615989515072,1.0,763.0,T1
643511,17.04,14.783,-2.2569999999999997,0.088261253309797,1.0,1133.0,T1
645261,15.462,14.069,-1.392999999999999,0.1467351430667645,4.0,2726.0,T1
650556,21.246,16.614,-4.631999999999998,0.37064492216456635,5.0,1349.0,T3
650633,21.497,16.518,-4.978999999999999,0.05931198102016608,1.0,1686.0,T3
650644,17.45,13.461,-3.988999999999999,0.04975124378109453,1.0,2010.0,T2
650893,20.862,17.082,-3.7799999999999976,0.41025641025641024,4.0,975.0,T3
656061,17.937,15.82,-2.117000000000001,0.47393364928909953,5.0,1055.0,T2
656222,18.718,14.009,-4.709,0.1366120218579235,1.0,732.0,T2
656234,18.046,15.686,-2.3599999999999994,0.07183908045977011,1.0,1392.0,T2
656257,20.105,15.976,-4.129,0.14684287812041116,1.0,681.0,T3
656302,18.427,15.569,-2.8579999999999988,0.030599755201958383,1.0,3268.0,T2
656412,15.668,14.885,-0.7829999999999995,0.0966183574879227,1.0,1035.0,T1
656427,17.455,15.549,-1.9059999999999988,0.037257824143070044,1.0,2684.0,T2
656464,18.987,15.353,-3.6339999999999986,0.08006405124099279,1.0,1249.0,T2
656529,18.246,16.476,-1.7699999999999996,0.46674445740956827,4.0,857.0,T2
656546,21.103,17.403,-3.700000000000003,0.10214504596527069,1.0,979.0,T3
656557,20.299,13.769,-6.529999999999999,0.1148105625717566,2.0,1742.0,T3
656605,14.981,12.125,-2.856,0.032030749519538756,1.0,3122.0,T1
656629,21.135,14.928,-6.207000000000001,0.04111842105263158,1.0,2432.0,T3
656730,19.36,16.595,-2.7650000000000006,0.4862236628849271,3.0,617.0,T2
656731,21.318,17.326,-3.992000000000001,0.08940545373267769,2.0,2237.0,T3
656756,20.368,17.218,-3.1499999999999986,0.059049306170652495,2.0,3387.0,T3
656794,15.86,14.211,-1.6489999999999991,0.35587188612099646,1.0,281.0,T1
656849,14.84,13.913,-0.9269999999999996,0.15236160487557135,3.0,1969.0,T1
656876,19.676,16.09,-3.5859999999999985,0.4431314623338257,3.0,677.0,T3
657006,16.647,14.115,-2.5319999999999983,0.07454342154304883,2.0,2683.0,T1
657044,22.06,16.072,-5.9879999999999995,0.16778523489932887,1.0,596.0,T3
657240,18.434,16.349,-2.085000000000001,0.08130081300813008,1.0,1230.0,T2
657376,17.285,14.617,-2.6679999999999993,0.036845983787767135,1.0,2714.0,T2
657508,17.427,14.869,-2.558,0.18501387604070305,2.0,1081.0,T2
657571,19.812,17.877,-1.9350000000000023,0.182648401826484,2.0,1095.0,T3
657585,21.549,17.505,-4.0440000000000005,0.28735632183908044,1.0,348.0,T3
657612,17.121,14.448,-2.6729999999999983,0.2785515320334262,2.0,718.0,T1
659275,17.151,14.023,-3.128,0.3305785123966942,2.0,605.0,T1
660271,21.727,16.577,-5.149999999999999,0.09537434430138293,2.0,2097.0,T3
660761,22.121,14.969,-7.151999999999999,0.16025641025641027,1.0,624.0,T3
660853,20.774,16.702,-4.071999999999999,0.6610009442870632,7.0,1059.0,T3
661309,19.913,16.979,-2.934000000000001,0.21164021164021163,2.0,945.0,T3
661395,16.966,15.7,-1.2660000000000018,0.18331805682859761,2.0,1091.0,T1
661403,22.793,16.441,-6.352,0.264783759929391,3.0,1133.0,T3
663372,17.299,14.971,-2.3279999999999994,0.3826530612244898,3.0,784.0,T2
663423,19.65,16.32,-3.3299999999999983,0.2178649237472767,1.0,459.0,T3
663556,17.182,14.386,-2.7959999999999994,0.054884742041712405,1.0,1822.0,T2
663558,19.548,17.044,-2.503999999999998,0.3968253968253968,3.0,756.0,T2
663738,15.413,13.053,-2.3599999999999994,0.12360939431396786,1.0,809.0,T1
663752,18.373,15.228,-3.1450000000000014,0.6024096385542169,1.0,166.0,T2
663753,16.064,15.812,-0.25200000000000067,0.0,0.0,124.0,T1
663765,17.727,15.229,-2.498000000000001,0.10989010989010989,1.0,910.0,T2
663773,16.844,16.009,-0.8350000000000009,0.08818342151675485,1.0,1134.0,T1
663776,19.145,17.216,-1.9289999999999985,0.07601672367920942,2.0,2631.0,T2
663855,18.691,17.32,-1.3709999999999987,0.17406440382941687,2.0,1149.0,T2
663903,14.614,13.041,-1.5730000000000004,0.07648183556405354,2.0,2615.0,T1
663986,20.436,16.291,-4.145,0.088261253309797,1.0,1133.0,T3
664062,18.395,16.208,-2.187000000000001,0.059880239520958084,1.0,1670.0,T2
664139,15.901,14.184,-1.7170000000000005,0.16260162601626016,2.0,1230.0,T1
664199,21.416,16.294,-5.122,0.186219739292365,2.0,1074.0,T3
664285,17.758,16.445,-1.3129999999999988,0.21875,7.0,3200.0,T2
664294,20.048,16.678,-3.3699999999999974,0.2070393374741201,2.0,966.0,T3
664299,18.599,15.802,-2.7970000000000006,0.06491398896462187,2.0,3081.0,T2
664353,16.427,15.264,-1.1630000000000003,0.1592356687898089,2.0,1256.0,T1
664747,21.897,15.841,-6.055999999999999,0.17152658662092624,2.0,1166.0,T3
664854,23.103,17.92,-5.183,0.4909983633387889,3.0,611.0,T3
665001,16.011,14.447,-1.564,0.7246376811594203,2.0,276.0,T1
665152,17.223,16.007,-1.2159999999999975,0.20066889632107024,6.0,2990.0,T2
665625,18.91,15.955,-2.955,0.42328042328042326,4.0,945.0,T2
665795,17.392,14.157,-3.2349999999999994,0.16611295681063123,3.0,1806.0,T2
665871,17.745,16.96,-0.7850000000000001,0.05837711617046118,1.0,1713.0,T2
666129,16.7,14.105,-2.594999999999999,0.23603461841070023,6.0,2542.0,T1
666142,16.665,14.843,-1.8219999999999992,0.06285355122564425,1.0,1591.0,T1
666157,17.087,13.562,-3.5250000000000004,0.15408320493066255,1.0,649.0,T1
666159,16.539,14.842,-1.697000000000001,0.08453085376162299,1.0,1183.0,T1
666200,16.116,13.323,-2.7929999999999993,0.0324254215304799,1.0,3084.0,T1
666201,20.7,17.845,-2.8550000000000004,0.17678255745433116,3.0,1697.0,T3
666214,17.475,16.16,-1.3150000000000013,0.05178663904712584,1.0,1931.0,T2
666808,22.272,16.064,-6.207999999999998,0.6018916595012898,7.0,1163.0,T3
667463,16.698,14.635,-2.0630000000000006,0.3780718336483932,2.0,529.0,T1
668338,15.672,15.519,-0.15300000000000047,0.4444444444444444,1.0,225.0,T1
668665,19.875,15.268,-4.606999999999999,0.20408163265306123,1.0,490.0,T3
668676,15.414,13.346,-2.0679999999999996,0.26737967914438504,1.0,374.0,T1
668881,17.112,13.424,-3.687999999999999,0.19111323459149546,4.0,2093.0,T1
668933,18.415,15.702,-2.712999999999999,0.08598452278589853,2.0,2326.0,T2
669084,15.504,14.169,-1.334999999999999,0.4662004662004662,2.0,429.0,T1
669330,19.683,16.311,-3.372,0.05128205128205128,1.0,1950.0,T3
669459,17.923,14.527,-3.395999999999999,0.1026694045174538,1.0,974.0,T2
669467,19.249,17.885,-1.3639999999999972,0.08771929824561403,1.0,1140.0,T2
669711,21.223,17.135,-4.087999999999997,0.28735632183908044,1.0,348.0,T3
670036,19.408,17.129,-2.279,0.0,0.0,196.0,T2
670174,16.29,15.696,-0.5939999999999994,0.14347202295552366,2.0,1394.0,T1
670280,20.531,16.242,-4.288999999999998,0.08912655971479501,1.0,1122.0,T3
670912,16.518,14.885,-1.633000000000001,0.3675242231874373,11.0,2993.0,T1
670950,17.595,15.364,-2.230999999999998,0.14630577907827358,2.0,1367.0,T2
670970,19.018,17.131,-1.8870000000000005,0.6172839506172839,1.0,162.0,T2
670990,21.556,16.237,-5.319000000000003,0.13908205841446453,1.0,719.0,T3
671345,19.574,16.832,-2.742000000000001,0.0946969696969697,1.0,1056.0,T2
672282,16.246,15.398,-0.847999999999999,0.07662835249042145,2.0,2610.0,T1
672335,22.482,16.208,-6.274000000000001,0.2185792349726776,2.0,915.0,T3
672391,18.421,16.635,-1.7859999999999978,0.25510204081632654,1.0,392.0,T2
672578,18.704,15.473,-3.231,0.15910898965791567,2.0,1257.0,T2
672710,15.878,14.14,-1.7379999999999995,0.34904013961605584,4.0,1146.0,T1
672715,16.423,16.302,-0.12099999999999866,0.5194805194805194,2.0,385.0,T1
675627,17.77,15.448,-2.321999999999999,0.08375209380234507,1.0,1194.0,T2
675916,22.614,16.857,-5.7570000000000014,0.40540540540540543,3.0,740.0,T3
676534,18.974,14.916,-4.058,0.3875968992248062,2.0,516.0,T2
676596,15.179,12.603,-2.5760000000000005,0.26007802340702213,2.0,769.0,T1
676664,21.133,17.433,-3.6999999999999993,0.06951685783802572,2.0,2877.0,T3
676710,16.967,15.164,-1.802999999999999,0.0,0.0,2100.0,T1
676760,19.624,16.82,-2.8039999999999985,0.111358574610245,1.0,898.0,T3
677865,17.659,15.314,-2.344999999999999,0.22371364653243847,1.0,447.0,T2
678394,16.253,13.778,-2.4749999999999996,0.07627765064836003,2.0,2622.0,T1
680686,19.673,16.672,-3.0009999999999977,0.03549875754348598,1.0,2817.0,T3
680694,18.363,17.21,-1.1529999999999987,0.036683785766691124,1.0,2726.0,T2
680739,16.781,14.161,-2.619999999999999,0.17857142857142858,1.0,560.0,T1
681217,15.506,15.677,0.17099999999999937,0.1124859392575928,1.0,889.0,T1
682051,17.588,16.214,-1.3740000000000023,0.3225806451612903,1.0,310.0,T2
682171,19.745,15.864,-3.8810000000000002,0.423728813559322,1.0,236.0,T3
689225,18.538,18.284,-0.25400000000000134,0.15673981191222572,1.0,638.0,T2
693821,14.772,12.681,-2.091000000000001,0.06879944960440317,2.0,2907.0,T1
