pitcher_id,season,opportunities_2b,sb_2b,cs_2b,attempts_2b,attempt_rate,sb_pct,tempo22_w,pitches22,baseline_group,in_baseline_2022,appears_post_only,balanced_panel_18_24
527055,2019,8,0,0,0,0.0,,,,,0,0,0
532077,2019,189,1,0,1,0.005291005291005291,1.0,,,,0,0,0
533167,2019,75,0,2,2,0.02666666666666667,0.0,,,,0,0,0
534910,2019,27,1,0,1,0.037037037037037035,1.0,,,,0,0,0
541640,2019,4,0,0,0,0.0,,21.816,164.0,T3,1,0,1
541650,2019,16,0,0,0,0.0,,,,,0,0,0
542585,2019,157,0,0,0,0.0,,21.803,106.0,T3,1,0,0
542866,2019,47,0,0,0,0.0,,,,,0,0,0
542881,2019,101,0,0,0,0.0,,17.418,314.0,T2,1,0,1
542882,2019,238,4,2,6,0.025210084033613446,0.6666666666666666,,,,0,0,0
542888,2019,303,4,0,4,0.013201320132013201,1.0,21.066,183.0,T3,1,0,1
542914,2019,163,0,1,1,0.006134969325153374,0.0,20.431,154.0,T3,1,0,0
542947,2019,148,3,0,3,0.02027027027027027,1.0,18.976,134.0,T2,1,0,0
542953,2019,82,0,0,0,0.0,,,,,0,0,0
542960,2019,170,2,1,3,0.01764705882352941,0.6666666666666666,,,,0,0,0
543001,2019,142,2,0,2,0.014084507042253521,1.0,,,,0,0,0
543022,2019,267,1,0,1,0.003745318352059925,1.0,,,,0,0,0
543037,2019,523,8,5,13,0.0248565965583174,0.6153846153846154,17.599,437.0,T2,1,0,1
543045,2019,250,2,1,3,0.012,0.6666666666666666,,,,0,0,0
543089,2019,1,0,0,0,0.0,,,,,0,0,0
543101,2019,515,4,3,7,0.013592233009708738,0.5714285714285714,15.954,69.0,T1,1,0,0
543118,2019,178,1,3,4,0.02247191011235955,0.25,,,,0,0,0
543135,2019,330,1,0,1,0.0030303030303030303,1.0,17.767,242.0,T2,1,0,1
543148,2019,6,0,0,0,0.0,,,,,0,0,0
543169,2019,118,2,0,2,0.01694915254237288,1.0,,,,0,0,0
543193,2019,68,2,0,2,0.029411764705882353,1.0,,,,0,0,0
543208,2019,284,2,3,5,0.017605633802816902,0.4,,,,0,0,0
543219,2019,22,1,0,1,0.045454545454545456,1.0,,,,0,0,0
543243,2019,540,13,3,16,0.02962962962962963,0.8125,17.667,282.0,T2,1,0,1
543272,2019,233,1,0,1,0.004291845493562232,1.0,22.912,180.0,T3,1,0,0
543278,2019,121,0,0,0,0.0,,,,,0,0,0
543294,2019,491,5,3,8,0.016293279022403257,0.625,16.989,199.0,T1,1,0,1
543339,2019,228,2,0,2,0.008771929824561403,1.0,23.763,71.0,T3,1,0,1
543343,2019,3,0,0,0,0.0,,,,,0,0,0
543351,2019,82,1,0,1,0.012195121951219513,1.0,,,,0,0,0
543359,2019,22,0,0,0,0.0,,,,,0,0,0
543475,2019,551,2,1,3,0.0054446460980036296,0.6666666666666666,15.517,464.0,T1,1,0,1
543483,2019,118,1,0,1,0.00847457627118644,1.0,,,,0,0,0
543507,2019,279,4,0,4,0.014336917562724014,1.0,20.617,112.0,T3,1,0,0
543521,2019,230,2,0,2,0.008695652173913044,1.0,16.319,200.0,T1,1,0,0
543532,2019,82,2,0,2,0.024390243902439025,1.0,,,,0,0,0
543548,2019,261,2,1,3,0.011494252873563218,0.6666666666666666,,,,0,0,0
543557,2019,349,3,3,6,0.017191977077363897,0.5,,,,0,0,0
543606,2019,663,0,3,3,0.004524886877828055,0.0,19.158,246.0,T2,1,0,0
543699,2019,633,4,1,5,0.007898894154818325,0.8,,,,0,0,0
543734,2019,2,0,0,0,0.0,,,,,0,0,0
543766,2019,221,0,1,1,0.004524886877828055,0.0,18.194,202.0,T2,1,0,1
543776,2019,4,0,0,0,0.0,,,,,0,0,0
543883,2019,167,0,1,1,0.005988023952095809,0.0,,,,0,0,0
543901,2019,92,1,0,1,0.010869565217391304,1.0,,,,0,0,0
543903,2019,45,2,0,2,0.044444444444444446,1.0,,,,0,0,0
543935,2019,38,0,0,0,0.0,,,,,0,0,0
544365,2019,178,2,2,4,0.02247191011235955,0.5,20.092,139.0,T3,1,0,0
544727,2019,268,2,2,4,0.014925373134328358,0.5,21.749,171.0,T3,1,0,0
544928,2019,30,0,0,0,0.0,,,,,0,0,0
544931,2019,616,12,2,14,0.022727272727272728,0.8571428571428571,,,,0,0,0
545064,2019,175,2,1,3,0.017142857142857144,0.6666666666666666,,,,0,0,0
545332,2019,13,0,0,0,0.0,,,,,0,0,0
545333,2019,720,12,3,15,0.020833333333333332,0.8,,,,0,0,0
547179,2019,267,2,1,3,0.011235955056179775,0.6666666666666666,16.377,277.0,T1,1,0,1
547888,2019,575,1,4,5,0.008695652173913044,0.2,,,,0,0,0
547943,2019,405,1,0,1,0.0024691358024691358,1.0,19.085,56.0,T2,1,0,0
547973,2019,261,3,0,3,0.011494252873563218,1.0,24.38,118.0,T3,1,0,1
548389,2019,300,2,2,4,0.013333333333333334,0.5,17.136,258.0,T1,1,0,1
552640,2019,154,1,1,2,0.012987012987012988,0.5,,,,0,0,1
553878,2019,225,1,0,1,0.0044444444444444444,1.0,,,,0,0,0
554340,2019,139,2,0,2,0.014388489208633094,1.0,20.446,181.0,T3,1,0,1
554430,2019,629,5,1,6,0.009538950715421303,0.8333333333333334,16.643,329.0,T1,1,0,1
570240,2019,332,4,3,7,0.02108433734939759,0.5714285714285714,,,,0,0,0
570488,2019,82,3,0,3,0.036585365853658534,1.0,18.48,75.0,T2,1,0,0
570632,2019,304,2,1,3,0.009868421052631578,0.6666666666666666,16.557,280.0,T1,1,0,1
570663,2019,250,0,2,2,0.008,0.0,22.09,76.0,T3,1,0,0
570666,2019,349,3,1,4,0.011461318051575931,0.75,18.884,189.0,T2,1,0,0
571437,2019,3,0,0,0,0.0,,,,,0,0,0
571510,2019,707,4,0,4,0.005657708628005658,1.0,,,,0,0,1
571539,2019,52,1,1,2,0.038461538461538464,0.5,,,,0,0,0
571578,2019,647,6,0,6,0.00927357032457496,1.0,16.043,457.0,T1,1,0,1
571656,2019,220,4,1,5,0.022727272727272728,0.8,20.099,168.0,T3,1,0,1
571657,2019,1,0,0,0,0.0,,,,,0,0,0
571666,2019,573,8,3,11,0.019197207678883072,0.7272727272727273,,,,0,0,0
571670,2019,125,1,0,1,0.008,1.0,19.697,148.0,T3,1,0,1
571704,2019,161,3,1,4,0.024844720496894408,0.75,,,,0,0,0
571710,2019,256,8,2,10,0.0390625,0.8,17.249,220.0,T2,1,0,0
571735,2019,133,0,0,0,0.0,,,,,0,0,0
571760,2019,312,3,0,3,0.009615384615384616,1.0,15.303,160.0,T1,1,0,1
571858,2019,125,0,0,0,0.0,,,,,0,0,0
571863,2019,62,1,0,1,0.016129032258064516,1.0,,,,0,0,0
571882,2019,256,2,1,3,0.01171875,0.6666666666666666,14.426,72.0,T1,1,0,0
571901,2019,7,0,0,0,0.0,,18.617,195.0,T2,1,0,0
571912,2019,3,0,0,0,0.0,,,,,0,0,0
571917,2019,79,0,0,0,0.0,,,,,0,0,0
571927,2019,578,7,1,8,0.01384083044982699,0.875,14.39,120.0,T1,1,0,1
571945,2019,633,3,2,5,0.007898894154818325,0.6,14.902,428.0,T1,1,0,0
571946,2019,196,4,0,4,0.02040816326530612,1.0,,,,0,0,0
571948,2019,9,0,0,0,0.0,,15.528,273.0,T1,1,0,1
571974,2019,20,0,0,0,0.0,,,,,0,0,0
572008,2019,10,0,0,0,0.0,,,,,0,0,0
572020,2019,518,3,3,6,0.011583011583011582,0.5,,,,0,0,0
572021,2019,35,1,0,1,0.02857142857142857,1.0,,,,0,0,0
572044,2019,48,2,0,2,0.041666666666666664,1.0,,,,0,0,0
572070,2019,28,0,0,0,0.0,,18.357,96.0,T2,1,0,0
572086,2019,19,0,0,0,0.0,,,,,0,0,0
572096,2019,109,0,0,0,0.0,,,,,0,0,0
572125,2019,47,0,0,0,0.0,,,,,0,0,0
572140,2019,336,2,0,2,0.005952380952380952,1.0,,,,0,0,0
572143,2019,118,0,0,0,0.0,,,,,0,0,0
572193,2019,66,1,1,2,0.030303030303030304,0.5,21.905,135.0,T3,1,0,0
572362,2019,224,0,0,0,0.0,,,,,0,0,0
572383,2019,28,0,0,0,0.0,,,,,0,0,0
572403,2019,216,6,1,7,0.032407407407407406,0.8571428571428571,18.365,88.0,T2,1,0,0
572703,2019,166,2,1,3,0.018072289156626505,0.6666666666666666,,,,0,0,0
572888,2019,190,2,0,2,0.010526315789473684,1.0,,,,0,0,0
572971,2019,369,0,1,1,0.0027100271002710027,0.0,17.131,243.0,T1,1,0,1
572998,2019,60,0,0,0,0.0,,,,,0,0,0
573009,2019,2,0,0,0,0.0,,18.811,156.0,T2,1,0,0
573046,2019,154,0,1,1,0.006493506493506494,0.0,,,,0,0,0
573124,2019,216,0,0,0,0.0,,22.27,212.0,T3,1,0,1
573127,2019,115,1,0,1,0.008695652173913044,1.0,,,,0,0,0
573185,2019,255,0,0,0,0.0,,,,,0,0,0
573186,2019,699,10,8,18,0.02575107296137339,0.5555555555555556,16.52,322.0,T1,1,0,0
573668,2019,88,0,0,0,0.0,,,,,0,0,0
575070,2019,11,0,0,0,0.0,,,,,0,0,0
579328,2019,581,6,0,6,0.010327022375215147,1.0,19.896,329.0,T3,1,0,0
580792,2019,138,1,1,2,0.014492753623188406,0.5,,,,0,0,0
582494,2019,58,0,0,0,0.0,,,,,0,0,0
584171,2019,135,0,2,2,0.014814814814814815,0.0,,,,0,0,0
591693,2019,71,0,1,1,0.014084507042253521,0.0,,,,0,0,0
591741,2019,3,0,0,0,0.0,,,,,0,0,0
592094,2019,75,0,0,0,0.0,,22.096,123.0,T3,1,0,1
592102,2019,89,3,0,3,0.033707865168539325,1.0,,,,0,0,0
592135,2019,221,2,1,3,0.013574660633484163,0.6666666666666666,,,,0,0,0
592145,2019,108,1,0,1,0.009259259259259259,1.0,,,,0,0,0
592165,2019,138,3,1,4,0.028985507246376812,0.75,,,,0,0,0
592169,2019,150,1,0,1,0.006666666666666667,1.0,,,,0,0,0
592222,2019,201,1,1,2,0.009950248756218905,0.5,,,,0,0,0
592229,2019,228,5,0,5,0.021929824561403508,1.0,,,,0,0,0
592233,2019,74,0,0,0,0.0,,,,,0,0,0
592254,2019,7,0,0,0,0.0,,,,,0,0,0
592280,2019,70,3,0,3,0.04285714285714286,1.0,,,,0,0,0
592314,2019,383,3,2,5,0.013054830287206266,0.6,,,,0,0,0
592332,2019,306,11,1,12,0.0392156862745098,0.9166666666666666,20.331,350.0,T3,1,0,1
592346,2019,247,1,1,2,0.008097165991902834,0.5,15.021,69.0,T1,1,0,0
592351,2019,477,4,6,10,0.020964360587002098,0.4,18.548,289.0,T2,1,0,1
592390,2019,107,2,1,3,0.028037383177570093,0.6666666666666666,21.825,109.0,T3,1,0,0
592426,2019,259,4,0,4,0.015444015444015444,1.0,,,,0,0,0
592454,2019,162,2,0,2,0.012345679012345678,1.0,,,,0,0,0
592468,2019,194,2,1,3,0.015463917525773196,0.6666666666666666,,,,0,0,0
592473,2019,158,0,0,0,0.0,,19.898,69.0,T3,1,0,0
592612,2019,179,1,0,1,0.00558659217877095,1.0,,,,0,0,0
592644,2019,309,0,1,1,0.003236245954692557,0.0,,,,0,0,0
592662,2019,604,4,2,6,0.009933774834437087,0.6666666666666666,18.49,378.0,T2,1,0,1
592705,2019,6,0,0,0,0.0,,,,,0,0,0
592712,2019,52,1,0,1,0.019230769230769232,1.0,,,,0,0,0
592716,2019,402,2,2,4,0.009950248756218905,0.5,18.08,241.0,T2,1,0,0
592717,2019,505,9,2,11,0.02178217821782178,0.8181818181818182,17.81,149.0,T2,1,0,0
592741,2019,5,0,0,0,0.0,,19.59,78.0,T3,1,0,1
592761,2019,600,7,1,8,0.013333333333333334,0.875,18.152,225.0,T2,1,0,0
592767,2019,469,4,1,5,0.010660980810234541,0.8,15.477,234.0,T1,1,0,0
592773,2019,211,3,2,5,0.023696682464454975,0.6,22.514,172.0,T3,1,0,1
592779,2019,161,0,1,1,0.006211180124223602,0.0,,,,0,0,0
592789,2019,642,30,2,32,0.04984423676012461,0.9375,19.173,315.0,T2,1,0,0
592791,2019,107,3,1,4,0.037383177570093455,0.75,17.123,419.0,T1,1,0,0
592804,2019,57,0,0,0,0.0,,15.202,101.0,T1,1,0,0
592815,2019,106,0,1,1,0.009433962264150943,0.0,,,,0,0,0
592826,2019,415,4,1,5,0.012048192771084338,0.8,20.185,214.0,T3,1,0,0
592858,2019,121,3,0,3,0.024793388429752067,1.0,18.249,232.0,T2,1,0,0
592859,2019,8,0,0,0,0.0,,,,,0,0,0
592865,2019,55,1,0,1,0.01818181818181818,1.0,,,,0,0,0
592866,2019,447,1,1,2,0.0044742729306487695,0.5,17.173,204.0,T2,1,0,1
592879,2019,292,3,0,3,0.010273972602739725,1.0,,,,0,0,0
593140,2019,225,2,1,3,0.013333333333333334,0.6666666666666666,,,,0,0,0
593144,2019,314,1,1,2,0.006369426751592357,0.5,,,,0,0,0
593334,2019,432,1,4,5,0.011574074074074073,0.2,16.007,156.0,T1,1,0,0
593372,2019,163,0,0,0,0.0,,,,,0,0,0
593423,2019,279,2,1,3,0.010752688172043012,0.6666666666666666,18.652,328.0,T2,1,0,1
593576,2019,185,1,2,3,0.016216216216216217,0.3333333333333333,19.348,162.0,T2,1,0,1
593643,2019,8,0,0,0,0.0,,,,,0,0,0
593679,2019,313,1,2,3,0.009584664536741214,0.3333333333333333,,,,0,0,0
593833,2019,239,4,1,5,0.02092050209205021,0.8,,,,0,0,0
593958,2019,878,3,3,6,0.00683371298405467,0.5,15.436,250.0,T1,1,0,0
593974,2019,136,0,0,0,0.0,,16.651,116.0,T1,1,0,1
594027,2019,196,0,1,1,0.00510204081632653,0.0,,,,0,0,0
594056,2019,21,0,0,0,0.0,,,,,0,0,0
594311,2019,68,0,0,0,0.0,,15.876,111.0,T1,1,0,0
594577,2019,68,1,0,1,0.014705882352941176,1.0,17.417,123.0,T2,1,0,0
594736,2019,39,0,0,0,0.0,,,,,0,0,0
594795,2019,27,0,0,0,0.0,,,,,0,0,0
594798,2019,619,20,3,23,0.03715670436187399,0.8695652173913043,17.073,59.0,T1,1,0,1
594835,2019,610,1,2,3,0.004918032786885246,0.3333333333333333,15.235,439.0,T1,1,0,1
594840,2019,118,1,0,1,0.00847457627118644,1.0,,,,0,0,0
594902,2019,5,0,0,0,0.0,,,,,0,0,0
594951,2019,5,0,0,0,0.0,,,,,0,0,0
594965,2019,174,0,2,2,0.011494252873563218,0.0,,,,0,0,0
594986,2019,251,2,1,3,0.01195219123505976,0.6666666666666666,,,,0,0,0
594987,2019,138,0,2,2,0.014492753623188406,0.0,,,,0,0,0
595001,2019,122,3,1,4,0.03278688524590164,0.75,,,,0,0,0
595014,2019,252,2,1,3,0.011904761904761904,0.6666666666666666,,,,0,0,0
595191,2019,169,2,2,4,0.023668639053254437,0.5,,,,0,0,0
595465,2019,73,0,1,1,0.0136986301369863,0.0,,,,0,0,0
595798,2019,61,2,1,3,0.04918032786885246,0.6666666666666666,,,,0,0,0
595881,2019,436,2,2,4,0.009174311926605505,0.5,20.657,230.0,T3,1,0,0
595897,2019,30,0,0,0,0.0,,,,,0,0,0
595918,2019,91,1,0,1,0.01098901098901099,1.0,,,,0,0,0
595928,2019,4,0,0,0,0.0,,,,,0,0,0
595939,2019,4,0,0,0,0.0,,,,,0,0,0
596001,2019,695,10,1,11,0.015827338129496403,0.9090909090909091,14.61,284.0,T1,1,0,1
596027,2019,54,1,1,2,0.037037037037037035,0.5,,,,0,0,0
596035,2019,45,2,1,3,0.06666666666666667,0.6666666666666666,,,,0,0,0
596043,2019,240,2,1,3,0.0125,0.6666666666666666,,,,0,0,0
596057,2019,576,4,3,7,0.012152777777777778,0.5714285714285714,18.557,179.0,T2,1,0,0
596071,2019,342,2,0,2,0.005847953216374269,1.0,21.271,107.0,T3,1,0,0
596074,2019,23,0,0,0,0.0,,,,,0,0,0
596101,2019,155,2,0,2,0.012903225806451613,1.0,,,,0,0,0
596112,2019,127,6,1,7,0.05511811023622047,0.8571428571428571,20.987,142.0,T3,1,0,0
596133,2019,236,0,0,0,0.0,,18.253,144.0,T2,1,0,1
596451,2019,12,0,0,0,0.0,,,,,0,0,0
596720,2019,41,0,0,0,0.0,,,,,0,0,0
597113,2019,91,0,0,0,0.0,,,,,0,0,0
598264,2019,296,4,1,5,0.016891891891891893,0.8,22.813,121.0,T3,1,0,1
598271,2019,163,1,0,1,0.006134969325153374,1.0,,,,0,0,0
598286,2019,260,2,0,2,0.007692307692307693,1.0,,,,0,0,0
598287,2019,218,3,4,7,0.03211009174311927,0.42857142857142855,23.1,145.0,T3,1,0,0
600858,2019,1,0,0,0,0.0,,,,,0,0,0
600887,2019,28,0,0,0,0.0,,,,,0,0,0
600917,2019,219,4,0,4,0.0182648401826484,1.0,19.712,164.0,T3,1,0,0
600968,2019,68,0,0,0,0.0,,,,,0,0,0
600986,2019,41,0,0,0,0.0,,,,,0,0,0
601713,2019,305,4,1,5,0.01639344262295082,0.8,17.008,513.0,T1,1,0,1
602922,2019,5,0,0,0,0.0,,,,,0,0,0
605121,2019,161,0,1,1,0.006211180124223602,0.0,,,,0,0,0
605130,2019,309,7,1,8,0.025889967637540454,0.875,20.846,213.0,T3,1,0,1
605135,2019,539,5,2,7,0.012987012987012988,0.7142857142857143,17.943,488.0,T2,1,0,1
605143,2019,47,1,0,1,0.02127659574468085,1.0,,,,0,0,0
605151,2019,283,1,1,2,0.007067137809187279,0.5,18.253,56.0,T2,1,0,0
605154,2019,246,0,1,1,0.0040650406504065045,0.0,14.175,230.0,T1,1,0,0
605155,2019,245,6,0,6,0.024489795918367346,1.0,,,,0,0,0
605156,2019,364,5,1,6,0.016483516483516484,0.8333333333333334,,,,0,0,0
605164,2019,569,8,2,10,0.01757469244288225,0.8,15.853,278.0,T1,1,0,0
605170,2019,9,0,0,0,0.0,,,,,0,0,0
605177,2019,206,1,0,1,0.0048543689320388345,1.0,19.662,148.0,T3,1,0,1
605182,2019,441,6,5,11,0.024943310657596373,0.5454545454545454,19.012,252.0,T2,1,0,0
605195,2019,186,3,0,3,0.016129032258064516,1.0,17.635,74.0,T2,1,0,0
605200,2019,549,8,4,12,0.02185792349726776,0.6666666666666666,16.15,357.0,T1,1,0,0
605218,2019,84,0,0,0,0.0,,19.196,210.0,T2,1,0,0
605240,2019,246,1,0,1,0.0040650406504065045,1.0,,,,0,0,0
605260,2019,124,0,1,1,0.008064516129032258,0.0,,,,0,0,0
605276,2019,271,1,0,1,0.0036900369003690036,1.0,,,,0,0,0
605280,2019,194,2,1,3,0.015463917525773196,0.6666666666666666,21.818,183.0,T3,1,0,0
605288,2019,384,11,6,17,0.044270833333333336,0.6470588235294118,15.754,340.0,T1,1,0,1
605301,2019,55,0,0,0,0.0,,,,,0,0,0
605309,2019,67,0,0,0,0.0,,,,,0,0,0
605347,2019,463,3,1,4,0.008639308855291577,0.75,20.608,219.0,T3,1,0,1
605359,2019,200,2,1,3,0.015,0.6666666666666666,,,,0,0,0
605361,2019,5,0,0,0,0.0,,,,,0,0,0
605388,2019,104,1,2,3,0.028846153846153848,0.3333333333333333,,,,0,0,0
605397,2019,524,0,2,2,0.003816793893129771,0.0,16.906,432.0,T1,1,0,1
605400,2019,747,7,6,13,0.01740294511378849,0.5384615384615384,20.119,378.0,T3,1,0,1
605441,2019,47,0,0,0,0.0,,,,,0,0,0
605446,2019,325,5,2,7,0.021538461538461538,0.7142857142857143,,,,0,0,0
605447,2019,97,1,0,1,0.010309278350515464,1.0,20.521,180.0,T3,1,0,0
605452,2019,221,0,0,0,0.0,,,,,0,0,0
605463,2019,70,0,0,0,0.0,,15.416,72.0,T1,1,0,0
605469,2019,38,0,0,0,0.0,,,,,0,0,0
605479,2019,77,0,0,0,0.0,,,,,0,0,0
605482,2019,79,0,0,0,0.0,,,,,0,0,0
605483,2019,368,9,4,13,0.035326086956521736,0.6923076923076923,19.018,326.0,T2,1,0,1
605488,2019,170,1,0,1,0.0058823529411764705,1.0,19.623,319.0,T3,1,0,1
605498,2019,95,0,1,1,0.010526315789473684,0.0,,,,0,0,0
605501,2019,122,0,0,0,0.0,,,,,0,0,0
605513,2019,560,6,3,9,0.01607142857142857,0.6666666666666666,,,,0,0,0
605521,2019,18,0,0,0,0.0,,20.016,127.0,T3,1,0,0
605525,2019,83,1,0,1,0.012048192771084338,1.0,21.228,89.0,T3,1,0,0
605538,2019,192,3,1,4,0.020833333333333332,0.75,20.342,129.0,T3,1,0,0
605540,2019,447,6,3,9,0.020134228187919462,0.6666666666666666,19.756,337.0,T3,1,0,0
605541,2019,100,0,1,1,0.01,0.0,,,,0,0,0
606131,2019,214,4,2,6,0.028037383177570093,0.6666666666666666,13.07,50.0,T1,1,0,0
606149,2019,180,0,0,0,0.0,,25.811,143.0,T3,1,0,1
606160,2019,77,1,1,2,0.025974025974025976,0.5,19.997,182.0,T3,1,0,0
606162,2019,89,2,1,3,0.033707865168539325,0.6666666666666666,,,,0,0,0
606167,2019,138,0,0,0,0.0,,,,,0,0,0
606273,2019,185,2,0,2,0.010810810810810811,1.0,,,,0,0,0
606299,2019,8,0,0,0,0.0,,,,,0,0,0
606303,2019,17,1,0,1,0.058823529411764705,1.0,18.353,176.0,T2,1,0,0
606424,2019,167,1,0,1,0.005988023952095809,1.0,19.766,168.0,T3,1,0,0
606478,2019,8,0,0,0,0.0,,,,,0,0,0
606625,2019,293,5,0,5,0.017064846416382253,1.0,19.392,115.0,T2,1,0,0
606930,2019,108,2,0,2,0.018518518518518517,1.0,21.47,60.0,T3,1,0,1
606959,2019,48,0,0,0,0.0,,,,,0,0,0
606965,2019,240,10,2,12,0.05,0.8333333333333334,,,,0,0,1
607074,2019,133,2,0,2,0.015037593984962405,1.0,18.922,393.0,T2,1,0,1
607188,2019,89,0,0,0,0.0,,,,,0,0,0
607192,2019,152,7,1,8,0.05263157894736842,0.875,,,,0,0,1
607200,2019,255,5,2,7,0.027450980392156862,0.7142857142857143,17.294,494.0,T2,1,0,0
607215,2019,61,2,0,2,0.03278688524590164,1.0,,,,0,0,0
607219,2019,50,0,1,1,0.02,0.0,,,,0,0,0
607229,2019,203,2,0,2,0.009852216748768473,1.0,,,,0,0,0
607231,2019,240,1,0,1,0.004166666666666667,1.0,,,,0,0,0
607237,2019,210,5,0,5,0.023809523809523808,1.0,16.864,197.0,T1,1,0,1
607352,2019,204,2,1,3,0.014705882352941176,0.6666666666666666,,,,0,0,0
607374,2019,77,4,0,4,0.05194805194805195,1.0,,,,0,0,0
607391,2019,64,0,0,0,0.0,,,,,0,0,0
607455,2019,5,0,0,0,0.0,,18.862,126.0,T2,1,0,1
607457,2019,162,0,2,2,0.012345679012345678,0.0,,,,0,0,0
607473,2019,27,0,0,0,0.0,,,,,0,0,0
607481,2019,221,1,0,1,0.004524886877828055,1.0,22.853,150.0,T3,1,0,1
607536,2019,392,1,1,2,0.00510204081632653,0.5,17.201,458.0,T2,1,0,1
607555,2019,36,1,0,1,0.027777777777777776,1.0,,,,0,0,0
607560,2019,170,3,1,4,0.023529411764705882,0.75,,,,0,0,0
607572,2019,80,0,0,0,0.0,,,,,0,0,0
607625,2019,243,3,1,4,0.01646090534979424,0.75,16.988,196.0,T1,1,0,1
607644,2019,530,0,0,0,0.0,,,,,0,0,1
608032,2019,271,1,1,2,0.007380073800738007,0.5,17.559,169.0,T2,1,0,0
608328,2019,14,0,0,0,0.0,,20.88,229.0,T3,1,0,0
608331,2019,487,2,0,2,0.004106776180698152,1.0,18.031,404.0,T2,1,0,1
608334,2019,114,3,0,3,0.02631578947368421,1.0,,,,0,0,0
608337,2019,603,2,3,5,0.008291873963515755,0.4,20.683,436.0,T3,1,0,0
608344,2019,125,0,0,0,0.0,,14.068,402.0,T1,1,0,0
608371,2019,161,2,1,3,0.018633540372670808,0.6666666666666666,,,,0,0,1
608379,2019,510,3,3,6,0.011764705882352941,0.5,15.658,265.0,T1,1,0,1
608566,2019,487,3,3,6,0.012320328542094456,0.5,14.622,393.0,T1,1,0,1
608596,2019,10,0,0,0,0.0,,,,,0,0,0
608638,2019,40,4,0,4,0.1,1.0,25.678,58.0,T3,1,0,0
608648,2019,180,0,1,1,0.005555555555555556,0.0,16.946,122.0,T1,1,0,0
608652,2019,21,0,1,1,0.047619047619047616,0.0,18.865,63.0,T2,1,0,0
608678,2019,133,1,0,1,0.007518796992481203,1.0,24.791,104.0,T3,1,0,1
608716,2019,32,0,0,0,0.0,,,,,0,0,0
608717,2019,317,2,2,4,0.012618296529968454,0.5,20.353,219.0,T3,1,0,1
608718,2019,16,0,0,0,0.0,,12.626,179.0,T1,1,0,1
608723,2019,142,0,0,0,0.0,,20.778,314.0,T3,1,0,1
612434,2019,267,13,1,14,0.052434456928838954,0.9285714285714286,18.327,140.0,T2,1,0,1
612672,2019,143,0,0,0,0.0,,,,,0,0,0
613317,2019,71,2,0,2,0.028169014084507043,1.0,,,,0,0,0
613534,2019,79,1,0,1,0.012658227848101266,1.0,,,,0,0,1
614179,2019,197,0,1,1,0.005076142131979695,0.0,20.647,238.0,T3,1,0,1
615698,2019,355,9,0,9,0.02535211267605634,1.0,14.835,438.0,T1,1,0,0
620446,2019,7,0,0,0,0.0,,,,,0,0,0
620454,2019,3,0,0,0,0.0,,,,,0,0,0
620982,2019,11,0,0,0,0.0,,,,,0,0,0
621002,2019,4,0,0,0,0.0,,,,,0,0,0
621052,2019,25,0,0,0,0.0,,,,,0,0,0
621056,2019,152,1,0,1,0.006578947368421052,1.0,,,,0,0,0
621058,2019,11,0,1,1,0.09090909090909091,0.0,,,,0,0,0
621078,2019,6,0,0,0,0.0,,,,,0,0,0
621086,2019,86,0,0,0,0.0,,,,,0,0,0
621097,2019,281,3,2,5,0.017793594306049824,0.6,,,,0,0,0
621107,2019,594,6,3,9,0.015151515151515152,0.6666666666666666,16.907,180.0,T1,1,0,1
621111,2019,548,6,0,6,0.010948905109489052,1.0,15.994,156.0,T1,1,0,0
621112,2019,53,3,0,3,0.05660377358490566,1.0,20.881,265.0,T3,1,0,1
621114,2019,55,0,0,0,0.0,,,,,0,0,0
621141,2019,92,0,2,2,0.021739130434782608,0.0,,,,0,0,0
621142,2019,212,5,2,7,0.0330188679245283,0.7142857142857143,,,,0,0,0
621199,2019,113,2,0,2,0.017699115044247787,1.0,,,,0,0,0
621219,2019,172,1,0,1,0.005813953488372093,1.0,16.589,53.0,T1,1,0,0
621237,2019,162,0,0,0,0.0,,22.024,185.0,T3,1,0,1
621242,2019,199,7,0,7,0.035175879396984924,1.0,17.393,139.0,T2,1,0,0
621244,2019,769,10,0,10,0.013003901170351105,1.0,15.365,450.0,T1,1,0,1
621249,2019,59,4,0,4,0.06779661016949153,1.0,20.119,189.0,T3,1,0,0
621261,2019,19,0,0,0,0.0,,,,,0,0,0
621289,2019,20,0,0,0,0.0,,,,,0,0,0
621294,2019,22,0,1,1,0.045454545454545456,0.0,,,,0,0,0
621295,2019,186,0,0,0,0.0,,19.536,100.0,T2,1,0,0
621345,2019,110,2,0,2,0.01818181818181818,1.0,23.029,176.0,T3,1,0,1
621350,2019,11,0,0,0,0.0,,,,,0,0,0
621363,2019,193,4,0,4,0.02072538860103627,1.0,20.468,146.0,T3,1,0,0
621366,2019,34,0,0,0,0.0,,21.995,79.0,T3,1,0,1
621368,2019,10,0,0,0,0.0,,19.125,325.0,T2,1,0,0
621381,2019,309,5,0,5,0.016181229773462782,1.0,20.62,157.0,T3,1,0,1
621385,2019,99,2,0,2,0.020202020202020204,1.0,,,,0,0,0
621389,2019,121,0,0,0,0.0,,13.978,132.0,T1,1,0,0
621397,2019,115,2,0,2,0.017391304347826087,1.0,,,,0,0,0
621592,2019,36,0,0,0,0.0,,,,,0,0,0
