pitcher_id,season,opportunities_2b,sb_2b,cs_2b,attempts_2b,attempt_rate,sb_pct,tempo22_w,pitches22,baseline_group,in_baseline_2022,appears_post_only,balanced_panel_18_24
622110,2021,5,0,0,0,0.0,,,,,0,0,0
622250,2021,266,2,1,3,0.011278195488721804,0.6666666666666666,22.68,76.0,T3,1,0,0
622251,2021,242,2,0,2,0.008264462809917356,1.0,23.927,147.0,T3,1,0,0
622253,2021,214,2,1,3,0.014018691588785047,0.6666666666666666,17.318,193.0,T2,1,0,0
622256,2021,18,0,0,0,0.0,,,,,0,0,0
622446,2021,81,0,1,1,0.012345679012345678,0.0,,,,0,0,0
622491,2021,662,1,4,5,0.0075528700906344415,0.2,15.325,385.0,T1,1,0,1
622492,2021,11,0,0,0,0.0,,,,,0,0,0
622503,2021,307,4,3,7,0.02280130293159609,0.5714285714285714,15.226,155.0,T1,1,0,0
622608,2021,566,2,1,3,0.00530035335689046,0.6666666666666666,15.435,318.0,T1,1,0,1
622663,2021,29,0,0,0,0.0,,16.258,212.0,T1,1,0,0
622694,2021,139,1,1,2,0.014388489208633094,0.5,17.086,158.0,T1,1,0,0
622766,2021,115,2,0,2,0.017391304347826087,1.0,,,,0,0,0
622780,2021,46,0,0,0,0.0,,,,,0,0,0
622786,2021,18,0,1,1,0.05555555555555555,0.0,17.494,74.0,T2,1,0,0
623149,2021,172,3,0,3,0.01744186046511628,1.0,21.539,137.0,T3,1,0,1
623167,2021,673,1,1,2,0.0029717682020802376,0.5,17.467,316.0,T2,1,0,0
623352,2021,191,2,1,3,0.015706806282722512,0.6666666666666666,22.113,180.0,T3,1,0,1
623354,2021,12,0,0,0,0.0,,,,,0,0,0
623364,2021,58,1,0,1,0.017241379310344827,1.0,,,,0,0,0
623433,2021,15,0,0,0,0.0,,,,,0,0,0
623437,2021,15,0,0,0,0.0,,,,,0,0,0
623454,2021,80,3,0,3,0.0375,1.0,,,,0,0,0
623465,2021,53,0,0,0,0.0,,20.653,148.0,T3,1,0,1
623470,2021,29,0,0,0,0.0,,,,,0,0,0
623474,2021,61,4,0,4,0.06557377049180328,1.0,18.136,179.0,T2,1,0,0
623485,2021,94,2,1,3,0.031914893617021274,0.6666666666666666,17.04,84.0,T1,1,0,0
624133,2021,393,1,0,1,0.002544529262086514,1.0,16.398,426.0,T1,1,0,1
624414,2021,6,0,0,0,0.0,,,,,0,0,0
624418,2021,27,0,1,1,0.037037037037037035,0.0,,,,0,0,0
624427,2021,16,0,0,0,0.0,,,,,0,0,0
624522,2021,290,1,0,1,0.0034482758620689655,1.0,16.074,322.0,T1,1,0,0
624586,2021,78,0,0,0,0.0,,,,,0,0,0
624647,2021,158,1,1,2,0.012658227848101266,0.5,,,,0,0,0
625643,2021,158,1,5,6,0.0379746835443038,0.16666666666666666,22.812,177.0,T3,1,0,1
626929,2021,59,1,0,1,0.01694915254237288,1.0,,,,0,0,0
628317,2021,369,1,1,2,0.005420054200542005,0.5,,,,0,0,0
628345,2021,18,0,0,0,0.0,,,,,0,0,0
628452,2021,171,0,0,0,0.0,,16.663,156.0,T1,1,0,1
628711,2021,564,0,2,2,0.0035460992907801418,0.0,19.9,306.0,T3,1,0,0
640444,2021,489,0,1,1,0.002044989775051125,0.0,16.75,233.0,T1,1,0,0
640448,2021,304,7,1,8,0.02631578947368421,0.875,25.543,174.0,T3,1,0,0
640451,2021,32,0,1,1,0.03125,0.0,21.353,127.0,T3,1,0,0
640455,2021,573,0,2,2,0.0034904013961605585,0.0,15.532,355.0,T1,1,0,1
640462,2021,67,0,0,0,0.0,,18.683,190.0,T2,1,0,0
640464,2021,48,0,0,0,0.0,,,,,0,0,0
640470,2021,309,6,2,8,0.025889967637540454,0.75,,,,0,0,0
641154,2021,260,1,1,2,0.007692307692307693,0.5,18.794,363.0,T2,1,0,1
641302,2021,330,2,0,2,0.006060606060606061,1.0,18.269,254.0,T2,1,0,0
641312,2021,77,0,0,0,0.0,,,,,0,0,0
641329,2021,3,0,0,0,0.0,,19.717,220.0,T3,1,0,0
641360,2021,128,5,2,7,0.0546875,0.7142857142857143,21.682,135.0,T3,1,0,0
641384,2021,1,0,0,0,0.0,,,,,0,0,0
641386,2021,132,0,0,0,0.0,,,,,0,0,0
641394,2021,227,1,0,1,0.004405286343612335,1.0,,,,0,0,0
641401,2021,175,5,0,5,0.02857142857142857,1.0,19.914,150.0,T3,1,0,0
641420,2021,37,2,0,2,0.05405405405405406,1.0,,,,0,0,0
641447,2021,44,1,0,1,0.022727272727272728,1.0,20.96,92.0,T3,1,0,0
641482,2021,300,3,0,3,0.01,1.0,14.99,289.0,T1,1,0,1
641540,2021,407,4,1,5,0.012285012285012284,0.8,16.512,425.0,T1,1,0,0
641541,2021,55,0,0,0,0.0,,,,,0,0,0
641576,2021,4,0,0,0,0.0,,,,,0,0,0
641582,2021,133,1,1,2,0.015037593984962405,0.5,23.741,147.0,T3,1,0,0
641632,2021,129,3,1,4,0.031007751937984496,0.75,,,,0,0,0
641645,2021,6,0,0,0,0.0,,,,,0,0,0
641672,2021,40,0,0,0,0.0,,,,,0,0,0
641682,2021,131,0,1,1,0.007633587786259542,0.0,,,,0,0,0
641703,2021,29,1,0,1,0.034482758620689655,1.0,,,,0,0,0
641712,2021,40,1,0,1,0.025,1.0,16.414,417.0,T1,1,0,1
641726,2021,57,1,0,1,0.017543859649122806,1.0,18.023,108.0,T2,1,0,0
641729,2021,154,4,1,5,0.032467532467532464,0.8,17.494,125.0,T2,1,0,1
641743,2021,218,0,0,0,0.0,,,,,0,0,0
641745,2021,570,4,4,8,0.014035087719298246,0.5,15.359,335.0,T1,1,0,1
641755,2021,241,0,0,0,0.0,,22.551,50.0,T3,1,0,1
641771,2021,357,5,1,6,0.01680672268907563,0.8333333333333334,16.112,406.0,T1,1,0,0
641778,2021,362,3,0,3,0.008287292817679558,1.0,15.388,424.0,T1,1,0,0
641793,2021,250,1,1,2,0.008,0.5,17.408,137.0,T2,1,0,1
641816,2021,673,2,2,4,0.005943536404160475,0.5,17.03,338.0,T1,1,0,1
641835,2021,203,1,0,1,0.0049261083743842365,1.0,17.525,123.0,T2,1,0,0
641851,2021,122,2,0,2,0.01639344262295082,1.0,,,,0,0,0
641871,2021,100,7,0,7,0.07,1.0,,,,0,0,0
641907,2021,123,3,0,3,0.024390243902439025,1.0,,,,0,0,0
641927,2021,371,3,2,5,0.013477088948787063,0.6,16.026,111.0,T1,1,0,0
641941,2021,195,0,1,1,0.005128205128205128,0.0,23.83,199.0,T3,1,0,1
641995,2021,4,0,0,0,0.0,,,,,0,0,0
642003,2021,34,2,0,2,0.058823529411764705,1.0,,,,0,0,0
642028,2021,147,0,0,0,0.0,,14.76,66.0,T1,1,0,0
642048,2021,70,1,0,1,0.014285714285714285,1.0,,,,0,0,0
642068,2021,78,0,1,1,0.01282051282051282,0.0,,,,0,0,0
642073,2021,35,0,0,0,0.0,,,,,0,0,0
642083,2021,116,8,1,9,0.07758620689655173,0.8888888888888888,,,,0,0,0
642092,2021,204,1,0,1,0.004901960784313725,1.0,,,,0,0,0
642100,2021,27,0,0,0,0.0,,18.775,67.0,T2,1,0,0
642121,2021,253,1,0,1,0.003952569169960474,1.0,17.248,93.0,T2,1,0,0
642130,2021,142,0,0,0,0.0,,19.251,62.0,T2,1,0,0
642152,2021,329,4,2,6,0.0182370820668693,0.6666666666666666,19.227,218.0,T2,1,0,0
642162,2021,6,0,0,0,0.0,,,,,0,0,0
642203,2021,327,1,1,2,0.0061162079510703364,0.5,16.455,56.0,T1,1,0,0
642207,2021,240,4,2,6,0.025,0.6666666666666666,24.717,172.0,T3,1,0,0
642232,2021,428,5,2,7,0.016355140186915886,0.7142857142857143,18.361,226.0,T2,1,0,1
642233,2021,63,1,0,1,0.015873015873015872,1.0,,,,0,0,0
642336,2021,7,0,0,0,0.0,,,,,0,0,0
642397,2021,183,1,0,1,0.00546448087431694,1.0,19.118,218.0,T2,1,0,0
642528,2021,270,3,0,3,0.011111111111111112,1.0,25.761,152.0,T3,1,0,1
642545,2021,232,2,0,2,0.008620689655172414,1.0,16.047,183.0,T1,1,0,0
642547,2021,384,4,4,8,0.020833333333333332,0.5,17.632,197.0,T2,1,0,1
642659,2021,8,0,0,0,0.0,,,,,0,0,0
642701,2021,199,3,1,4,0.020100502512562814,0.75,22.92,238.0,T3,1,0,1
642758,2021,37,0,0,0,0.0,,21.468,140.0,T3,1,0,0
642759,2021,28,0,0,0,0.0,,,,,0,0,0
642770,2021,23,0,0,0,0.0,,19.544,57.0,T2,1,0,0
643230,2021,112,0,0,0,0.0,,,,,0,0,0
643256,2021,254,1,2,3,0.011811023622047244,0.3333333333333333,17.875,202.0,T2,1,0,1
643290,2021,174,7,0,7,0.040229885057471264,1.0,17.631,70.0,T2,1,0,0
643316,2021,254,3,0,3,0.011811023622047244,1.0,17.261,63.0,T2,1,0,0
643327,2021,12,0,0,0,0.0,,,,,0,0,0
643338,2021,259,2,4,6,0.023166023166023165,0.3333333333333333,,,,0,0,1
643377,2021,297,8,1,9,0.030303030303030304,0.8888888888888888,20.084,213.0,T3,1,0,0
643400,2021,46,0,0,0,0.0,,,,,0,0,0
643493,2021,15,0,0,0,0.0,,16.083,104.0,T1,1,0,0
643511,2021,261,2,2,4,0.01532567049808429,0.5,17.04,248.0,T1,1,0,0
643615,2021,69,0,0,0,0.0,,17.932,64.0,T2,1,0,0
643778,2021,96,0,1,1,0.010416666666666666,0.0,,,,0,0,0
645261,2021,601,13,5,18,0.029950083194675542,0.7222222222222222,15.462,393.0,T1,1,0,0
646242,2021,54,0,0,0,0.0,,,,,0,0,0
647315,2021,150,2,0,2,0.013333333333333334,1.0,20.978,116.0,T3,1,0,0
649144,2021,184,3,1,4,0.021739130434782608,0.75,,,,0,0,0
650347,2021,28,2,0,2,0.07142857142857142,1.0,,,,0,0,0
650382,2021,138,2,2,4,0.028985507246376812,0.5,,,,0,0,0
650496,2021,218,0,0,0,0.0,,,,,0,0,0
650530,2021,181,3,0,3,0.016574585635359115,1.0,,,,0,0,0
650556,2021,169,1,0,1,0.005917159763313609,1.0,21.246,192.0,T3,1,0,0
650633,2021,206,0,0,0,0.0,,21.497,152.0,T3,1,0,0
650644,2021,327,3,4,7,0.021406727828746176,0.42857142857142855,17.45,233.0,T2,1,0,0
650668,2021,89,1,0,1,0.011235955056179775,1.0,,,,0,0,0
650671,2021,61,0,0,0,0.0,,21.128,155.0,T3,1,0,0
650828,2021,123,4,3,7,0.056910569105691054,0.5714285714285714,,,,0,0,0
650893,2021,201,2,0,2,0.009950248756218905,1.0,20.862,110.0,T3,1,0,0
650895,2021,183,5,1,6,0.03278688524590164,0.8333333333333334,20.107,133.0,T3,1,0,1
650911,2021,44,0,0,0,0.0,,15.965,121.0,T1,1,0,0
650959,2021,90,0,0,0,0.0,,,,,0,0,0
655889,2021,33,1,0,1,0.030303030303030304,1.0,,,,0,0,0
656061,2021,167,1,0,1,0.005988023952095809,1.0,17.937,138.0,T2,1,0,0
656212,2021,139,0,1,1,0.007194244604316547,0.0,,,,0,0,0
656232,2021,175,1,0,1,0.005714285714285714,1.0,,,,0,0,0
656240,2021,21,0,0,0,0.0,,,,,0,0,0
656266,2021,53,1,1,2,0.03773584905660377,0.5,,,,0,0,0
656288,2021,254,5,1,6,0.023622047244094488,0.8333333333333334,,,,0,0,0
656290,2021,17,0,0,0,0.0,,,,,0,0,0
656302,2021,543,18,1,19,0.034990791896869246,0.9473684210526315,18.427,417.0,T2,1,0,0
656322,2021,112,2,0,2,0.017857142857142856,1.0,19.508,50.0,T2,1,0,0
656353,2021,56,0,0,0,0.0,,15.405,175.0,T1,1,0,0
656354,2021,104,0,0,0,0.0,,17.102,230.0,T1,1,0,0
656420,2021,230,1,1,2,0.008695652173913044,0.5,,,,0,0,0
656427,2021,275,0,2,2,0.007272727272727273,0.0,17.455,141.0,T2,1,0,1
656457,2021,136,1,1,2,0.014705882352941176,0.5,15.337,67.0,T1,1,0,0
656458,2021,153,0,0,0,0.0,,18.367,182.0,T2,1,0,0
656464,2021,95,0,1,1,0.010526315789473684,0.0,18.987,87.0,T2,1,0,0
656529,2021,259,2,0,2,0.007722007722007722,1.0,18.246,142.0,T2,1,0,0
656546,2021,263,2,0,2,0.0076045627376425855,1.0,21.103,153.0,T3,1,0,1
656548,2021,140,2,0,2,0.014285714285714285,1.0,,,,0,0,0
656557,2021,280,6,0,6,0.02142857142857143,1.0,20.299,163.0,T3,1,0,0
656578,2021,27,0,0,0,0.0,,,,,0,0,0
656605,2021,454,6,0,6,0.013215859030837005,1.0,14.981,474.0,T1,1,0,0
656620,2021,62,0,0,0,0.0,,,,,0,0,0
656629,2021,167,5,0,5,0.029940119760479042,1.0,21.135,303.0,T3,1,0,0
656638,2021,128,3,0,3,0.0234375,1.0,17.939,188.0,T2,1,0,0
656641,2021,8,0,0,0,0.0,,,,,0,0,0
656669,2021,4,0,0,0,0.0,,,,,0,0,0
656685,2021,186,0,0,0,0.0,,21.021,146.0,T3,1,0,0
656686,2021,87,0,0,0,0.0,,15.953,75.0,T1,1,0,0
656725,2021,29,1,0,1,0.034482758620689655,1.0,,,,0,0,0
656730,2021,73,0,0,0,0.0,,19.36,147.0,T2,1,0,0
656731,2021,317,3,0,3,0.00946372239747634,1.0,21.318,119.0,T3,1,0,0
656756,2021,537,4,1,5,0.00931098696461825,0.8,20.368,347.0,T3,1,0,1
656793,2021,64,1,0,1,0.015625,1.0,19.391,257.0,T2,1,0,0
656794,2021,127,0,1,1,0.007874015748031496,0.0,15.86,118.0,T1,1,0,1
656803,2021,7,0,0,0,0.0,,18.621,73.0,T2,1,0,0
656818,2021,44,0,0,0,0.0,,19.107,66.0,T2,1,0,0
656849,2021,242,1,2,3,0.012396694214876033,0.3333333333333333,14.84,335.0,T1,1,0,0
656876,2021,190,2,0,2,0.010526315789473684,1.0,19.676,298.0,T3,1,0,0
656887,2021,77,0,0,0,0.0,,,,,0,0,1
656945,2021,232,0,0,0,0.0,,19.96,275.0,T3,1,0,1
656954,2021,345,4,1,5,0.014492753623188406,0.8,,,,0,0,0
656970,2021,17,0,0,0,0.0,,16.814,161.0,T1,1,0,0
656981,2021,70,0,1,1,0.014285714285714285,0.0,,,,0,0,0
657006,2021,221,2,1,3,0.013574660633484163,0.6666666666666666,16.647,359.0,T1,1,0,0
657024,2021,101,3,1,4,0.039603960396039604,0.75,19.436,130.0,T2,1,0,0
657031,2021,176,2,0,2,0.011363636363636364,1.0,,,,0,0,0
657044,2021,105,2,0,2,0.01904761904761905,1.0,22.06,159.0,T3,1,0,0
657053,2021,168,3,0,3,0.017857142857142856,1.0,15.388,62.0,T1,1,0,1
657093,2021,227,2,1,3,0.013215859030837005,0.6666666666666666,14.975,278.0,T1,1,0,0
657097,2021,95,1,0,1,0.010526315789473684,1.0,,,,0,0,0
657140,2021,40,1,0,1,0.025,1.0,15.974,421.0,T1,1,0,0
657141,2021,34,1,0,1,0.029411764705882353,1.0,,,,0,0,0
657228,2021,51,0,1,1,0.0196078431372549,0.0,,,,0,0,0
657240,2021,42,0,0,0,0.0,,18.434,80.0,T2,1,0,0
657248,2021,69,2,0,2,0.028985507246376812,1.0,19.452,345.0,T2,1,0,0
657277,2021,395,10,1,11,0.027848101265822784,0.9090909090909091,14.504,502.0,T1,1,0,0
657376,2021,35,1,0,1,0.02857142857142857,1.0,17.285,204.0,T2,1,0,0
657508,2021,48,0,0,0,0.0,,17.427,102.0,T2,1,0,0
657610,2021,24,0,0,0,0.0,,,,,0,0,0
657612,2021,159,0,0,0,0.0,,17.121,162.0,T1,1,0,1
657624,2021,12,0,0,0,0.0,,,,,0,0,0
657697,2021,8,0,0,0,0.0,,,,,0,0,0
657746,2021,36,2,0,2,0.05555555555555555,1.0,16.439,343.0,T1,1,0,0
657756,2021,6,0,0,0,0.0,,19.157,79.0,T2,1,0,0
658069,2021,2,0,0,0,0.0,,,,,0,0,0
658305,2021,46,0,0,0,0.0,,,,,0,0,0
658431,2021,42,1,0,1,0.023809523809523808,1.0,16.912,74.0,T1,1,0,0
658551,2021,154,0,0,0,0.0,,21.846,74.0,T3,1,0,0
658648,2021,29,0,0,0,0.0,,,,,0,0,0
659275,2021,194,4,0,4,0.020618556701030927,1.0,17.151,112.0,T1,1,0,0
660271,2021,448,2,2,4,0.008928571428571428,0.5,21.727,381.0,T3,1,0,0
660365,2021,125,0,0,0,0.0,,,,,0,0,0
660422,2021,6,1,0,1,0.16666666666666666,1.0,,,,0,0,0
660546,2021,125,2,1,3,0.024,0.6666666666666666,,,,0,0,0
660600,2021,55,0,0,0,0.0,,,,,0,0,0
660620,2021,4,0,0,0,0.0,,,,,0,0,0
660623,2021,233,5,1,6,0.02575107296137339,0.8333333333333334,,,,0,0,0
660761,2021,405,4,0,4,0.009876543209876543,1.0,22.121,242.0,T3,1,0,0
660813,2021,94,0,0,0,0.0,,17.983,102.0,T2,1,0,0
660825,2021,12,0,0,0,0.0,,,,,0,0,0
660853,2021,112,0,0,0,0.0,,20.774,135.0,T3,1,0,0
660896,2021,194,1,0,1,0.005154639175257732,1.0,,,,0,0,0
660906,2021,27,0,0,0,0.0,,20.487,52.0,T3,1,0,0
661255,2021,40,2,0,2,0.05,1.0,,,,0,0,0
661269,2021,447,10,0,10,0.02237136465324385,1.0,18.164,147.0,T2,1,0,0
661383,2021,46,1,1,2,0.043478260869565216,0.5,17.472,82.0,T2,1,0,0
661403,2021,200,4,0,4,0.02,1.0,22.793,91.0,T3,1,0,0
661440,2021,36,0,0,0,0.0,,18.857,60.0,T2,1,0,0
661527,2021,12,0,0,0,0.0,,15.757,110.0,T1,1,0,0
661563,2021,107,0,0,0,0.0,,,,,0,0,0
662253,2021,6,0,0,0,0.0,,21.589,140.0,T3,1,0,0
663366,2021,77,0,1,1,0.012987012987012988,0.0,,,,0,0,0
663372,2021,44,0,0,0,0.0,,17.299,277.0,T2,1,0,0
663378,2021,7,0,0,0,0.0,,,,,0,0,0
663399,2021,49,0,0,0,0.0,,,,,0,0,0
663423,2021,185,2,2,4,0.021621621621621623,0.5,19.65,122.0,T3,1,0,0
663432,2021,158,1,0,1,0.006329113924050633,1.0,20.758,87.0,T3,1,0,0
663460,2021,468,0,3,3,0.00641025641025641,0.0,17.647,425.0,T2,1,0,0
663465,2021,434,3,0,3,0.0069124423963133645,1.0,,,,0,0,1
663474,2021,360,4,1,5,0.013888888888888888,0.8,15.947,284.0,T1,1,0,0
663531,2021,206,0,1,1,0.0048543689320388345,0.0,,,,0,0,0
663554,2021,491,3,5,8,0.016293279022403257,0.375,,,,0,0,0
663556,2021,424,5,1,6,0.014150943396226415,0.8333333333333334,17.182,302.0,T2,1,0,0
663558,2021,51,0,0,0,0.0,,19.548,109.0,T2,1,0,0
663559,2021,131,0,1,1,0.007633587786259542,0.0,19.716,188.0,T3,1,0,0
663567,2021,14,0,0,0,0.0,,,,,0,0,0
663574,2021,152,1,1,2,0.013157894736842105,0.5,19.353,119.0,T2,1,0,0
663734,2021,163,1,0,1,0.006134969325153374,1.0,,,,0,0,0
663738,2021,337,1,0,1,0.002967359050445104,1.0,15.413,406.0,T1,1,0,0
663753,2021,108,2,0,2,0.018518518518518517,1.0,16.064,50.0,T1,1,0,0
663765,2021,258,1,0,1,0.003875968992248062,1.0,17.727,123.0,T2,1,0,0
663770,2021,129,0,0,0,0.0,,,,,0,0,0
663776,2021,367,0,2,2,0.005449591280653951,0.0,19.145,455.0,T2,1,0,0
663804,2021,145,2,0,2,0.013793103448275862,1.0,16.366,63.0,T1,1,0,0
663853,2021,4,0,0,0,0.0,,,,,0,0,0
663855,2021,57,1,0,1,0.017543859649122806,1.0,18.691,202.0,T2,1,0,0
663878,2021,75,0,0,0,0.0,,,,,0,0,0
663903,2021,541,5,3,8,0.014787430683918669,0.625,14.614,366.0,T1,1,0,0
663959,2021,14,1,0,1,0.07142857142857142,1.0,,,,0,0,0
663978,2021,424,1,2,3,0.007075471698113208,0.3333333333333333,,,,0,0,0
663986,2021,250,4,1,5,0.02,0.8,20.436,183.0,T3,1,0,0
663992,2021,46,0,1,1,0.021739130434782608,0.0,,,,0,0,0
664042,2021,136,3,1,4,0.029411764705882353,0.75,,,,0,0,0
664045,2021,108,0,1,1,0.009259259259259259,0.0,,,,0,0,0
664054,2021,78,0,0,0,0.0,,,,,0,0,0
664062,2021,243,0,2,2,0.00823045267489712,0.0,18.395,226.0,T2,1,0,0
664074,2021,138,1,0,1,0.007246376811594203,1.0,,,,0,0,0
664076,2021,66,1,0,1,0.015151515151515152,1.0,21.722,54.0,T3,1,0,0
664092,2021,88,0,0,0,0.0,,18.143,110.0,T2,1,0,0
664123,2021,40,1,1,2,0.05,0.5,19.903,170.0,T3,1,0,0
664126,2021,131,3,1,4,0.030534351145038167,0.75,,,,0,0,0
664129,2021,55,0,0,0,0.0,,,,,0,0,0
664139,2021,23,0,0,0,0.0,,15.901,161.0,T1,1,0,0
664141,2021,413,1,4,5,0.012106537530266344,0.2,15.733,422.0,T1,1,0,0
664157,2021,53,0,0,0,0.0,,,,,0,0,0
664192,2021,112,0,0,0,0.0,,,,,0,0,0
664196,2021,14,0,0,0,0.0,,,,,0,0,0
664199,2021,163,1,0,1,0.006134969325153374,1.0,21.416,147.0,T3,1,0,0
664208,2021,236,3,1,4,0.01694915254237288,0.75,20.247,263.0,T3,1,0,1
664285,2021,477,2,0,2,0.0041928721174004195,1.0,17.758,452.0,T2,1,0,1
664294,2021,5,0,0,0,0.0,,20.048,106.0,T3,1,0,0
664299,2021,431,3,1,4,0.009280742459396751,0.75,18.599,297.0,T2,1,0,0
664337,2021,43,0,0,0,0.0,,16.89,94.0,T1,1,0,0
664353,2021,316,1,2,3,0.00949367088607595,0.3333333333333333,16.427,398.0,T1,1,0,0
664584,2021,9,0,0,0,0.0,,,,,0,0,0
664682,2021,56,0,0,0,0.0,,,,,0,0,0
664714,2021,48,3,0,3,0.0625,1.0,,,,0,0,0
664776,2021,121,7,1,8,0.06611570247933884,0.875,17.97,57.0,T2,1,0,0
664789,2021,5,0,0,0,0.0,,,,,0,0,0
664852,2021,22,0,0,0,0.0,,,,,0,0,0
664854,2021,151,0,0,0,0.0,,23.103,123.0,T3,1,0,0
664875,2021,74,0,0,0,0.0,,18.685,193.0,T2,1,0,0
664901,2021,3,0,0,0,0.0,,,,,0,0,0
664918,2021,160,0,0,0,0.0,,,,,0,0,0
664948,2021,192,0,0,0,0.0,,21.142,70.0,T3,1,0,0
665152,2021,208,0,1,1,0.004807692307692308,0.0,17.223,274.0,T2,1,0,0
665620,2021,14,0,0,0,0.0,,,,,0,0,0
665621,2021,11,0,1,1,0.09090909090909091,0.0,14.793,110.0,T1,1,0,0
665625,2021,6,1,0,1,0.16666666666666666,1.0,18.91,58.0,T2,1,0,0
665645,2021,38,0,0,0,0.0,,,,,0,0,0
665661,2021,25,0,0,0,0.0,,,,,0,0,0
665665,2021,38,0,0,0,0.0,,14.563,217.0,T1,1,0,0
665733,2021,37,1,0,1,0.02702702702702703,1.0,,,,0,0,0
665759,2021,29,0,0,0,0.0,,,,,0,0,0
665795,2021,123,1,1,2,0.016260162601626018,0.5,17.392,174.0,T2,1,0,0
665854,2021,105,2,0,2,0.01904761904761905,1.0,,,,0,0,0
665896,2021,18,1,1,2,0.1111111111111111,0.5,17.289,87.0,T2,1,0,0
666120,2021,457,5,0,5,0.010940919037199124,1.0,16.221,293.0,T1,1,0,0
666129,2021,153,0,0,0,0.0,,16.7,206.0,T1,1,0,0
666159,2021,349,5,1,6,0.017191977077363897,0.8333333333333334,16.539,139.0,T1,1,0,0
666168,2021,122,2,0,2,0.01639344262295082,1.0,20.372,66.0,T3,1,0,0
666200,2021,351,2,0,2,0.005698005698005698,1.0,16.116,213.0,T1,1,0,0
666201,2021,436,0,1,1,0.0022935779816513763,0.0,20.7,410.0,T3,1,0,0
666205,2021,136,1,0,1,0.007352941176470588,1.0,,,,0,0,0
666619,2021,8,0,0,0,0.0,,,,,0,0,0
666808,2021,81,0,0,0,0.0,,22.272,234.0,T3,1,0,0
666818,2021,18,0,0,0,0.0,,19.983,75.0,T3,1,0,0
667297,2021,97,2,0,2,0.020618556701030927,1.0,20.707,167.0,T3,1,0,0
667373,2021,18,0,0,0,0.0,,,,,0,0,0
667376,2021,104,0,0,0,0.0,,,,,0,0,0
667463,2021,119,1,0,1,0.008403361344537815,1.0,16.698,160.0,T1,1,0,0
667465,2021,22,0,0,0,0.0,,,,,0,0,0
667498,2021,131,2,0,2,0.015267175572519083,1.0,17.716,52.0,T2,1,0,0
667725,2021,35,0,0,0,0.0,,,,,0,0,0
668665,2021,8,0,0,0,0.0,,19.875,55.0,T3,1,0,0
668670,2021,5,0,0,0,0.0,,,,,0,0,0
668676,2021,440,3,1,4,0.00909090909090909,0.75,15.414,318.0,T1,1,0,0
668678,2021,571,1,1,2,0.0035026269702276708,0.5,16.914,326.0,T1,1,0,0
668687,2021,99,1,1,2,0.020202020202020204,0.5,,,,0,0,0
668820,2021,146,2,1,3,0.02054794520547945,0.6666666666666666,,,,0,0,0
668941,2021,27,0,0,0,0.0,,,,,0,0,0
668968,2021,32,0,0,0,0.0,,,,,0,0,0
669060,2021,266,4,0,4,0.015037593984962405,1.0,17.147,335.0,T1,1,0,1
669135,2021,35,0,0,0,0.0,,,,,0,0,0
669145,2021,242,2,1,3,0.012396694214876033,0.6666666666666666,18.105,141.0,T2,1,0,0
669160,2021,54,2,1,3,0.05555555555555555,0.6666666666666666,16.698,72.0,T1,1,0,0
669169,2021,89,0,1,1,0.011235955056179775,0.0,16.735,340.0,T1,1,0,0
669203,2021,477,11,2,13,0.027253668763102725,0.8461538461538461,21.088,390.0,T3,1,0,1
669211,2021,403,0,0,0,0.0,,14.405,199.0,T1,1,0,0
669212,2021,260,2,0,2,0.007692307692307693,1.0,15.78,146.0,T1,1,0,0
669214,2021,33,0,0,0,0.0,,,,,0,0,0
669276,2021,6,0,0,0,0.0,,20.065,97.0,T3,1,0,0
669294,2021,97,1,0,1,0.010309278350515464,1.0,,,,0,0,0
669302,2021,415,9,0,9,0.021686746987951807,1.0,15.153,438.0,T1,1,0,0
669330,2021,153,0,0,0,0.0,,19.683,197.0,T3,1,0,0
669358,2021,21,0,0,0,0.0,,21.447,68.0,T3,1,0,0
669373,2021,500,2,2,4,0.008,0.5,15.79,289.0,T1,1,0,0
669395,2021,27,0,0,0,0.0,,18.98,259.0,T2,1,0,0
669424,2021,21,1,0,1,0.047619047619047616,1.0,19.042,137.0,T2,1,0,0
669432,2021,489,8,1,9,0.018404907975460124,0.8888888888888888,17.255,311.0,T2,1,0,0
669456,2021,324,2,2,4,0.012345679012345678,0.5,14.55,316.0,T1,1,0,1
669459,2021,44,0,0,0,0.0,,17.923,111.0,T2,1,0,0
669618,2021,112,1,0,1,0.008928571428571428,1.0,21.688,103.0,T3,1,0,0
669622,2021,225,1,2,3,0.013333333333333334,0.3333333333333333,,,,0,0,0
669674,2021,150,1,0,1,0.006666666666666667,1.0,12.758,123.0,T1,1,0,0
669735,2021,118,1,1,2,0.01694915254237288,0.5,,,,0,0,0
669912,2021,31,0,0,0,0.0,,18.23,194.0,T2,1,0,0
669935,2021,91,0,0,0,0.0,,,,,0,0,0
669952,2021,136,3,1,4,0.029411764705882353,0.75,19.332,279.0,T2,1,0,0
670050,2021,16,0,0,0,0.0,,,,,0,0,0
670056,2021,93,0,1,1,0.010752688172043012,0.0,,,,0,0,0
670057,2021,22,0,0,0,0.0,,,,,0,0,0
670087,2021,15,0,0,0,0.0,,,,,0,0,0
670090,2021,57,0,0,0,0.0,,20.398,101.0,T3,1,0,0
670167,2021,13,0,0,0,0.0,,20.716,210.0,T3,1,0,0
