pitcher_id,pitcher_name,season,level_name,opp_1b_2b,opp_2b_3b,games,total_opps,sb,cs,attempts,attempt_rate,success_rate,sb_rate
448179,Rich Hill,2022,AA,2,0,1,2,0,0,0,0.0,,0.0
453286,Max Scherzer,2022,AA,3,5,2,8,3,0,3,0.375,1.0,0.375
489446,Kirby Yates,2022,AA,0,1,1,1,0,0,0,0.0,,0.0
501985,Mike Minor,2022,AA,2,2,1,4,0,0,0,0.0,,0.0
518774,Matt Harvey,2022,AA,3,2,2,5,2,0,2,0.4,1.0,0.4
519242,Chris Sale,2022,AA,1,1,1,2,0,0,0,0.0,,0.0
543056,Danny Coulombe,2022,AA,1,0,1,1,0,0,0,0.0,,0.0
543606,Jake Odorizzi,2022,AA,2,0,1,2,1,0,1,0.5,1.0,0.5
547973,Aroldis Chapman,2022,AA,2,2,3,4,2,1,3,0.75,0.6666666666666666,0.5
554241,Andy Otero,2022,AA,26,14,7,40,4,1,5,0.125,0.8,0.1
571736,Brooks Hall,2022,AA,13,10,4,23,3,1,4,0.17391304347826086,0.75,0.13043478260869565
571760,Andrew Heaney,2022,AA,2,0,1,2,0,0,0,0.0,,0.0
571825,James Jones,2022,AA,1,0,1,1,0,0,0,0.0,,0.0
571927,Steven Matz,2022,AA,1,3,2,4,0,0,0,0.0,,0.0
571951,Bryan Mitchell,2022,AA,9,9,4,18,7,1,8,0.4444444444444444,0.875,0.3888888888888889
592155,Cam Booser,2022,AA,21,10,16,31,0,1,1,0.03225806451612903,0.0,0.0
592230,Kaleb Cowart,2022,AA,8,5,7,13,2,0,2,0.15384615384615385,1.0,0.15384615384615385
592288,Kent Emanuel,2022,AA,4,2,1,6,1,0,1,0.16666666666666666,1.0,0.16666666666666666
593334,Domingo Germán,2022,AA,1,0,1,1,0,0,0,0.0,,0.0
595893,Bryan Brickhouse,2022,AA,38,21,14,59,12,1,13,0.22033898305084745,0.9230769230769231,0.2033898305084746
595926,Jason Creasy,2022,AA,7,4,9,11,0,0,0,0.0,,0.0
596071,Dillon Peters,2022,AA,1,0,1,1,0,0,0,0.0,,0.0
598264,Matt Barnes,2022,AA,1,2,2,3,0,0,0,0.0,,0.0
600355,Tyler Herb,2022,AA,21,6,7,27,0,2,2,0.07407407407407407,0.0,0.0
600853,Jose Adames,2022,AA,14,10,15,24,5,1,6,0.25,0.8333333333333334,0.20833333333333334
600917,José Leclerc,2022,AA,2,1,2,3,0,0,0,0.0,,0.0
602929,Markus Solbach,2022,AA,32,17,14,49,1,1,2,0.04081632653061224,0.5,0.02040816326530612
605254,Daniel Gossett,2022,AA,43,19,14,62,6,1,7,0.11290322580645161,0.8571428571428571,0.0967741935483871
605335,Brandon Leibrandt,2022,AA,19,7,8,26,2,2,4,0.15384615384615385,0.5,0.07692307692307693
605452,Joe Ross,2022,AA,2,0,1,2,0,0,0,0.0,,0.0
606981,Darin Gillies,2022,AA,3,6,3,9,3,0,3,0.3333333333333333,1.0,0.3333333333333333
606996,Kyle Hart,2022,AA,18,13,10,31,3,1,4,0.12903225806451613,0.75,0.0967741935483871
607114,Matt Wivinis,2022,AA,5,4,4,9,5,0,5,0.5555555555555556,1.0,0.5555555555555556
607215,Eric Skoglund,2022,AA,3,1,3,4,0,1,1,0.25,0.0,0.0
607609,A.J. Ladwig,2022,AA,58,34,20,92,4,0,4,0.043478260869565216,1.0,0.043478260869565216
608379,Michael Wacha,2022,AA,2,2,1,4,1,0,1,0.25,1.0,0.25
612434,Miguel Castro,2022,AA,2,2,2,4,0,0,0,0.0,,0.0
620445,José Mujica,2022,AA,0,1,1,1,0,0,0,0.0,,0.0
621053,Tyler Ferguson,2022,AA,20,17,20,37,4,1,5,0.13513513513513514,0.8,0.10810810810810811
621058,Andrew Moore,2022,AA,13,6,6,19,2,0,2,0.10526315789473684,1.0,0.10526315789473684
621078,Brady Lail,2022,AA,27,11,9,38,6,1,7,0.18421052631578946,0.8571428571428571,0.15789473684210525
621121,Lance McCullers Jr.,2022,AA,2,0,1,2,0,0,0,0.0,,0.0
621249,Duane Underwood Jr.,2022,AA,2,0,2,2,0,0,0,0.0,,0.0
621377,Tyler Pike,2022,AA,43,21,29,64,11,1,12,0.1875,0.9166666666666666,0.171875
621455,Sean McLaughlin,2022,AA,33,21,28,54,1,1,2,0.037037037037037035,0.5,0.018518518518518517
622098,Drew Smith,2022,AA,1,0,1,1,0,0,0,0.0,,0.0
622230,Andrew Lee,2022,AA,31,16,23,47,7,2,9,0.19148936170212766,0.7777777777777778,0.14893617021276595
622246,Bubba Derby,2022,AA,8,5,7,13,0,1,1,0.07692307692307693,0.0,0.0
622353,Ramon Santos,2022,AA,0,2,1,2,0,0,0,0.0,,0.0
622379,Luis F. Castillo,2022,AA,1,3,2,4,0,0,0,0.0,,0.0
