gamePk,game_date,team_id,team_name,side,sb,cs,attempts,sb_allowed,cs_allowed,attempts_allowed
645105,2021-08-05,4124,Pensacola Blue Wahoos,away,1,0,1,0,0,0
645105,2021-08-05,5015,Biloxi Shuckers,home,0,0,0,1,0,1
644979,2021-08-05,430,Mississippi Braves,away,1,0,1,2,0,2
644979,2021-08-05,247,Birmingham Barons,home,2,0,2,1,0,1
646895,2021-08-05,260,Tulsa Drillers,away,0,0,0,1,0,1
646895,2021-08-05,440,Springfield Cardinals,home,1,0,1,0,0,0
647038,2021-08-05,482,Corpus Christi Hooks,away,0,0,0,0,0,0
647038,2021-08-05,510,San Antonio Missions,home,0,0,0,0,0,0
646679,2021-08-05,237,Midland RockHounds,away,0,0,0,1,1,2
646679,2021-08-05,3898,Wichita Wind Surge,home,1,1,2,0,0,0
647366,2021-08-05,5368,Amarillo Sod Poodles,away,1,0,1,0,1,1
647366,2021-08-05,540,Frisco RoughRiders,home,0,1,1,1,0,1
647701,2021-08-05,1350,Northwest Arkansas Naturals,away,0,0,0,0,0,0
647701,2021-08-05,574,Arkansas Travelers,home,0,0,0,0,0,0
646581,2021-08-06,452,Altoona Curve,away,5,1,6,1,0,1
646581,2021-08-06,402,Akron RubberDucks,home,1,0,1,5,1,6
646557,2021-08-06,402,Akron RubberDucks,away,0,0,0,0,1,1
646557,2021-08-06,452,Altoona Curve,home,0,1,1,0,0,0
644651,2021-08-06,553,Tennessee Smokies,away,1,0,1,0,0,0
644651,2021-08-06,421,Montgomery Biscuits,home,0,0,0,1,0,1
644671,2021-08-06,553,Tennessee Smokies,away,0,0,0,5,0,5
644671,2021-08-06,421,Montgomery Biscuits,home,5,0,5,0,0,0
645416,2021-08-06,522,Reading Fightin Phils,away,1,1,2,0,0,0
645416,2021-08-06,3410,Richmond Flying Squirrels,home,0,0,0,1,1,2
645955,2021-08-06,106,Erie SeaWolves,away,0,0,0,1,1,2
645955,2021-08-06,547,Harrisburg Senators,home,1,1,2,0,0,0
645696,2021-08-06,538,Hartford Yard Goats,away,1,0,1,2,0,2
645696,2021-08-06,463,New Hampshire Fisher Cats,home,2,0,2,1,0,1
646290,2021-08-06,546,Portland Sea Dogs,away,0,1,1,1,2,3
646290,2021-08-06,505,Binghamton Rumble Ponies,home,1,2,3,0,1,1
645212,2021-08-06,418,Bowie Baysox,away,1,0,1,3,0,3
645212,2021-08-06,1956,Somerset Patriots,home,3,0,3,1,0,1
644899,2021-08-06,559,Rocket City Trash Pandas,away,0,0,0,0,0,0
644899,2021-08-06,498,Chattanooga Lookouts,home,0,0,0,0,0,0
645102,2021-08-06,4124,Pensacola Blue Wahoos,away,0,0,0,1,0,1
645102,2021-08-06,5015,Biloxi Shuckers,home,1,0,1,0,0,0
644977,2021-08-06,430,Mississippi Braves,away,0,0,0,0,0,0
644977,2021-08-06,247,Birmingham Barons,home,0,0,0,0,0,0
646909,2021-08-06,260,Tulsa Drillers,away,0,0,0,0,0,0
646909,2021-08-06,440,Springfield Cardinals,home,0,0,0,0,0,0
647036,2021-08-06,482,Corpus Christi Hooks,away,1,0,1,0,0,0
647036,2021-08-06,510,San Antonio Missions,home,0,0,0,1,0,1
646678,2021-08-06,237,Midland RockHounds,away,0,1,1,0,0,0
646678,2021-08-06,3898,Wichita Wind Surge,home,0,0,0,0,1,1
647364,2021-08-06,5368,Amarillo Sod Poodles,away,0,2,2,4,0,4
647364,2021-08-06,540,Frisco RoughRiders,home,4,0,4,0,2,2
647699,2021-08-06,1350,Northwest Arkansas Naturals,away,1,1,2,0,0,0
647699,2021-08-06,574,Arkansas Travelers,home,0,0,0,1,1,2
645953,2021-08-07,106,Erie SeaWolves,away,0,0,0,0,0,0
645953,2021-08-07,547,Harrisburg Senators,home,0,0,0,0,0,0
645414,2021-08-07,522,Reading Fightin Phils,away,1,1,2,1,0,1
645414,2021-08-07,3410,Richmond Flying Squirrels,home,1,0,1,1,1,2
646302,2021-08-07,546,Portland Sea Dogs,away,0,1,1,2,0,2
646302,2021-08-07,505,Binghamton Rumble Ponies,home,2,0,2,0,1,1
646892,2021-08-07,260,Tulsa Drillers,away,0,0,0,0,1,1
646892,2021-08-07,440,Springfield Cardinals,home,0,1,1,0,0,0
646565,2021-08-07,452,Altoona Curve,away,1,0,1,0,0,0
646565,2021-08-07,402,Akron RubberDucks,home,0,0,0,1,0,1
645697,2021-08-07,538,Hartford Yard Goats,away,2,0,2,4,0,4
645697,2021-08-07,463,New Hampshire Fisher Cats,home,4,0,4,2,0,2
644649,2021-08-07,553,Tennessee Smokies,away,0,0,0,0,0,0
644649,2021-08-07,421,Montgomery Biscuits,home,0,0,0,0,0,0
645260,2021-08-07,418,Bowie Baysox,away,0,0,0,1,0,1
645260,2021-08-07,1956,Somerset Patriots,home,1,0,1,0,0,0
646668,2021-08-07,237,Midland RockHounds,away,1,0,1,3,0,3
646668,2021-08-07,3898,Wichita Wind Surge,home,3,0,3,1,0,1
647697,2021-08-07,1350,Northwest Arkansas Naturals,away,2,0,2,0,0,0
647697,2021-08-07,574,Arkansas Travelers,home,0,0,0,2,0,2
644900,2021-08-07,559,Rocket City Trash Pandas,away,2,0,2,0,0,0
644900,2021-08-07,498,Chattanooga Lookouts,home,0,0,0,2,0,2
644975,2021-08-07,430,Mississippi Braves,away,1,0,1,2,0,2
644975,2021-08-07,247,Birmingham Barons,home,2,0,2,1,0,1
645101,2021-08-07,4124,Pensacola Blue Wahoos,away,1,0,1,1,0,1
645101,2021-08-07,5015,Biloxi Shuckers,home,1,0,1,1,0,1
647034,2021-08-07,482,Corpus Christi Hooks,away,0,0,0,0,0,0
647034,2021-08-07,510,San Antonio Missions,home,0,0,0,0,0,0
647362,2021-08-07,5368,Amarillo Sod Poodles,away,0,1,1,0,0,0
647362,2021-08-07,540,Frisco RoughRiders,home,0,0,0,0,1,1
645952,2021-08-08,106,Erie SeaWolves,away,0,0,0,0,0,0
645952,2021-08-08,547,Harrisburg Senators,home,0,0,0,0,0,0
646299,2021-08-08,546,Portland Sea Dogs,away,0,0,0,1,1,2
646299,2021-08-08,505,Binghamton Rumble Ponies,home,1,1,2,0,0,0
645693,2021-08-08,538,Hartford Yard Goats,away,2,0,2,1,1,2
645693,2021-08-08,463,New Hampshire Fisher Cats,home,1,1,2,2,0,2
646578,2021-08-08,452,Altoona Curve,away,1,0,1,0,0,0
646578,2021-08-08,402,Akron RubberDucks,home,0,0,0,1,0,1
646675,2021-08-08,237,Midland RockHounds,away,0,0,0,0,0,0
646675,2021-08-08,3898,Wichita Wind Surge,home,0,0,0,0,0,0
644912,2021-08-08,559,Rocket City Trash Pandas,away,2,0,2,0,0,0
644912,2021-08-08,498,Chattanooga Lookouts,home,0,0,0,2,0,2
647689,2021-08-08,1350,Northwest Arkansas Naturals,away,6,0,6,0,0,0
647689,2021-08-08,574,Arkansas Travelers,home,0,0,0,6,0,6
644647,2021-08-08,553,Tennessee Smokies,away,0,0,0,1,0,1
644647,2021-08-08,421,Montgomery Biscuits,home,1,0,1,0,0,0
644973,2021-08-08,430,Mississippi Braves,away,1,1,2,2,0,2
644973,2021-08-08,247,Birmingham Barons,home,2,0,2,1,1,2
645259,2021-08-08,418,Bowie Baysox,away,0,0,0,0,0,0
645259,2021-08-08,1956,Somerset Patriots,home,0,0,0,0,0,0
645413,2021-08-08,522,Reading Fightin Phils,away,0,2,2,0,0,0
645413,2021-08-08,3410,Richmond Flying Squirrels,home,0,0,0,0,2,2
645100,2021-08-08,4124,Pensacola Blue Wahoos,away,0,0,0,4,0,4
645100,2021-08-08,5015,Biloxi Shuckers,home,4,0,4,0,0,0
646891,2021-08-08,260,Tulsa Drillers,away,0,0,0,0,0,0
646891,2021-08-08,440,Springfield Cardinals,home,0,0,0,0,0,0
647033,2021-08-08,482,Corpus Christi Hooks,away,0,2,2,1,1,2
647033,2021-08-08,510,San Antonio Missions,home,1,1,2,0,2,2
647360,2021-08-08,5368,Amarillo Sod Poodles,away,3,0,3,1,0,1
647360,2021-08-08,540,Frisco RoughRiders,home,1,0,1,3,0,3
645950,2021-08-10,463,New Hampshire Fisher Cats,away,4,1,5,1,1,2
645950,2021-08-10,547,Harrisburg Senators,home,1,1,2,4,1,5
646301,2021-08-10,538,Hartford Yard Goats,away,1,0,1,0,0,0
646301,2021-08-10,505,Binghamton Rumble Ponies,home,0,0,0,1,0,1
646188,2021-08-10,3410,Richmond Flying Squirrels,away,1,0,1,1,0,1
646188,2021-08-10,418,Bowie Baysox,home,1,0,1,1,0,1
645449,2021-08-10,402,Akron RubberDucks,away,1,2,3,0,0,0
645449,2021-08-10,522,Reading Fightin Phils,home,0,0,0,1,2,3
642980,2021-08-10,559,Rocket City Trash Pandas,away,0,0,0,1,1,2
642980,2021-08-10,553,Tennessee Smokies,home,1,1,2,0,0,0
646093,2021-08-10,452,Altoona Curve,away,1,0,1,0,0,0
646093,2021-08-10,106,Erie SeaWolves,home,0,0,0,1,0,1
647314,2021-08-10,510,San Antonio Missions,away,0,0,0,0,0,0
647314,2021-08-10,237,Midland RockHounds,home,0,0,0,0,0,0
644525,2021-08-10,421,Montgomery Biscuits,away,2,0,2,1,1,2
644525,2021-08-10,4124,Pensacola Blue Wahoos,home,1,1,2,2,0,2
644737,2021-08-10,5015,Biloxi Shuckers,away,0,0,0,0,0,0
644737,2021-08-10,430,Mississippi Braves,home,0,0,0,0,0,0
644971,2021-08-10,498,Chattanooga Lookouts,away,1,1,2,0,0,0
644971,2021-08-10,247,Birmingham Barons,home,0,0,0,1,1,2
646766,2021-08-10,3898,Wichita Wind Surge,away,1,0,1,0,0,0
646766,2021-08-10,260,Tulsa Drillers,home,0,0,0,1,0,1
647832,2021-08-10,482,Corpus Christi Hooks,away,0,1,1,0,0,0
647832,2021-08-10,5368,Amarillo Sod Poodles,home,0,0,0,0,1,1
647686,2021-08-10,440,Springfield Cardinals,away,0,0,0,0,0,0
647686,2021-08-10,574,Arkansas Travelers,home,0,0,0,0,0,0
645256,2021-08-10,546,Portland Sea Dogs,away,0,0,0,1,0,1
645256,2021-08-10,1956,Somerset Patriots,home,1,0,1,0,0,0
647167,2021-08-10,540,Frisco RoughRiders,away,0,0,0,0,0,0
647167,2021-08-10,1350,Northwest Arkansas Naturals,home,0,0,0,0,0,0
646187,2021-08-11,3410,Richmond Flying Squirrels,away,0,0,0,1,2,3
646187,2021-08-11,418,Bowie Baysox,home,1,2,3,0,0,0
645253,2021-08-11,546,Portland Sea Dogs,away,0,1,1,0,0,0
645253,2021-08-11,1956,Somerset Patriots,home,0,0,0,0,1,1
645256,2021-08-11,546,Portland Sea Dogs,away,0,0,0,1,0,1
645256,2021-08-11,1956,Somerset Patriots,home,1,0,1,0,0,0
644525,2021-08-11,421,Montgomery Biscuits,away,2,0,2,1,1,2
644525,2021-08-11,4124,Pensacola Blue Wahoos,home,1,1,2,2,0,2
645937,2021-08-11,463,New Hampshire Fisher Cats,away,0,1,1,1,1,2
645937,2021-08-11,547,Harrisburg Senators,home,1,1,2,0,1,1
646297,2021-08-11,538,Hartford Yard Goats,away,1,0,1,0,0,0
646297,2021-08-11,505,Binghamton Rumble Ponies,home,0,0,0,1,0,1
642979,2021-08-11,559,Rocket City Trash Pandas,away,0,0,0,0,0,0
642979,2021-08-11,553,Tennessee Smokies,home,0,0,0,0,0,0
647313,2021-08-11,510,San Antonio Missions,away,0,0,0,1,0,1
647313,2021-08-11,237,Midland RockHounds,home,1,0,1,0,0,0
644501,2021-08-11,421,Montgomery Biscuits,away,0,2,2,1,0,1
644501,2021-08-11,4124,Pensacola Blue Wahoos,home,1,0,1,0,2,2
644736,2021-08-11,5015,Biloxi Shuckers,away,2,0,2,1,1,2
644736,2021-08-11,430,Mississippi Braves,home,1,1,2,2,0,2
644969,2021-08-11,498,Chattanooga Lookouts,away,1,0,1,0,0,0
644969,2021-08-11,247,Birmingham Barons,home,0,0,0,1,0,1
647166,2021-08-11,540,Frisco RoughRiders,away,0,0,0,4,1,5
647166,2021-08-11,1350,Northwest Arkansas Naturals,home,4,1,5,0,0,0
646768,2021-08-11,3898,Wichita Wind Surge,away,0,1,1,0,0,0
646768,2021-08-11,260,Tulsa Drillers,home,0,0,0,0,1,1
647761,2021-08-11,482,Corpus Christi Hooks,away,0,1,1,1,0,1
647761,2021-08-11,5368,Amarillo Sod Poodles,home,1,0,1,0,1,1
647685,2021-08-11,440,Springfield Cardinals,away,0,0,0,0,0,0
647685,2021-08-11,574,Arkansas Travelers,home,0,0,0,0,0,0
646061,2021-08-11,452,Altoona Curve,away,0,0,0,0,0,0
646061,2021-08-11,106,Erie SeaWolves,home,0,0,0,0,0,0
645447,2021-08-11,402,Akron RubberDucks,away,1,1,2,0,0,0
645447,2021-08-11,522,Reading Fightin Phils,home,0,0,0,1,1,2
645933,2021-08-12,463,New Hampshire Fisher Cats,away,0,0,0,0,0,0
645933,2021-08-12,547,Harrisburg Senators,home,0,0,0,0,0,0
646083,2021-08-12,452,Altoona Curve,away,0,0,0,1,0,1
646083,2021-08-12,106,Erie SeaWolves,home,1,0,1,0,0,0
646061,2021-08-12,452,Altoona Curve,away,0,0,0,0,0,0
646061,2021-08-12,106,Erie SeaWolves,home,0,0,0,0,0,0
646294,2021-08-12,538,Hartford Yard Goats,away,0,0,0,0,0,0
646294,2021-08-12,505,Binghamton Rumble Ponies,home,0,0,0,0,0,0
646184,2021-08-12,3410,Richmond Flying Squirrels,away,0,0,0,1,1,2
646184,2021-08-12,418,Bowie Baysox,home,1,1,2,0,0,0
642978,2021-08-12,559,Rocket City Trash Pandas,away,6,1,7,0,0,0
642978,2021-08-12,553,Tennessee Smokies,home,0,0,0,6,1,7
645446,2021-08-12,402,Akron RubberDucks,away,1,1,2,0,1,1
645446,2021-08-12,522,Reading Fightin Phils,home,0,1,1,1,1,2
645251,2021-08-12,546,Portland Sea Dogs,away,1,1,2,0,0,0
645251,2021-08-12,1956,Somerset Patriots,home,0,0,0,1,1,2
644528,2021-08-12,421,Montgomery Biscuits,away,1,0,1,0,1,1
644528,2021-08-12,4124,Pensacola Blue Wahoos,home,0,1,1,1,0,1
644733,2021-08-12,5015,Biloxi Shuckers,away,0,1,1,1,0,1
644733,2021-08-12,430,Mississippi Braves,home,1,0,1,0,1,1
647312,2021-08-12,510,San Antonio Missions,away,1,2,3,1,0,1
647312,2021-08-12,237,Midland RockHounds,home,1,0,1,1,2,3
644967,2021-08-12,498,Chattanooga Lookouts,away,0,0,0,0,0,0
644967,2021-08-12,247,Birmingham Barons,home,0,0,0,0,0,0
647164,2021-08-12,540,Frisco RoughRiders,away,3,0,3,3,1,4
647164,2021-08-12,1350,Northwest Arkansas Naturals,home,3,1,4,3,0,3
646764,2021-08-12,3898,Wichita Wind Surge,away,2,0,2,0,1,1
646764,2021-08-12,260,Tulsa Drillers,home,0,1,1,2,0,2
647757,2021-08-12,482,Corpus Christi Hooks,away,0,0,0,0,0,0
647757,2021-08-12,5368,Amarillo Sod Poodles,home,0,0,0,0,0,0
647676,2021-08-12,440,Springfield Cardinals,away,1,0,1,1,1,2
647676,2021-08-12,574,Arkansas Travelers,home,1,1,2,1,0,1
645934,2021-08-13,463,New Hampshire Fisher Cats,away,2,0,2,0,0,0
645934,2021-08-13,547,Harrisburg Senators,home,0,0,0,2,0,2
642977,2021-08-13,559,Rocket City Trash Pandas,away,0,0,0,1,0,1
642977,2021-08-13,553,Tennessee Smokies,home,1,0,1,0,0,0
646055,2021-08-13,452,Altoona Curve,away,1,0,1,1,0,1
646055,2021-08-13,106,Erie SeaWolves,home,1,0,1,1,0,1
645537,2021-08-13,402,Akron RubberDucks,away,1,0,1,0,0,0
