team_id,team_name,season,level_id,level_name,month,games,sb,cs,attempts,sb_allowed,cs_allowed,attempts_allowed,success_rate,success_rate_allowed
102,Round Rock Express,2022,11,AAA,4,23,17,9,26,28,5,33,0.6538461538461539,0.8484848484848485
102,Round Rock Express,2022,11,AAA,5,26,37,7,44,33,7,40,0.8409090909090909,0.825
102,Round Rock Express,2022,11,AAA,6,3,1,1,2,5,1,6,0.5,0.8333333333333334
103,Lake Elsinore Storm,2021,14,A,5,24,40,7,47,40,11,51,0.851063829787234,0.7843137254901961
103,Lake Elsinore Storm,2021,14,A,6,18,37,10,47,25,7,32,0.7872340425531915,0.78125
103,Lake Elsinore Storm,2021,14,A,7,27,37,12,49,34,12,46,0.7551020408163265,0.7391304347826086
103,Lake Elsinore Storm,2021,14,A,8,27,32,11,43,19,16,35,0.7441860465116279,0.5428571428571428
103,Lake Elsinore Storm,2021,14,A,9,19,19,10,29,17,11,28,0.6551724137931034,0.6071428571428571
105,Sacramento River Cats,2022,11,AAA,4,23,24,5,29,15,9,24,0.8275862068965517,0.625
105,Sacramento River Cats,2022,11,AAA,5,26,18,6,24,27,4,31,0.75,0.8709677419354839
105,Sacramento River Cats,2022,11,AAA,6,3,2,1,3,1,0,1,0.6666666666666666,1.0
106,Erie SeaWolves,2021,12,AA,8,25,12,4,16,11,6,17,0.75,0.6470588235294118
106,Erie SeaWolves,2021,12,AA,9,17,8,3,11,8,3,11,0.7272727272727273,0.7272727272727273
233,Charleston RiverDogs,2021,14,A,5,24,27,8,35,30,6,36,0.7714285714285715,0.8333333333333334
233,Charleston RiverDogs,2021,14,A,6,18,35,4,39,19,7,26,0.8974358974358975,0.7307692307692307
233,Charleston RiverDogs,2021,14,A,7,32,53,17,70,37,8,45,0.7571428571428571,0.8222222222222222
233,Charleston RiverDogs,2021,14,A,8,32,39,6,45,26,10,36,0.8666666666666667,0.7222222222222222
233,Charleston RiverDogs,2021,14,A,9,25,15,7,22,10,18,28,0.6818181818181818,0.35714285714285715
234,Durham Bulls,2022,11,AAA,4,23,20,10,30,26,1,27,0.6666666666666666,0.9629629629629629
234,Durham Bulls,2022,11,AAA,5,32,29,14,43,30,13,43,0.6744186046511628,0.6976744186046512
234,Durham Bulls,2022,11,AAA,6,3,1,0,1,6,0,6,1.0,1.0
235,Memphis Redbirds,2022,11,AAA,4,23,18,2,20,22,10,32,0.9,0.6875
235,Memphis Redbirds,2022,11,AAA,5,32,43,11,54,35,4,39,0.7962962962962963,0.8974358974358975
235,Memphis Redbirds,2022,11,AAA,6,3,6,0,6,2,1,3,1.0,0.6666666666666666
237,Midland RockHounds,2021,12,AA,8,23,9,4,13,19,11,30,0.6923076923076923,0.6333333333333333
237,Midland RockHounds,2021,12,AA,9,20,4,6,10,6,5,11,0.4,0.5454545454545454
238,Oklahoma City Dodgers,2022,11,AAA,4,23,14,9,23,20,11,31,0.6086956521739131,0.6451612903225806
238,Oklahoma City Dodgers,2022,11,AAA,5,32,17,3,20,30,7,37,0.85,0.8108108108108109
238,Oklahoma City Dodgers,2022,11,AAA,6,3,5,1,6,1,1,2,0.8333333333333334,0.5
247,Birmingham Barons,2021,12,AA,8,38,37,3,40,35,11,46,0.925,0.7608695652173914
247,Birmingham Barons,2021,12,AA,9,27,9,4,13,9,10,19,0.6923076923076923,0.47368421052631576
249,Carolina Mudcats,2021,14,A,5,30,57,4,61,47,6,53,0.9344262295081968,0.8867924528301887
249,Carolina Mudcats,2021,14,A,6,32,71,10,81,96,18,114,0.8765432098765432,0.8421052631578947
249,Carolina Mudcats,2021,14,A,7,33,44,12,56,60,16,76,0.7857142857142857,0.7894736842105263
249,Carolina Mudcats,2021,14,A,8,29,46,12,58,84,11,95,0.7931034482758621,0.8842105263157894
249,Carolina Mudcats,2021,14,A,9,20,10,3,13,50,11,61,0.7692307692307693,0.819672131147541
259,Fresno Grizzlies,2021,14,A,5,24,34,16,50,13,6,19,0.68,0.6842105263157895
259,Fresno Grizzlies,2021,14,A,6,18,40,8,48,13,6,19,0.8333333333333334,0.6842105263157895
259,Fresno Grizzlies,2021,14,A,7,30,61,24,85,20,19,39,0.7176470588235294,0.5128205128205128
