gamePk,season,level_name,play_idx,pitcher_id,pitcher_name,batter_id,balls,strikes,outs,runner_state,opp_1b_2b,opp_2b_3b
722652,2023,AAA,6,675914,Tony Dibrell,666915,0,1,2,1__,1,0
722652,2023,AAA,16,676477,Garrett Whitlock,664901,3,2,0,1__,1,0
722652,2023,AAA,17,676477,Garrett Whitlock,683146,1,1,2,12_,0,1
722652,2023,AAA,23,675914,Tony Dibrell,666152,2,1,2,1__,1,0
722652,2023,AAA,27,676477,Garrett Whitlock,666137,4,1,1,1__,1,0
722652,2023,AAA,32,675914,Tony Dibrell,594953,0,0,1,1__,1,0
722652,2023,AAA,33,675914,Tony Dibrell,592348,0,2,1,12_,0,1
722652,2023,AAA,34,675914,Tony Dibrell,680837,2,1,2,12_,0,1
722652,2023,AAA,40,607188,Jake Faria,668901,4,1,2,1__,1,0
722652,2023,AAA,48,682175,Joe Jacques,666126,0,0,2,1__,1,0
722652,2023,AAA,49,682175,Joe Jacques,664901,4,2,2,12_,0,1
722652,2023,AAA,57,663767,Chase Shugart,668901,1,2,0,1__,1,0
722652,2023,AAA,58,663767,Chase Shugart,677595,2,2,1,12_,0,1
722652,2023,AAA,63,657745,Bubby Rossman,666152,1,2,0,1__,1,0
722652,2023,AAA,64,657745,Bubby Rossman,666915,2,1,2,1_3,1,0
722652,2023,AAA,70,679358,Eric Orze,594953,4,0,0,1__,1,0
722652,2023,AAA,71,679358,Eric Orze,592348,4,0,0,12_,0,1
722652,2023,AAA,73,679358,Eric Orze,656185,0,0,1,1_3,1,0
723026,2023,AAA,2,672851,Joan Adon,665019,1,2,2,1__,1,0
723026,2023,AAA,8,672851,Joan Adon,665560,0,1,2,1__,1,0
723026,2023,AAA,11,674681,Michael Plassmeyer,663905,2,2,0,1__,1,0
723026,2023,AAA,14,674681,Michael Plassmeyer,681974,1,1,1,_2_,0,1
723026,2023,AAA,15,674681,Michael Plassmeyer,680963,0,0,1,1__,1,0
723026,2023,AAA,16,674681,Michael Plassmeyer,671117,1,0,2,12_,0,1
723026,2023,AAA,20,672851,Joan Adon,665922,2,0,1,1__,1,0
723026,2023,AAA,21,672851,Joan Adon,664068,0,0,2,12_,0,1
723026,2023,AAA,31,668968,Hans Crouse,681974,3,2,3,12_,0,1
723026,2023,AAA,34,672851,Joan Adon,605244,0,0,2,_2_,0,1
723026,2023,AAA,36,672851,Joan Adon,664068,1,1,2,1__,1,0
723026,2023,AAA,39,668968,Hans Crouse,671117,2,0,1,_2_,0,1
723026,2023,AAA,49,672839,Francisco Morales,669023,1,1,3,1__,1,0
723026,2023,AAA,52,676720,Tommy Romero,665922,1,0,1,1__,1,0
723026,2023,AAA,55,676720,Tommy Romero,642215,3,2,3,1__,1,0
723026,2023,AAA,57,672839,Francisco Morales,680963,2,2,1,1__,1,0
723026,2023,AAA,58,672839,Francisco Morales,671117,2,1,1,1_3,1,0
