gamePk,game_date,team_id,team_name,side,sb,cs,attempts,sb_allowed,cs_allowed,attempts_allowed
664381,2022-06-07,529,Tacoma Rainiers,away,0,0,0,1,0,1
664381,2022-06-07,561,Salt Lake Bees,home,1,0,1,0,0,0
664248,2022-06-07,4904,El Paso Chihuahuas,away,0,0,0,1,0,1
664248,2022-06-07,342,Albuquerque Isotopes,home,1,0,1,0,0,0
664925,2022-06-07,2310,Reno Aces,away,1,0,1,0,1,1
664925,2022-06-07,105,Sacramento River Cats,home,0,1,1,1,0,1
665838,2022-06-07,102,Round Rock Express,away,0,0,0,0,0,0
665838,2022-06-07,400,Las Vegas Aviators,home,0,0,0,0,0,0
666286,2022-06-07,533,Worcester Red Sox,away,3,0,3,0,0,0
666286,2022-06-07,422,Buffalo Bisons,home,0,0,0,3,0,3
664630,2022-06-07,531,Scranton/Wilkes-Barre RailRiders,away,0,0,0,0,0,0
664630,2022-06-07,552,Syracuse Mets,home,0,0,0,0,0,0
665442,2022-06-07,568,Norfolk Tides,away,2,0,2,0,0,0
665442,2022-06-07,556,Nashville Sounds,home,0,0,0,2,0,2
665314,2022-06-08,5434,Sugar Land Space Cowboys,away,3,0,3,1,0,1
665314,2022-06-08,238,Oklahoma City Dodgers,home,1,0,1,3,0,3
665942,2022-06-08,445,Columbus Clippers,away,2,0,2,1,0,1
665942,2022-06-08,484,Indianapolis Indians,home,1,0,1,2,0,2
664643,2022-06-08,531,Scranton/Wilkes-Barre RailRiders,away,1,2,3,3,0,3
664643,2022-06-08,552,Syracuse Mets,home,3,0,3,1,2,3
664715,2022-06-08,531,Scranton/Wilkes-Barre RailRiders,away,0,0,0,0,0,0
664715,2022-06-08,552,Syracuse Mets,home,0,0,0,0,0,0
666346,2022-06-08,533,Worcester Red Sox,away,0,0,0,1,0,1
666346,2022-06-08,422,Buffalo Bisons,home,1,0,1,0,0,0
666286,2022-06-08,533,Worcester Red Sox,away,3,0,3,0,0,0
666286,2022-06-08,422,Buffalo Bisons,home,0,0,0,3,0,3
665624,2022-06-08,494,Charlotte Knights,away,0,0,0,0,0,0
665624,2022-06-08,416,Louisville Bats,home,0,0,0,0,0,0
665795,2022-06-08,431,Gwinnett Stripers,away,0,0,0,0,0,0
665795,2022-06-08,564,Jacksonville Jumbo Shrimp,home,0,0,0,0,0,0
665586,2022-06-08,234,Durham Bulls,away,1,0,1,1,1,2
665586,2022-06-08,235,Memphis Redbirds,home,1,1,2,1,0,1
665484,2022-06-08,568,Norfolk Tides,away,3,0,3,0,0,0
665484,2022-06-08,556,Nashville Sounds,home,0,0,0,3,0,3
665386,2022-06-08,1410,Lehigh Valley IronPigs,away,0,0,0,1,0,1
665386,2022-06-08,541,Omaha Storm Chasers,home,1,0,1,0,0,0
664811,2022-06-08,534,Rochester Red Wings,away,0,0,0,1,0,1
664811,2022-06-08,1960,St. Paul Saints,home,1,0,1,0,0,0
664367,2022-06-08,529,Tacoma Rainiers,away,2,0,2,1,0,1
664367,2022-06-08,561,Salt Lake Bees,home,1,0,1,2,0,2
664247,2022-06-08,4904,El Paso Chihuahuas,away,2,0,2,0,1,1
664247,2022-06-08,342,Albuquerque Isotopes,home,0,1,1,2,0,2
664924,2022-06-08,2310,Reno Aces,away,1,1,2,1,0,1
664924,2022-06-08,105,Sacramento River Cats,home,1,0,1,1,1,2
665836,2022-06-08,102,Round Rock Express,away,0,0,0,1,1,2
665836,2022-06-08,400,Las Vegas Aviators,home,1,1,2,0,0,0
664456,2022-06-08,451,Iowa Cubs,away,0,0,0,0,0,0
664456,2022-06-08,512,Toledo Mud Hens,home,0,0,0,0,0,0
664369,2022-06-09,529,Tacoma Rainiers,away,2,1,3,1,1,2
664369,2022-06-09,561,Salt Lake Bees,home,1,1,2,2,1,3
664463,2022-06-09,451,Iowa Cubs,away,0,0,0,2,1,3
664463,2022-06-09,512,Toledo Mud Hens,home,2,1,3,0,0,0
664456,2022-06-09,451,Iowa Cubs,away,0,0,0,0,0,0
664456,2022-06-09,512,Toledo Mud Hens,home,0,0,0,0,0,0
664610,2022-06-09,531,Scranton/Wilkes-Barre RailRiders,away,1,0,1,0,0,0
664610,2022-06-09,552,Syracuse Mets,home,0,0,0,1,0,1
665483,2022-06-09,568,Norfolk Tides,away,0,0,0,2,0,2
665483,2022-06-09,556,Nashville Sounds,home,2,0,2,0,0,0
665941,2022-06-09,445,Columbus Clippers,away,3,0,3,3,0,3
665941,2022-06-09,484,Indianapolis Indians,home,3,0,3,3,0,3
665628,2022-06-09,494,Charlotte Knights,away,2,1,3,0,0,0
665628,2022-06-09,416,Louisville Bats,home,0,0,0,2,1,3
666347,2022-06-09,533,Worcester Red Sox,away,1,1,2,1,0,1
666347,2022-06-09,422,Buffalo Bisons,home,1,0,1,1,1,2
665743,2022-06-09,431,Gwinnett Stripers,away,0,1,1,0,0,0
665743,2022-06-09,564,Jacksonville Jumbo Shrimp,home,0,0,0,0,1,1
665313,2022-06-09,5434,Sugar Land Space Cowboys,away,0,0,0,0,0,0
665313,2022-06-09,238,Oklahoma City Dodgers,home,0,0,0,0,0,0
665587,2022-06-09,234,Durham Bulls,away,0,0,0,2,0,2
665587,2022-06-09,235,Memphis Redbirds,home,2,0,2,0,0,0
665178,2022-06-09,1410,Lehigh Valley IronPigs,away,0,1,1,2,0,2
665178,2022-06-09,541,Omaha Storm Chasers,home,2,0,2,0,1,1
666382,2022-06-09,4904,El Paso Chihuahuas,away,2,0,2,0,0,0
666382,2022-06-09,342,Albuquerque Isotopes,home,0,0,0,2,0,2
664861,2022-06-09,534,Rochester Red Wings,away,2,0,2,2,0,2
664861,2022-06-09,1960,St. Paul Saints,home,2,0,2,2,0,2
664923,2022-06-09,2310,Reno Aces,away,3,1,4,0,1,1
664923,2022-06-09,105,Sacramento River Cats,home,0,1,1,3,1,4
665835,2022-06-09,102,Round Rock Express,away,0,0,0,0,0,0
665835,2022-06-09,400,Las Vegas Aviators,home,0,0,0,0,0,0
665442,2022-06-09,568,Norfolk Tides,away,2,0,2,0,0,0
665442,2022-06-09,556,Nashville Sounds,home,0,0,0,2,0,2
664609,2022-06-10,531,Scranton/Wilkes-Barre RailRiders,away,0,0,0,0,0,0
664609,2022-06-10,552,Syracuse Mets,home,0,0,0,0,0,0
664630,2022-06-10,531,Scranton/Wilkes-Barre RailRiders,away,0,0,0,0,0,0
664630,2022-06-10,552,Syracuse Mets,home,0,0,0,0,0,0
665927,2022-06-10,445,Columbus Clippers,away,1,0,1,0,1,1
665927,2022-06-10,484,Indianapolis Indians,home,0,1,1,1,0,1
665579,2022-06-10,494,Charlotte Knights,away,1,1,2,0,0,0
665579,2022-06-10,416,Louisville Bats,home,0,0,0,1,1,2
664453,2022-06-10,451,Iowa Cubs,away,1,0,1,0,0,0
664453,2022-06-10,512,Toledo Mud Hens,home,0,0,0,1,0,1
666357,2022-06-10,533,Worcester Red Sox,away,0,0,0,1,0,1
666357,2022-06-10,422,Buffalo Bisons,home,1,0,1,0,0,0
665744,2022-06-10,431,Gwinnett Stripers,away,1,0,1,4,0,4
665744,2022-06-10,564,Jacksonville Jumbo Shrimp,home,4,0,4,1,0,1
665564,2022-06-10,234,Durham Bulls,away,1,0,1,1,0,1
665564,2022-06-10,235,Memphis Redbirds,home,1,0,1,1,0,1
665335,2022-06-10,561,Salt Lake Bees,away,0,0,0,1,0,1
665335,2022-06-10,238,Oklahoma City Dodgers,home,1,0,1,0,0,0
665482,2022-06-10,568,Norfolk Tides,away,0,0,0,2,0,2
665482,2022-06-10,556,Nashville Sounds,home,2,0,2,0,0,0
665177,2022-06-10,1410,Lehigh Valley IronPigs,away,0,1,1,2,1,3
665177,2022-06-10,541,Omaha Storm Chasers,home,2,1,3,0,1,1
664672,2022-06-10,400,Las Vegas Aviators,away,0,0,0,0,0,0
664672,2022-06-10,5434,Sugar Land Space Cowboys,home,0,0,0,0,0,0
664730,2022-06-10,534,Rochester Red Wings,away,0,0,0,1,0,1
664730,2022-06-10,1960,St. Paul Saints,home,1,0,1,0,0,0
666142,2022-06-10,342,Albuquerque Isotopes,away,2,0,2,2,0,2
666142,2022-06-10,4904,El Paso Chihuahuas,home,2,0,2,2,0,2
664922,2022-06-10,2310,Reno Aces,away,2,1,3,2,0,2
664922,2022-06-10,105,Sacramento River Cats,home,2,0,2,2,1,3
664579,2022-06-10,102,Round Rock Express,away,0,0,0,0,0,0
664579,2022-06-10,529,Tacoma Rainiers,home,0,0,0,0,0,0
666356,2022-06-11,533,Worcester Red Sox,away,1,0,1,2,0,2
666356,2022-06-11,422,Buffalo Bisons,home,2,0,2,1,0,1
665742,2022-06-11,431,Gwinnett Stripers,away,1,0,1,1,0,1
665742,2022-06-11,564,Jacksonville Jumbo Shrimp,home,1,0,1,1,0,1
664608,2022-06-11,531,Scranton/Wilkes-Barre RailRiders,away,2,0,2,4,0,4
664608,2022-06-11,552,Syracuse Mets,home,4,0,4,2,0,2
665946,2022-06-11,445,Columbus Clippers,away,1,0,1,2,0,2
665946,2022-06-11,484,Indianapolis Indians,home,2,0,2,1,0,1
665627,2022-06-11,494,Charlotte Knights,away,2,1,3,0,0,0
665627,2022-06-11,416,Louisville Bats,home,0,0,0,2,1,3
664452,2022-06-11,451,Iowa Cubs,away,1,0,1,0,0,0
664452,2022-06-11,512,Toledo Mud Hens,home,0,0,0,1,0,1
664733,2022-06-11,400,Las Vegas Aviators,away,0,0,0,3,0,3
664733,2022-06-11,5434,Sugar Land Space Cowboys,home,3,0,3,0,0,0
665569,2022-06-11,234,Durham Bulls,away,0,0,0,5,2,7
665569,2022-06-11,235,Memphis Redbirds,home,5,2,7,0,0,0
664578,2022-06-11,102,Round Rock Express,away,1,0,1,4,0,4
664578,2022-06-11,529,Tacoma Rainiers,home,4,0,4,1,0,1
665312,2022-06-11,561,Salt Lake Bees,away,1,1,2,2,1,3
665312,2022-06-11,238,Oklahoma City Dodgers,home,2,1,3,1,1,2
665464,2022-06-11,568,Norfolk Tides,away,1,2,3,0,0,0
665464,2022-06-11,556,Nashville Sounds,home,0,0,0,1,2,3
665204,2022-06-11,1410,Lehigh Valley IronPigs,away,1,0,1,0,0,0
665204,2022-06-11,541,Omaha Storm Chasers,home,0,0,0,1,0,1
664785,2022-06-11,534,Rochester Red Wings,away,2,0,2,2,0,2
664785,2022-06-11,1960,St. Paul Saints,home,2,0,2,2,0,2
666212,2022-06-11,342,Albuquerque Isotopes,away,0,0,0,1,1,2
666212,2022-06-11,4904,El Paso Chihuahuas,home,1,1,2,0,0,0
664921,2022-06-11,2310,Reno Aces,away,1,0,1,0,0,0
664921,2022-06-11,105,Sacramento River Cats,home,0,0,0,1,0,1
665578,2022-06-12,494,Charlotte Knights,away,0,0,0,1,0,1
665578,2022-06-12,416,Louisville Bats,home,1,0,1,0,0,0
666305,2022-06-12,533,Worcester Red Sox,away,0,1,1,2,0,2
666305,2022-06-12,422,Buffalo Bisons,home,2,0,2,0,1,1
664607,2022-06-12,531,Scranton/Wilkes-Barre RailRiders,away,4,0,4,2,0,2
664607,2022-06-12,552,Syracuse Mets,home,2,0,2,4,0,4
665918,2022-06-12,445,Columbus Clippers,away,0,0,0,0,0,0
665918,2022-06-12,484,Indianapolis Indians,home,0,0,0,0,0,0
664478,2022-06-12,451,Iowa Cubs,away,1,0,1,1,1,2
664478,2022-06-12,512,Toledo Mud Hens,home,1,1,2,1,0,1
665571,2022-06-12,234,Durham Bulls,away,0,0,0,2,0,2
665571,2022-06-12,235,Memphis Redbirds,home,2,0,2,0,0,0
665334,2022-06-12,561,Salt Lake Bees,away,0,0,0,0,0,0
665334,2022-06-12,238,Oklahoma City Dodgers,home,0,0,0,0,0,0
665741,2022-06-12,431,Gwinnett Stripers,away,1,1,2,2,0,2
665741,2022-06-12,564,Jacksonville Jumbo Shrimp,home,2,0,2,1,1,2
665441,2022-06-12,568,Norfolk Tides,away,3,0,3,0,0,0
665441,2022-06-12,556,Nashville Sounds,home,0,0,0,3,0,3
664784,2022-06-12,534,Rochester Red Wings,away,0,0,0,1,1,2
664784,2022-06-12,1960,St. Paul Saints,home,1,1,2,0,0,0
664920,2022-06-12,2310,Reno Aces,away,2,1,3,2,0,2
664920,2022-06-12,105,Sacramento River Cats,home,2,0,2,2,1,3
664565,2022-06-12,102,Round Rock Express,away,1,1,2,0,0,0
664565,2022-06-12,529,Tacoma Rainiers,home,0,0,0,1,1,2
665203,2022-06-12,1410,Lehigh Valley IronPigs,away,0,0,0,1,0,1
665203,2022-06-12,541,Omaha Storm Chasers,home,1,0,1,0,0,0
664709,2022-06-12,400,Las Vegas Aviators,away,0,0,0,1,0,1
664709,2022-06-12,5434,Sugar Land Space Cowboys,home,1,0,1,0,0,0
666211,2022-06-12,342,Albuquerque Isotopes,away,1,0,1,4,0,4
666211,2022-06-12,4904,El Paso Chihuahuas,home,4,0,4,1,0,1
666121,2022-06-14,416,Louisville Bats,away,0,0,0,2,0,2
666121,2022-06-14,234,Durham Bulls,home,2,0,2,0,0,0
664888,2022-06-14,534,Rochester Red Wings,away,0,0,0,0,0,0
664888,2022-06-14,531,Scranton/Wilkes-Barre RailRiders,home,0,0,0,0,0,0
665350,2022-06-14,552,Syracuse Mets,away,0,0,0,0,1,1
665350,2022-06-14,568,Norfolk Tides,home,0,1,1,0,0,0
664429,2022-06-14,512,Toledo Mud Hens,away,0,0,0,0,0,0
664429,2022-06-14,533,Worcester Red Sox,home,0,0,0,0,0,0
666254,2022-06-14,564,Jacksonville Jumbo Shrimp,away,1,1,2,0,0,0
666254,2022-06-14,494,Charlotte Knights,home,0,0,0,1,1,2
666039,2022-06-14,484,Indianapolis Indians,away,1,0,1,3,0,3
666039,2022-06-14,431,Gwinnett Stripers,home,3,0,3,1,0,1
665685,2022-06-14,422,Buffalo Bisons,away,0,0,0,1,1,2
665685,2022-06-14,1410,Lehigh Valley IronPigs,home,1,1,2,0,0,0
664276,2022-06-14,1960,St. Paul Saints,away,1,0,1,1,0,1
664276,2022-06-14,445,Columbus Clippers,home,1,0,1,1,0,1
665833,2022-06-14,541,Omaha Storm Chasers,away,0,0,0,1,0,1
665833,2022-06-14,451,Iowa Cubs,home,1,0,1,0,0,0
665514,2022-06-14,556,Nashville Sounds,away,0,0,0,1,0,1
665514,2022-06-14,235,Memphis Redbirds,home,1,0,1,0,0,0
665002,2022-06-14,5434,Sugar Land Space Cowboys,away,0,0,0,1,0,1
665002,2022-06-14,102,Round Rock Express,home,1,0,1,0,0,0
666381,2022-06-14,561,Salt Lake Bees,away,0,0,0,1,0,1
666381,2022-06-14,342,Albuquerque Isotopes,home,1,0,1,0,0,0
666210,2022-06-14,400,Las Vegas Aviators,away,0,1,1,2,1,3
666210,2022-06-14,4904,El Paso Chihuahuas,home,2,1,3,0,1,1
664562,2022-06-14,105,Sacramento River Cats,away,0,2,2,0,0,0
664562,2022-06-14,529,Tacoma Rainiers,home,0,0,0,0,2,2
665136,2022-06-14,238,Oklahoma City Dodgers,away,0,2,2,2,0,2
665136,2022-06-14,2310,Reno Aces,home,2,0,2,0,2,2
665832,2022-06-15,541,Omaha Storm Chasers,away,2,0,2,0,0,0
665832,2022-06-15,451,Iowa Cubs,home,0,0,0,2,0,2
666120,2022-06-15,416,Louisville Bats,away,1,1,2,2,0,2
666120,2022-06-15,234,Durham Bulls,home,2,0,2,1,1,2
664884,2022-06-15,534,Rochester Red Wings,away,0,0,0,3,0,3
664884,2022-06-15,531,Scranton/Wilkes-Barre RailRiders,home,3,0,3,0,0,0
665370,2022-06-15,552,Syracuse Mets,away,0,1,1,0,0,0
665370,2022-06-15,568,Norfolk Tides,home,0,0,0,0,1,1
664455,2022-06-15,512,Toledo Mud Hens,away,3,0,3,0,1,1
664455,2022-06-15,533,Worcester Red Sox,home,0,1,1,3,0,3
666229,2022-06-15,564,Jacksonville Jumbo Shrimp,away,0,0,0,1,0,1
666229,2022-06-15,494,Charlotte Knights,home,1,0,1,0,0,0
665985,2022-06-15,484,Indianapolis Indians,away,0,0,0,1,0,1
665985,2022-06-15,431,Gwinnett Stripers,home,1,0,1,0,0,0
665684,2022-06-15,422,Buffalo Bisons,away,3,0,3,0,1,1
665684,2022-06-15,1410,Lehigh Valley IronPigs,home,0,1,1,3,0,3
664269,2022-06-15,1960,St. Paul Saints,away,1,1,2,0,0,0
664269,2022-06-15,445,Columbus Clippers,home,0,0,0,1,1,2
665561,2022-06-15,556,Nashville Sounds,away,1,1,2,0,0,0
665561,2022-06-15,235,Memphis Redbirds,home,0,0,0,1,1,2
665046,2022-06-15,5434,Sugar Land Space Cowboys,away,0,1,1,1,0,1
665046,2022-06-15,102,Round Rock Express,home,1,0,1,0,1,1
666380,2022-06-15,561,Salt Lake Bees,away,3,0,3,1,0,1
666380,2022-06-15,342,Albuquerque Isotopes,home,1,0,1,3,0,3
666218,2022-06-15,400,Las Vegas Aviators,away,0,0,0,4,1,5
666218,2022-06-15,4904,El Paso Chihuahuas,home,4,1,5,0,0,0
664561,2022-06-15,105,Sacramento River Cats,away,0,0,0,3,0,3
664561,2022-06-15,529,Tacoma Rainiers,home,3,0,3,0,0,0
665142,2022-06-15,238,Oklahoma City Dodgers,away,0,0,0,1,0,1
665142,2022-06-15,2310,Reno Aces,home,1,0,1,0,0,0
665365,2022-06-16,552,Syracuse Mets,away,2,0,2,0,0,0
665365,2022-06-16,568,Norfolk Tides,home,0,0,0,2,0,2
664270,2022-06-16,1960,St. Paul Saints,away,0,0,0,1,0,1
664270,2022-06-16,445,Columbus Clippers,home,1,0,1,0,0,0
666119,2022-06-16,416,Louisville Bats,away,0,0,0,1,0,1
666119,2022-06-16,234,Durham Bulls,home,1,0,1,0,0,0
664883,2022-06-16,534,Rochester Red Wings,away,3,1,4,0,0,0
664883,2022-06-16,531,Scranton/Wilkes-Barre RailRiders,home,0,0,0,3,1,4
664472,2022-06-16,512,Toledo Mud Hens,away,0,0,0,0,0,0
664472,2022-06-16,533,Worcester Red Sox,home,0,0,0,0,0,0
666239,2022-06-16,564,Jacksonville Jumbo Shrimp,away,0,0,0,0,2,2
666239,2022-06-16,494,Charlotte Knights,home,0,2,2,0,0,0
665984,2022-06-16,484,Indianapolis Indians,away,0,0,0,3,1,4
665984,2022-06-16,431,Gwinnett Stripers,home,3,1,4,0,0,0
665682,2022-06-16,422,Buffalo Bisons,away,3,0,3,0,0,0
665682,2022-06-16,1410,Lehigh Valley IronPigs,home,0,0,0,3,0,3
665831,2022-06-16,541,Omaha Storm Chasers,away,1,0,1,0,0,0
665831,2022-06-16,451,Iowa Cubs,home,0,0,0,1,0,1
665515,2022-06-16,556,Nashville Sounds,away,1,0,1,0,0,0
665515,2022-06-16,235,Memphis Redbirds,home,0,0,0,1,0,1
665001,2022-06-16,5434,Sugar Land Space Cowboys,away,2,0,2,1,0,1
665001,2022-06-16,102,Round Rock Express,home,1,0,1,2,0,2
666379,2022-06-16,561,Salt Lake Bees,away,0,0,0,0,0,0
666379,2022-06-16,342,Albuquerque Isotopes,home,0,0,0,0,0,0
665950,2022-06-16,400,Las Vegas Aviators,away,0,0,0,5,1,6
665950,2022-06-16,4904,El Paso Chihuahuas,home,5,1,6,0,0,0
665233,2022-06-16,238,Oklahoma City Dodgers,away,0,0,0,0,1,1
665233,2022-06-16,2310,Reno Aces,home,0,1,1,0,0,0
664564,2022-06-16,105,Sacramento River Cats,away,2,0,2,1,0,1
664564,2022-06-16,529,Tacoma Rainiers,home,1,0,1,2,0,2
666118,2022-06-17,416,Louisville Bats,away,0,0,0,1,0,1
666118,2022-06-17,234,Durham Bulls,home,1,0,1,0,0,0
664809,2022-06-17,534,Rochester Red Wings,away,1,1,2,3,0,3
664809,2022-06-17,531,Scranton/Wilkes-Barre RailRiders,home,3,0,3,1,1,2
664412,2022-06-17,512,Toledo Mud Hens,away,1,0,1,0,0,0
664412,2022-06-17,533,Worcester Red Sox,home,0,0,0,1,0,1
666228,2022-06-17,564,Jacksonville Jumbo Shrimp,away,0,0,0,0,0,0
666228,2022-06-17,494,Charlotte Knights,home,0,0,0,0,0,0
665983,2022-06-17,484,Indianapolis Indians,away,2,0,2,1,0,1
665983,2022-06-17,431,Gwinnett Stripers,home,1,0,1,2,0,2
665352,2022-06-17,552,Syracuse Mets,away,1,0,1,1,0,1
665352,2022-06-17,568,Norfolk Tides,home,1,0,1,1,0,1
665683,2022-06-17,422,Buffalo Bisons,away,1,1,2,1,0,1
665683,2022-06-17,1410,Lehigh Valley IronPigs,home,1,0,1,1,1,2
664266,2022-06-17,1960,St. Paul Saints,away,0,1,1,0,1,1
664266,2022-06-17,445,Columbus Clippers,home,0,1,1,0,1,1
665950,2022-06-17,400,Las Vegas Aviators,away,0,0,0,5,1,6
665950,2022-06-17,4904,El Paso Chihuahuas,home,5,1,6,0,0,0
665475,2022-06-17,556,Nashville Sounds,away,1,0,1,0,1,1
665475,2022-06-17,235,Memphis Redbirds,home,0,1,1,1,0,1
664983,2022-06-17,5434,Sugar Land Space Cowboys,away,3,0,3,1,0,1
664983,2022-06-17,102,Round Rock Express,home,1,0,1,3,0,3
665896,2022-06-17,541,Omaha Storm Chasers,away,1,1,2,1,0,1
665896,2022-06-17,451,Iowa Cubs,home,1,0,1,1,1,2
666128,2022-06-17,400,Las Vegas Aviators,away,0,1,1,0,0,0
666128,2022-06-17,4904,El Paso Chihuahuas,home,0,0,0,0,1,1
665232,2022-06-17,238,Oklahoma City Dodgers,away,2,1,3,2,1,3
665232,2022-06-17,2310,Reno Aces,home,2,1,3,2,1,3
664560,2022-06-17,105,Sacramento River Cats,away,1,0,1,2,0,2
664560,2022-06-17,529,Tacoma Rainiers,home,2,0,2,1,0,1
666373,2022-06-17,561,Salt Lake Bees,away,0,0,0,0,0,0
666373,2022-06-17,342,Albuquerque Isotopes,home,0,0,0,0,0,0
664405,2022-06-18,512,Toledo Mud Hens,away,2,1,3,0,0,0
664405,2022-06-18,533,Worcester Red Sox,home,0,0,0,2,1,3
664263,2022-06-18,1960,St. Paul Saints,away,2,0,2,1,0,1
664263,2022-06-18,445,Columbus Clippers,home,1,0,1,2,0,2
665982,2022-06-18,484,Indianapolis Indians,away,1,1,2,0,0,0
665982,2022-06-18,431,Gwinnett Stripers,home,0,0,0,1,1,2
664808,2022-06-18,534,Rochester Red Wings,away,0,1,1,2,0,2
664808,2022-06-18,531,Scranton/Wilkes-Barre RailRiders,home,2,0,2,0,1,1
666117,2022-06-18,416,Louisville Bats,away,1,0,1,2,1,3
666117,2022-06-18,234,Durham Bulls,home,2,1,3,1,0,1
665332,2022-06-18,552,Syracuse Mets,away,2,1,3,3,1,4
665332,2022-06-18,568,Norfolk Tides,home,3,1,4,2,1,3
