gamePk,season,level_name,play_idx,pitcher_id,pitcher_name,batter_id,runner_id,balls,strikes,outs,runner_state,event_type,base_to
674338,2022,AA,47,695038,Sean Hunley,676679,,3,2,3,1__,CS,second
672358,2022,AA,44,682077,Gabe Mosser,686527,,4,2,2,1__,SB,second
672358,2022,AA,51,676969,Brett de Geus,641525,,3,1,2,1__,CS,second
672358,2022,AA,70,663649,Nolan Watson,518542,,1,0,1,123,SB,second
672967,2022,AA,57,640737,Kevin Gadea,680748,,2,1,2,123,SB,second
673382,2022,AA,16,676520,Manuel Alvarez,676059,,3,2,2,12_,SB,second
672601,2022,AA,8,681885,Evan Lee,665560,,2,2,2,1__,SB,second
672601,2022,AA,32,663472,Jack Perkins,666906,,2,2,2,123,SB,second
672601,2022,AA,33,679641,Nick Lackney,669675,,4,1,2,12_,SB,second
672601,2022,AA,44,679641,Nick Lackney,681927,,4,2,1,1__,SB,second
673886,2022,AA,47,605335,Brandon Leibrandt,688226,,2,1,2,_23,SB,third
672987,2022,AA,31,666745,Jhony Brito,676939,,2,1,3,12_,SB,second
671313,2022,AA,40,681592,Edgar Escobar,686781,,2,3,2,12_,SB,third
672036,2022,AA,1,685377,Misael Tamarez,676595,,3,3,1,1__,SB,second
672036,2022,AA,81,691068,Michael Stryffeler,665839,,4,1,1,1__,SB,second
671864,2022,AA,18,666151,Kevin Gowdy,679845,,4,0,1,1__,SB,second
671864,2022,AA,44,676252,Zach Haake,663618,,4,2,2,1__,SB,second
671864,2022,AA,57,642271,Fernery Ozuna,679845,,0,2,2,1__,SB,second
674151,2022,AA,32,675650,Michael Mercado,665052,,3,3,2,1__,SB,second
674151,2022,AA,47,642376,Jefry Yan,675659,,2,3,3,1__,CS,second
671055,2022,AA,7,669372,J.T. Ginn,670242,,2,3,3,1__,SB,second
671055,2022,AA,58,689011,Brock Whittlesey,657017,,1,0,1,12_,SB,second
674703,2022,AA,29,663436,Davis Martin,669003,,0,2,2,1__,SB,second
674703,2022,AA,35,650690,Carlos Luna,600466,,1,2,2,123,CS,second
673314,2022,AA,16,678906,Kai-Wei Teng,681481,,1,0,3,1__,SB,second
673600,2022,AA,13,681347,Mike Burrows,672642,,2,3,3,1__,CS,second
673600,2022,AA,23,684946,Nick Fraze,669261,,4,2,2,1__,SB,second
673600,2022,AA,42,663924,Trey Cumbie,665975,,4,2,1,_2_,SB,third
673600,2022,AA,43,663924,Trey Cumbie,666165,,2,2,1,123,SB,second
674443,2022,AA,9,643494,A.J. Puckett,651016,,2,2,3,12_,SB,third
674443,2022,AA,34,677421,Hayden Deal,687331,,2,1,3,1__,SB,second
674443,2022,AA,56,621053,Tyler Ferguson,687331,,1,3,1,1__,SB,second
674443,2022,AA,57,621053,Tyler Ferguson,656462,,4,2,2,_2_,CS,third
673337,2022,AA,13,663735,Matt Frisbee,681481,,1,3,3,1__,SB,second
671076,2022,AA,24,670285,Michael Danielak,656736,,1,2,2,12_,SB,second
671076,2022,AA,71,656196,Argenis Angulo,680474,,1,3,3,1__,SB,second
671076,2022,AA,73,670183,Garrett Acton,668885,,2,3,2,1__,CS,second
673607,2022,AA,8,696522,Hayden Juenger,670208,,1,3,3,_2_,SB,third
673607,2022,AA,17,696522,Hayden Juenger,686843,,0,2,2,12_,SB,second
673607,2022,AA,36,678316,Omar Cruz,671088,,3,3,1,1__,SB,second
673607,2022,AA,49,677038,Marcus Reyes,672779,,4,2,2,1__,SB,second
673607,2022,AA,53,665854,Luis Oviedo,671088,,4,2,1,1__,SB,second
673607,2022,AA,56,665854,Luis Oviedo,687462,,2,3,3,12_,SB,second
672951,2022,AA,40,606981,Darin Gillies,682239,,2,1,0,1__,SB,second
672951,2022,AA,61,687926,Zach Bryant,675980,,4,1,2,1__,CS,second
672666,2022,AA,20,622703,Ronald Herrera,663660,,1,2,3,1__,CS,second
672666,2022,AA,63,672839,Francisco Morales,658677,,1,3,1,1__,SB,second
