pitcher_id,pitcher_name,season,level_name,opp_1b_2b,opp_2b_3b,games,total_opps,sb,cs,attempts,attempt_rate,success_rate,sb_rate
621333,Ivan Pelaez,2019,AA,42,18,25,60,2,0,2,0.03333333333333333,1.0,0.03333333333333333
621343,Matt Tenuta,2019,AA,21,14,18,35,6,0,6,0.17142857142857143,1.0,0.17142857142857143
621346,Ty Culbreth,2019,AA,54,27,17,81,3,2,5,0.06172839506172839,0.6,0.037037037037037035
621348,Sam Clay,2019,AA,36,24,24,60,1,0,1,0.016666666666666666,1.0,0.016666666666666666
621356,Jordan Minch,2019,AA,31,30,27,61,5,0,5,0.08196721311475409,1.0,0.08196721311475409
621383,Tanner Banks,2019,AA,80,30,26,110,10,2,12,0.10909090909090909,0.8333333333333334,0.09090909090909091
621397,Tyler Olson,2019,AA,1,0,1,1,0,0,0,0.0,,0.0
621487,A.J. Kennedy,2019,AA,0,1,1,1,0,0,0,0.0,,0.0
621505,Chuck Moorman,2019,AA,1,0,1,1,0,0,0,0.0,,0.0
621591,Alfred Gutierrez,2019,AA,86,35,27,121,7,3,10,0.08264462809917356,0.7,0.05785123966942149
621592,Eduardo Jiménez,2019,AA,1,1,1,2,0,0,0,0.0,,0.0
621593,Anthony Castro,2019,AA,68,29,25,97,16,4,20,0.20618556701030927,0.8,0.16494845360824742
622063,Jack Wynkoop,2019,AA,83,38,24,121,8,2,10,0.08264462809917356,0.8,0.06611570247933884
622066,Tyler Alexander,2019,AA,5,3,4,8,0,0,0,0.0,,0.0
622072,Alex Wood,2019,AA,2,1,1,3,0,0,0,0.0,,0.0
622088,Tejay Antone,2019,AA,49,22,12,71,4,0,4,0.056338028169014086,1.0,0.056338028169014086
622097,Jake Thompson,2019,AA,3,1,1,4,0,0,0,0.0,,0.0
622169,Angel Duno,2019,AA,18,14,19,32,6,0,6,0.1875,1.0,0.1875
622218,Jordan Guerrero,2019,AA,7,4,4,11,0,0,0,0.0,,0.0
622230,Andrew Lee,2019,AA,24,9,11,33,3,1,4,0.12121212121212122,0.75,0.09090909090909091
622247,Jon Harris,2019,AA,9,6,3,15,0,0,0,0.0,,0.0
622253,Dillon Tate,2019,AA,24,8,11,32,0,0,0,0.0,,0.0
622256,Patrick Weigel,2019,AA,12,3,7,15,2,0,2,0.13333333333333333,1.0,0.13333333333333333
622259,Trey Wingenter,2019,AA,0,1,1,1,0,0,0,0.0,,0.0
622338,Jesús Liranzo,2019,AA,12,10,8,22,2,1,3,0.13636363636363635,0.6666666666666666,0.09090909090909091
622344,Luis Cedeno,2019,AA,2,1,1,3,0,0,0,0.0,,0.0
622356,Bryant Flete,2019,AA,0,1,1,1,0,0,0,0.0,,0.0
622382,Gabriel Moya,2019,AA,8,2,4,10,1,2,3,0.3,0.3333333333333333,0.1
622400,Michael Santos,2019,AA,14,8,6,22,2,0,2,0.09090909090909091,1.0,0.09090909090909091
622415,Anthony Vizcaya,2019,AA,29,12,18,41,7,0,7,0.17073170731707318,1.0,0.17073170731707318
622426,Adrian Almeida,2019,AA,34,22,24,56,3,1,4,0.07142857142857142,0.75,0.05357142857142857
622446,Jefry Rodriguez,2019,AA,1,0,1,1,0,0,0,0.0,,0.0
622459,Cristian Alvarado,2019,AA,30,17,21,47,4,1,5,0.10638297872340426,0.8,0.0851063829787234
622465,Francisco Jimenez,2019,AA,34,17,21,51,11,4,15,0.29411764705882354,0.7333333333333333,0.21568627450980393
622490,Robinson Leyer,2019,AA,29,22,17,51,12,0,12,0.23529411764705882,1.0,0.23529411764705882
622503,Nabil Crismatt,2019,AA,38,14,13,52,7,0,7,0.1346153846153846,1.0,0.1346153846153846
622506,Marcos Molina,2019,AA,41,24,15,65,2,5,7,0.1076923076923077,0.2857142857142857,0.03076923076923077
622576,Juan Martinez,2019,AA,28,17,21,45,1,0,1,0.022222222222222223,1.0,0.022222222222222223
622693,Harold Arauz,2019,AA,24,14,6,38,3,1,4,0.10526315789473684,0.75,0.07894736842105263
622703,Ronald Herrera,2019,AA,40,21,13,61,12,0,12,0.19672131147540983,1.0,0.19672131147540983
622747,Eduardo Vera,2019,AA,11,8,3,19,1,1,2,0.10526315789473684,0.5,0.05263157894736842
622766,Miguel Díaz,2019,AA,9,4,5,13,1,1,2,0.15384615384615385,0.5,0.07692307692307693
622772,Jimmy Cordero,2019,AA,2,2,1,4,0,0,0,0.0,,0.0
622774,José Manuel Fernández,2019,AA,20,15,7,35,2,4,6,0.17142857142857143,0.3333333333333333,0.05714285714285714
622780,Angel Perdomo,2019,AA,12,6,5,18,2,1,3,0.16666666666666666,0.6666666666666666,0.1111111111111111
622783,Sandy Báez,2019,AA,3,2,2,5,0,0,0,0.0,,0.0
622795,Yohander Méndez,2019,AA,3,2,3,5,0,0,0,0.0,,0.0
622797,Pedro Payano,2019,AA,25,14,8,39,3,1,4,0.10256410256410256,0.75,0.07692307692307693
623183,Zach Lovvorn,2019,AA,6,1,5,7,1,0,1,0.14285714285714285,1.0,0.14285714285714285
623395,Brian Ellington,2019,AA,19,10,8,29,8,0,8,0.27586206896551724,1.0,0.27586206896551724
623437,Justin Topa,2019,AA,16,11,11,27,5,0,5,0.18518518518518517,1.0,0.18518518518518517
623471,Justin Dillon,2019,AA,29,15,10,44,0,1,1,0.022727272727272728,0.0,0.0
623485,Ashton Goudeau,2019,AA,29,15,14,44,2,1,3,0.06818181818181818,0.6666666666666666,0.045454545454545456
623490,Brad Markey,2019,AA,39,12,13,51,2,2,4,0.0784313725490196,0.5,0.0392156862745098
623911,Elvis Escobar,2019,AA,3,1,2,4,0,0,0,0.0,,0.0
624420,Ian Clarkin,2019,AA,14,8,10,22,1,1,2,0.09090909090909091,0.5,0.045454545454545456
624427,Stephen Gonsalves,2019,AA,4,0,2,4,0,0,0,0.0,,0.0
624519,Logan Shore,2019,AA,63,30,21,93,9,8,17,0.1827956989247312,0.5294117647058824,0.0967741935483871
624522,Keegan Thompson,2019,AA,1,0,1,1,1,0,1,1.0,1.0,1.0
624526,Garrett Williams,2019,AA,80,39,26,119,6,1,7,0.058823529411764705,0.8571428571428571,0.05042016806722689
624575,Joshua Torres,2019,AA,19,12,12,31,3,0,3,0.0967741935483871,1.0,0.0967741935483871
624647,Victor González,2019,AA,36,15,13,51,3,1,4,0.0784313725490196,0.75,0.058823529411764705
625971,Willy Ortiz,2019,AA,34,24,12,58,4,0,4,0.06896551724137931,1.0,0.06896551724137931
625974,Sam Lewis,2019,AA,22,16,11,38,7,2,9,0.23684210526315788,0.7777777777777778,0.18421052631578946
627218,Emerson Martinez,2019,AA,49,21,14,70,0,2,2,0.02857142857142857,0.0,0.0
627893,Carlos Belen,2019,AA,13,8,8,21,1,0,1,0.047619047619047616,1.0,0.047619047619047616
