gamePk,season,level_name,play_idx,pitcher_id,pitcher_name,batter_id,runner_id,balls,strikes,outs,runner_state,event_type,base_to
722652,2023,AAA,6,675914,Tony Dibrell,666915,,0,1,2,1__,SB,second
722652,2023,AAA,40,607188,Jake Faria,668901,,4,1,2,1__,SB,second
722652,2023,AAA,64,657745,Bubby Rossman,666915,,2,1,2,1_3,CS,second
723026,2023,AAA,2,672851,Joan Adon,665019,,1,2,2,1__,SB,second
723026,2023,AAA,31,668968,Hans Crouse,681974,,3,2,3,12_,SB,second
723026,2023,AAA,57,672839,Francisco Morales,680963,,2,2,1,1__,CS,second
723026,2023,AAA,58,672839,Francisco Morales,671117,,2,1,1,1_3,SB,second
723026,2023,AAA,83,622338,Jesús Liranzo,606019,,3,3,3,1__,SB,second
722729,2023,AAA,16,641927,Bailey Ober,668731,,2,3,3,1__,SB,second
721732,2023,AAA,72,502083,Zach McAllister,622569,,2,3,3,1__,SB,second
722952,2023,AAA,61,663878,Nate Pearson,685313,,2,3,2,1__,SB,second
723758,2023,AAA,47,665001,Trevor Kelley,681888,,4,2,0,1__,SB,second
723758,2023,AAA,66,668754,Braden Bristo,681888,,1,3,2,1__,SB,second
725504,2023,AAA,4,669461,Matthew Liberatore,691503,,2,3,1,1__,SB,second
725504,2023,AAA,21,669461,Matthew Liberatore,669394,,0,3,3,_2_,CS,third
725504,2023,AAA,25,688010,Nate Fisher,671056,,4,2,2,1__,SB,second
725504,2023,AAA,28,688010,Nate Fisher,656568,,3,3,3,_2_,SB,third
725504,2023,AAA,50,681464,Frank German,578570,,3,3,3,12_,SB,second
725504,2023,AAA,56,686539,Declan Cronin,660766,,3,3,3,_2_,CS,third
723610,2023,AAA,39,596112,Robert Stephenson,672580,,2,2,2,123,SB,third
723610,2023,AAA,52,621139,Brooks Kriske,680552,,3,3,3,1__,SB,second
723610,2023,AAA,72,676092,Collin Snider,682650,,2,2,1,123,SB,third
723610,2023,AAA,82,682027,Cam Alldred,672580,,2,2,2,123,SB,third
723610,2023,AAA,83,682027,Cam Alldred,668472,,4,1,2,1__,SB,second
723684,2023,AAA,2,693821,Bryce Elder,677954,,3,2,2,1__,SB,second
723684,2023,AAA,6,641447,Daniel Castano,687093,,1,2,1,1__,SB,second
723684,2023,AAA,51,681871,Eli Villalobos,570560,,4,1,1,1__,SB,second
723684,2023,AAA,56,676220,Seth Elledge,677954,,3,1,1,1__,SB,second
723684,2023,AAA,60,681871,Eli Villalobos,687093,,4,1,0,12_,SB,second
723684,2023,AAA,65,542609,Enrique Burgos,570560,,3,3,3,1__,SB,second
721661,2023,AAA,22,663562,Noah Davis,680716,,4,0,0,1__,SB,second
721661,2023,AAA,40,667463,John King,666134,,1,2,0,12_,SB,second
721661,2023,AAA,45,642016,Daniel Robert,664966,,0,1,3,1__,CS,second
721661,2023,AAA,62,642271,Fernery Ozuna,657061,,0,1,2,12_,SB,second
721807,2023,AAA,12,694813,Gavin Stone,669200,,3,2,3,_2_,SB,third
723540,2023,AAA,35,592716,Adrian Sampson,676896,,4,2,2,1__,SB,second
721508,2023,AAA,49,491624,César Valdez,669477,,2,3,2,1__,SB,second
721508,2023,AAA,59,491624,César Valdez,676847,,3,3,2,1__,SB,second
