team_id,team_name,season,level_id,level_name,games,sb,cs,attempts,sb_allowed,cs_allowed,attempts_allowed,success_rate,success_rate_allowed,sb_per_game,attempts_per_game
402,Akron RubberDucks,2021,12,AA,44,35,17,52,45,13,58,0.6730769230769231,0.7758620689655172,0.7954545454545454,1.1818181818181819
403,Everett AquaSox,2021,13,High-A,129,146,42,188,174,31,205,0.776595744680851,0.848780487804878,1.1317829457364341,1.4573643410852712
404,ACL Angels,2021,16,Rookie,75,92,26,118,65,29,94,0.7796610169491526,0.6914893617021277,1.2266666666666666,1.5733333333333333
406,ACL Brewers Gold,2021,16,Rookie,69,49,18,67,60,31,91,0.7313432835820896,0.6593406593406593,0.7101449275362319,0.9710144927536232
407,ACL Cubs,2021,16,Rookie,69,79,27,106,101,30,131,0.7452830188679245,0.7709923664122137,1.144927536231884,1.536231884057971
408,ACL Giants Black,2021,16,Rookie,71,47,21,68,57,26,83,0.6911764705882353,0.6867469879518072,0.6619718309859155,0.9577464788732394
409,ACL Mariners,2021,16,Rookie,66,90,23,113,57,39,96,0.7964601769911505,0.59375,1.3636363636363635,1.7121212121212122
410,ACL Padres,2021,16,Rookie,74,62,45,107,87,40,127,0.5794392523364486,0.6850393700787402,0.8378378378378378,1.445945945945946
411,ACL Rangers,2021,16,Rookie,80,121,58,179,108,31,139,0.6759776536312849,0.7769784172661871,1.5125,2.2375
412,ACL Royals Blue,2021,16,Rookie,63,72,25,97,48,21,69,0.7422680412371134,0.6956521739130435,1.1428571428571428,1.5396825396825398
414,Salem Red Sox,2021,14,A,133,119,43,162,107,34,141,0.7345679012345679,0.7588652482269503,0.8947368421052632,1.218045112781955
416,Louisville Bats,2022,11,AAA,66,45,19,64,78,24,102,0.703125,0.7647058823529411,0.6818181818181818,0.9696969696969697
418,Bowie Baysox,2021,12,AA,52,40,11,51,30,13,43,0.7843137254901961,0.6976744186046512,0.7692307692307693,0.9807692307692307
419,Hillsboro Hops,2021,13,High-A,135,246,68,314,116,46,162,0.7834394904458599,0.7160493827160493,1.8222222222222222,2.325925925925926
421,Montgomery Biscuits,2021,12,AA,56,57,17,74,48,10,58,0.7702702702702703,0.8275862068965517,1.0178571428571428,1.3214285714285714
422,Buffalo Bisons,2022,11,AAA,81,131,13,144,40,33,73,0.9097222222222222,0.547945205479452,1.617283950617284,1.7777777777777777
424,Dunedin Blue Jays,2021,14,A,156,294,73,367,209,25,234,0.8010899182561307,0.8931623931623932,1.8846153846153846,2.3525641025641026
426,Wilmington Blue Rocks,2021,13,High-A,146,145,52,197,96,39,135,0.7360406091370558,0.7111111111111111,0.9931506849315068,1.3493150684931507
427,Jersey Shore BlueClaws,2021,13,High-A,163,147,41,188,151,56,207,0.7819148936170213,0.7294685990338164,0.901840490797546,1.1533742331288344
428,Greenville Drive,2021,13,High-A,140,76,33,109,116,31,147,0.6972477064220184,0.7891156462585034,0.5428571428571428,0.7785714285714286
430,Mississippi Braves,2021,12,AA,46,39,8,47,35,8,43,0.8297872340425532,0.813953488372093,0.8478260869565217,1.0217391304347827
431,Gwinnett Stripers,2022,11,AAA,56,42,12,54,68,8,76,0.7777777777777778,0.8947368421052632,0.75,0.9642857142857143
432,Rome Braves,2021,13,High-A,153,156,57,213,180,50,230,0.7323943661971831,0.782608695652174,1.0196078431372548,1.392156862745098
435,Vancouver Canadians,2021,13,High-A,120,126,46,172,197,57,254,0.7325581395348837,0.7755905511811023,1.05,1.4333333333333333
436,Fredericksburg Nationals,2021,14,A,130,124,44,168,124,44,168,0.7380952380952381,0.7380952380952381,0.9538461538461539,1.2923076923076924
437,Lake County Captains,2021,13,High-A,140,160,75,235,139,41,180,0.6808510638297872,0.7722222222222223,1.1428571428571428,1.6785714285714286
440,Springfield Cardinals,2021,12,AA,43,22,14,36,24,19,43,0.6111111111111112,0.5581395348837209,0.5116279069767442,0.8372093023255814
443,Peoria Chiefs,2021,13,High-A,147,111,59,170,182,48,230,0.6529411764705882,0.7913043478260869,0.7551020408163265,1.1564625850340136
445,Columbus Clippers,2022,11,AAA,61,49,15,64,56,12,68,0.765625,0.8235294117647058,0.8032786885245902,1.0491803278688525
448,Hickory Crawdads,2021,13,High-A,160,80,39,119,138,66,204,0.6722689075630253,0.6764705882352942,0.5,0.74375
450,Daytona Tortugas,2021,14,A,151,106,62,168,81,49,130,0.6309523809523809,0.6230769230769231,0.7019867549668874,1.1125827814569536
451,Iowa Cubs,2022,11,AAA,59,71,14,85,77,16,93,0.8352941176470589,0.8279569892473119,1.2033898305084745,1.4406779661016949
452,Altoona Curve,2021,12,AA,46,25,14,39,32,4,36,0.6410256410256411,0.8888888888888888,0.5434782608695652,0.8478260869565217
453,Brooklyn Cyclones,2021,13,High-A,147,91,41,132,169,36,205,0.6893939393939394,0.824390243902439,0.6190476190476191,0.8979591836734694
456,Great Lakes Loons,2021,13,High-A,135,129,33,162,154,36,190,0.7962962962962963,0.8105263157894737,0.9555555555555556,1.2
459,Dayton Dragons,2021,13,High-A,155,169,51,220,128,49,177,0.7681818181818182,0.7231638418079096,1.0903225806451613,1.4193548387096775
460,Tri-City Dust Devils,2021,13,High-A,126,114,26,140,174,63,237,0.8142857142857143,0.7341772151898734,0.9047619047619048,1.1111111111111112
461,Eugene Emeralds,2021,13,High-A,126,128,40,168,207,56,263,0.7619047619047619,0.7870722433460076,1.0158730158730158,1.3333333333333333
463,New Hampshire Fisher Cats,2021,12,AA,50,48,13,61,23,10,33,0.7868852459016393,0.696969696969697,0.96,1.22
464,FCL Braves,2021,16,Rookie,113,220,68,288,226,59,285,0.7638888888888888,0.7929824561403509,1.9469026548672566,2.5486725663716814
466,FCL Nationals,2021,16,Rookie,93,72,40,112,119,44,163,0.6428571428571429,0.7300613496932515,0.7741935483870968,1.2043010752688172
467,FCL Marlins,2021,16,Rookie,94,87,38,125,98,64,162,0.696,0.6049382716049383,0.925531914893617,1.3297872340425532
468,FCL Mets,2021,16,Rookie,81,80,29,109,66,26,92,0.7339449541284404,0.717391304347826,0.9876543209876543,1.345679012345679
469,FCL Phillies,2021,16,Rookie,81,93,26,119,74,19,93,0.7815126050420168,0.7956989247311828,1.1481481481481481,1.4691358024691359
470,FCL Pirates Black,2021,16,Rookie,87,73,24,97,113,32,145,0.7525773195876289,0.7793103448275862,0.8390804597701149,1.1149425287356323
471,FCL Red Sox,2021,16,Rookie,113,94,22,116,152,42,194,0.8103448275862069,0.7835051546391752,0.831858407079646,1.0265486725663717
473,FCL Tigers East,2021,16,Rookie,74,45,28,73,107,31,138,0.6164383561643836,0.7753623188405797,0.6081081081081081,0.9864864864864865
474,FCL Twins,2021,16,Rookie,107,113,26,139,106,21,127,0.8129496402877698,0.8346456692913385,1.0560747663551402,1.2990654205607477
475,FCL Yankees,2021,16,Rookie,92,157,31,188,123,37,160,0.8351063829787234,0.76875,1.7065217391304348,2.0434782608695654
476,San Jose Giants,2021,14,A,112,80,30,110,106,56,162,0.7272727272727273,0.654320987654321,0.7142857142857143,0.9821428571428571
477,Greensboro Grasshoppers,2021,13,High-A,137,190,61,251,113,40,153,0.7569721115537849,0.738562091503268,1.3868613138686132,1.832116788321168
478,Augusta GreenJackets,2021,14,A,131,147,47,194,193,29,222,0.7577319587628866,0.8693693693693694,1.1221374045801527,1.4809160305343512
479,Jupiter Hammerheads,2021,14,A,156,136,55,191,126,60,186,0.7120418848167539,0.6774193548387096,0.8717948717948718,1.2243589743589745
481,Lynchburg Hillcats,2021,14,A,127,130,43,173,101,51,152,0.7514450867052023,0.6644736842105263,1.0236220472440944,1.3622047244094488
482,Corpus Christi Hooks,2021,12,AA,43,23,18,41,26,11,37,0.5609756097560976,0.7027027027027027,0.5348837209302325,0.9534883720930233
484,Indianapolis Indians,2022,11,AAA,65,95,26,121,56,12,68,0.7851239669421488,0.8235294117647058,1.4615384615384615,1.8615384615384616
485,Down East Wood Ducks,2021,14,A,146,331,73,404,203,47,250,0.8193069306930693,0.812,2.267123287671233,2.767123287671233
486,Spokane Indians,2021,13,High-A,126,205,67,272,97,36,133,0.7536764705882353,0.7293233082706767,1.626984126984127,2.1587301587301586
487,Kannapolis Cannon Ballers,2021,14,A,135,119,36,155,168,61,229,0.7677419354838709,0.7336244541484717,0.8814814814814815,1.1481481481481481
488,Aberdeen IronBirds,2021,13,High-A,147,151,38,189,98,60,158,0.798941798941799,0.620253164556962,1.0272108843537415,1.2857142857142858
492,Cedar Rapids Kernels,2021,13,High-A,132,119,37,156,152,27,179,0.7628205128205128,0.8491620111731844,0.9015151515151515,1.1818181818181819
494,Charlotte Knights,2022,11,AAA,52,36,18,54,38,10,48,0.6666666666666666,0.7916666666666666,0.6923076923076923,1.0384615384615385
498,Chattanooga Lookouts,2021,12,AA,50,21,16,37,25,6,31,0.5675675675675675,0.8064516129032258,0.42,0.74
499,Lansing Lugnuts,2021,13,High-A,141,181,30,211,128,50,178,0.8578199052132701,0.7191011235955056,1.2836879432624113,1.49645390070922
505,Binghamton Rumble Ponies,2021,12,AA,45,20,10,30,16,7,23,0.6666666666666666,0.6956521739130435,0.4444444444444444,0.6666666666666666
507,St. Lucie Mets,2021,14,A,168,174,42,216,99,49,148,0.8055555555555556,0.668918918918919,1.0357142857142858,1.2857142857142858
509,Fort Myers Mighty Mussels,2021,14,A,155,228,50,278,199,38,237,0.8201438848920863,0.8396624472573839,1.4709677419354839,1.793548387096774
510,San Antonio Missions,2021,12,AA,42,39,16,55,31,20,51,0.7090909090909091,0.6078431372549019,0.9285714285714286,1.3095238095238095
512,Toledo Mud Hens,2022,11,AAA,64,54,17,71,55,13,68,0.7605633802816901,0.8088235294117647,0.84375,1.109375
515,Modesto Nuts,2021,14,A,118,130,52,182,181,33,214,0.7142857142857143,0.8457943925233645,1.1016949152542372,1.5423728813559323
516,Visalia Rawhide,2021,14,A,112,161,44,205,150,55,205,0.7853658536585366,0.7317073170731707,1.4375,1.8303571428571428
521,Myrtle Beach Pelicans,2021,14,A,139,80,36,116,179,57,236,0.6896551724137931,0.7584745762711864,0.5755395683453237,0.8345323741007195
522,Reading Fightin Phils,2021,12,AA,48,20,10,30,45,21,66,0.6666666666666666,0.6818181818181818,0.4166666666666667,0.625
524,Stockton Ports,2021,14,A,118,121,48,169,179,67,246,0.7159763313609467,0.7276422764227642,1.0254237288135593,1.4322033898305084
526,Rancho Cucamonga Quakes,2021,14,A,118,91,29,120,168,22,190,0.7583333333333333,0.8842105263157894,0.7711864406779662,1.0169491525423728
529,Tacoma Rainiers,2022,11,AAA,56,79,18,97,53,12,65,0.8144329896907216,0.8153846153846154,1.4107142857142858,1.7321428571428572
531,Scranton/Wilkes-Barre RailRiders,2022,11,AAA,72,77,20,97,110,9,119,0.7938144329896907,0.9243697478991597,1.0694444444444444,1.3472222222222223
533,Worcester Red Sox,2022,11,AAA,65,45,14,59,57,17,74,0.7627118644067796,0.7702702702702703,0.6923076923076923,0.9076923076923077
534,Rochester Red Wings,2022,11,AAA,65,65,12,77,73,19,92,0.8441558441558441,0.7934782608695652,1.0,1.1846153846153846
537,Hudson Valley Renegades,2021,13,High-A,152,167,53,220,192,57,249,0.759090909090909,0.7710843373493976,1.0986842105263157,1.4473684210526316
538,Hartford Yard Goats,2021,12,AA,45,41,9,50,48,18,66,0.82,0.7272727272727273,0.9111111111111111,1.1111111111111112
540,Frisco RoughRiders,2021,12,AA,49,51,10,61,50,18,68,0.8360655737704918,0.7352941176470589,1.0408163265306123,1.2448979591836735
541,Omaha Storm Chasers,2022,11,AAA,66,64,12,76,48,8,56,0.8421052631578947,0.8571428571428571,0.9696969696969697,1.1515151515151516
546,Portland Sea Dogs,2021,12,AA,59,10,13,23,28,8,36,0.43478260869565216,0.7777777777777778,0.1694915254237288,0.3898305084745763
547,Harrisburg Senators,2021,12,AA,41,19,12,31,38,9,47,0.6129032258064516,0.8085106382978723,0.4634146341463415,0.7560975609756098
548,Delmarva Shorebirds,2021,14,A,133,170,38,208,216,33,249,0.8173076923076923,0.8674698795180723,1.2781954887218046,1.5639097744360901
550,South Bend Cubs,2021,13,High-A,141,174,56,230,207,71,278,0.7565217391304347,0.7446043165467626,1.2340425531914894,1.6312056737588652
552,Syracuse Mets,2022,11,AAA,67,50,21,71,58,12,70,0.704225352112676,0.8285714285714286,0.746268656716418,1.0597014925373134
553,Tennessee Smokies,2021,12,AA,54,37,12,49,57,10,67,0.7551020408163265,0.8507462686567164,0.6851851851851852,0.9074074074074074
554,Beloit Snappers,2021,13,High-A,126,130,34,164,108,51,159,0.7926829268292683,0.6792452830188679,1.0317460317460319,1.3015873015873016
556,Nashville Sounds,2022,11,AAA,58,66,9,75,37,20,57,0.88,0.6491228070175439,1.1379310344827587,1.293103448275862
559,Rocket City Trash Pandas,2021,12,AA,41,31,10,41,30,11,41,0.7560975609756098,0.7317073170731707,0.7560975609756098,1.0
561,Salt Lake Bees,2022,11,AAA,58,58,22,80,47,13,60,0.725,0.7833333333333333,1.0,1.3793103448275863
564,Jacksonville Jumbo Shrimp,2022,11,AAA,58,29,13,42,51,13,64,0.6904761904761905,0.796875,0.5,0.7241379310344828
565,Quad Cities River Bandits,2021,13,High-A,138,148,19,167,120,40,160,0.8862275449101796,0.75,1.0724637681159421,1.210144927536232
566,Clearwater Threshers,2021,14,A,176,145,73,218,172,68,240,0.6651376146788991,0.7166666666666667,0.8238636363636364,1.2386363636363635
568,Norfolk Tides,2022,11,AAA,58,59,11,70,45,11,56,0.8428571428571429,0.8035714285714286,1.0172413793103448,1.206896551724138
570,Lakeland Flying Tigers,2021,14,A,164,178,41,219,137,54,191,0.8127853881278538,0.7172774869109948,1.0853658536585367,1.3353658536585367
572,Wisconsin Timber Rattlers,2021,13,High-A,144,219,61,280,135,44,179,0.7821428571428571,0.7541899441340782,1.5208333333333333,1.9444444444444444
573,Asheville Tourists,2021,13,High-A,149,125,58,183,97,43,140,0.6830601092896175,0.6928571428571428,0.8389261744966443,1.2281879194630871
574,Arkansas Travelers,2021,12,AA,46,39,17,56,54,12,66,0.6964285714285714,0.8181818181818182,0.8478260869565217,1.2173913043478262
580,Winston-Salem Dash,2021,13,High-A,146,106,39,145,111,52,163,0.7310344827586207,0.6809815950920245,0.726027397260274,0.9931506849315068
582,West Michigan Whitecaps,2021,13,High-A,154,115,52,167,127,52,179,0.688622754491018,0.7094972067039106,0.7467532467532467,1.0844155844155845
584,Fort Wayne TinCaps,2021,13,High-A,135,121,48,169,196,46,242,0.7159763313609467,0.8099173553719008,0.8962962962962963,1.2518518518518518
587,Tampa Tarpons,2021,14,A,208,235,79,314,288,68,356,0.7484076433121019,0.8089887640449438,1.1298076923076923,1.5096153846153846
599,FCL Orioles Black,2021,16,Rookie,95,97,33,130,136,52,188,0.7461538461538462,0.723404255319149,1.0210526315789474,1.368421052631579
600,DSL Angels,2021,16,Rookie,72,171,70,241,95,45,140,0.7095435684647303,0.6785714285714286,2.375,3.3472222222222223
601,DSL Astros,2021,16,Rookie,105,204,74,278,151,40,191,0.7338129496402878,0.7905759162303665,1.9428571428571428,2.6476190476190475
602,DSL Athletics,2021,16,Rookie,114,117,53,170,193,72,265,0.6882352941176471,0.7283018867924528,1.0263157894736843,1.4912280701754386
604,DSL Blue Jays,2021,16,Rookie,77,145,49,194,105,48,153,0.7474226804123711,0.6862745098039216,1.8831168831168832,2.5194805194805197
607,DSL Brewers 1,2021,16,Rookie,72,96,29,125,121,51,172,0.768,0.7034883720930233,1.3333333333333333,1.7361111111111112
608,DSL Cardinals Blue,2021,16,Rookie,72,45,26,71,108,43,151,0.6338028169014085,0.7152317880794702,0.625,0.9861111111111112
609,DSL Cubs Blue,2021,16,Rookie,81,153,52,205,166,70,236,0.7463414634146341,0.7033898305084746,1.8888888888888888,2.5308641975308643
610,DSL D-backs 1,2021,16,Rookie,69,101,48,149,99,69,168,0.6778523489932886,0.5892857142857143,1.463768115942029,2.1594202898550723
611,DSL LAD Bautista,2021,16,Rookie,95,113,49,162,119,82,201,0.6975308641975309,0.5920398009950248,1.1894736842105262,1.7052631578947368
612,DSL Dodgers Shoemaker,2021,16,Rookie,92,154,49,203,99,56,155,0.7586206896551724,0.6387096774193548,1.673913043478261,2.2065217391304346
615,DSL Giants Orange,2021,16,Rookie,78,100,27,127,65,39,104,0.7874015748031497,0.625,1.2820512820512822,1.6282051282051282
616,DSL Indians Blue,2021,16,Rookie,90,91,43,134,119,67,186,0.6791044776119403,0.6397849462365591,1.011111111111111,1.488888888888889
618,DSL Mariners,2021,16,Rookie,69,78,34,112,80,45,125,0.6964285714285714,0.64,1.1304347826086956,1.6231884057971016
619,DSL Marlins,2021,16,Rookie,97,147,46,193,146,37,183,0.7616580310880829,0.7978142076502732,1.5154639175257731,1.9896907216494846
620,DSL Mets 1,2021,16,Rookie,63,91,42,133,104,36,140,0.6842105263157895,0.7428571428571429,1.4444444444444444,2.111111111111111
621,DSL Orioles 1,2021,16,Rookie,66,60,47,107,131,48,179,0.5607476635514018,0.7318435754189944,0.9090909090909091,1.621212121212121
622,DSL Padres,2021,16,Rookie,82,123,85,208,175,62,237,0.5913461538461539,0.7383966244725738,1.5,2.5365853658536586
623,DSL Phillies Red,2021,16,Rookie,72,121,70,191,97,44,141,0.6335078534031413,0.6879432624113475,1.6805555555555556,2.6527777777777777
624,DSL PIT Black,2021,16,Rookie,72,71,32,103,77,27,104,0.6893203883495146,0.7403846153846154,0.9861111111111112,1.4305555555555556
625,DSL Rangers 1,2021,16,Rookie,75,105,34,139,159,47,206,0.7553956834532374,0.7718446601941747,1.4,1.8533333333333333
626,DSL BOS Blue,2021,16,Rookie,78,96,53,149,83,32,115,0.6442953020134228,0.7217391304347827,1.2307692307692308,1.9102564102564104
627,DSL BOS Red,2021,16,Rookie,97,90,38,128,137,67,204,0.703125,0.6715686274509803,0.9278350515463918,1.3195876288659794
628,DSL Reds,2021,16,Rookie,74,128,52,180,93,46,139,0.7111111111111111,0.6690647482014388,1.7297297297297298,2.4324324324324325
629,DSL Rockies,2021,16,Rookie,69,96,38,134,94,37,131,0.7164179104477612,0.7175572519083969,1.391304347826087,1.9420289855072463
630,DSL Royals Blue,2021,16,Rookie,131,147,53,200,129,43,172,0.735,0.75,1.1221374045801527,1.5267175572519085
631,DSL Tigers,2021,16,Rookie,78,123,61,184,108,28,136,0.6684782608695652,0.7941176470588235,1.5769230769230769,2.358974358974359
632,DSL Twins,2021,16,Rookie,72,85,26,111,165,48,213,0.7657657657657657,0.7746478873239436,1.1805555555555556,1.5416666666666667
633,DSL White Sox,2021,16,Rookie,69,128,46,174,85,52,137,0.735632183908046,0.6204379562043796,1.855072463768116,2.5217391304347827
634,DSL Yankees 1,2021,16,Rookie,83,193,69,262,123,73,196,0.7366412213740458,0.6275510204081632,2.325301204819277,3.1566265060240966
635,DSL Yankees 2,2021,16,Rookie,83,171,68,239,157,66,223,0.7154811715481172,0.7040358744394619,2.0602409638554215,2.8795180722891565
1270,DSL Nationals,2021,16,Rookie,80,75,35,110,70,72,142,0.6818181818181818,0.49295774647887325,0.9375,1.375
1350,Northwest Arkansas Naturals,2021,12,AA,46,51,18,69,22,11,33,0.7391304347826086,0.6666666666666666,1.108695652173913,1.5
1370,FCL Cardinals,2021,16,Rookie,80,68,39,107,52,29,81,0.6355140186915887,0.6419753086419753,0.85,1.3375
1390,FCL Blue Jays,2021,16,Rookie,84,147,44,191,75,25,100,0.7696335078534031,0.75,1.75,2.2738095238095237
1410,Lehigh Valley IronPigs,2022,11,AAA,68,76,16,92,94,19,113,0.8260869565217391,0.831858407079646,1.1176470588235294,1.3529411764705883
1611,DSL Rays 1,2021,16,Rookie,92,187,115,302,125,70,195,0.6192052980132451,0.6410256410256411,2.032608695652174,3.282608695652174
1956,Somerset Patriots,2021,12,AA,48,82,20,102,30,10,40,0.803921568627451,0.75,1.7083333333333333,2.125
1960,St. Paul Saints,2022,11,AAA,61,48,8,56,57,22,79,0.8571428571428571,0.7215189873417721,0.7868852459016393,0.9180327868852459
1991,ACL D-backs,2021,16,Rookie,72,107,34,141,92,34,126,0.7588652482269503,0.7301587301587301,1.4861111111111112,1.9583333333333333
1994,ACL Rockies,2021,16,Rookie,69,130,48,178,58,27,85,0.7303370786516854,0.6823529411764706,1.8840579710144927,2.579710144927536
1996,ACL Royals Gold,2021,16,Rookie,66,66,20,86,84,16,100,0.7674418604651163,0.84,1.0,1.303030303030303
1997,ACL White Sox,2021,16,Rookie,66,33,17,50,77,25,102,0.66,0.7549019607843137,0.5,0.7575757575757576
1998,FCL Astros,2021,16,Rookie,90,115,62,177,87,45,132,0.6497175141242938,0.6590909090909091,1.2777777777777777,1.9666666666666666
2003,FCL Rays,2021,16,Rookie,89,193,59,252,70,31,101,0.7658730158730159,0.693069306930693,2.168539325842697,2.831460674157303
2097,DSL Cardinals Red,2021,16,Rookie,78,82,40,122,75,53,128,0.6721311475409836,0.5859375,1.0512820512820513,1.564102564102564
2101,DSL Brewers 2,2021,16,Rookie,72,90,31,121,101,38,139,0.743801652892562,0.7266187050359713,1.25,1.6805555555555556
2117,DSL Mets 2,2021,16,Rookie,66,55,29,84,104,29,133,0.6547619047619048,0.7819548872180451,0.8333333333333334,1.2727272727272727
2128,DSL Royals White,2021,16,Rookie,115,127,52,179,173,24,197,0.7094972067039106,0.8781725888324873,1.1043478260869566,1.5565217391304347
2131,DSL Colorado,2021,16,Rookie,75,142,54,196,60,38,98,0.7244897959183674,0.6122448979591837,1.8933333333333333,2.6133333333333333
2134,DSL Giants Black,2021,16,Rookie,72,77,29,106,88,25,113,0.7264150943396226,0.7787610619469026,1.0694444444444444,1.4722222222222223
2270,DSL Cubs Red,2021,16,Rookie,69,124,62,186,134,48,182,0.6666666666666666,0.7362637362637363,1.7971014492753623,2.6956521739130435
2310,Reno Aces,2022,11,AAA,55,68,23,91,64,10,74,0.7472527472527473,0.8648648648648649,1.2363636363636363,1.6545454545454545
2413,DSL Rangers 2,2021,16,Rookie,69,170,37,207,100,32,132,0.821256038647343,0.7575757575757576,2.463768115942029,3.0
2498,Bowling Green Hot Rods,2021,13,High-A,138,139,53,192,112,35,147,0.7239583333333334,0.7619047619047619,1.0072463768115942,1.391304347826087
3130,DSL Orioles 2,2021,16,Rookie,69,83,31,114,105,35,140,0.7280701754385965,0.75,1.2028985507246377,1.6521739130434783
3390,Bradenton Marauders,2021,14,A,155,118,32,150,183,47,230,0.7866666666666666,0.7956521739130434,0.7612903225806451,0.967741935483871
3410,Richmond Flying Squirrels,2021,12,AA,42,15,4,19,21,18,39,0.7894736842105263,0.5384615384615384,0.35714285714285715,0.4523809523809524
3430,ACL Reds,2021,16,Rookie,66,92,42,134,66,34,100,0.6865671641791045,0.66,1.393939393939394,2.0303030303030303
3705,Columbia Fireflies,2021,14,A,144,231,54,285,121,50,171,0.8105263157894737,0.7076023391812866,1.6041666666666667,1.9791666666666667
3712,Fayetteville Woodpeckers,2021,14,A,133,235,65,300,212,45,257,0.7833333333333333,0.8249027237354085,1.7669172932330828,2.255639097744361
3898,Wichita Wind Surge,2021,12,AA,43,56,10,66,34,17,51,0.8484848484848485,0.6666666666666666,1.302325581395349,1.5348837209302326
4124,Pensacola Blue Wahoos,2021,12,AA,43,22,17,39,37,13,50,0.5641025641025641,0.74,0.5116279069767442,0.9069767441860465
4404,DSL PIT Gold,2021,16,Rookie,72,59,44,103,138,25,163,0.5728155339805825,0.8466257668711656,0.8194444444444444,1.4305555555555556
4904,El Paso Chihuahuas,2022,11,AAA,52,32,14,46,49,19,68,0.6956521739130435,0.7205882352941176,0.6153846153846154,0.8846153846153846
5015,Biloxi Shuckers,2021,12,AA,43,40,8,48,17,16,33,0.8333333333333334,0.5151515151515151,0.9302325581395349,1.1162790697674418
5071,FCL Tigers West,2021,16,Rookie,77,44,19,63,107,36,143,0.6984126984126984,0.7482517482517482,0.5714285714285714,0.8181818181818182
5085,DSL Phillies White,2021,16,Rookie,78,126,57,183,69,60,129,0.6885245901639344,0.5348837209302325,1.6153846153846154,2.3461538461538463
5086,DSL Rays 2,2021,16,Rookie,89,161,70,231,104,73,177,0.696969696969697,0.5875706214689266,1.8089887640449438,2.595505617977528
5087,DSL D-backs 2,2021,16,Rookie,69,51,43,94,95,48,143,0.5425531914893617,0.6643356643356644,0.7391304347826086,1.3623188405797102
5368,Amarillo Sod Poodles,2021,12,AA,45,37,18,55,38,8,46,0.6727272727272727,0.8260869565217391,0.8222222222222222,1.2222222222222223
5370,ACL Giants Orange,2021,16,Rookie,74,76,14,90,69,31,100,0.8444444444444444,0.69,1.027027027027027,1.2162162162162162
5374,ACL Indians,2021,16,Rookie,69,74,37,111,98,39,137,0.6666666666666666,0.7153284671532847,1.0724637681159421,1.608695652173913
5426,ACL Athletics,2021,16,Rookie,69,32,17,49,87,18,105,0.6530612244897959,0.8285714285714286,0.463768115942029,0.7101449275362319
5427,ACL Dodgers,2021,16,Rookie,66,34,16,50,63,25,88,0.68,0.7159090909090909,0.5151515151515151,0.7575757575757576
5430,ACL Brewers Blue,2021,16,Rookie,72,77,44,121,56,36,92,0.6363636363636364,0.6086956521739131,1.0694444444444444,1.6805555555555556
5434,Sugar Land Space Cowboys,2022,11,AAA,52,57,17,74,47,16,63,0.7702702702702703,0.746031746031746,1.0961538461538463,1.4230769230769231
