gamePk,season,level_name,play_idx,pitcher_id,pitcher_name,batter_id,balls,strikes,outs,runner_state,opp_1b_2b,opp_2b_3b
724398,2023,AA,7,693312,Kyle Nicolas,671913,4,2,0,1__,1,0
724398,2023,AA,8,693312,Kyle Nicolas,683770,4,0,0,12_,0,1
724398,2023,AA,10,693312,Kyle Nicolas,671287,0,1,2,_2_,0,1
724398,2023,AA,15,691828,Sem Robberse,687019,4,2,1,1__,1,0
724398,2023,AA,16,691828,Sem Robberse,669002,0,0,2,12_,0,1
724398,2023,AA,24,691828,Sem Robberse,678894,0,0,2,1__,1,0
724398,2023,AA,25,691828,Sem Robberse,685301,1,0,2,1__,1,0
724398,2023,AA,39,691828,Sem Robberse,678894,0,0,2,1__,1,0
724398,2023,AA,40,681753,Adrian Hernandez,685301,4,1,2,1__,1,0
724398,2023,AA,45,663336,Aaron Shortridge,671913,4,2,2,1__,1,0
724398,2023,AA,46,663336,Aaron Shortridge,683770,3,1,2,12_,0,1
724398,2023,AA,47,663336,Aaron Shortridge,665782,0,0,2,1_3,1,0
724398,2023,AA,48,663336,Aaron Shortridge,671287,4,0,2,_2_,0,1
724398,2023,AA,49,669180,Braeden Ogle,674330,2,2,3,1_3,1,0
724398,2023,AA,54,669180,Braeden Ogle,676309,0,0,1,1__,1,0
724398,2023,AA,59,678287,Alejandro Melean,680779,3,2,1,1__,1,0
724398,2023,AA,63,666803,Oliver Garcia,683770,0,0,2,1__,1,0
724398,2023,AA,67,674178,Parker Caracci,642736,2,2,1,_2_,0,1
724398,2023,AA,74,666803,Oliver Garcia,682619,2,2,2,1__,1,0
724398,2023,AA,75,666803,Oliver Garcia,676678,4,1,2,12_,0,1
724398,2023,AA,81,674178,Parker Caracci,685301,1,1,2,1__,1,0
725645,2023,AA,4,663632,Troy Miller,694377,4,2,0,1__,1,0
725645,2023,AA,5,663632,Troy Miller,678882,0,1,1,12_,0,1
725645,2023,AA,22,663632,Troy Miller,694359,3,3,3,1__,1,0
725645,2023,AA,27,663632,Troy Miller,683090,3,1,0,1__,1,0
725645,2023,AA,30,663500,Hunter Parsons,694812,0,0,2,1__,1,0
725645,2023,AA,32,663500,Hunter Parsons,694377,4,2,2,1__,1,0
725645,2023,AA,33,663500,Hunter Parsons,678882,0,2,2,12_,0,1
725645,2023,AA,34,663500,Hunter Parsons,694359,3,3,3,1__,1,0
725645,2023,AA,42,663500,Hunter Parsons,683766,1,2,2,_2_,0,1
725645,2023,AA,43,663500,Hunter Parsons,694812,2,0,2,1__,1,0
725645,2023,AA,52,676454,Brendan Cellucci,681286,4,2,1,1__,1,0
725645,2023,AA,53,676454,Brendan Cellucci,682239,4,0,1,1__,1,0
725645,2023,AA,55,676454,Brendan Cellucci,663584,4,0,2,12_,0,1
725645,2023,AA,66,689876,Dylan Hall,689651,3,2,1,1__,1,0
724470,2023,AA,4,695865,Wilmer Flores,677588,3,3,1,1__,1,0
724470,2023,AA,9,668909,Gavin Williams,666128,1,1,2,1__,1,0
724470,2023,AA,12,695865,Wilmer Flores,683172,4,1,0,1__,1,0
724470,2023,AA,13,695865,Wilmer Flores,682621,4,0,0,12_,0,1
724470,2023,AA,15,695865,Wilmer Flores,701634,1,2,3,_2_,0,1
724470,2023,AA,31,668909,Gavin Williams,687144,1,2,1,1__,1,0
724470,2023,AA,36,687830,Sawyer Gipson-Long,690984,0,0,3,1__,1,0
724470,2023,AA,38,656349,Brett Daniels,690993,4,1,0,1__,1,0
724470,2023,AA,39,656349,Brett Daniels,676509,4,1,0,12_,0,1
724470,2023,AA,43,687830,Sawyer Gipson-Long,682657,0,0,0,1__,1,0
724470,2023,AA,45,687830,Sawyer Gipson-Long,671286,2,1,3,1__,1,0
724470,2023,AA,48,690440,Bradley Hanner,669398,4,1,1,1__,1,0
724470,2023,AA,49,690440,Bradley Hanner,669741,2,2,1,12_,0,1
724470,2023,AA,54,668971,Mason Hickman,687724,4,2,2,12_,0,1
724470,2023,AA,63,663684,Adam Wolf,690984,4,2,0,1__,1,0
724470,2023,AA,65,663684,Adam Wolf,682657,2,1,1,12_,0,1
724470,2023,AA,66,663684,Adam Wolf,681526,0,1,3,1__,1,0
724470,2023,AA,73,669804,Angel De Jesus,669384,1,3,3,1__,1,0
725107,2023,AA,3,686754,Ryan Jensen,673461,0,1,2,1__,1,0
725107,2023,AA,10,686754,Ryan Jensen,670148,4,0,1,1__,1,0
725107,2023,AA,11,686754,Ryan Jensen,665940,3,3,2,12_,0,1
725107,2023,AA,16,676881,Garrett Schoenle,683357,3,3,3,1__,1,0
725107,2023,AA,18,686754,Ryan Jensen,672635,0,1,0,_2_,0,1
725107,2023,AA,19,686754,Ryan Jensen,673461,0,0,1,_2_,0,1
725107,2023,AA,24,676881,Garrett Schoenle,691718,3,2,2,1__,1,0
725107,2023,AA,25,676881,Garrett Schoenle,668664,1,1,3,1__,1,0
725107,2023,AA,33,676881,Garrett Schoenle,681230,4,2,2,1__,1,0
725107,2023,AA,34,676881,Garrett Schoenle,685087,4,2,2,12_,0,1
725107,2023,AA,42,670376,Alejandro Mateo,691718,0,3,2,1__,1,0
725107,2023,AA,65,679346,Edgar Navarro,668664,4,1,0,1__,1,0
725107,2023,AA,67,679346,Edgar Navarro,663891,2,1,3,12_,0,1
725107,2023,AA,69,681145,Cayne Ueckert,679563,2,0,0,1__,1,0
725107,2023,AA,70,681145,Cayne Ueckert,672635,0,1,1,1_3,1,0
725107,2023,AA,71,681145,Cayne Ueckert,673461,0,0,1,_2_,0,1
725107,2023,AA,72,681145,Cayne Ueckert,622046,2,3,2,_2_,0,1
725107,2023,AA,76,673965,Caleb Freeman,683357,1,2,1,1__,1,0
725107,2023,AA,79,673965,Caleb Freeman,691718,1,1,2,1__,1,0
725712,2023,AA,4,701859,Justin Armbruester,691011,1,3,1,1__,1,0
725712,2023,AA,6,701859,Justin Armbruester,696100,1,1,3,_2_,0,1
725712,2023,AA,13,701859,Justin Armbruester,677647,2,1,3,1__,1,0
725712,2023,AA,33,701859,Justin Armbruester,677647,0,2,2,1__,1,0
725712,2023,AA,35,701859,Justin Armbruester,691728,1,1,3,1__,1,0
725712,2023,AA,38,688433,Jared Biddy,677008,2,1,1,12_,0,1
725712,2023,AA,39,688433,Jared Biddy,691723,1,2,1,12_,0,1
725712,2023,AA,40,688433,Jared Biddy,693409,1,2,2,_2_,0,1
725712,2023,AA,42,688433,Jared Biddy,676024,3,2,2,1__,1,0
725712,2023,AA,43,688433,Jared Biddy,687833,0,0,2,12_,0,1
725712,2023,AA,52,688910,Blake Goldsberry,691723,4,1,1,1__,1,0
725712,2023,AA,59,688125,Dylan Spain,687833,3,2,1,1__,1,0
725712,2023,AA,68,681930,Shelby Lackey,691723,4,1,1,1__,1,0
725712,2023,AA,69,681930,Shelby Lackey,693409,2,2,2,12_,0,1
720947,2023,AA,3,680451,Mason Erla,677956,0,0,2,1__,1,0
720947,2023,AA,11,680451,Mason Erla,687331,2,0,2,1__,1,0
720947,2023,AA,19,680451,Mason Erla,677956,3,3,3,1__,1,0
720947,2023,AA,32,680451,Mason Erla,686958,2,3,1,1__,1,0
720947,2023,AA,33,668719,Kenyon Yovan,682622,2,0,2,_2_,0,1
720947,2023,AA,44,682029,Connor Curlis,687263,2,2,1,12_,0,1
