gamePk,season,level_id,level_name,game_date,home_team_id,home_team_name,away_team_id,away_team_name,game_type
577683,2019,14,A,2019-05-04,499,Lansing Lugnuts,554,Beloit Snappers,R
577403,2019,14,A,2019-05-04,584,Fort Wayne TinCaps,565,Quad Cities River Bandits,R
577263,2019,14,A,2019-05-04,500,Clinton LumberKings,550,South Bend Cubs,R
577193,2019,14,A,2019-05-04,492,Cedar Rapids Kernels,459,Dayton Dragons,R
577753,2019,14,A,2019-05-04,443,Peoria Chiefs,2498,Bowling Green Hot Rods,R
573518,2019,14,A,2019-05-05,3705,Columbia Fireflies,495,Lexington Legends,R
577404,2019,14,A,2019-05-05,584,Fort Wayne TinCaps,565,Quad Cities River Bandits,R
577614,2019,14,A,2019-05-05,437,Lake County Captains,446,Kane County Cougars,R
573659,2019,14,A,2019-05-05,477,Greensboro Grasshoppers,525,West Virginia Power,R
573375,2019,14,A,2019-05-05,478,Augusta GreenJackets,563,Hagerstown Suns,R
577474,2019,14,A,2019-05-05,456,Great Lakes Loons,572,Wisconsin Timber Rattlers,R
573309,2019,14,A,2019-05-05,573,Asheville Tourists,548,Delmarva Shorebirds,R
573519,2019,14,A,2019-05-05,3705,Columbia Fireflies,495,Lexington Legends,R
577264,2019,14,A,2019-05-05,500,Clinton LumberKings,550,South Bend Cubs,R
577124,2019,14,A,2019-05-05,420,Burlington Bees,582,West Michigan Whitecaps,R
573729,2019,14,A,2019-05-05,428,Greenville Drive,233,Charleston RiverDogs,R
577194,2019,14,A,2019-05-05,492,Cedar Rapids Kernels,459,Dayton Dragons,R
577684,2019,14,A,2019-05-05,499,Lansing Lugnuts,554,Beloit Snappers,R
577754,2019,14,A,2019-05-05,443,Peoria Chiefs,2498,Bowling Green Hot Rods,R
574009,2019,14,A,2019-05-05,427,Lakewood BlueClaws,432,Rome Braves,R
573939,2019,14,A,2019-05-05,487,Kannapolis Intimidators,448,Hickory Crawdads,R
573310,2019,14,A,2019-05-06,573,Asheville Tourists,548,Delmarva Shorebirds,R
573660,2019,14,A,2019-05-06,477,Greensboro Grasshoppers,525,West Virginia Power,R
574010,2019,14,A,2019-05-06,427,Lakewood BlueClaws,432,Rome Braves,R
574009,2019,14,A,2019-05-06,427,Lakewood BlueClaws,432,Rome Braves,R
573940,2019,14,A,2019-05-06,487,Kannapolis Intimidators,448,Hickory Crawdads,R
573939,2019,14,A,2019-05-06,487,Kannapolis Intimidators,448,Hickory Crawdads,R
577329,2019,14,A,2019-05-06,459,Dayton Dragons,500,Clinton LumberKings,R
573730,2019,14,A,2019-05-06,428,Greenville Drive,233,Charleston RiverDogs,R
577889,2019,14,A,2019-05-06,550,South Bend Cubs,492,Cedar Rapids Kernels,R
573376,2019,14,A,2019-05-06,478,Augusta GreenJackets,563,Hagerstown Suns,R
577959,2019,14,A,2019-05-06,582,West Michigan Whitecaps,443,Peoria Chiefs,R
573520,2019,14,A,2019-05-06,3705,Columbia Fireflies,495,Lexington Legends,R
577539,2019,14,A,2019-05-06,446,Kane County Cougars,456,Great Lakes Loons,R
576979,2019,14,A,2019-05-06,554,Beloit Snappers,437,Lake County Captains,R
577819,2019,14,A,2019-05-06,565,Quad Cities River Bandits,499,Lansing Lugnuts,R
578029,2019,14,A,2019-05-06,572,Wisconsin Timber Rattlers,584,Fort Wayne TinCaps,R
577049,2019,14,A,2019-05-06,2498,Bowling Green Hot Rods,420,Burlington Bees,R
576980,2019,14,A,2019-05-07,554,Beloit Snappers,437,Lake County Captains,R
577540,2019,14,A,2019-05-07,446,Kane County Cougars,456,Great Lakes Loons,R
577330,2019,14,A,2019-05-07,459,Dayton Dragons,500,Clinton LumberKings,R
577890,2019,14,A,2019-05-07,550,South Bend Cubs,492,Cedar Rapids Kernels,R
577960,2019,14,A,2019-05-07,582,West Michigan Whitecaps,443,Peoria Chiefs,R
577820,2019,14,A,2019-05-07,565,Quad Cities River Bandits,499,Lansing Lugnuts,R
578030,2019,14,A,2019-05-07,572,Wisconsin Timber Rattlers,584,Fort Wayne TinCaps,R
577050,2019,14,A,2019-05-07,2498,Bowling Green Hot Rods,420,Burlington Bees,R
577891,2019,14,A,2019-05-08,550,South Bend Cubs,492,Cedar Rapids Kernels,R
577961,2019,14,A,2019-05-08,582,West Michigan Whitecaps,443,Peoria Chiefs,R
577051,2019,14,A,2019-05-08,2498,Bowling Green Hot Rods,420,Burlington Bees,R
577541,2019,14,A,2019-05-08,446,Kane County Cougars,456,Great Lakes Loons,R
574087,2019,14,A,2019-05-08,495,Lexington Legends,487,Kannapolis Intimidators,R
573868,2019,14,A,2019-05-08,448,Hickory Crawdads,573,Asheville Tourists,R
574153,2019,14,A,2019-05-08,432,Rome Braves,428,Greenville Drive,R
577331,2019,14,A,2019-05-08,459,Dayton Dragons,500,Clinton LumberKings,R
574223,2019,14,A,2019-05-08,525,West Virginia Power,478,Augusta GreenJackets,R
573588,2019,14,A,2019-05-08,548,Delmarva Shorebirds,477,Greensboro Grasshoppers,R
573798,2019,14,A,2019-05-08,563,Hagerstown Suns,427,Lakewood BlueClaws,R
573448,2019,14,A,2019-05-08,233,Charleston RiverDogs,3705,Columbia Fireflies,R
577821,2019,14,A,2019-05-08,565,Quad Cities River Bandits,499,Lansing Lugnuts,R
576981,2019,14,A,2019-05-08,554,Beloit Snappers,437,Lake County Captains,R
578031,2019,14,A,2019-05-08,572,Wisconsin Timber Rattlers,584,Fort Wayne TinCaps,R
574154,2019,14,A,2019-05-09,432,Rome Braves,428,Greenville Drive,R
573589,2019,14,A,2019-05-09,548,Delmarva Shorebirds,477,Greensboro Grasshoppers,R
574224,2019,14,A,2019-05-09,525,West Virginia Power,478,Augusta GreenJackets,R
574212,2019,14,A,2019-05-09,525,West Virginia Power,478,Augusta GreenJackets,R
577332,2019,14,A,2019-05-09,459,Dayton Dragons,420,Burlington Bees,R
573869,2019,14,A,2019-05-09,448,Hickory Crawdads,573,Asheville Tourists,R
574088,2019,14,A,2019-05-09,495,Lexington Legends,487,Kannapolis Intimidators,R
577892,2019,14,A,2019-05-09,550,South Bend Cubs,443,Peoria Chiefs,R
573799,2019,14,A,2019-05-09,563,Hagerstown Suns,427,Lakewood BlueClaws,R
577962,2019,14,A,2019-05-09,582,West Michigan Whitecaps,492,Cedar Rapids Kernels,R
573449,2019,14,A,2019-05-09,233,Charleston RiverDogs,3705,Columbia Fireflies,R
577542,2019,14,A,2019-05-09,446,Kane County Cougars,499,Lansing Lugnuts,R
576982,2019,14,A,2019-05-09,554,Beloit Snappers,584,Fort Wayne TinCaps,R
578032,2019,14,A,2019-05-09,572,Wisconsin Timber Rattlers,437,Lake County Captains,R
577052,2019,14,A,2019-05-09,2498,Bowling Green Hot Rods,500,Clinton LumberKings,R
577822,2019,14,A,2019-05-09,565,Quad Cities River Bandits,456,Great Lakes Loons,R
574155,2019,14,A,2019-05-10,432,Rome Braves,428,Greenville Drive,R
577333,2019,14,A,2019-05-10,459,Dayton Dragons,420,Burlington Bees,R
573870,2019,14,A,2019-05-10,448,Hickory Crawdads,573,Asheville Tourists,R
574089,2019,14,A,2019-05-10,495,Lexington Legends,487,Kannapolis Intimidators,R
574225,2019,14,A,2019-05-10,525,West Virginia Power,478,Augusta GreenJackets,R
573590,2019,14,A,2019-05-10,548,Delmarva Shorebirds,477,Greensboro Grasshoppers,R
573800,2019,14,A,2019-05-10,563,Hagerstown Suns,427,Lakewood BlueClaws,R
577963,2019,14,A,2019-05-10,582,West Michigan Whitecaps,492,Cedar Rapids Kernels,R
573450,2019,14,A,2019-05-10,233,Charleston RiverDogs,3705,Columbia Fireflies,R
577543,2019,14,A,2019-05-10,446,Kane County Cougars,499,Lansing Lugnuts,R
576983,2019,14,A,2019-05-10,554,Beloit Snappers,584,Fort Wayne TinCaps,R
577893,2019,14,A,2019-05-10,550,South Bend Cubs,443,Peoria Chiefs,R
578033,2019,14,A,2019-05-10,572,Wisconsin Timber Rattlers,437,Lake County Captains,R
577053,2019,14,A,2019-05-10,2498,Bowling Green Hot Rods,500,Clinton LumberKings,R
577823,2019,14,A,2019-05-10,565,Quad Cities River Bandits,456,Great Lakes Loons,R
577544,2019,14,A,2019-05-11,446,Kane County Cougars,499,Lansing Lugnuts,R
578034,2019,14,A,2019-05-11,572,Wisconsin Timber Rattlers,437,Lake County Captains,R
574011,2019,14,A,2019-05-11,427,Lakewood BlueClaws,477,Greensboro Grasshoppers,R
574226,2019,14,A,2019-05-11,525,West Virginia Power,487,Kannapolis Intimidators,R
573311,2019,14,A,2019-05-11,573,Asheville Tourists,428,Greenville Drive,R
573521,2019,14,A,2019-05-11,3705,Columbia Fireflies,432,Rome Braves,R
573871,2019,14,A,2019-05-11,448,Hickory Crawdads,233,Charleston RiverDogs,R
574090,2019,14,A,2019-05-11,495,Lexington Legends,478,Augusta GreenJackets,R
577334,2019,14,A,2019-05-11,459,Dayton Dragons,420,Burlington Bees,R
573591,2019,14,A,2019-05-11,548,Delmarva Shorebirds,563,Hagerstown Suns,R
577964,2019,14,A,2019-05-11,582,West Michigan Whitecaps,492,Cedar Rapids Kernels,R
576984,2019,14,A,2019-05-11,554,Beloit Snappers,584,Fort Wayne TinCaps,R
577054,2019,14,A,2019-05-11,2498,Bowling Green Hot Rods,500,Clinton LumberKings,R
577894,2019,14,A,2019-05-11,550,South Bend Cubs,443,Peoria Chiefs,R
577824,2019,14,A,2019-05-11,565,Quad Cities River Bandits,456,Great Lakes Loons,R
574091,2019,14,A,2019-05-12,495,Lexington Legends,478,Augusta GreenJackets,R
574227,2019,14,A,2019-05-12,525,West Virginia Power,487,Kannapolis Intimidators,R
573312,2019,14,A,2019-05-12,573,Asheville Tourists,428,Greenville Drive,R
573522,2019,14,A,2019-05-12,3705,Columbia Fireflies,432,Rome Braves,R
573872,2019,14,A,2019-05-12,448,Hickory Crawdads,233,Charleston RiverDogs,R
574012,2019,14,A,2019-05-12,427,Lakewood BlueClaws,477,Greensboro Grasshoppers,R
573592,2019,14,A,2019-05-12,548,Delmarva Shorebirds,563,Hagerstown Suns,R
573873,2019,14,A,2019-05-13,448,Hickory Crawdads,233,Charleston RiverDogs,R
574092,2019,14,A,2019-05-13,495,Lexington Legends,478,Augusta GreenJackets,R
574228,2019,14,A,2019-05-13,525,West Virginia Power,487,Kannapolis Intimidators,R
573313,2019,14,A,2019-05-13,573,Asheville Tourists,428,Greenville Drive,R
573523,2019,14,A,2019-05-13,3705,Columbia Fireflies,432,Rome Braves,R
573509,2019,14,A,2019-05-13,3705,Columbia Fireflies,432,Rome Braves,R
577475,2019,14,A,2019-05-13,456,Great Lakes Loons,459,Dayton Dragons,R
577755,2019,14,A,2019-05-13,443,Peoria Chiefs,554,Beloit Snappers,R
576978,2019,14,A,2019-05-13,443,Peoria Chiefs,554,Beloit Snappers,R
577195,2019,14,A,2019-05-13,492,Cedar Rapids Kernels,565,Quad Cities River Bandits,R
577811,2019,14,A,2019-05-13,492,Cedar Rapids Kernels,565,Quad Cities River Bandits,R
577615,2019,14,A,2019-05-13,437,Lake County Captains,584,Fort Wayne TinCaps,R
573593,2019,14,A,2019-05-13,548,Delmarva Shorebirds,563,Hagerstown Suns,R
577685,2019,14,A,2019-05-13,499,Lansing Lugnuts,582,West Michigan Whitecaps,R
577125,2019,14,A,2019-05-13,420,Burlington Bees,500,Clinton LumberKings,R
578035,2019,14,A,2019-05-13,572,Wisconsin Timber Rattlers,446,Kane County Cougars,R
577055,2019,14,A,2019-05-13,2498,Bowling Green Hot Rods,550,South Bend Cubs,R
574013,2019,14,A,2019-05-13,427,Lakewood BlueClaws,477,Greensboro Grasshoppers,R
577686,2019,14,A,2019-05-14,499,Lansing Lugnuts,582,West Michigan Whitecaps,R
578036,2019,14,A,2019-05-14,572,Wisconsin Timber Rattlers,446,Kane County Cougars,R
577476,2019,14,A,2019-05-14,456,Great Lakes Loons,459,Dayton Dragons,R
577616,2019,14,A,2019-05-14,437,Lake County Captains,584,Fort Wayne TinCaps,R
574014,2019,14,A,2019-05-14,427,Lakewood BlueClaws,563,Hagerstown Suns,R
573941,2019,14,A,2019-05-14,487,Kannapolis Intimidators,495,Lexington Legends,R
573661,2019,14,A,2019-05-14,477,Greensboro Grasshoppers,548,Delmarva Shorebirds,R
574156,2019,14,A,2019-05-14,432,Rome Braves,573,Asheville Tourists,R
573731,2019,14,A,2019-05-14,428,Greenville Drive,448,Hickory Crawdads,R
573451,2019,14,A,2019-05-14,233,Charleston RiverDogs,525,West Virginia Power,R
573377,2019,14,A,2019-05-14,478,Augusta GreenJackets,3705,Columbia Fireflies,R
577756,2019,14,A,2019-05-14,443,Peoria Chiefs,554,Beloit Snappers,R
577196,2019,14,A,2019-05-14,492,Cedar Rapids Kernels,565,Quad Cities River Bandits,R
577056,2019,14,A,2019-05-14,2498,Bowling Green Hot Rods,550,South Bend Cubs,R
577126,2019,14,A,2019-05-14,420,Burlington Bees,500,Clinton LumberKings,R
574157,2019,14,A,2019-05-15,432,Rome Braves,573,Asheville Tourists,R
577477,2019,14,A,2019-05-15,456,Great Lakes Loons,459,Dayton Dragons,R
573942,2019,14,A,2019-05-15,487,Kannapolis Intimidators,495,Lexington Legends,R
577687,2019,14,A,2019-05-15,499,Lansing Lugnuts,582,West Michigan Whitecaps,R
573662,2019,14,A,2019-05-15,477,Greensboro Grasshoppers,548,Delmarva Shorebirds,R
573652,2019,14,A,2019-05-15,477,Greensboro Grasshoppers,548,Delmarva Shorebirds,R
577617,2019,14,A,2019-05-15,437,Lake County Captains,584,Fort Wayne TinCaps,R
574015,2019,14,A,2019-05-15,427,Lakewood BlueClaws,563,Hagerstown Suns,R
577057,2019,14,A,2019-05-15,2498,Bowling Green Hot Rods,550,South Bend Cubs,R
577757,2019,14,A,2019-05-15,443,Peoria Chiefs,554,Beloit Snappers,R
576977,2019,14,A,2019-05-15,443,Peoria Chiefs,554,Beloit Snappers,R
577197,2019,14,A,2019-05-15,492,Cedar Rapids Kernels,565,Quad Cities River Bandits,R
577127,2019,14,A,2019-05-15,420,Burlington Bees,500,Clinton LumberKings,R
577126,2019,14,A,2019-05-15,420,Burlington Bees,500,Clinton LumberKings,R
573732,2019,14,A,2019-05-15,428,Greenville Drive,448,Hickory Crawdads,R
573452,2019,14,A,2019-05-15,233,Charleston RiverDogs,525,West Virginia Power,R
573378,2019,14,A,2019-05-15,478,Augusta GreenJackets,3705,Columbia Fireflies,R
578037,2019,14,A,2019-05-15,572,Wisconsin Timber Rattlers,446,Kane County Cougars,R
577965,2019,14,A,2019-05-16,582,West Michigan Whitecaps,456,Great Lakes Loons,R
577951,2019,14,A,2019-05-16,582,West Michigan Whitecaps,456,Great Lakes Loons,R
577618,2019,14,A,2019-05-16,437,Lake County Captains,2498,Bowling Green Hot Rods,R
574016,2019,14,A,2019-05-16,427,Lakewood BlueClaws,563,Hagerstown Suns,R
573943,2019,14,A,2019-05-16,487,Kannapolis Intimidators,495,Lexington Legends,R
573663,2019,14,A,2019-05-16,477,Greensboro Grasshoppers,548,Delmarva Shorebirds,R
574158,2019,14,A,2019-05-16,432,Rome Braves,573,Asheville Tourists,R
573733,2019,14,A,2019-05-16,428,Greenville Drive,448,Hickory Crawdads,R
573453,2019,14,A,2019-05-16,233,Charleston RiverDogs,525,West Virginia Power,R
577895,2019,14,A,2019-05-16,550,South Bend Cubs,459,Dayton Dragons,R
577405,2019,14,A,2019-05-16,584,Fort Wayne TinCaps,499,Lansing Lugnuts,R
573379,2019,14,A,2019-05-16,478,Augusta GreenJackets,3705,Columbia Fireflies,R
577265,2019,14,A,2019-05-16,500,Clinton LumberKings,492,Cedar Rapids Kernels,R
576985,2019,14,A,2019-05-16,554,Beloit Snappers,446,Kane County Cougars,R
577128,2019,14,A,2019-05-16,420,Burlington Bees,572,Wisconsin Timber Rattlers,R
577758,2019,14,A,2019-05-16,443,Peoria Chiefs,565,Quad Cities River Bandits,R
577619,2019,14,A,2019-05-17,437,Lake County Captains,2498,Bowling Green Hot Rods,R
573664,2019,14,A,2019-05-17,477,Greensboro Grasshoppers,427,Lakewood BlueClaws,R
573944,2019,14,A,2019-05-17,487,Kannapolis Intimidators,548,Delmarva Shorebirds,R
574159,2019,14,A,2019-05-17,432,Rome Braves,3705,Columbia Fireflies,R
573454,2019,14,A,2019-05-17,233,Charleston RiverDogs,478,Augusta GreenJackets,R
573734,2019,14,A,2019-05-17,428,Greenville Drive,525,West Virginia Power,R
573801,2019,14,A,2019-05-17,563,Hagerstown Suns,448,Hickory Crawdads,R
574093,2019,14,A,2019-05-17,495,Lexington Legends,573,Asheville Tourists,R
577966,2019,14,A,2019-05-17,582,West Michigan Whitecaps,456,Great Lakes Loons,R
577406,2019,14,A,2019-05-17,584,Fort Wayne TinCaps,499,Lansing Lugnuts,R
577266,2019,14,A,2019-05-17,500,Clinton LumberKings,492,Cedar Rapids Kernels,R
576986,2019,14,A,2019-05-17,554,Beloit Snappers,446,Kane County Cougars,R
577129,2019,14,A,2019-05-17,420,Burlington Bees,572,Wisconsin Timber Rattlers,R
577896,2019,14,A,2019-05-17,550,South Bend Cubs,459,Dayton Dragons,R
577759,2019,14,A,2019-05-17,443,Peoria Chiefs,565,Quad Cities River Bandits,R
573945,2019,14,A,2019-05-18,487,Kannapolis Intimidators,548,Delmarva Shorebirds,R
573928,2019,14,A,2019-05-18,487,Kannapolis Intimidators,548,Delmarva Shorebirds,R
574160,2019,14,A,2019-05-18,432,Rome Braves,3705,Columbia Fireflies,R
573455,2019,14,A,2019-05-18,233,Charleston RiverDogs,478,Augusta GreenJackets,R
573802,2019,14,A,2019-05-18,563,Hagerstown Suns,448,Hickory Crawdads,R
577620,2019,14,A,2019-05-18,437,Lake County Captains,2498,Bowling Green Hot Rods,R
574094,2019,14,A,2019-05-18,495,Lexington Legends,573,Asheville Tourists,R
573665,2019,14,A,2019-05-18,477,Greensboro Grasshoppers,427,Lakewood BlueClaws,R
573735,2019,14,A,2019-05-18,428,Greenville Drive,525,West Virginia Power,R
577897,2019,14,A,2019-05-18,550,South Bend Cubs,459,Dayton Dragons,R
577967,2019,14,A,2019-05-18,582,West Michigan Whitecaps,456,Great Lakes Loons,R
577407,2019,14,A,2019-05-18,584,Fort Wayne TinCaps,499,Lansing Lugnuts,R
577267,2019,14,A,2019-05-18,500,Clinton LumberKings,492,Cedar Rapids Kernels,R
576987,2019,14,A,2019-05-18,554,Beloit Snappers,446,Kane County Cougars,R
577760,2019,14,A,2019-05-18,443,Peoria Chiefs,565,Quad Cities River Bandits,R
577130,2019,14,A,2019-05-18,420,Burlington Bees,572,Wisconsin Timber Rattlers,R
577621,2019,14,A,2019-05-19,437,Lake County Captains,2498,Bowling Green Hot Rods,R
573666,2019,14,A,2019-05-19,477,Greensboro Grasshoppers,427,Lakewood BlueClaws,R
574013,2019,14,A,2019-05-19,477,Greensboro Grasshoppers,427,Lakewood BlueClaws,R
577968,2019,14,A,2019-05-19,582,West Michigan Whitecaps,456,Great Lakes Loons,R
574161,2019,14,A,2019-05-19,432,Rome Braves,3705,Columbia Fireflies,R
577898,2019,14,A,2019-05-19,550,South Bend Cubs,459,Dayton Dragons,R
573803,2019,14,A,2019-05-19,563,Hagerstown Suns,448,Hickory Crawdads,R
574095,2019,14,A,2019-05-19,495,Lexington Legends,573,Asheville Tourists,R
577268,2019,14,A,2019-05-19,500,Clinton LumberKings,492,Cedar Rapids Kernels,R
573946,2019,14,A,2019-05-19,487,Kannapolis Intimidators,548,Delmarva Shorebirds,R
576988,2019,14,A,2019-05-19,554,Beloit Snappers,446,Kane County Cougars,R
577131,2019,14,A,2019-05-19,420,Burlington Bees,572,Wisconsin Timber Rattlers,R
577130,2019,14,A,2019-05-19,420,Burlington Bees,572,Wisconsin Timber Rattlers,R
573736,2019,14,A,2019-05-19,428,Greenville Drive,525,West Virginia Power,R
577761,2019,14,A,2019-05-19,443,Peoria Chiefs,565,Quad Cities River Bandits,R
573456,2019,14,A,2019-05-19,233,Charleston RiverDogs,478,Augusta GreenJackets,R
577408,2019,14,A,2019-05-19,584,Fort Wayne TinCaps,499,Lansing Lugnuts,R
573804,2019,14,A,2019-05-20,563,Hagerstown Suns,448,Hickory Crawdads,R
573667,2019,14,A,2019-05-20,477,Greensboro Grasshoppers,427,Lakewood BlueClaws,R
574162,2019,14,A,2019-05-20,432,Rome Braves,3705,Columbia Fireflies,R
576989,2019,14,A,2019-05-20,554,Beloit Snappers,500,Clinton LumberKings,R
576971,2019,14,A,2019-05-20,554,Beloit Snappers,500,Clinton LumberKings,R
577335,2019,14,A,2019-05-20,459,Dayton Dragons,437,Lake County Captains,R
573947,2019,14,A,2019-05-20,487,Kannapolis Intimidators,548,Delmarva Shorebirds,R
573457,2019,14,A,2019-05-20,233,Charleston RiverDogs,478,Augusta GreenJackets,R
577688,2019,14,A,2019-05-20,499,Lansing Lugnuts,456,Great Lakes Loons,R
573737,2019,14,A,2019-05-20,428,Greenville Drive,525,West Virginia Power,R
574096,2019,14,A,2019-05-20,495,Lexington Legends,573,Asheville Tourists,R
577409,2019,14,A,2019-05-20,584,Fort Wayne TinCaps,550,South Bend Cubs,R
577969,2019,14,A,2019-05-20,582,West Michigan Whitecaps,2498,Bowling Green Hot Rods,R
577545,2019,14,A,2019-05-20,446,Kane County Cougars,565,Quad Cities River Bandits,R
577198,2019,14,A,2019-05-20,492,Cedar Rapids Kernels,420,Burlington Bees,R
578038,2019,14,A,2019-05-20,572,Wisconsin Timber Rattlers,443,Peoria Chiefs,R
577689,2019,14,A,2019-05-21,499,Lansing Lugnuts,456,Great Lakes Loons,R
576990,2019,14,A,2019-05-21,554,Beloit Snappers,500,Clinton LumberKings,R
577546,2019,14,A,2019-05-21,446,Kane County Cougars,565,Quad Cities River Bandits,R
577321,2019,14,A,2019-05-21,459,Dayton Dragons,437,Lake County Captains,R
578039,2019,14,A,2019-05-21,572,Wisconsin Timber Rattlers,443,Peoria Chiefs,R
577742,2019,14,A,2019-05-21,572,Wisconsin Timber Rattlers,443,Peoria Chiefs,R
573874,2019,14,A,2019-05-21,448,Hickory Crawdads,495,Lexington Legends,R
577336,2019,14,A,2019-05-21,459,Dayton Dragons,437,Lake County Captains,R
573380,2019,14,A,2019-05-21,478,Augusta GreenJackets,432,Rome Braves,R
574229,2019,14,A,2019-05-21,525,West Virginia Power,477,Greensboro Grasshoppers,R
573594,2019,14,A,2019-05-21,548,Delmarva Shorebirds,427,Lakewood BlueClaws,R
573805,2019,14,A,2019-05-21,563,Hagerstown Suns,487,Kannapolis Intimidators,R
573314,2019,14,A,2019-05-21,573,Asheville Tourists,233,Charleston RiverDogs,R
577410,2019,14,A,2019-05-21,584,Fort Wayne TinCaps,550,South Bend Cubs,R
577970,2019,14,A,2019-05-21,582,West Michigan Whitecaps,2498,Bowling Green Hot Rods,R
573524,2019,14,A,2019-05-21,3705,Columbia Fireflies,428,Greenville Drive,R
577199,2019,14,A,2019-05-21,492,Cedar Rapids Kernels,420,Burlington Bees,R
573595,2019,14,A,2019-05-22,548,Delmarva Shorebirds,427,Lakewood BlueClaws,R
577971,2019,14,A,2019-05-22,582,West Michigan Whitecaps,2498,Bowling Green Hot Rods,R
577411,2019,14,A,2019-05-22,584,Fort Wayne TinCaps,550,South Bend Cubs,R
573525,2019,14,A,2019-05-22,3705,Columbia Fireflies,428,Greenville Drive,R
577547,2019,14,A,2019-05-22,446,Kane County Cougars,565,Quad Cities River Bandits,R
577200,2019,14,A,2019-05-22,492,Cedar Rapids Kernels,420,Burlington Bees,R
577199,2019,14,A,2019-05-22,492,Cedar Rapids Kernels,420,Burlington Bees,R
573875,2019,14,A,2019-05-22,448,Hickory Crawdads,495,Lexington Legends,R
577337,2019,14,A,2019-05-22,459,Dayton Dragons,437,Lake County Captains,R
573381,2019,14,A,2019-05-22,478,Augusta GreenJackets,432,Rome Braves,R
577690,2019,14,A,2019-05-22,499,Lansing Lugnuts,456,Great Lakes Loons,R
574230,2019,14,A,2019-05-22,525,West Virginia Power,477,Greensboro Grasshoppers,R
573806,2019,14,A,2019-05-22,563,Hagerstown Suns,487,Kannapolis Intimidators,R
573315,2019,14,A,2019-05-22,573,Asheville Tourists,233,Charleston RiverDogs,R
576991,2019,14,A,2019-05-22,554,Beloit Snappers,500,Clinton LumberKings,R
578040,2019,14,A,2019-05-22,572,Wisconsin Timber Rattlers,443,Peoria Chiefs,R
577972,2019,14,A,2019-05-23,582,West Michigan Whitecaps,2498,Bowling Green Hot Rods,R
578041,2019,14,A,2019-05-23,572,Wisconsin Timber Rattlers,443,Peoria Chiefs,R
576991,2019,14,A,2019-05-23,554,Beloit Snappers,500,Clinton LumberKings,R
577338,2019,14,A,2019-05-23,459,Dayton Dragons,437,Lake County Captains,R
573876,2019,14,A,2019-05-23,448,Hickory Crawdads,495,Lexington Legends,R
573382,2019,14,A,2019-05-23,478,Augusta GreenJackets,432,Rome Braves,R
577691,2019,14,A,2019-05-23,499,Lansing Lugnuts,456,Great Lakes Loons,R
574231,2019,14,A,2019-05-23,525,West Virginia Power,477,Greensboro Grasshoppers,R
573596,2019,14,A,2019-05-23,548,Delmarva Shorebirds,427,Lakewood BlueClaws,R
573807,2019,14,A,2019-05-23,563,Hagerstown Suns,487,Kannapolis Intimidators,R
573316,2019,14,A,2019-05-23,573,Asheville Tourists,233,Charleston RiverDogs,R
577412,2019,14,A,2019-05-23,584,Fort Wayne TinCaps,550,South Bend Cubs,R
573526,2019,14,A,2019-05-23,3705,Columbia Fireflies,428,Greenville Drive,R
576992,2019,14,A,2019-05-23,554,Beloit Snappers,500,Clinton LumberKings,R
577548,2019,14,A,2019-05-23,446,Kane County Cougars,565,Quad Cities River Bandits,R
577201,2019,14,A,2019-05-23,492,Cedar Rapids Kernels,420,Burlington Bees,R
573877,2019,14,A,2019-05-24,448,Hickory Crawdads,495,Lexington Legends,R
573383,2019,14,A,2019-05-24,478,Augusta GreenJackets,432,Rome Braves,R
577692,2019,14,A,2019-05-24,499,Lansing Lugnuts,437,Lake County Captains,R
574232,2019,14,A,2019-05-24,525,West Virginia Power,477,Greensboro Grasshoppers,R
573597,2019,14,A,2019-05-24,548,Delmarva Shorebirds,427,Lakewood BlueClaws,R
573808,2019,14,A,2019-05-24,563,Hagerstown Suns,487,Kannapolis Intimidators,R
573317,2019,14,A,2019-05-24,573,Asheville Tourists,233,Charleston RiverDogs,R
577478,2019,14,A,2019-05-24,456,Great Lakes Loons,584,Fort Wayne TinCaps,R
573527,2019,14,A,2019-05-24,3705,Columbia Fireflies,428,Greenville Drive,R
577269,2019,14,A,2019-05-24,500,Clinton LumberKings,420,Burlington Bees,R
577549,2019,14,A,2019-05-24,446,Kane County Cougars,554,Beloit Snappers,R
577202,2019,14,A,2019-05-24,492,Cedar Rapids Kernels,443,Peoria Chiefs,R
577825,2019,14,A,2019-05-24,565,Quad Cities River Bandits,572,Wisconsin Timber Rattlers,R
577899,2019,14,A,2019-05-24,550,South Bend Cubs,582,West Michigan Whitecaps,R
577058,2019,14,A,2019-05-24,2498,Bowling Green Hot Rods,459,Dayton Dragons,R
574017,2019,14,A,2019-05-25,427,Lakewood BlueClaws,487,Kannapolis Intimidators,R
573384,2019,14,A,2019-05-25,478,Augusta GreenJackets,428,Greenville Drive,R
573718,2019,14,A,2019-05-25,478,Augusta GreenJackets,428,Greenville Drive,R
574163,2019,14,A,2019-05-25,432,Rome Braves,573,Asheville Tourists,R
574233,2019,14,A,2019-05-25,525,West Virginia Power,495,Lexington Legends,R
573458,2019,14,A,2019-05-25,233,Charleston RiverDogs,3705,Columbia Fireflies,R
573878,2019,14,A,2019-05-25,448,Hickory Crawdads,477,Greensboro Grasshoppers,R
577693,2019,14,A,2019-05-25,499,Lansing Lugnuts,437,Lake County Captains,R
