gamePk,game_date,team_id,team_name,side,sb,cs,attempts,sb_allowed,cs_allowed,attempts_allowed
577469,2019-05-01,456,Great Lakes Loons,home,2,1,3,0,0,0
577679,2019-05-01,572,Wisconsin Timber Rattlers,away,2,0,2,0,1,1
577679,2019-05-01,499,Lansing Lugnuts,home,0,1,1,2,0,2
577120,2019-05-01,550,South Bend Cubs,away,1,0,1,1,0,1
577120,2019-05-01,420,Burlington Bees,home,1,0,1,1,0,1
577119,2019-05-01,550,South Bend Cubs,away,1,0,1,0,1,1
577119,2019-05-01,420,Burlington Bees,home,0,1,1,1,0,1
577190,2019-05-01,2498,Bowling Green Hot Rods,away,0,0,0,0,0,0
577190,2019-05-01,492,Cedar Rapids Kernels,home,0,0,0,0,0,0
577189,2019-05-01,2498,Bowling Green Hot Rods,away,0,0,0,2,0,2
577189,2019-05-01,492,Cedar Rapids Kernels,home,2,0,2,0,0,0
577750,2019-05-01,459,Dayton Dragons,away,0,2,2,0,0,0
577750,2019-05-01,443,Peoria Chiefs,home,0,0,0,0,2,2
577749,2019-05-01,459,Dayton Dragons,away,0,0,0,0,0,0
577749,2019-05-01,443,Peoria Chiefs,home,0,0,0,0,0,0
577610,2019-05-01,565,Quad Cities River Bandits,away,1,1,2,0,1,1
577610,2019-05-01,437,Lake County Captains,home,0,1,1,1,1,2
574005,2019-05-01,525,West Virginia Power,away,1,0,1,1,3,4
574005,2019-05-01,427,Lakewood BlueClaws,home,1,3,4,1,0,1
573655,2019-05-01,432,Rome Braves,away,1,1,2,1,0,1
573655,2019-05-01,477,Greensboro Grasshoppers,home,1,0,1,1,1,2
573725,2019-05-01,448,Hickory Crawdads,away,4,0,4,0,0,0
573725,2019-05-01,428,Greenville Drive,home,0,0,0,4,0,4
573371,2019-05-01,495,Lexington Legends,away,3,1,4,0,0,0
573371,2019-05-01,478,Augusta GreenJackets,home,0,0,0,3,1,4
577680,2019-05-01,572,Wisconsin Timber Rattlers,away,0,0,0,1,0,1
577680,2019-05-01,499,Lansing Lugnuts,home,1,0,1,0,0,0
573305,2019-05-01,563,Hagerstown Suns,away,0,0,0,2,0,2
573305,2019-05-01,573,Asheville Tourists,home,2,0,2,0,0,0
577471,2019-05-02,554,Beloit Snappers,away,3,0,3,5,0,5
577471,2019-05-02,456,Great Lakes Loons,home,5,0,5,3,0,3
577610,2019-05-02,565,Quad Cities River Bandits,away,1,1,2,0,1,1
577610,2019-05-02,437,Lake County Captains,home,0,1,1,1,1,2
577611,2019-05-02,565,Quad Cities River Bandits,away,1,1,2,0,0,0
577611,2019-05-02,437,Lake County Captains,home,0,0,0,1,1,2
577121,2019-05-02,550,South Bend Cubs,away,0,1,1,1,1,2
577121,2019-05-02,420,Burlington Bees,home,1,1,2,0,1,1
574006,2019-05-02,525,West Virginia Power,away,0,0,0,1,0,1
574006,2019-05-02,427,Lakewood BlueClaws,home,1,0,1,0,0,0
573656,2019-05-02,432,Rome Braves,away,1,0,1,1,1,2
573656,2019-05-02,477,Greensboro Grasshoppers,home,1,1,2,1,0,1
573936,2019-05-02,233,Charleston RiverDogs,away,2,1,3,0,0,0
573936,2019-05-02,487,Kannapolis Intimidators,home,0,0,0,2,1,3
573726,2019-05-02,448,Hickory Crawdads,away,0,1,1,1,0,1
573726,2019-05-02,428,Greenville Drive,home,1,0,1,0,1,1
573372,2019-05-02,495,Lexington Legends,away,1,2,3,1,0,1
573372,2019-05-02,478,Augusta GreenJackets,home,1,0,1,1,2,3
577681,2019-05-02,572,Wisconsin Timber Rattlers,away,0,1,1,4,1,5
577681,2019-05-02,499,Lansing Lugnuts,home,4,1,5,0,1,1
573306,2019-05-02,563,Hagerstown Suns,away,0,0,0,1,0,1
573306,2019-05-02,573,Asheville Tourists,home,1,0,1,0,0,0
577401,2019-05-02,446,Kane County Cougars,away,2,1,3,1,1,2
577401,2019-05-02,584,Fort Wayne TinCaps,home,1,1,2,2,1,3
573516,2019-05-02,548,Delmarva Shorebirds,away,0,1,1,0,0,0
573516,2019-05-02,3705,Columbia Fireflies,home,0,0,0,0,1,1
577261,2019-05-02,582,West Michigan Whitecaps,away,1,0,1,0,0,0
577261,2019-05-02,500,Clinton LumberKings,home,0,0,0,1,0,1
577751,2019-05-02,459,Dayton Dragons,away,0,1,1,0,0,0
577751,2019-05-02,443,Peoria Chiefs,home,0,0,0,0,1,1
577191,2019-05-02,2498,Bowling Green Hot Rods,away,2,0,2,0,1,1
577191,2019-05-02,492,Cedar Rapids Kernels,home,0,1,1,2,0,2
577472,2019-05-03,572,Wisconsin Timber Rattlers,away,1,0,1,1,0,1
577472,2019-05-03,456,Great Lakes Loons,home,1,0,1,1,0,1
577612,2019-05-03,446,Kane County Cougars,away,1,1,2,1,0,1
577612,2019-05-03,437,Lake County Captains,home,1,0,1,1,1,2
573937,2019-05-03,448,Hickory Crawdads,away,2,1,3,1,2,3
573937,2019-05-03,487,Kannapolis Intimidators,home,1,2,3,2,1,3
573657,2019-05-03,525,West Virginia Power,away,1,1,2,2,0,2
573657,2019-05-03,477,Greensboro Grasshoppers,home,2,0,2,1,1,2
573727,2019-05-03,233,Charleston RiverDogs,away,1,1,2,1,0,1
573727,2019-05-03,428,Greenville Drive,home,1,0,1,1,1,2
574007,2019-05-03,432,Rome Braves,away,4,1,5,3,0,3
574007,2019-05-03,427,Lakewood BlueClaws,home,3,0,3,4,1,5
577682,2019-05-03,554,Beloit Snappers,away,0,0,0,3,1,4
577682,2019-05-03,499,Lansing Lugnuts,home,3,1,4,0,0,0
573373,2019-05-03,563,Hagerstown Suns,away,2,1,3,1,0,1
573373,2019-05-03,478,Augusta GreenJackets,home,1,0,1,2,1,3
573307,2019-05-03,548,Delmarva Shorebirds,away,1,1,2,1,1,2
573307,2019-05-03,573,Asheville Tourists,home,1,1,2,1,1,2
577402,2019-05-03,565,Quad Cities River Bandits,away,0,1,1,1,1,2
577402,2019-05-03,584,Fort Wayne TinCaps,home,1,1,2,0,1,1
573517,2019-05-03,495,Lexington Legends,away,3,0,3,0,0,0
573517,2019-05-03,3705,Columbia Fireflies,home,0,0,0,3,0,3
577262,2019-05-03,550,South Bend Cubs,away,0,1,1,0,0,0
577262,2019-05-03,500,Clinton LumberKings,home,0,0,0,0,1,1
577122,2019-05-03,582,West Michigan Whitecaps,away,0,2,2,1,1,2
577122,2019-05-03,420,Burlington Bees,home,1,1,2,0,2,2
577192,2019-05-03,459,Dayton Dragons,away,0,0,0,1,0,1
577192,2019-05-03,492,Cedar Rapids Kernels,home,1,0,1,0,0,0
577752,2019-05-03,2498,Bowling Green Hot Rods,away,0,1,1,1,0,1
577752,2019-05-03,443,Peoria Chiefs,home,1,0,1,0,1,1
577473,2019-05-04,572,Wisconsin Timber Rattlers,away,3,1,4,2,1,3
577473,2019-05-04,456,Great Lakes Loons,home,2,1,3,3,1,4
574008,2019-05-04,432,Rome Braves,away,1,1,2,0,0,0
574008,2019-05-04,427,Lakewood BlueClaws,home,0,0,0,1,1,2
577123,2019-05-04,582,West Michigan Whitecaps,away,1,0,1,1,0,1
577123,2019-05-04,420,Burlington Bees,home,1,0,1,1,0,1
573374,2019-05-04,563,Hagerstown Suns,away,1,1,2,0,0,0
573374,2019-05-04,478,Augusta GreenJackets,home,0,0,0,1,1,2
573308,2019-05-04,548,Delmarva Shorebirds,away,0,0,0,1,0,1
573308,2019-05-04,573,Asheville Tourists,home,1,0,1,0,0,0
573518,2019-05-04,495,Lexington Legends,away,1,1,2,0,1,1
573518,2019-05-04,3705,Columbia Fireflies,home,0,1,1,1,1,2
577613,2019-05-04,446,Kane County Cougars,away,1,0,1,2,1,3
577613,2019-05-04,437,Lake County Captains,home,2,1,3,1,0,1
573938,2019-05-04,448,Hickory Crawdads,away,1,0,1,2,1,3
573938,2019-05-04,487,Kannapolis Intimidators,home,2,1,3,1,0,1
573658,2019-05-04,525,West Virginia Power,away,2,0,2,2,0,2
573658,2019-05-04,477,Greensboro Grasshoppers,home,2,0,2,2,0,2
573728,2019-05-04,233,Charleston RiverDogs,away,0,1,1,2,0,2
573728,2019-05-04,428,Greenville Drive,home,2,0,2,0,1,1
577683,2019-05-04,554,Beloit Snappers,away,0,0,0,2,1,3
577683,2019-05-04,499,Lansing Lugnuts,home,2,1,3,0,0,0
577403,2019-05-04,565,Quad Cities River Bandits,away,5,2,7,1,0,1
577403,2019-05-04,584,Fort Wayne TinCaps,home,1,0,1,5,2,7
577263,2019-05-04,550,South Bend Cubs,away,2,0,2,1,2,3
577263,2019-05-04,500,Clinton LumberKings,home,1,2,3,2,0,2
577193,2019-05-04,459,Dayton Dragons,away,0,0,0,1,0,1
577193,2019-05-04,492,Cedar Rapids Kernels,home,1,0,1,0,0,0
577753,2019-05-04,2498,Bowling Green Hot Rods,away,1,1,2,4,0,4
577753,2019-05-04,443,Peoria Chiefs,home,4,0,4,1,1,2
573518,2019-05-05,495,Lexington Legends,away,1,1,2,0,1,1
573518,2019-05-05,3705,Columbia Fireflies,home,0,1,1,1,1,2
577404,2019-05-05,565,Quad Cities River Bandits,away,3,2,5,0,0,0
577404,2019-05-05,584,Fort Wayne TinCaps,home,0,0,0,3,2,5
577614,2019-05-05,446,Kane County Cougars,away,0,0,0,0,1,1
577614,2019-05-05,437,Lake County Captains,home,0,1,1,0,0,0
573659,2019-05-05,525,West Virginia Power,away,0,0,0,2,1,3
573659,2019-05-05,477,Greensboro Grasshoppers,home,2,1,3,0,0,0
573375,2019-05-05,563,Hagerstown Suns,away,0,0,0,0,1,1
573375,2019-05-05,478,Augusta GreenJackets,home,0,1,1,0,0,0
577474,2019-05-05,572,Wisconsin Timber Rattlers,away,3,0,3,1,0,1
577474,2019-05-05,456,Great Lakes Loons,home,1,0,1,3,0,3
573309,2019-05-05,548,Delmarva Shorebirds,away,0,0,0,8,1,9
573309,2019-05-05,573,Asheville Tourists,home,8,1,9,0,0,0
573519,2019-05-05,495,Lexington Legends,away,0,0,0,0,0,0
573519,2019-05-05,3705,Columbia Fireflies,home,0,0,0,0,0,0
577264,2019-05-05,550,South Bend Cubs,away,0,2,2,1,1,2
577264,2019-05-05,500,Clinton LumberKings,home,1,1,2,0,2,2
577124,2019-05-05,582,West Michigan Whitecaps,away,2,1,3,0,0,0
577124,2019-05-05,420,Burlington Bees,home,0,0,0,2,1,3
573729,2019-05-05,233,Charleston RiverDogs,away,1,1,2,0,2,2
573729,2019-05-05,428,Greenville Drive,home,0,2,2,1,1,2
577194,2019-05-05,459,Dayton Dragons,away,0,0,0,0,0,0
577194,2019-05-05,492,Cedar Rapids Kernels,home,0,0,0,0,0,0
577684,2019-05-05,554,Beloit Snappers,away,0,0,0,0,2,2
577684,2019-05-05,499,Lansing Lugnuts,home,0,2,2,0,0,0
577754,2019-05-05,2498,Bowling Green Hot Rods,away,0,0,0,0,0,0
577754,2019-05-05,443,Peoria Chiefs,home,0,0,0,0,0,0
574009,2019-05-05,432,Rome Braves,away,0,0,0,0,0,0
574009,2019-05-05,427,Lakewood BlueClaws,home,0,0,0,0,0,0
573939,2019-05-05,448,Hickory Crawdads,away,3,1,4,0,0,0
573939,2019-05-05,487,Kannapolis Intimidators,home,0,0,0,3,1,4
573310,2019-05-06,548,Delmarva Shorebirds,away,2,0,2,0,1,1
573310,2019-05-06,573,Asheville Tourists,home,0,1,1,2,0,2
573660,2019-05-06,525,West Virginia Power,away,2,0,2,1,0,1
573660,2019-05-06,477,Greensboro Grasshoppers,home,1,0,1,2,0,2
574010,2019-05-06,432,Rome Braves,away,1,0,1,1,0,1
574010,2019-05-06,427,Lakewood BlueClaws,home,1,0,1,1,0,1
574009,2019-05-06,432,Rome Braves,away,0,0,0,0,0,0
574009,2019-05-06,427,Lakewood BlueClaws,home,0,0,0,0,0,0
573940,2019-05-06,448,Hickory Crawdads,away,3,0,3,0,0,0
573940,2019-05-06,487,Kannapolis Intimidators,home,0,0,0,3,0,3
573939,2019-05-06,448,Hickory Crawdads,away,3,1,4,0,0,0
573939,2019-05-06,487,Kannapolis Intimidators,home,0,0,0,3,1,4
577329,2019-05-06,500,Clinton LumberKings,away,0,1,1,0,3,3
577329,2019-05-06,459,Dayton Dragons,home,0,3,3,0,1,1
573730,2019-05-06,233,Charleston RiverDogs,away,0,0,0,2,0,2
573730,2019-05-06,428,Greenville Drive,home,2,0,2,0,0,0
577889,2019-05-06,492,Cedar Rapids Kernels,away,0,0,0,1,1,2
577889,2019-05-06,550,South Bend Cubs,home,1,1,2,0,0,0
573376,2019-05-06,563,Hagerstown Suns,away,1,0,1,0,0,0
573376,2019-05-06,478,Augusta GreenJackets,home,0,0,0,1,0,1
577959,2019-05-06,443,Peoria Chiefs,away,0,0,0,0,0,0
577959,2019-05-06,582,West Michigan Whitecaps,home,0,0,0,0,0,0
573520,2019-05-06,495,Lexington Legends,away,5,0,5,0,1,1
573520,2019-05-06,3705,Columbia Fireflies,home,0,1,1,5,0,5
577539,2019-05-06,456,Great Lakes Loons,away,0,1,1,0,0,0
577539,2019-05-06,446,Kane County Cougars,home,0,0,0,0,1,1
576979,2019-05-06,437,Lake County Captains,away,1,0,1,0,0,0
576979,2019-05-06,554,Beloit Snappers,home,0,0,0,1,0,1
577819,2019-05-06,499,Lansing Lugnuts,away,2,1,3,2,1,3
577819,2019-05-06,565,Quad Cities River Bandits,home,2,1,3,2,1,3
578029,2019-05-06,584,Fort Wayne TinCaps,away,1,1,2,0,0,0
578029,2019-05-06,572,Wisconsin Timber Rattlers,home,0,0,0,1,1,2
577049,2019-05-06,420,Burlington Bees,away,0,0,0,1,0,1
577049,2019-05-06,2498,Bowling Green Hot Rods,home,1,0,1,0,0,0
576980,2019-05-07,437,Lake County Captains,away,0,1,1,1,0,1
576980,2019-05-07,554,Beloit Snappers,home,1,0,1,0,1,1
577540,2019-05-07,456,Great Lakes Loons,away,0,1,1,1,0,1
577540,2019-05-07,446,Kane County Cougars,home,1,0,1,0,1,1
577330,2019-05-07,500,Clinton LumberKings,away,0,0,0,0,0,0
577330,2019-05-07,459,Dayton Dragons,home,0,0,0,0,0,0
577890,2019-05-07,492,Cedar Rapids Kernels,away,1,1,2,1,0,1
577890,2019-05-07,550,South Bend Cubs,home,1,0,1,1,1,2
577960,2019-05-07,443,Peoria Chiefs,away,0,2,2,2,1,3
577960,2019-05-07,582,West Michigan Whitecaps,home,2,1,3,0,2,2
577820,2019-05-07,499,Lansing Lugnuts,away,0,1,1,1,1,2
577820,2019-05-07,565,Quad Cities River Bandits,home,1,1,2,0,1,1
578030,2019-05-07,584,Fort Wayne TinCaps,away,1,0,1,1,0,1
578030,2019-05-07,572,Wisconsin Timber Rattlers,home,1,0,1,1,0,1
577050,2019-05-07,420,Burlington Bees,away,0,0,0,0,2,2
577050,2019-05-07,2498,Bowling Green Hot Rods,home,0,2,2,0,0,0
577891,2019-05-08,492,Cedar Rapids Kernels,away,0,1,1,0,1,1
577891,2019-05-08,550,South Bend Cubs,home,0,1,1,0,1,1
577961,2019-05-08,443,Peoria Chiefs,away,0,0,0,0,0,0
577961,2019-05-08,582,West Michigan Whitecaps,home,0,0,0,0,0,0
577051,2019-05-08,420,Burlington Bees,away,2,0,2,1,0,1
577051,2019-05-08,2498,Bowling Green Hot Rods,home,1,0,1,2,0,2
577541,2019-05-08,456,Great Lakes Loons,away,0,0,0,2,0,2
577541,2019-05-08,446,Kane County Cougars,home,2,0,2,0,0,0
574087,2019-05-08,487,Kannapolis Intimidators,away,0,1,1,1,0,1
574087,2019-05-08,495,Lexington Legends,home,1,0,1,0,1,1
573868,2019-05-08,573,Asheville Tourists,away,2,0,2,1,1,2
573868,2019-05-08,448,Hickory Crawdads,home,1,1,2,2,0,2
574153,2019-05-08,428,Greenville Drive,away,0,2,2,0,1,1
574153,2019-05-08,432,Rome Braves,home,0,1,1,0,2,2
577331,2019-05-08,500,Clinton LumberKings,away,0,1,1,0,0,0
577331,2019-05-08,459,Dayton Dragons,home,0,0,0,0,1,1
574223,2019-05-08,478,Augusta GreenJackets,away,2,0,2,0,0,0
574223,2019-05-08,525,West Virginia Power,home,0,0,0,2,0,2
573588,2019-05-08,477,Greensboro Grasshoppers,away,1,0,1,1,0,1
573588,2019-05-08,548,Delmarva Shorebirds,home,1,0,1,1,0,1
573798,2019-05-08,427,Lakewood BlueClaws,away,0,2,2,1,1,2
573798,2019-05-08,563,Hagerstown Suns,home,1,1,2,0,2,2
573448,2019-05-08,3705,Columbia Fireflies,away,0,0,0,2,0,2
573448,2019-05-08,233,Charleston RiverDogs,home,2,0,2,0,0,0
577821,2019-05-08,499,Lansing Lugnuts,away,0,2,2,1,2,3
577821,2019-05-08,565,Quad Cities River Bandits,home,1,2,3,0,2,2
576981,2019-05-08,437,Lake County Captains,away,0,0,0,0,0,0
576981,2019-05-08,554,Beloit Snappers,home,0,0,0,0,0,0
578031,2019-05-08,584,Fort Wayne TinCaps,away,0,0,0,0,0,0
578031,2019-05-08,572,Wisconsin Timber Rattlers,home,0,0,0,0,0,0
