team_id,team_name,season,level_id,level_name,games,sb,cs,attempts,sb_allowed,cs_allowed,attempts_allowed,success_rate,success_rate_allowed,sb_per_game,attempts_per_game
102,Round Rock Express,2019,11,AAA,161,158,48,206,85,31,116,0.7669902912621359,0.7327586206896551,0.9813664596273292,1.279503105590062
103,Lake Elsinore Storm,2019,13,High-A,144,160,49,209,116,51,167,0.7655502392344498,0.6946107784431138,1.1111111111111112,1.4513888888888888
104,Jackson Generals,2019,12,AA,175,84,30,114,146,43,189,0.7368421052631579,0.7724867724867724,0.48,0.6514285714285715
105,Sacramento River Cats,2019,11,AAA,149,53,39,92,57,48,105,0.5760869565217391,0.5428571428571428,0.35570469798657717,0.6174496644295302
106,Erie SeaWolves,2019,12,AA,181,107,55,162,120,79,199,0.6604938271604939,0.6030150753768844,0.5911602209944752,0.8950276243093923
233,Charleston RiverDogs,2019,14,A,24,18,11,29,22,8,30,0.6206896551724138,0.7333333333333333,0.75,1.2083333333333333
234,Durham Bulls,2019,11,AAA,155,96,45,141,65,46,111,0.6808510638297872,0.5855855855855856,0.6193548387096774,0.9096774193548387
235,Memphis Redbirds,2019,11,AAA,161,98,45,143,82,50,132,0.6853146853146853,0.6212121212121212,0.6086956521739131,0.8881987577639752
237,Midland RockHounds,2019,12,AA,157,111,56,167,95,71,166,0.6646706586826348,0.572289156626506,0.7070063694267515,1.0636942675159236
238,Oklahoma City Dodgers,2019,11,AAA,158,46,25,71,140,47,187,0.647887323943662,0.7486631016042781,0.2911392405063291,0.44936708860759494
247,Birmingham Barons,2019,12,AA,166,133,74,207,149,57,206,0.642512077294686,0.7233009708737864,0.8012048192771084,1.2469879518072289
249,Carolina Mudcats,2019,13,High-A,163,71,36,107,138,66,204,0.6635514018691588,0.6764705882352942,0.43558282208588955,0.656441717791411
259,Fresno Grizzlies,2019,11,AAA,157,82,28,110,101,47,148,0.7454545454545455,0.6824324324324325,0.5222929936305732,0.7006369426751592
260,Tulsa Drillers,2019,12,AA,163,72,47,119,141,57,198,0.6050420168067226,0.7121212121212122,0.44171779141104295,0.7300613496932515
279,Palm Beach Cardinals,2019,13,High-A,162,26,23,49,127,66,193,0.5306122448979592,0.6580310880829016,0.16049382716049382,0.30246913580246915
342,Albuquerque Isotopes,2019,11,AAA,152,87,40,127,80,38,118,0.6850393700787402,0.6779661016949152,0.5723684210526315,0.8355263157894737
400,Las Vegas Aviators,2019,11,AAA,149,85,39,124,72,32,104,0.6854838709677419,0.6923076923076923,0.5704697986577181,0.8322147651006712
401,Inland Empire 66ers,2019,13,High-A,145,66,29,95,175,64,239,0.6947368421052632,0.7322175732217573,0.45517241379310347,0.6551724137931034
402,Akron RubberDucks,2019,12,AA,169,107,58,165,126,64,190,0.6484848484848484,0.6631578947368421,0.6331360946745562,0.9763313609467456
414,Salem Red Sox,2019,13,High-A,180,96,84,180,138,90,228,0.5333333333333333,0.6052631578947368,0.5333333333333333,1.0
416,Louisville Bats,2019,11,AAA,149,98,61,159,133,47,180,0.6163522012578616,0.7388888888888889,0.6577181208053692,1.0671140939597314
417,Mobile BayBears,2019,12,AA,181,111,40,151,159,74,233,0.7350993377483444,0.6824034334763949,0.6132596685082873,0.8342541436464088
418,Bowie Baysox,2019,12,AA,158,103,46,149,86,69,155,0.6912751677852349,0.5548387096774193,0.6518987341772152,0.9430379746835443
420,Burlington Bees,2019,14,A,25,21,4,25,22,13,35,0.84,0.6285714285714286,0.84,1.0
421,Montgomery Biscuits,2019,12,AA,161,231,109,340,91,54,145,0.6794117647058824,0.6275862068965518,1.434782608695652,2.111801242236025
422,Buffalo Bisons,2019,11,AAA,177,157,60,217,102,27,129,0.7235023041474654,0.7906976744186046,0.8870056497175142,1.2259887005649717
424,Dunedin Blue Jays,2019,13,High-A,199,216,62,278,138,43,181,0.7769784172661871,0.7624309392265194,1.085427135678392,1.3969849246231156
426,Wilmington Blue Rocks,2019,13,High-A,177,193,111,304,59,81,140,0.6348684210526315,0.42142857142857143,1.0903954802259888,1.7175141242937852
427,Lakewood BlueClaws,2019,14,A,21,28,13,41,28,7,35,0.6829268292682927,0.8,1.3333333333333333,1.9523809523809523
428,Greenville Drive,2019,14,A,29,43,25,68,37,6,43,0.6323529411764706,0.8604651162790697,1.4827586206896552,2.3448275862068964
430,Mississippi Braves,2019,12,AA,173,121,63,184,110,39,149,0.657608695652174,0.738255033557047,0.6994219653179191,1.0635838150289016
431,Gwinnett Stripers,2019,11,AAA,149,63,39,102,51,47,98,0.6176470588235294,0.5204081632653061,0.4228187919463087,0.6845637583892618
432,Rome Braves,2019,14,A,22,10,9,19,10,15,25,0.5263157894736842,0.4,0.45454545454545453,0.8636363636363636
434,Bravos de Leon,2019,11,AAA,148,84,56,140,103,43,146,0.6,0.7054794520547946,0.5675675675675675,0.9459459459459459
436,Potomac Nationals,2019,13,High-A,168,105,42,147,98,48,146,0.7142857142857143,0.6712328767123288,0.625,0.875
437,Lake County Captains,2019,14,A,28,55,12,67,25,16,41,0.8208955223880597,0.6097560975609756,1.9642857142857142,2.392857142857143
440,Springfield Cardinals,2019,12,AA,146,91,52,143,120,45,165,0.6363636363636364,0.7272727272727273,0.6232876712328768,0.9794520547945206
442,Olmecas de Tabasco,2019,11,AAA,131,96,50,146,92,45,137,0.6575342465753424,0.6715328467153284,0.732824427480916,1.1145038167938932
443,Peoria Chiefs,2019,14,A,24,15,11,26,21,12,33,0.5769230769230769,0.6363636363636364,0.625,1.0833333333333333
445,Columbus Clippers,2019,11,AAA,155,104,42,146,78,57,135,0.7123287671232876,0.5777777777777777,0.6709677419354839,0.9419354838709677
446,Kane County Cougars,2019,14,A,21,16,12,28,12,6,18,0.5714285714285714,0.6666666666666666,0.7619047619047619,1.3333333333333333
447,Algodoneros Union Laguna,2019,11,AAA,126,49,40,89,89,31,120,0.550561797752809,0.7416666666666667,0.3888888888888889,0.7063492063492064
448,Hickory Crawdads,2019,14,A,28,28,8,36,21,11,32,0.7777777777777778,0.65625,1.0,1.2857142857142858
450,Daytona Tortugas,2019,13,High-A,147,112,66,178,126,39,165,0.6292134831460674,0.7636363636363637,0.7619047619047619,1.2108843537414966
451,Iowa Cubs,2019,11,AAA,158,91,48,139,137,47,184,0.6546762589928058,0.7445652173913043,0.5759493670886076,0.879746835443038
452,Altoona Curve,2019,12,AA,172,99,59,158,103,48,151,0.6265822784810127,0.6821192052980133,0.5755813953488372,0.9186046511627907
456,Great Lakes Loons,2019,14,A,22,22,6,28,32,11,43,0.7857142857142857,0.7441860465116279,1.0,1.2727272727272727
459,Dayton Dragons,2019,14,A,22,23,11,34,26,9,35,0.6764705882352942,0.7428571428571429,1.0454545454545454,1.5454545454545454
