pitcher_id,pitcher_name,season,level_name,opp_1b_2b,opp_2b_3b,games,total_opps,sb,cs,attempts,attempt_rate,success_rate,sb_rate
425794,Adam Wainwright,2023,AA,5,3,2,8,1,1,2,0.25,0.5,0.125
434378,Justin Verlander,2023,AA,2,0,1,2,0,0,0,0.0,,0.0
446372,Corey Kluber,2023,AA,2,0,1,2,2,0,2,1.0,1.0,1.0
448281,Sean Doolittle,2023,AA,2,0,1,2,0,0,0,0.0,,0.0
456501,Johnny Cueto,2023,AA,4,3,2,7,0,0,0,0.0,,0.0
456713,Matt Bush,2023,AA,3,5,6,8,0,1,1,0.125,0.0,0.0
471911,Carlos Carrasco,2023,AA,7,1,2,8,2,0,2,0.25,1.0,0.25
476595,Lucas Luetge,2023,AA,2,0,1,2,1,0,1,0.5,1.0,0.5
489119,Wade Miley,2023,AA,3,3,1,6,0,0,0,0.0,,0.0
518633,Danny Duffy,2023,AA,19,11,16,30,1,0,1,0.03333333333333333,1.0,0.03333333333333333
547176,Daniel Camarena,2023,AA,48,23,21,71,6,2,8,0.11267605633802817,0.75,0.08450704225352113
553968,Endrys Briceno,2023,AA,2,1,1,3,0,0,0,0.0,,0.0
570257,Joely Rodríguez,2023,AA,4,1,3,5,2,0,2,0.4,1.0,0.4
571710,Mychal Givens,2023,AA,2,4,4,6,3,0,3,0.5,1.0,0.5
572403,Drew VerHagen,2023,AA,0,1,1,1,0,0,0,0.0,,0.0
573009,Joe Mantiply,2023,AA,1,1,1,2,0,0,0,0.0,,0.0
573668,Juan Minaya,2023,AA,17,15,18,32,3,1,4,0.125,0.75,0.09375
592411,Ben Holmes,2023,AA,11,9,13,20,1,0,1,0.05,1.0,0.05
592454,Tommy Kahnle,2023,AA,1,1,1,2,0,1,1,0.5,0.0,0.0
601980,Geronimo Franzua,2023,AA,16,5,11,21,0,0,0,0.0,,0.0
605121,Justin Anderson,2023,AA,8,6,7,14,2,1,3,0.21428571428571427,0.6666666666666666,0.14285714285714285
605200,Zach Davies,2023,AA,1,1,1,2,0,0,0,0.0,,0.0
606189,Hamlet Marte,2023,AA,1,1,1,2,0,0,0,0.0,,0.0
607074,Carlos Rodón,2023,AA,3,1,2,4,0,0,0,0.0,,0.0
607644,John Means,2023,AA,1,2,1,3,1,0,1,0.3333333333333333,1.0,0.3333333333333333
608335,Kyle Funkhouser,2023,AA,3,1,4,4,3,0,3,0.75,1.0,0.75
615698,Cal Quantrill,2023,AA,5,0,2,5,0,1,1,0.2,0.0,0.0
620445,José Mujica,2023,AA,2,0,1,2,0,1,1,0.5,0.0,0.0
621103,Teddy Stankiewicz,2023,AA,29,18,11,47,3,2,5,0.10638297872340426,0.6,0.06382978723404255
621143,Jackson McClelland,2023,AA,3,4,3,7,1,0,1,0.14285714285714285,1.0,0.14285714285714285
621237,José Alvarado,2023,AA,0,1,1,1,0,0,0,0.0,,0.0
622253,Dillon Tate,2023,AA,6,1,4,7,1,0,1,0.14285714285714285,1.0,0.14285714285714285
622338,Jesús Liranzo,2023,AA,17,11,13,28,7,0,7,0.25,1.0,0.25
622663,Luis Severino,2023,AA,2,1,1,3,1,0,1,0.3333333333333333,1.0,0.3333333333333333
622703,Ronald Herrera,2023,AA,18,10,5,28,7,0,7,0.25,1.0,0.25
622864,Fernando Romero,2023,AA,2,1,1,3,0,0,0,0.0,,0.0
624133,Ranger Suárez,2023,AA,1,0,1,1,0,0,0,0.0,,0.0
628709,Ofreidy Gómez,2023,AA,7,4,7,11,1,0,1,0.09090909090909091,1.0,0.09090909090909091
629498,Johan Quezada,2023,AA,1,1,1,2,1,0,1,0.5,1.0,0.5
630263,James Bourque,2023,AA,9,6,9,15,2,0,2,0.13333333333333333,1.0,0.13333333333333333
640462,A.J. Puk,2023,AA,2,0,1,2,0,1,1,0.5,0.0,0.0
641394,Jake Brentz,2023,AA,1,1,1,2,2,0,2,1.0,1.0,1.0
641416,Hever Bueno,2023,AA,14,6,11,20,5,0,5,0.25,1.0,0.25
641461,Trevor Clifton,2023,AA,10,4,7,14,2,0,2,0.14285714285714285,1.0,0.14285714285714285
641482,Nestor Cortes,2023,AA,3,1,2,4,0,0,0,0.0,,0.0
641656,Ian Hamilton,2023,AA,1,1,2,2,0,0,0,0.0,,0.0
641709,Brian Howard,2023,AA,21,10,14,31,0,0,0,0.0,,0.0
641739,Rob Kaminsky,2023,AA,15,6,10,21,5,0,5,0.23809523809523808,1.0,0.23809523809523808
