pitcher_id,pitcher_name,season,level_name,opp_1b_2b,opp_2b_3b,games,total_opps,sb,cs,attempts,attempt_rate,success_rate,sb_rate
346847,Joe Beimel,2021,AAA,10,1,8,11,2,0,2,0.18181818181818182,1.0,0.18181818181818182
431148,Scott Kazmir,2021,AAA,32,13,12,45,1,1,2,0.044444444444444446,0.5,0.022222222222222223
445926,Jesse Chavez,2021,AAA,12,4,10,16,1,1,2,0.125,0.5,0.0625
446099,John Axford,2021,AAA,5,1,4,6,0,0,0,0.0,,0.0
446185,Logan Ondrusek,2021,AAA,28,13,9,41,0,1,1,0.024390243902439025,0.0,0.0
446372,Corey Kluber,2021,AAA,4,0,1,4,0,0,0,0.0,,0.0
452027,Andrew Albers,2021,AAA,57,29,18,86,2,0,2,0.023255813953488372,1.0,0.023255813953488372
453192,Andrew Miller,2021,AAA,1,0,1,1,1,0,1,1.0,1.0,1.0
453214,Steven Wright,2021,AAA,50,32,17,82,8,0,8,0.0975609756097561,1.0,0.0975609756097561
453281,Wade LeBlanc,2021,AAA,13,7,6,20,1,0,1,0.05,1.0,0.05
453284,Blake Parker,2021,AAA,4,1,3,5,1,0,1,0.2,1.0,0.2
453307,David Huff,2021,AAA,30,12,13,42,0,0,0,0.0,,0.0
455119,Chris Martin,2021,AAA,2,0,2,2,0,0,0,0.0,,0.0
456501,Johnny Cueto,2021,AAA,1,2,1,3,0,0,0,0.0,,0.0
456701,Homer Bailey,2021,AAA,34,19,11,53,4,2,6,0.11320754716981132,0.6666666666666666,0.07547169811320754
456713,Matt Bush,2021,AAA,4,1,3,5,1,0,1,0.2,1.0,0.2
457915,Javy Guerra,2021,AAA,1,3,1,4,0,0,0,0.0,,0.0
458676,Josh Lindblom,2021,AAA,37,30,20,67,5,0,5,0.07462686567164178,1.0,0.07462686567164178
458677,Justin Wilson,2021,AAA,2,0,1,2,0,0,0,0.0,,0.0
458708,Josh Tomlin,2021,AAA,2,1,1,3,0,0,0,0.0,,0.0
461325,Tyler Clippard,2021,AAA,1,0,1,1,0,0,0,0.0,,0.0
461865,Andrew Romine,2021,AAA,1,0,1,1,0,0,0,0.0,,0.0
461872,Anthony Swarzak,2021,AAA,6,0,5,6,0,0,0,0.0,,0.0
465753,Pedro Florimón,2021,AAA,1,0,1,1,0,0,0,0.0,,0.0
471911,Carlos Carrasco,2021,AAA,2,1,2,3,0,0,0,0.0,,0.0
472551,Fernando Abad,2021,AAA,13,10,14,23,2,0,2,0.08695652173913043,1.0,0.08695652173913043
472610,Luis García,2021,AAA,9,4,8,13,1,0,1,0.07692307692307693,1.0,0.07692307692307693
474319,Brandon Snyder,2021,AAA,5,1,2,6,0,0,0,0.0,,0.0
474699,Vance Worley,2021,AAA,71,29,16,100,12,3,15,0.15,0.8,0.12
475054,Chaz Roe,2021,AAA,4,3,4,7,0,0,0,0.0,,0.0
476454,Dellin Betances,2021,AAA,3,1,2,4,1,0,1,0.25,1.0,0.25
476589,Adam Warren,2021,AAA,43,23,28,66,6,1,7,0.10606060606060606,0.8571428571428571,0.09090909090909091
476594,Robert Stock,2021,AAA,23,8,8,31,1,0,1,0.03225806451612903,1.0,0.03225806451612903
477132,Clayton Kershaw,2021,AAA,1,0,1,1,0,0,0,0.0,,0.0
488748,Ryan Buchter,2021,AAA,8,4,8,12,1,0,1,0.08333333333333333,1.0,0.08333333333333333
489295,Brian Schlitter,2021,AAA,43,20,28,63,3,0,3,0.047619047619047616,1.0,0.047619047619047616
491624,César Valdez,2021,AAA,6,2,5,8,0,0,0,0.0,,0.0
491703,Neftalí Feliz,2021,AAA,20,5,18,25,0,0,0,0.0,,0.0
501381,Michael Pineda,2021,AAA,3,2,1,5,2,0,2,0.4,1.0,0.4
502042,Chris Archer,2021,AAA,5,2,4,7,1,0,1,0.14285714285714285,1.0,0.14285714285714285
502083,Zach McAllister,2021,AAA,10,1,7,11,2,0,2,0.18181818181818182,1.0,0.18181818181818182
502085,David Robertson,2021,AAA,3,1,3,4,0,1,1,0.25,0.0,0.0
502154,Zack Britton,2021,AAA,2,2,2,4,0,0,0,0.0,,0.0
502212,Austin Bibens-Dirkx,2021,AAA,65,34,24,99,10,0,10,0.10101010101010101,1.0,0.10101010101010101
