gamePk,season,level_name,play_idx,pitcher_id,pitcher_name,batter_id,balls,strikes,outs,runner_state,opp_1b_2b,opp_2b_3b
666415,2022,AAA,5,676265,Cory Abbott,641943,1,1,1,1__,1,0
666415,2022,AAA,20,676265,Cory Abbott,641943,4,2,2,1__,1,0
666415,2022,AAA,21,657766,Locke St. John,675925,4,2,2,1__,1,0
666415,2022,AAA,29,657766,Locke St. John,663544,1,1,2,1__,1,0
666415,2022,AAA,48,607352,Joe Biagini,596825,1,1,0,1__,1,0
666415,2022,AAA,65,656594,Kyle Johnston,676724,0,0,2,_2_,0,1
664476,2022,AAA,3,670550,Nivaldo Rodriguez,608841,2,2,2,1__,1,0
664476,2022,AAA,8,676194,Jackson Tetreault,623507,3,2,2,1__,1,0
664476,2022,AAA,22,676194,Jackson Tetreault,665019,0,2,0,1__,1,0
664476,2022,AAA,23,676194,Jackson Tetreault,663662,1,0,0,12_,0,1
664476,2022,AAA,36,670550,Nivaldo Rodriguez,641336,0,1,0,1__,1,0
664476,2022,AAA,62,622766,Miguel Díaz,620446,3,3,2,1__,1,0
664476,2022,AAA,63,622766,Miguel Díaz,670370,1,1,3,_2_,0,1
664589,2022,AAA,3,663378,Thomas Szapucki,595943,1,3,2,_2_,0,1
664589,2022,AAA,5,663378,Thomas Szapucki,534606,2,0,3,1__,1,0
664589,2022,AAA,14,640454,Matt Krook,665779,0,2,2,1__,1,0
664589,2022,AAA,26,642239,Rob Zastryzny,606299,0,1,3,1__,1,0
664589,2022,AAA,31,642239,Rob Zastryzny,642461,0,1,2,1__,1,0
664589,2022,AAA,33,642239,Rob Zastryzny,672724,0,0,3,1__,1,0
664589,2022,AAA,42,596035,Reggie McClain,664850,4,2,1,_2_,0,1
664589,2022,AAA,43,596035,Reggie McClain,668901,1,0,3,1__,1,0
664589,2022,AAA,50,670065,Trevor Lane,608703,1,2,3,1__,1,0
664589,2022,AAA,52,665733,Antonio Santos,642461,4,2,0,1__,1,0
664589,2022,AAA,53,665733,Antonio Santos,664314,0,0,0,12_,0,1
665458,2022,AAA,2,663325,Kevin Smith,669394,4,1,1,1__,1,0
665458,2022,AAA,7,656701,Kade McClure,669065,0,1,1,1__,1,0
665458,2022,AAA,13,663325,Kevin Smith,622053,1,2,3,1__,1,0
665458,2022,AAA,18,663325,Kevin Smith,592622,1,0,1,_2_,0,1
665458,2022,AAA,31,656701,Kade McClure,676625,4,1,0,1__,1,0
665458,2022,AAA,32,656701,Kade McClure,680438,1,1,1,12_,0,1
665458,2022,AAA,42,605232,Brandon Finnegan,666783,2,1,2,1__,1,0
665458,2022,AAA,45,650378,Ofelky Peralta,656024,2,1,0,1__,1,0
665458,2022,AAA,55,650378,Ofelky Peralta,656514,2,2,3,1__,1,0
665458,2022,AAA,58,657203,Will Carter,667521,0,2,3,1__,1,0
665458,2022,AAA,60,650378,Ofelky Peralta,663853,1,0,0,1__,1,0
665458,2022,AAA,61,650378,Ofelky Peralta,656024,1,0,2,12_,0,1
665458,2022,AAA,63,650378,Ofelky Peralta,596105,0,0,3,1__,1,0
665458,2022,AAA,70,650378,Ofelky Peralta,656514,2,1,3,1__,1,0
665458,2022,AAA,72,605441,Yacksel Ríos,656340,1,0,1,12_,0,1
665458,2022,AAA,74,605441,Yacksel Ríos,679631,2,2,3,1__,1,0
665576,2022,AAA,2,594902,Ben Lively,663616,1,0,2,1__,1,0
665576,2022,AAA,3,594902,Ben Lively,663799,1,0,3,1__,1,0
665576,2022,AAA,10,594902,Ben Lively,650339,3,1,3,1__,1,0
665576,2022,AAA,15,594902,Ben Lively,669304,2,2,1,1__,1,0
665576,2022,AAA,25,532936,Mario Sanchez,670770,3,2,1,1__,1,0
665576,2022,AAA,26,532936,Mario Sanchez,664670,4,1,1,_2_,0,1
665576,2022,AAA,28,532936,Mario Sanchez,664011,0,2,3,1__,1,0
665576,2022,AAA,30,594902,Ben Lively,650339,0,1,1,_2_,0,1
665576,2022,AAA,40,643327,Zack Godley,663799,2,3,2,1__,1,0
665576,2022,AAA,41,643327,Zack Godley,595909,0,1,2,_2_,0,1
665576,2022,AAA,42,643327,Zack Godley,665482,4,2,2,1__,1,0
665576,2022,AAA,48,643327,Zack Godley,675915,1,2,1,1__,1,0
665576,2022,AAA,52,656730,Trevor Megill,669008,1,1,2,1__,1,0
665576,2022,AAA,55,643327,Zack Godley,663799,4,2,0,1__,1,0
665576,2022,AAA,62,656730,Trevor Megill,670770,1,2,2,12_,0,1
665576,2022,AAA,70,666974,Yennier Cano,669008,0,0,0,1__,1,0
666070,2022,AAA,2,675989,Cody Bolton,669004,2,0,3,1__,1,0
666070,2022,AAA,6,671790,Ronald Bolaños,676733,0,2,2,1__,1,0
666070,2022,AAA,7,671790,Ronald Bolaños,675986,0,1,3,1__,1,0
666070,2022,AAA,18,674370,Osvaldo Bido,668472,1,2,3,1__,1,0
666070,2022,AAA,20,671790,Ronald Bolaños,680552,1,0,1,1__,1,0
666070,2022,AAA,21,671790,Ronald Bolaños,665833,1,1,2,_2_,0,1
666070,2022,AAA,28,671790,Ronald Bolaños,675986,0,2,0,1__,1,0
666070,2022,AAA,29,671790,Ronald Bolaños,668751,0,0,1,_2_,0,1
666070,2022,AAA,31,671790,Ronald Bolaños,641511,1,0,3,1__,1,0
666070,2022,AAA,34,674370,Osvaldo Bido,622668,4,1,1,1__,1,0
666070,2022,AAA,35,674370,Osvaldo Bido,687867,0,0,1,12_,0,1
666070,2022,AAA,37,674370,Osvaldo Bido,669004,0,2,2,12_,0,1
666070,2022,AAA,40,666502,Marcelo Martinez,680552,0,0,0,1__,1,0
666070,2022,AAA,42,666502,Marcelo Martinez,666801,0,0,1,12_,0,1
666070,2022,AAA,47,682615,John O'Reilly,592444,2,0,1,_2_,0,1
666070,2022,AAA,57,621403,Nathan Kirby,686469,4,2,2,1__,1,0
666070,2022,AAA,67,621016,Jose Cuas,668751,2,0,2,1__,1,0
666070,2022,AAA,70,658667,Cristofer Melendez,687867,2,2,1,1__,1,0
665849,2022,AAA,12,650382,Darwinzon Hernández,570481,1,1,3,1__,1,0
665849,2022,AAA,14,676974,Max Meyer,680837,3,3,1,1__,1,0
665849,2022,AAA,15,676974,Max Meyer,570560,0,1,2,_2_,0,1
665849,2022,AAA,20,650382,Darwinzon Hernández,680814,4,1,2,1__,1,0
665849,2022,AAA,21,606996,Kyle Hart,650331,2,1,2,12_,0,1
665849,2022,AAA,25,676974,Max Meyer,608701,4,2,1,1__,1,0
665849,2022,AAA,26,676974,Max Meyer,614173,2,1,1,12_,0,1
665849,2022,AAA,33,669294,Paul Campbell,570560,4,2,0,1__,1,0
665849,2022,AAA,34,669294,Paul Campbell,680776,0,2,0,12_,0,1
665849,2022,AAA,37,669294,Paul Campbell,608701,2,1,1,1_3,1,0
665849,2022,AAA,38,669294,Paul Campbell,614173,0,2,3,_2_,0,1
665849,2022,AAA,48,606996,Kyle Hart,679727,1,0,0,1__,1,0
665849,2022,AAA,53,669294,Paul Campbell,669023,0,0,1,1__,1,0
665849,2022,AAA,54,669294,Paul Campbell,671213,2,2,2,1__,1,0
665849,2022,AAA,62,669294,Paul Campbell,657136,0,1,1,1__,1,0
665715,2022,AAA,1,621086,James Marvel,682177,0,1,1,1__,1,0
665715,2022,AAA,2,621086,James Marvel,665877,2,2,1,1__,1,0
665715,2022,AAA,3,621086,James Marvel,681807,1,1,2,12_,0,1
665715,2022,AAA,6,668948,Kirk McCarty,657780,4,0,0,_2_,0,1
665715,2022,AAA,8,668948,Kirk McCarty,669742,0,1,3,1__,1,0
665715,2022,AAA,11,621086,James Marvel,687705,4,2,1,1__,1,0
665715,2022,AAA,12,621086,James Marvel,675528,0,0,2,12_,0,1
665715,2022,AAA,25,668948,Kirk McCarty,669742,4,2,2,12_,0,1
665715,2022,AAA,30,674342,Jakob Hernandez,687705,1,3,2,1__,1,0
665715,2022,AAA,33,681856,Thomas Ponticelli,607430,1,1,0,_2_,0,1
665715,2022,AAA,34,681856,Thomas Ponticelli,543482,3,0,1,1__,1,0
665715,2022,AAA,38,674342,Jakob Hernandez,665877,2,1,1,12_,0,1
665715,2022,AAA,45,681856,Thomas Ponticelli,669742,1,3,3,1__,1,0
665715,2022,AAA,48,623470,Jake Newberry,675528,2,1,1,1__,1,0
665715,2022,AAA,63,675971,Kyle Dohy,687705,4,1,0,1__,1,0
665715,2022,AAA,65,664202,Tyler Cyr,669743,0,0,2,12_,0,1
665715,2022,AAA,67,664202,Tyler Cyr,665877,0,0,3,_2_,0,1
665715,2022,AAA,69,680940,Robert Broom,669742,1,2,0,1__,1,0
665715,2022,AAA,70,680940,Robert Broom,593528,4,1,0,12_,0,1
665715,2022,AAA,73,681259,Aaron Pinto,543482,1,1,2,1_3,1,0
665715,2022,AAA,74,681259,Aaron Pinto,542419,1,0,2,12_,0,1
665715,2022,AAA,76,681259,Aaron Pinto,657780,0,2,2,1__,1,0
665715,2022,AAA,78,681259,Aaron Pinto,669742,3,1,3,1__,1,0
665715,2022,AAA,82,663975,Nick Duron,663834,2,2,2,1__,1,0
665487,2022,AAA,2,663629,Ethan Small,666018,4,2,1,1__,1,0
665487,2022,AAA,10,663629,Ethan Small,670113,4,2,1,1__,1,0
665487,2022,AAA,11,663629,Ethan Small,670276,1,2,2,12_,0,1
665487,2022,AAA,16,676534,Calvin Faucher,668930,4,1,1,1__,1,0
665487,2022,AAA,31,668834,Easton McGee,668930,3,2,2,1__,1,0
665487,2022,AAA,35,663629,Ethan Small,660644,1,2,1,1__,1,0
665487,2022,AAA,36,663629,Ethan Small,670156,2,2,1,12_,0,1
