gamePk,season,level_name,play_idx,pitcher_id,pitcher_name,batter_id,runner_id,balls,strikes,outs,runner_state,event_type,base_to
646533,2021,AA,51,676561,Jeffrey Passantino,679631,,0,3,3,_2_,SB,third
645659,2021,AA,10,681555,Andrew Politi,660631,,2,1,2,123,SB,third
645659,2021,AA,75,663587,Fitz Stadler,671271,,1,0,1,12_,SB,second
645659,2021,AA,77,663587,Fitz Stadler,671213,,2,2,2,12_,SB,second
645343,2021,AA,24,669420,Tim Cate,664848,,4,1,1,12_,SB,second
647581,2021,AA,13,669942,Chad Donato,682928,,3,2,3,1__,SB,second
647581,2021,AA,30,663321,Nick Hernandez,676864,,2,2,3,12_,SB,second
647581,2021,AA,77,669789,Willy Collado,666703,,4,2,1,1__,SB,second
646976,2021,AA,67,681592,Edgar Escobar,665482,,2,3,2,_2_,SB,third
647456,2021,AA,30,682106,Austin Briggs,680890,,3,1,3,12_,SB,second
647456,2021,AA,39,682106,Austin Briggs,673995,,4,0,1,12_,SB,second
647456,2021,AA,58,681484,Chase Cohen,667727,,0,3,2,1__,SB,second
647456,2021,AA,60,681484,Chase Cohen,665947,,4,1,2,123,SB,third
646852,2021,AA,47,628345,Darien Núñez,676857,,1,3,3,1__,SB,second
647747,2021,AA,2,650518,Alejandro Requena,668472,,0,3,3,1__,CS,second
647747,2021,AA,9,650518,Alejandro Requena,676551,,1,2,1,12_,SB,second
647747,2021,AA,10,650518,Alejandro Requena,666779,,2,3,2,1__,SB,second
647747,2021,AA,42,681539,Reid Morgan,669004,,2,1,2,12_,SB,second
643057,2021,AA,31,663379,Graham Lawson,680881,,4,2,2,1__,CS,second
645019,2021,AA,25,676050,Packy Naughton,686759,,3,1,3,1__,SB,second
645019,2021,AA,54,677226,Wes Robertson,676950,,3,2,1,1__,SB,second
644858,2021,AA,20,621089,José Mesa Jr.,681909,,2,0,3,1__,SB,second
645089,2021,AA,4,641350,Cody Beckman,621545,,4,2,0,1__,SB,second
645089,2021,AA,24,547185,Peter Tago,620444,,4,0,0,1__,SB,second
645089,2021,AA,49,680970,Andrew Pérez,668930,,4,2,2,1__,CS,second
645094,2021,AA,51,657096,Braden Webb,650528,,4,2,0,123,SB,third
645089,2021,AA,4,641350,Cody Beckman,621545,,4,2,0,1__,SB,second
645089,2021,AA,24,547185,Peter Tago,620444,,4,0,0,1__,SB,second
645089,2021,AA,49,680970,Andrew Pérez,668930,,4,2,2,1__,CS,second
646531,2021,AA,8,669740,Travis MacGregor,663760,,1,2,1,12_,SB,second
646531,2021,AA,46,676702,Hunter Stratton,679631,,2,3,3,1__,CS,second
646531,2021,AA,63,681980,Will Gardner,676913,,1,3,2,1__,SB,second
646531,2021,AA,65,681980,Will Gardner,668939,,3,1,3,_2_,SB,third
646694,2021,AA,10,663535,Juan Hillman,630034,,2,3,3,1__,SB,second
646694,2021,AA,28,670059,Colin Holderman,670092,,3,1,1,1__,SB,second
646694,2021,AA,35,670059,Colin Holderman,660757,,3,2,1,_2_,SB,third
646694,2021,AA,51,641852,Thomas McIlraith,666181,,4,1,0,1__,SB,second
645505,2021,AA,60,657047,Reagan Todd,681584,,2,3,2,1__,SB,second
643011,2021,AA,4,669358,Shane Baz,676724,,3,1,1,1__,SB,second
645339,2021,AA,2,676111,Shawn Semple,625506,,1,0,2,1__,SB,second
645339,2021,AA,32,532936,Mario Sanchez,643590,,1,1,3,1__,SB,second
644981,2021,AA,15,672282,Reid Detmers,661411,,3,2,2,123,SB,second
647594,2021,AA,2,641585,J.P. France,640492,,1,3,2,1__,SB,second
647594,2021,AA,7,661309,Adrián Martínez,682073,,0,3,3,1__,SB,second
647594,2021,AA,59,696038,Hunter Peck,676864,,2,3,2,1__,SB,second
647594,2021,AA,68,696038,Hunter Peck,670128,,3,3,2,1__,SB,second
646990,2021,AA,32,670109,Jacob Bosiokovic,665482,,2,3,1,12_,SB,third
