gamePk,season,level_name,play_idx,pitcher_id,pitcher_name,batter_id,runner_id,balls,strikes,outs,runner_state,event_type,base_to
666415,2022,AAA,20,676265,Cory Abbott,641943,,4,2,2,1__,CS,second
664589,2022,AAA,3,663378,Thomas Szapucki,595943,,1,3,2,_2_,SB,third
664589,2022,AAA,50,670065,Trevor Lane,608703,,1,2,3,1__,SB,second
665458,2022,AAA,13,663325,Kevin Smith,622053,,1,2,3,1__,CS,second
665458,2022,AAA,55,650378,Ofelky Peralta,656514,,2,2,3,1__,CS,second
665576,2022,AAA,10,594902,Ben Lively,650339,,3,1,3,1__,SB,second
665576,2022,AAA,40,643327,Zack Godley,663799,,2,3,2,1__,SB,second
665576,2022,AAA,42,643327,Zack Godley,665482,,4,2,2,1__,SB,second
665849,2022,AAA,54,669294,Paul Campbell,671213,,2,2,2,1__,SB,second
665715,2022,AAA,11,621086,James Marvel,687705,,4,2,1,1__,SB,second
665309,2022,AAA,6,663372,Ryan Feltner,542992,,3,2,2,1__,CS,second
665309,2022,AAA,28,663372,Ryan Feltner,641829,,3,3,3,12_,CS,third
665604,2022,AAA,20,666205,Kyle Muller,680977,,2,2,2,12_,SB,second
665604,2022,AAA,26,643615,T.J. Zeuch,670582,,1,3,3,1__,SB,second
665604,2022,AAA,37,666205,Kyle Muller,670298,,2,2,2,12_,SB,second
665133,2022,AAA,2,656641,Jacob Latz,573669,,0,3,2,1__,SB,second
665133,2022,AAA,37,676599,Jason Bahr,593590,,1,1,0,12_,SB,second
664604,2022,AAA,7,676083,Janson Junk,656821,,2,3,2,1__,SB,second
664604,2022,AAA,18,676083,Janson Junk,641929,,1,3,2,1__,SB,second
664604,2022,AAA,30,676083,Janson Junk,608339,,1,2,1,1__,SB,second
665004,2022,AAA,36,596001,Jakob Junis,621008,,2,2,1,1__,SB,second
665004,2022,AAA,58,661440,Mauricio Llovera,621446,,0,2,2,1__,SB,second
665004,2022,AAA,71,660600,Enoli Paredes,670768,,3,2,2,1__,SB,second
665767,2022,AAA,23,660435,Chester Pimentel,606988,,4,2,2,1__,SB,second
665767,2022,AAA,28,669194,Ryne Nelson,605353,,4,2,1,1__,SB,second
665767,2022,AAA,37,670955,Edwin Uceta,642002,,2,2,2,1_3,SB,second
665589,2022,AAA,49,592165,Brandon Brennan,621520,,1,3,2,1__,SB,second
666374,2022,AAA,1,641743,Anthony Kay,680695,,4,2,0,12_,SB,second
666374,2022,AAA,8,669214,Conner Menez,675925,,4,2,2,1__,SB,second
666374,2022,AAA,32,669214,Conner Menez,675925,,1,1,0,123,SB,second
666374,2022,AAA,51,685126,Brandon Eisert,680695,,2,3,1,1__,SB,second
666374,2022,AAA,63,685126,Brandon Eisert,682119,,1,0,2,12_,SB,second
664475,2022,AAA,13,592717,Aaron Sanchez,605346,,1,3,2,12_,SB,second
664475,2022,AAA,24,592717,Aaron Sanchez,623507,,3,2,3,1__,SB,second
664588,2022,AAA,2,543557,Mike Montgomery,665828,,3,3,2,1__,SB,second
664588,2022,AAA,39,668754,Braden Bristo,666126,,3,2,2,12_,SB,second
664588,2022,AAA,63,571439,R.J. Alvarez,571679,,4,2,1,12_,SB,third
665575,2022,AAA,2,656818,Connor Overton,676628,,4,2,0,_2_,SB,third
665575,2022,AAA,3,656818,Connor Overton,665482,,1,3,1,1__,SB,second
665575,2022,AAA,16,605254,Daniel Gossett,669008,,3,2,2,1__,CS,second
665848,2022,AAA,18,666129,Braxton Garrett,669023,,2,2,1,1__,SB,second
665664,2022,AAA,2,592527,Michael Mariot,647304,,4,2,1,1__,SB,second
665664,2022,AAA,55,663719,Nathan Ocker,656495,,4,0,0,1__,SB,second
665664,2022,AAA,64,676898,Zach Draper,642851,,2,1,0,12_,SB,second
665477,2022,AAA,2,676961,Caleb Boushley,666018,,2,2,2,1__,SB,second
665477,2022,AAA,3,676961,Caleb Boushley,650907,,3,1,3,_2_,SB,third
665306,2022,AAA,2,572362,Robbie Erlin,660707,,1,1,1,12_,SB,second
665132,2022,AAA,20,685503,Kohei Arihara,666703,,2,3,1,1__,SB,second
665132,2022,AAA,21,685503,Kohei Arihara,670128,,4,0,1,_2_,SB,third
665132,2022,AAA,22,685503,Kohei Arihara,573669,,2,2,2,123,SB,second
664600,2022,AAA,31,641855,Ian McKinney,642136,,2,1,3,12_,SB,second
664600,2022,AAA,47,656727,Kodi Medeiros,645801,,2,2,3,12_,SB,third
664600,2022,AAA,67,663540,Kyle Hill,678636,,2,2,2,1__,SB,second
665015,2022,AAA,4,686613,Hunter Brown,671218,,3,3,1,1__,SB,second
665759,2022,AAA,29,656457,Tyler Gilbert,669127,,1,2,1,12_,SB,second
665759,2022,AAA,62,673603,Luis Romero,492802,,1,2,1,12_,SB,second
665759,2022,AAA,65,650204,Norge Ruiz,677950,,2,3,3,1__,SB,second
665759,2022,AAA,71,663856,Mack Lemieux,669127,,2,1,2,12_,SB,second
666051,2022,AAA,34,502748,Brad Peacock,543089,,4,2,1,1__,SB,second
666051,2022,AAA,35,502748,Brad Peacock,663731,,2,2,2,123,SB,third
666051,2022,AAA,46,605155,Colten Brewer,675986,,2,3,3,12_,SB,third
666051,2022,AAA,48,621098,Eric Hanhold,613546,,2,2,1,1__,SB,second
666069,2022,AAA,45,656492,Foster Griffin,676733,,3,3,2,1__,SB,second
666051,2022,AAA,34,502748,Brad Peacock,543089,,4,2,1,1__,SB,second
666051,2022,AAA,35,502748,Brad Peacock,663731,,2,2,2,123,SB,third
666051,2022,AAA,46,605155,Colten Brewer,675986,,2,3,3,12_,SB,third
666051,2022,AAA,48,621098,Eric Hanhold,613546,,2,2,1,1__,SB,second
664474,2022,AAA,9,501381,Michael Pineda,543302,,2,2,3,1__,SB,second
665574,2022,AAA,55,680758,Michael Byrne,663616,,3,2,1,12_,SB,second
665841,2022,AAA,5,657756,Connor Seabold,624417,,4,1,1,1__,CS,second
665841,2022,AAA,38,656257,Jeff Brigham,614173,,1,3,3,1__,SB,second
665476,2022,AAA,25,676720,Tommy Romero,641999,,2,3,3,1__,SB,second
665476,2022,AAA,32,518464,Seth Blair,642197,,4,2,2,1__,SB,second
665476,2022,AAA,35,592712,Connor Sadzeck,670623,,2,2,1,1__,SB,second
665476,2022,AAA,42,518464,Seth Blair,501659,,2,3,1,1__,SB,second
665476,2022,AAA,47,592712,Connor Sadzeck,670156,,2,2,2,1__,CS,second
665476,2022,AAA,64,622780,Angel Perdomo,670156,,4,2,1,12_,SB,second
665543,2022,AAA,22,670912,Johan Oviedo,642162,,2,2,0,12_,SB,second
