pitcher_id,pitcher_name,season,league_name,level_name,total_opps,sb,cs,attempts,games,attempt_rate,success_rate,sb_rate
622353,Ramon Santos,2021,Low-A Southeast,Low-A,1,0,0,0,1,0.0,,0.0
650544,Isrrael De La Cruz,2021,Low-A Southeast,Low-A,5,0,0,0,1,0.0,,0.0
659821,Alex Aquino,2021,Low-A Southeast,Low-A,1,0,0,0,1,0.0,,0.0
660798,Juan De Paula,2021,Low-A Southeast,Low-A,3,1,0,1,1,0.3333333333333333,1.0,0.3333333333333333
663500,Hunter Parsons,2021,Low-A Southeast,Low-A,0,0,0,0,1,,,
663684,Adam Wolf,2021,Low-A Southeast,Low-A,0,0,0,0,1,,,
665984,Edison Suriel,2021,Low-A Southeast,Low-A,3,0,0,0,1,0.0,,0.0
666123,Austin Bergner,2021,Low-A Southeast,Low-A,1,0,0,0,1,0.0,,0.0
666190,Nick Hanson,2021,Low-A Southeast,Low-A,2,0,0,0,1,0.0,,0.0
666371,Nick Trogrlic-Iverson,2021,Low-A Southeast,Low-A,4,0,0,0,1,0.0,,0.0
666463,Yeremin Lara,2021,Low-A Southeast,Low-A,1,1,0,1,1,1.0,1.0,1.0
668594,Willy Taveras,2021,Low-A Southeast,Low-A,2,0,0,0,1,0.0,,0.0
668984,Casey Legumina,2021,Low-A Southeast,Low-A,5,1,0,1,1,0.2,1.0,0.2
669001,J.C. Flowers,2021,Low-A Southeast,Low-A,0,0,0,0,1,,,
669308,Sean Reynolds,2021,Low-A Southeast,Low-A,4,0,0,0,1,0.0,,0.0
669422,Matt Sauer,2021,Low-A Southeast,Low-A,3,0,1,1,1,0.3333333333333333,0.0,0.0
669624,Michael Bienlien,2021,Low-A Southeast,Low-A,1,0,0,0,1,0.0,,0.0
670905,Wellington Diaz,2021,Low-A Southeast,Low-A,4,1,0,1,1,0.25,1.0,0.25
670921,Enmanuel Solano,2021,Low-A Southeast,Low-A,2,0,0,0,1,0.0,,0.0
671358,Juan Manuel Abril,2021,Low-A Southeast,Low-A,1,0,0,0,1,0.0,,0.0
671987,Logan Hofmann,2021,Low-A Southeast,Low-A,0,0,0,0,1,,,
672558,Cleiverth Perez,2021,Low-A Southeast,Low-A,4,1,0,1,1,0.25,1.0,0.25
672648,Roither Hernandez,2021,Low-A Southeast,Low-A,0,0,0,0,1,,,
673388,Nelvin Correa,2021,Low-A Southeast,Low-A,3,0,0,0,1,0.0,,0.0
673394,Gabriel Yanez,2021,Low-A Southeast,Low-A,0,0,0,0,1,,,
673659,Jose Moreno,2021,Low-A Southeast,Low-A,5,1,1,2,1,0.4,0.5,0.2
674429,Cam Opp,2021,Low-A Southeast,Low-A,3,0,0,0,1,0.0,,0.0
676362,Gabriel Ponce,2021,Low-A Southeast,Low-A,8,0,0,0,1,0.0,,0.0
676435,Harold Cortijo,2021,Low-A Southeast,Low-A,9,1,0,1,1,0.1111111111111111,1.0,0.1111111111111111
676506,Gio Arriera,2021,Low-A Southeast,Low-A,6,0,0,0,1,0.0,,0.0
676689,Ricky Karcher,2021,Low-A Southeast,Low-A,4,0,0,0,1,0.0,,0.0
676914,Davis Schneider,2021,Low-A Southeast,Low-A,2,0,0,0,1,0.0,,0.0
677053,Andrew Nardi,2021,Low-A Southeast,Low-A,5,0,0,0,1,0.0,,0.0
677660,Alejandro Made,2021,Low-A Southeast,Low-A,1,0,0,0,1,0.0,,0.0
678256,Jose Maldonado,2021,Low-A Southeast,Low-A,2,1,0,1,1,0.5,1.0,0.5
678287,Alejandro Melean,2021,Low-A Southeast,Low-A,2,0,0,0,1,0.0,,0.0
678707,Cristian Hernandez,2021,Low-A Southeast,Low-A,4,0,1,1,1,0.25,0.0,0.0
678868,Eddy Yean,2021,Low-A Southeast,Low-A,3,0,0,0,1,0.0,,0.0
679014,Oliver Mateo,2021,Low-A Southeast,Low-A,4,0,0,0,1,0.0,,0.0
679215,Estalin Ortiz,2021,Low-A Southeast,Low-A,3,0,0,0,1,0.0,,0.0
679641,Nick Lackney,2021,Low-A Southeast,Low-A,0,0,0,0,1,,,
679647,Jackson Rose,2021,Low-A Southeast,Low-A,2,0,0,0,1,0.0,,0.0
679693,Carson Coleman,2021,Low-A Southeast,Low-A,0,0,0,0,1,,,
679780,Gabriel Sequeira,2021,Low-A Southeast,Low-A,1,0,0,0,1,0.0,,0.0
679800,Luis Tena,2021,Low-A Southeast,Low-A,2,0,0,0,1,0.0,,0.0
680647,Luis Ortiz,2021,Low-A Southeast,Low-A,2,0,0,0,1,0.0,,0.0
680653,Denny Roman,2021,Low-A Southeast,Low-A,5,0,0,0,1,0.0,,0.0
680933,Joander Suarez,2021,Low-A Southeast,Low-A,2,1,0,1,1,0.5,1.0,0.5
681012,Trevor Holloway,2021,Low-A Southeast,Low-A,2,2,0,2,1,1.0,1.0,1.0
681322,Regi Grace,2021,Low-A Southeast,Low-A,3,0,0,0,1,0.0,,0.0
681753,Adrian Hernandez,2021,Low-A Southeast,Low-A,6,2,0,2,1,0.3333333333333333,1.0,0.3333333333333333
681796,Francisco Justo,2021,Low-A Southeast,Low-A,5,1,0,1,1,0.2,1.0,0.2
681853,Franklin Parra,2021,Low-A Southeast,Low-A,3,0,0,0,1,0.0,,0.0
681948,Justin Evans,2021,Low-A Southeast,Low-A,7,0,0,0,1,0.0,,0.0
682193,Grant Townsend,2021,Low-A Southeast,Low-A,5,0,0,0,1,0.0,,0.0
682847,Luis L. Ortiz,2021,Low-A Southeast,Low-A,3,0,0,0,1,0.0,,0.0
682896,Reyson Santos,2021,Low-A Southeast,Low-A,1,0,0,0,1,0.0,,0.0
683138,Fernando Lozano,2021,Low-A Southeast,Low-A,2,0,0,0,1,0.0,,0.0
683689,Carlo Reyes,2021,Low-A Southeast,Low-A,2,0,0,0,1,0.0,,0.0
684154,Willy Gaston,2021,Low-A Southeast,Low-A,8,1,0,1,1,0.125,1.0,0.125
684850,Juan Pichardo,2021,Low-A Southeast,Low-A,2,0,0,0,1,0.0,,0.0
684937,Hunter McMahon,2021,Low-A Southeast,Low-A,5,0,0,0,1,0.0,,0.0
685005,Christian Roa,2021,Low-A Southeast,Low-A,0,0,0,0,1,,,
685126,Brandon Eisert,2021,Low-A Southeast,Low-A,3,0,0,0,1,0.0,,0.0
686246,Levi Prater,2021,Low-A Southeast,Low-A,2,0,0,0,1,0.0,,0.0
686670,Tyler Adams,2021,Low-A Southeast,Low-A,3,0,0,0,1,0.0,,0.0
686730,Carson Spiers,2021,Low-A Southeast,Low-A,4,0,0,0,1,0.0,,0.0
686763,Gunner Mayer,2021,Low-A Southeast,Low-A,5,0,0,0,1,0.0,,0.0
686973,Louis Varland,2021,Low-A Southeast,Low-A,2,0,0,0,1,0.0,,0.0
686993,Justin Sterner,2021,Low-A Southeast,Low-A,1,1,0,1,1,1.0,1.0,1.0
687001,Bryce Tassin,2021,Low-A Southeast,Low-A,0,0,0,0,1,,,
687321,Dan Goggin,2021,Low-A Southeast,Low-A,3,0,0,0,1,0.0,,0.0
687344,Kevin Milam,2021,Low-A Southeast,Low-A,2,1,0,1,1,0.5,1.0,0.5
687870,Michael Giacone,2021,Low-A Southeast,Low-A,3,0,0,0,1,0.0,,0.0
687904,Will Guay,2021,Low-A Southeast,Low-A,3,0,0,0,1,0.0,,0.0
687960,Shaine McNeely,2021,Low-A Southeast,Low-A,1,0,0,0,1,0.0,,0.0
688341,Dylan Castaneda,2021,Low-A Southeast,Low-A,8,0,1,1,1,0.125,0.0,0.0
688542,Austin Faith,2021,Low-A Southeast,Low-A,1,0,0,0,1,0.0,,0.0
688857,Stevie Branche,2021,Low-A Southeast,Low-A,3,0,0,0,1,0.0,,0.0
688889,Tyler Burch,2021,Low-A Southeast,Low-A,2,0,0,0,1,0.0,,0.0
689101,James Proctor,2021,Low-A Southeast,Low-A,1,0,0,0,1,0.0,,0.0
689461,Tanner Cooper,2021,Low-A Southeast,Low-A,1,0,1,1,1,1.0,0.0,0.0
689774,Colby Morris,2021,Low-A Southeast,Low-A,0,0,0,0,1,,,
690359,Luke Sommerfeld,2021,Low-A Southeast,Low-A,3,0,0,0,1,0.0,,0.0
690580,Jack Dellinger,2021,Low-A Southeast,Low-A,3,0,0,0,1,0.0,,0.0
690953,Mick Abel,2021,Low-A Southeast,Low-A,4,0,0,0,1,0.0,,0.0
690978,Dax Fulton,2021,Low-A Southeast,Low-A,7,3,0,3,1,0.42857142857142855,1.0,0.42857142857142855
691032,Luis Moreno,2021,Low-A Southeast,Low-A,4,1,1,2,1,0.5,0.5,0.25
691172,Yosver Zulueta,2021,Low-A Southeast,Low-A,0,0,0,0,1,,,
691428,Wandi Montout,2021,Low-A Southeast,Low-A,4,1,0,1,1,0.25,1.0,0.25
691587,Eury Pérez,2021,Low-A Southeast,Low-A,7,1,1,2,1,0.2857142857142857,0.5,0.14285714285714285
694756,J.P. Woodward,2021,Low-A Southeast,Low-A,3,0,0,0,1,0.0,,0.0
695297,Carson Rudd,2021,Low-A Southeast,Low-A,3,0,0,0,1,0.0,,0.0
695835,Edwin Nuñez,2021,Low-A Southeast,Low-A,1,1,0,1,1,1.0,1.0,1.0
695935,Vin Timpanelli,2021,Low-A Southeast,Low-A,1,0,0,0,1,0.0,,0.0
698860,Thomas Ruwe,2021,Low-A Southeast,Low-A,4,0,0,0,1,0.0,,0.0
