pitcher_id,pitcher_name,season,level_name,opp_1b_2b,opp_2b_3b,games,total_opps,sb,cs,attempts,attempt_rate,success_rate,sb_rate
425794,Adam Wainwright,2023,AAA,3,2,1,5,0,0,0,0.0,,0.0
445926,Jesse Chavez,2023,AAA,1,1,1,2,0,0,0,0.0,,0.0
446372,Corey Kluber,2023,AAA,4,1,2,5,3,1,4,0.8,0.75,0.6
448281,Sean Doolittle,2023,AAA,1,3,3,4,1,0,1,0.25,1.0,0.25
453178,Ian Kennedy,2023,AAA,15,6,14,21,4,1,5,0.23809523809523808,0.8,0.19047619047619047
453268,Daniel Bard,2023,AAA,1,0,1,1,0,0,0,0.0,,0.0
453343,Mark Melancon,2023,AAA,3,1,1,4,0,0,0,0.0,,0.0
455119,Chris Martin,2023,AAA,2,1,1,3,1,0,1,0.3333333333333333,1.0,0.3333333333333333
456501,Johnny Cueto,2023,AAA,13,7,5,20,1,1,2,0.1,0.5,0.05
456713,Matt Bush,2023,AAA,9,3,9,12,4,0,4,0.3333333333333333,1.0,0.3333333333333333
458677,Justin Wilson,2023,AAA,6,0,4,6,3,0,3,0.5,1.0,0.5
472551,Fernando Abad,2023,AAA,18,8,17,26,2,0,2,0.07692307692307693,1.0,0.07692307692307693
476594,Robert Stock,2023,AAA,22,13,10,35,2,1,3,0.08571428571428572,0.6666666666666666,0.05714285714285714
476595,Lucas Luetge,2023,AAA,15,12,14,27,4,0,4,0.14814814814814814,1.0,0.14814814814814814
488984,Tommy Hunter,2023,AAA,1,1,1,2,0,0,0,0.0,,0.0
491624,César Valdez,2023,AAA,91,50,27,141,13,0,13,0.09219858156028368,1.0,0.09219858156028368
500610,Deolis Guerra,2023,AAA,1,2,2,3,1,0,1,0.3333333333333333,1.0,0.3333333333333333
500779,Jose Quintana,2023,AAA,3,4,2,7,3,0,3,0.42857142857142855,1.0,0.42857142857142855
502083,Zach McAllister,2023,AAA,35,21,31,56,9,0,9,0.16071428571428573,1.0,0.16071428571428573
502179,Paolo Espino,2023,AAA,32,15,13,47,8,1,9,0.19148936170212766,0.8888888888888888,0.1702127659574468
502202,Brad Boxberger,2023,AAA,5,2,5,7,1,0,1,0.14285714285714285,1.0,0.14285714285714285
502624,Chase Anderson,2023,AAA,22,10,7,32,6,1,7,0.21875,0.8571428571428571,0.1875
503449,Wily Peralta,2023,AAA,73,35,22,108,11,5,16,0.14814814814814814,0.6875,0.10185185185185185
516853,Wilking Rodríguez,2023,AAA,5,2,5,7,2,0,2,0.2857142857142857,1.0,0.2857142857142857
517008,Alex Colomé,2023,AAA,28,18,21,46,5,1,6,0.13043478260869565,0.8333333333333334,0.10869565217391304
518585,Fernando Cruz,2023,AAA,2,0,1,2,0,0,0,0.0,,0.0
518586,Charlie Culberson,2023,AAA,4,4,3,8,0,0,0,0.0,,0.0
518633,Danny Duffy,2023,AAA,6,2,4,8,1,0,1,0.125,1.0,0.125
519008,T.J. McFarland,2023,AAA,43,23,33,66,4,1,5,0.07575757575757576,0.8,0.06060606060606061
519076,Jimmy Nelson,2023,AAA,28,10,23,38,9,2,11,0.2894736842105263,0.8181818181818182,0.23684210526315788
519141,Drew Pomeranz,2023,AAA,5,3,3,8,0,0,0,0.0,,0.0
519242,Chris Sale,2023,AAA,2,1,2,3,0,0,0,0.0,,0.0
519326,Hunter Strickland,2023,AAA,12,7,7,19,6,0,6,0.3157894736842105,1.0,0.3157894736842105
519393,Marcus Walden,2023,AAA,57,19,17,76,11,0,11,0.14473684210526316,1.0,0.14473684210526316
521230,Liam Hendriks,2023,AAA,4,0,2,4,0,0,0,0.0,,0.0
527054,Julio Teheran,2023,AAA,43,21,11,64,5,2,7,0.109375,0.7142857142857143,0.078125
541640,Erasmo Ramírez,2023,AAA,17,6,7,23,1,1,2,0.08695652173913043,0.5,0.043478260869565216
542609,Enrique Burgos,2023,AAA,5,3,3,8,1,0,1,0.125,1.0,0.125
542882,Matt Andriese,2023,AAA,63,30,20,93,4,6,10,0.10752688172043011,0.4,0.043010752688172046
542888,Shawn Armstrong,2023,AAA,2,0,2,2,1,0,1,0.5,1.0,0.5
542947,Richard Bleier,2023,AAA,3,2,3,5,2,0,2,0.4,1.0,0.4
543022,Tyler Chatwood,2023,AAA,6,1,4,7,1,0,1,0.14285714285714285,1.0,0.14285714285714285
543294,Kyle Hendricks,2023,AAA,9,6,5,15,4,0,4,0.26666666666666666,1.0,0.26666666666666666
543351,Jay Jackson,2023,AAA,15,7,11,22,5,0,5,0.22727272727272727,1.0,0.22727272727272727
543507,Trevor May,2023,AAA,1,1,2,2,0,0,0,0.0,,0.0
543521,Collin McHugh,2023,AAA,4,0,2,4,0,0,0,0.0,,0.0
543548,Tommy Milone,2023,AAA,47,23,20,70,7,1,8,0.11428571428571428,0.875,0.1
543557,Mike Montgomery,2023,AAA,57,33,18,90,19,2,21,0.23333333333333334,0.9047619047619048,0.2111111111111111
543594,Sean Nolin,2023,AAA,9,6,5,15,0,1,1,0.06666666666666667,0.0,0.0
543766,Bryan Shaw,2023,AAA,20,5,16,25,3,1,4,0.16,0.75,0.12
543901,Ryan Weber,2023,AAA,16,11,6,27,1,0,1,0.037037037037037035,1.0,0.037037037037037035
543921,Joe Wieland,2023,AAA,29,19,19,48,5,0,5,0.10416666666666667,1.0,0.10416666666666667
545343,Louis Head,2023,AAA,10,3,5,13,1,0,1,0.07692307692307693,1.0,0.07692307692307693
547001,Cody Poteet,2023,AAA,1,0,1,1,0,0,0,0.0,,0.0
547172,Tony Wolters,2023,AAA,0,1,1,1,0,0,0,0.0,,0.0
547179,Michael Lorenzen,2023,AAA,2,1,1,3,0,0,0,0.0,,0.0
547184,Michael Kelly,2023,AAA,30,11,24,41,6,0,6,0.14634146341463414,1.0,0.14634146341463414
547943,Hyun Jin Ryu,2023,AAA,4,0,2,4,0,0,0,0.0,,0.0
548389,Ross Stripling,2023,AAA,1,0,1,1,0,0,0,0.0,,0.0
552640,Andrew Kittredge,2023,AAA,10,5,7,15,2,0,2,0.13333333333333333,1.0,0.13333333333333333
553968,Endrys Briceno,2023,AAA,6,4,6,10,2,0,2,0.2,1.0,0.2
570257,Joely Rodríguez,2023,AAA,6,3,5,9,2,0,2,0.2222222222222222,1.0,0.2222222222222222
570488,Phillips Valdez,2023,AAA,55,26,20,81,12,2,14,0.1728395061728395,0.8571428571428571,0.14814814814814814
570560,Yolmer Sánchez,2023,AAA,1,1,1,2,0,0,0,0.0,,0.0
570632,José Ureña,2023,AAA,59,35,18,94,7,1,8,0.0851063829787234,0.875,0.07446808510638298
570666,Luis Cessa,2023,AAA,25,18,15,43,1,0,1,0.023255813953488372,1.0,0.023255813953488372
571035,William Cuevas,2023,AAA,26,12,11,38,7,0,7,0.18421052631578946,1.0,0.18421052631578946
571479,Andrew Bellatti,2023,AAA,14,5,13,19,3,0,3,0.15789473684210525,1.0,0.15789473684210525
571539,Matt Carasiti,2023,AAA,14,6,17,20,0,0,0,0.0,,0.0
571616,Matt Dermody,2023,AAA,31,20,10,51,8,3,11,0.21568627450980393,0.7272727272727273,0.1568627450980392
571704,Ken Giles,2023,AAA,19,12,18,31,8,0,8,0.25806451612903225,1.0,0.25806451612903225
571710,Mychal Givens,2023,AAA,6,4,5,10,4,0,4,0.4,1.0,0.4
571800,Drew Hutchison,2023,AAA,68,39,24,107,16,3,19,0.17757009345794392,0.8421052631578947,0.14953271028037382
