gamePk,season,level_name,play_idx,pitcher_id,pitcher_name,batter_id,runner_id,balls,strikes,outs,runner_state,event_type,base_to
572067,2019,AA,10,606996,Kyle Hart,663897,,3,3,2,1__,SB,second
572067,2019,AA,43,606996,Kyle Hart,660614,,0,2,1,1_3,SB,second
572067,2019,AA,66,656936,Zach Schellenger,656514,,4,1,2,1__,CS,second
574419,2019,AA,57,641889,Dalton Moats,642350,,2,2,3,12_,CS,third
574419,2019,AA,75,670579,Aaron Fossas,665138,,4,0,1,1__,SB,second
571855,2019,AA,24,622506,Marcos Molina,607207,,2,2,3,1__,CS,second
571855,2019,AA,41,630263,James Bourque,676625,,3,3,2,1__,SB,second
571505,2019,AA,14,621086,James Marvel,644375,,3,3,2,1__,SB,second
571505,2019,AA,19,656529,Sam Hentges,676632,,1,1,3,1__,SB,second
571995,2019,AA,58,656924,Ryder Ryan,669289,,4,2,2,1__,SB,second
572207,2019,AA,62,661536,Melvin Adón,669344,,4,1,1,1__,SB,second
574909,2019,AA,25,641672,Thomas Hatch,642720,,2,3,2,_2_,SB,third
574909,2019,AA,72,547177,Phil Pfeifer,663538,,4,1,1,1__,SB,second
574909,2019,AA,75,621050,Josh Graham,656378,,2,2,2,123,SB,second
574559,2019,AA,22,667498,Robert Dugger,656403,,4,2,2,_2_,SB,third
574559,2019,AA,49,670866,Ryan Atkinson,675649,,2,1,2,12_,SB,second
574559,2019,AA,54,641754,Jeff Kinley,656403,,1,2,3,1__,SB,second
574559,2019,AA,57,670866,Ryan Atkinson,624417,,4,2,1,1__,SB,second
574559,2019,AA,61,641754,Jeff Kinley,600861,,1,2,1,1__,SB,second
584470,2019,AA,20,670970,Adrian Morejon,656695,,2,3,3,1__,SB,second
584695,2019,AA,21,670651,Anthony Shew,663708,,1,1,1,1_3,SB,second
584695,2019,AA,64,592296,John Fasola,666137,,4,2,1,1__,CS,second
584540,2019,AA,17,656271,Brock Burke,642362,,3,2,1,1_3,SB,second
584540,2019,AA,32,664942,James Naile,656766,,1,0,3,1__,SB,second
584540,2019,AA,40,664942,James Naile,650958,,2,1,3,1__,CS,second
584330,2019,AA,24,643290,Justin Dunn,655996,,3,3,3,12_,SB,second
584330,2019,AA,30,643290,Justin Dunn,642137,,2,3,3,1__,CS,second
574699,2019,AA,14,660813,Brusdar Graterol,624645,,3,1,3,1__,SB,second
574699,2019,AA,41,656345,Andro Cutura,667674,,1,2,3,1__,SB,second
574279,2019,AA,8,669424,Jimmy Lambert,669450,,2,2,2,12_,SB,second
574279,2019,AA,15,669424,Jimmy Lambert,650890,,1,2,1,1__,SB,second
572068,2019,AA,14,658431,Adonis Medina,642344,,3,2,3,1__,CS,second
574699,2019,AA,14,660813,Brusdar Graterol,624645,,3,1,3,1__,SB,second
574699,2019,AA,41,656345,Andro Cutura,667674,,1,2,3,1__,SB,second
571506,2019,AA,29,642607,Dario Agrazal,600902,,0,1,3,1__,CS,second
571506,2019,AA,73,675916,James Karinchak,676632,,1,3,2,1__,SB,second
571997,2019,AA,19,660431,Hector Perez,665926,,2,1,1,1__,CS,second
571997,2019,AA,43,607391,Chris Mazza,656989,,2,2,2,12_,SB,second
574280,2019,AA,53,661832,Danny Dopico,664857,,3,3,3,1__,CS,second
574279,2019,AA,8,669424,Jimmy Lambert,669450,,2,2,2,12_,SB,second
574279,2019,AA,15,669424,Jimmy Lambert,650890,,1,2,1,1__,SB,second
574910,2019,AA,9,676265,Cory Abbott,605343,,4,0,1,1__,SB,second
574910,2019,AA,70,595926,Jason Creasy,640902,,3,3,1,1__,SB,second
574910,2019,AA,77,642396,Manuel Rondon,650362,,1,1,2,123,SB,second
574910,2019,AA,80,595926,Jason Creasy,676724,,0,3,1,1__,SB,second
574560,2019,AA,24,660422,Jorge Guzmán,645917,,3,3,3,1__,CS,second
574420,2019,AA,58,593977,Johendí Jiminian,666139,,3,2,1,123,SB,second
584547,2019,AA,7,641709,Brian Howard,642282,,3,1,3,1__,SB,second
584547,2019,AA,23,641709,Brian Howard,641779,,1,1,1,12_,SB,second
584547,2019,AA,29,642546,Jonathan Hernández,656364,,0,3,2,1__,SB,second
584547,2019,AA,40,641709,Brian Howard,547173,,4,2,2,1__,CS,second
584547,2019,AA,45,606227,Yoel Espinal,656364,,2,3,3,1__,SB,second
584547,2019,AA,51,606227,Yoel Espinal,656736,,3,2,2,12_,SB,second
584547,2019,AA,58,658791,Wei-Chieh Huang,664970,,2,3,3,1__,CS,second
584696,2019,AA,25,554234,Williams Pérez,670084,,1,1,2,12_,SB,second
584696,2019,AA,26,554234,Williams Pérez,666137,,1,3,3,1__,SB,second
584471,2019,AA,70,670159,Carson LaRue,642002,,2,3,3,1__,SB,second
572208,2019,AA,22,607225,Jordan Foley,595929,,4,1,2,1__,SB,second
571786,2019,AA,4,621259,Brody Koerner,670623,,3,1,1,1__,SB,second
571786,2019,AA,20,621259,Brody Koerner,670623,,4,2,2,1__,CS,second
571857,2019,AA,8,607200,Erick Fedde,548431,,1,3,1,1__,SB,second
572209,2019,AA,4,641620,Brandon Gold,618085,,1,2,1,1__,SB,second
572209,2019,AA,13,641620,Brandon Gold,670115,,1,2,3,12_,SB,second
572209,2019,AA,55,656818,Connor Overton,664883,,3,3,3,1__,SB,second
572208,2019,AA,22,607225,Jordan Foley,595929,,4,1,2,1__,SB,second
571999,2019,AA,5,656849,David Peterson,675656,,4,2,2,1__,CS,second
571999,2019,AA,29,668665,Stephen Nogosek,657088,,1,3,3,1__,SB,second
571999,2019,AA,36,668665,Stephen Nogosek,656989,,4,2,2,1__,SB,second
571999,2019,AA,74,642236,Joe Zanghi,600931,,4,0,2,1__,SB,second
571999,2019,AA,88,642236,Joe Zanghi,665227,,1,3,3,1__,SB,second
574561,2019,AA,56,664012,Tyler Mark,675649,,1,1,2,12_,SB,second
574911,2019,AA,19,624522,Keegan Thompson,671221,,2,3,2,1__,SB,second
584697,2019,AA,38,676358,Evan Kruczynski,666137,,1,1,3,1__,SB,second
584697,2019,AA,54,641995,Roel Ramírez,656274,,3,3,3,12_,SB,second
574421,2019,AA,5,641900,Scott Moss,656713,,4,1,2,1_3,CS,home
574421,2019,AA,16,641900,Scott Moss,666139,,4,2,2,1__,SB,second
574421,2019,AA,27,641900,Scott Moss,656713,,1,3,3,1__,CS,second
574421,2019,AA,69,641682,Ryan Hendrix,666139,,2,1,3,1__,SB,second
574421,2019,AA,76,640454,Matt Krook,666211,,2,3,3,1__,SB,second
574281,2019,AA,14,657096,Braden Webb,666164,,3,2,3,12_,SB,second
574281,2019,AA,18,641576,Bernardo Flores Jr.,664857,,2,2,3,1__,SB,second
574281,2019,AA,61,673316,Luke Barker,664689,,1,3,3,1__,CS,second
584332,2019,AA,73,667445,Marshall Kasowski,657108,,3,3,3,1__,SB,second
584472,2019,AA,17,658648,Pedro Avila,679727,,1,2,2,12_,SB,second
584472,2019,AA,56,669854,Ronel Blanco,671250,,4,2,2,1__,SB,second
572070,2019,AA,16,663559,Bailey Falter,621469,,0,3,3,12_,CS,second
571858,2019,AA,3,643532,Sterling Sharp,642488,,2,2,3,1_3,CS,home
571858,2019,AA,54,607555,Taylor Guilbeau,666783,,4,2,1,1__,CS,second
571858,2019,AA,64,663394,Jacob Condra-Bogan,670133,,1,2,3,1__,SB,second
572000,2019,AA,6,660874,Michael Gibbons,656668,,1,1,3,1__,SB,second
571787,2019,AA,44,621089,José Mesa Jr.,657668,,1,1,3,1__,CS,second
574281,2019,AA,14,657096,Braden Webb,666164,,3,2,3,12_,SB,second
574281,2019,AA,18,641576,Bernardo Flores Jr.,664857,,2,2,3,1__,SB,second
574281,2019,AA,61,673316,Luke Barker,664689,,1,3,3,1__,CS,second
574912,2019,AA,4,657006,Justin Steele,642720,,4,2,1,1__,SB,second
574912,2019,AA,7,622256,Patrick Weigel,664731,,4,1,0,1__,SB,second
574912,2019,AA,10,622256,Patrick Weigel,640902,,4,2,2,1__,SB,second
574912,2019,AA,60,670151,Wyatt Short,642720,,1,0,2,1__,SB,second
571508,2019,AA,15,664152,Scooter Hightower,668681,,1,2,2,12_,SB,second
584333,2019,AA,19,669952,Mitch White,657108,,3,2,3,1__,SB,second
584333,2019,AA,37,664948,Anthony Misiewicz,666784,,3,2,3,1__,SB,second
574422,2019,AA,3,607588,Jordan Johnson,660821,,2,2,3,1__,SB,second
574422,2019,AA,17,607588,Jordan Johnson,666139,,3,2,1,12_,SB,second
574422,2019,AA,29,607588,Jordan Johnson,665650,,3,1,3,1__,SB,second
574422,2019,AA,36,607588,Jordan Johnson,665138,,4,2,0,1__,SB,second
574561,2019,AA,56,664012,Tyler Mark,675649,,1,1,2,12_,SB,second
584698,2019,AA,20,628709,Ofreidy Gómez,644407,,4,2,2,1__,CS,second
584698,2019,AA,24,622693,Harold Arauz,666137,,2,3,2,12_,CS,third
574702,2019,AA,5,643377,Griffin Jax,667674,,4,2,1,1__,SB,second
574702,2019,AA,69,663326,Ryan Clark,670797,,0,1,3,1__,SB,second
584558,2019,AA,63,658791,Wei-Chieh Huang,657267,,1,1,2,1__,SB,second
574562,2019,AA,33,625974,Sam Lewis,670965,,2,3,3,1__,SB,second
574562,2019,AA,36,657141,Jordan Yamamoto,656976,,2,3,3,1__,CS,second
584334,2019,AA,48,668687,Andre Scrubb,668843,,1,2,3,1__,SB,second
571788,2019,AA,57,630241,Trent Szkutnik,664051,,3,2,1,1__,SB,second
571859,2019,AA,2,605356,Tyler Mapes,641385,,2,1,3,_2_,CS,third
571859,2019,AA,27,670329,Rico Garcia,623173,,3,1,3,1__,SB,second
571859,2019,AA,57,664910,Logan Cozart,608380,,3,1,2,1__,CS,second
572001,2019,AA,30,661440,Mauricio Llovera,641459,,4,1,1,1__,SB,second
571509,2019,AA,4,676477,Garrett Whitlock,623513,,3,2,2,1__,CS,second
571509,2019,AA,59,670078,Ben Krauth,620442,,1,1,1,12_,SB,second
574703,2019,AA,19,642041,Zac Ryan,675003,,3,2,3,1__,SB,second
574283,2019,AA,43,543594,Sean Nolin,669450,,1,3,3,_2_,CS,third
574283,2019,AA,50,644403,Luis Martinez,664120,,4,2,1,12_,SB,third
584559,2019,AA,24,656266,J.B. Bukauskas,650957,,2,1,1,123,SB,second
584699,2019,AA,4,666005,Andres Sotillet,664162,,3,3,3,1__,SB,second
584699,2019,AA,21,670766,Darren McCaughan,666137,,1,3,2,1__,SB,second
584699,2019,AA,40,670766,Darren McCaughan,666137,,2,1,1,12_,SB,second
584765,2019,AA,13,670343,Matt Milburn,650531,,2,3,2,1__,SB,second
584765,2019,AA,68,656730,Trevor Megill,641521,,3,3,2,1__,SB,second
572071,2019,AA,14,656924,Ryder Ryan,642344,,2,3,1,1__,SB,second
572071,2019,AA,58,642236,Joe Zanghi,641453,,4,2,2,12_,SB,third
571789,2019,AA,5,621086,James Marvel,670623,,1,2,1,1__,CS,second
571789,2019,AA,33,667700,Joe Navilhon,674671,,2,1,1,1__,CS,second
571860,2019,AA,47,607225,Jordan Foley,606240,,2,3,3,1__,CS,second
571860,2019,AA,58,607225,Jordan Foley,668663,,2,1,3,12_,SB,third
571510,2019,AA,26,656529,Sam Hentges,641720,,1,3,2,1__,SB,second
572212,2019,AA,6,600355,Tyler Herb,622046,,4,2,2,1__,SB,second
572212,2019,AA,55,572406,Sam Wolff,676625,,4,0,1,1__,SB,second
584700,2019,AA,15,643290,Justin Dunn,605227,,3,3,3,1__,SB,second
