pitcher_id,pitcher_name,season,level_name,opp_1b_2b,opp_2b_3b,games,total_opps,sb,cs,attempts,attempt_rate,success_rate,sb_rate
346847,Joe Beimel,2021,AA,8,9,10,17,3,0,3,0.17647058823529413,1.0,0.17647058823529413
446372,Corey Kluber,2021,AA,6,3,2,9,1,0,1,0.1111111111111111,1.0,0.1111111111111111
502154,Zack Britton,2021,AA,1,1,2,2,0,0,0,0.0,,0.0
502253,Alex Sanabia,2021,AA,4,2,2,6,0,0,0,0.0,,0.0
502578,Aaron Barrett,2021,AA,9,5,5,14,1,1,2,0.14285714285714285,0.5,0.07142857142857142
514981,Diego Moreno,2021,AA,5,4,4,9,3,0,3,0.3333333333333333,1.0,0.3333333333333333
518435,Manny Barreda,2021,AA,1,1,1,2,0,0,0,0.0,,0.0
518464,Seth Blair,2021,AA,6,4,6,10,1,0,1,0.1,1.0,0.1
519242,Chris Sale,2021,AA,2,1,2,3,1,0,1,0.3333333333333333,1.0,0.3333333333333333
532936,Mario Sanchez,2021,AA,47,29,21,76,4,0,4,0.05263157894736842,1.0,0.05263157894736842
543219,Sean Gilmartin,2021,AA,5,3,3,8,0,0,0,0.0,,0.0
547007,Rob Whalen,2021,AA,1,1,1,2,1,0,1,0.5,1.0,0.5
547177,Phil Pfeifer,2021,AA,18,5,8,23,1,1,2,0.08695652173913043,0.5,0.043478260869565216
547184,Michael Kelly,2021,AA,2,2,4,4,0,0,0,0.0,,0.0
547185,Peter Tago,2021,AA,38,18,20,56,5,0,5,0.08928571428571429,1.0,0.08928571428571429
554241,Andy Otero,2021,AA,20,9,12,29,6,1,7,0.2413793103448276,0.8571428571428571,0.20689655172413793
571446,Mark Appel,2021,AA,25,11,7,36,3,1,4,0.1111111111111111,0.75,0.08333333333333333
571479,Andrew Bellatti,2021,AA,2,1,2,3,1,0,1,0.3333333333333333,1.0,0.3333333333333333
571638,James Dykstra,2021,AA,3,2,2,5,0,0,0,0.0,,0.0
571736,Brooks Hall,2021,AA,5,2,2,7,2,0,2,0.2857142857142857,1.0,0.2857142857142857
571945,Miles Mikolas,2021,AA,7,4,2,11,0,0,0,0.0,,0.0
571993,Chris Nunn,2021,AA,15,6,12,21,0,1,1,0.047619047619047616,0.0,0.0
592127,Johnny Barbato,2021,AA,64,33,14,97,5,1,6,0.061855670103092786,0.8333333333333334,0.05154639175257732
