"player_id","player_name","team_name","start_year","end_year","key_target_base","runs_prevented_on_running_attr","n_pitcher_cs_aa","n_init","rate_sbx","n_sb","n_cs","n_pk","n_bk","n_fb","n_plus","n_minus","net_attr_plus","net_attr_minus","r_primary_lead","r_secondary_lead","r_sec_minus_prim_lead","r_primary_lead_sbx","r_secondary_lead_sbx","r_sec_minus_prim_lead_sbx"
605177,"Chafin, Andrew","AZ",2018,2018,"2B",0.032463486811527345,,193,0,0,0,0,0,0,0,0,2.7681999340576353,-1.1581699999999995,"10.260191083","11.717515924","1.457324841",,,
622217,"O'Grady, Chris","MIA",2018,2018,"2B",-0.009040863597719074,,28,0,0,0,0,0,0,0,0,0.20344318201140438,-0.11050999999999994,"10.457814815","12.738703704","2.280888889",,,
541650,"Pérez, Hernán","MIL",2018,2018,"2B",-0.003326929950997293,,11,0,0,0,0,0,0,0,0,0.12752285024501347,-0.06406999999999996,"10.402090909","12.068727273","1.666636364",,,
641154,"López, Pablo","MIA",2018,2018,"2B",0.05751411162280723,-0.38987867110576313,166,0.024096385542168676,3,1,1,0,0,3,2,-1.4195671404091093,0.7587278660102869,"10.748155844","15.39175974","4.643603896","12.4685","23.53775","11.06925"
489119,"Miley, Wade","MIL",2018,2018,"2B",-0.2213583121149417,-0.17425830271773737,279,0.007168458781362007,1,1,0,0,0,1,1,1.6493951456812566,-1.2249718694470955,"9.469868996","10.388131004","0.918262009","11.6125","23.506","11.8935"
542882,"Andriese, Matt","AZ",2018,2018,"2B",0.19376859262853074,0.4211513655033644,305,0.01639344262295082,4,1,0,0,0,4,1,0.005435526989733153,0.42818108273463085,"10.539755474","14.811040146","4.271284672","11.8044","22.6902","10.8858"
647336,"Soroka, Michael","ATL",2018,2018,"2B",-0.0549259988177228,-0.023751653556811636,77,0.012987012987012988,1,0,0,0,0,1,0,0.14614052565992638,-0.18700911988824026,"11.187565217","15.510463768","4.322898551","12.726","20.789","8.063"
592858,"Wick, Rowan","SD",2018,2018,"2B",-0.020188403534572057,-0.10652248272410536,15,0.06666666666666667,1,0,0,0,0,1,0,-0.5508608069222993,0.19996390633308397,"10.531461538","16.290769231","5.759307692","10.591","25.282","14.691"
453343,"Melancon, Mark","SF",2018,2018,"2B",0.3707272815742605,0.6032429065481215,142,0.02112676056338028,0,3,0,0,0,0,3,0.35523178038437364,0.6659576122164126,"10.13522963","13.803822222","3.668592593","11.769","20.037333333","8.268333333"
518693,"Freeman, Sam","ATL",2018,2018,"2B",-0.2185776414051715,-0.2458512789857431,163,0.018404907975460124,3,0,0,0,0,3,0,-0.22007814999157066,-0.38791558090412676,"9.923795775","11.364091549","1.440295775","11.087333333","21.568333333","10.481"
