"player_id","player_name","team_name","start_year","end_year","key_target_base","runs_prevented_on_running_attr","n_pitcher_cs_aa","n_init","rate_sbx","n_sb","n_cs","n_pk","n_bk","n_fb","n_plus","n_minus","net_attr_plus","net_attr_minus","r_primary_lead","r_secondary_lead","r_sec_minus_prim_lead","r_primary_lead_sbx","r_secondary_lead_sbx","r_sec_minus_prim_lead_sbx"
444468,"Rondón, Héctor","AZ",2020,2020,"All",0.019511207520779728,,136,0,0,0,0,0,0,0,0,0.961556037603898,-0.3839999999999999,"11.62653719","15.891818182","4.265280992",,,
605200,"Davies, Zach","SD",2020,2020,"All",0.1138510850883549,0.1609617274868081,313,0.006389776357827476,2,0,0,0,0,2,0,1.2114309856889491,-0.28541136010985546,"10.727467797","14.769525424","4.042057627","12.257","21.5475","9.2905"
455119,"Martin, Chris","ATL",2020,2020,"All",0.014698997731083643,,93,0,0,0,0,0,0,0,0,0.5866074886554179,-0.22804999999999986,"12.272862069","16.570896552","4.298034483",,,
666129,"Garrett, Braxton","MIA",2020,2020,"All",0.014467077862052726,,53,0,0,0,0,0,0,0,0,0.37032538931026354,-0.13243999999999997,"11.09","14.274433962","3.184433962",,,
622098,"Smith, Drew","NYM",2020,2020,"All",-0.0004496552243040781,,49,0,0,0,0,0,0,0,0,0.2363642238784795,-0.10604999999999998,"11.522877551","15.723469388","4.200591837",,,
571676,"Frankoff, Seth","SEA",2020,2020,"All",-0.06717105153206454,-0.04473523089779699,32,0.03125,1,0,0,0,0,1,0,-0.6873726096519965,0.15622993421852166,"11.134483871","15.483935484","4.349451613","12.225","21.294","9.069"
676220,"Elledge, Seth","STL",2020,2020,"All",0.11230473598640243,0.2103408717562529,92,0.021739130434782608,0,2,0,0,0,0,2,-0.6591604013039354,0.5425262583270871,"13.293247191","16.184955056","2.891707865","11.7835","21.081","9.2975"
640448,"Finnegan, Kyle","WSH",2020,2020,"All",-0.35193534357621514,-0.37524795040744985,134,0.014925373134328358,2,0,0,0,0,2,0,-0.8699561440892216,-0.39543136612971297,"11.821180328","16.073598361","4.252418033","12.709","30.6595","17.9505"
664199,"Clarke, Taylor","AZ",2020,2020,"All",1.120766404201608,0.329420511680449,220,0.004545454545454545,1,0,2,0,0,1,2,1.0641351223105002,2.017643066087796,"11.3348","15.053810256","3.719010256","9.83","18.62","8.79"
669211,"Akin, Keegan","BAL",2020,2020,"All",0.2621185394672153,,214,0,0,0,1,1,0,1,1,0.4201551973360754,0.3957500000000006,"11.281867925","13.241382075","1.959514151",,,
592773,"Stanek, Ryne","MIA",2020,2020,"All",0.002237354932310587,,77,0,0,0,0,0,0,0,0,0.5222742746615526,-0.22714999999999994,"11.6595","15.241310811","3.581810811",,,
607229,"Gsellman, Robert","NYM",2020,2020,"All",-0.005239835179110272,0.08797187099714865,119,0.008403361344537815,1,0,0,0,0,1,0,0.03238665081121547,-0.026038145203007165,"12.698348624","16.80840367","4.110055046","10.082","19.741","9.659"
664192,"Lucchesi, Joey","SD",2020,2020,"All",0.032983005460159226,,83,0,0,0,0,0,0,0,0,0.927327527300796,-0.3388500000000001,"11.981313433","13.30119403","1.319880597",,,
642770,"Guerra, Javy","SD",2020,2020,"All",-0.016745614223006328,-0.05847244891573522,96,0.010416666666666666,1,0,0,0,0,1,0,0.13825346061906088,-0.09865845854848558,"12.277692308","16.331758242","4.054065934","13.226","24.866","11.64"
621005,"Lopes, Tim","SEA",2020,2020,"All",0.000014327323034678393,,8,0,0,0,0,0,0,0,0,0.05978663661517337,-0.02653999999999999,"13.5","15.641875","2.141875",,,
656945,"Scott, Tanner","BAL",2020,2020,"All",0.0031963216315071563,,156,0,0,0,0,0,0,0,0,0.5571516081575355,-0.24051999999999985,"12.314802632","15.193427632","2.878625",,,
622780,"Perdomo, Angel","MIL",2020,2020,"All",-0.09900255658404256,-0.11014363852107537,39,0.02564102564102564,1,0,0,0,0,1,0,-0.7113026840742614,0.09612884495735505,"12.958216216","16.279","3.320783784","11.502","23.216","11.714"
606131,"Perdomo, Luis","SD",2020,2020,"All",-0.05612469523061543,-0.06111676338082403,113,0.008849557522123894,1,0,0,0,0,1,0,-0.061621346372691455,-0.09733427990239366,"12.447866071","16.278705357","3.830839286","12.916","24.673","11.757"
