sample,n,mean_tempo,sd_tempo
all_2023_pitchers,607.0,15.321296540362438,1.4686564933356792
cohort_2023_only,418.0,15.392904306220096,1.4678443109800086
difference,,-0.07160776585765838,
welch_t_p,,0.4430657707340415,
ks_test_p,,0.9226453659269307,
