season,sport_id,game_pk,game_date,status,home_team_id,home_team_name,away_team_id,away_team_name,venue_id,venue_name
2021,14,647117,2021-05-09T16:00:00Z,Final,566,Clearwater Threshers,570,Lakeland Flying Tigers,2700,BayCare Ballpark
2021,14,647118,2021-05-07T22:30:00Z,Final,566,Clearwater Threshers,570,Lakeland Flying Tigers,2700,BayCare Ballpark
2021,14,647119,2021-05-06T23:00:00Z,Final,566,Clearwater Threshers,570,Lakeland Flying Tigers,2700,BayCare Ballpark
2021,14,647120,2021-09-05T17:05:00Z,Final,3390,Bradenton Marauders,587,Tampa Tarpons,2526,LECOM Park
2021,14,647788,2021-09-12T20:00:00Z,Final,516,Visalia Rawhide,103,Lake Elsinore Storm,2835,Valley Strong Ballpark
2021,14,647789,2021-09-12T01:00:00Z,Final,516,Visalia Rawhide,103,Lake Elsinore Storm,2835,Valley Strong Ballpark
2021,14,647790,2021-09-11T01:00:00Z,Final,516,Visalia Rawhide,103,Lake Elsinore Storm,2835,Valley Strong Ballpark
2021,14,647791,2021-09-10T01:00:00Z,Final,516,Visalia Rawhide,103,Lake Elsinore Storm,2835,Valley Strong Ballpark
2021,14,647792,2021-09-09T01:00:00Z,Final,516,Visalia Rawhide,103,Lake Elsinore Storm,2835,Valley Strong Ballpark
2021,14,647793,2021-09-08T01:00:00Z,Final,516,Visalia Rawhide,103,Lake Elsinore Storm,2835,Valley Strong Ballpark
2021,14,647794,2021-08-29T20:00:00Z,Final,516,Visalia Rawhide,526,Rancho Cucamonga Quakes,2835,Valley Strong Ballpark
2021,14,647795,2021-08-29T01:00:00Z,Final,516,Visalia Rawhide,526,Rancho Cucamonga Quakes,2835,Valley Strong Ballpark
2021,14,647796,2021-08-28T01:00:00Z,Final,516,Visalia Rawhide,526,Rancho Cucamonga Quakes,2835,Valley Strong Ballpark
2021,14,647797,2021-08-27T01:00:00Z,Final,516,Visalia Rawhide,526,Rancho Cucamonga Quakes,2835,Valley Strong Ballpark
2021,14,647798,2021-08-26T01:00:00Z,Final,516,Visalia Rawhide,526,Rancho Cucamonga Quakes,2835,Valley Strong Ballpark
2021,14,647799,2021-08-25T01:00:00Z,Final,516,Visalia Rawhide,526,Rancho Cucamonga Quakes,2835,Valley Strong Ballpark
2021,14,647801,2021-08-22T20:00:00Z,Final,516,Visalia Rawhide,259,Fresno Grizzlies,2835,Valley Strong Ballpark
2021,14,647802,2021-08-22T01:00:00Z,Final,516,Visalia Rawhide,259,Fresno Grizzlies,2835,Valley Strong Ballpark
2021,14,647803,2021-08-21T01:00:00Z,Final,516,Visalia Rawhide,259,Fresno Grizzlies,2835,Valley Strong Ballpark
2021,14,647804,2021-08-20T01:00:00Z,Final,516,Visalia Rawhide,259,Fresno Grizzlies,2835,Valley Strong Ballpark
2021,14,647805,2021-08-19T01:00:00Z,Final,516,Visalia Rawhide,259,Fresno Grizzlies,2835,Valley Strong Ballpark
2021,14,647806,2021-08-18T01:00:00Z,Final,516,Visalia Rawhide,259,Fresno Grizzlies,2835,Valley Strong Ballpark
2021,14,647807,2021-08-08T20:00:00Z,Final,516,Visalia Rawhide,401,Inland Empire 66ers,2835,Valley Strong Ballpark
2021,14,647808,2021-08-08T01:00:00Z,Final,516,Visalia Rawhide,401,Inland Empire 66ers,2835,Valley Strong Ballpark
2021,14,647809,2021-08-07T01:00:00Z,Final,516,Visalia Rawhide,401,Inland Empire 66ers,2835,Valley Strong Ballpark
2021,14,647810,2021-08-06T01:00:00Z,Final,516,Visalia Rawhide,401,Inland Empire 66ers,2835,Valley Strong Ballpark
2021,14,647811,2021-08-05T01:00:00Z,Final,516,Visalia Rawhide,401,Inland Empire 66ers,2835,Valley Strong Ballpark
2021,14,647812,2021-08-04T01:00:00Z,Final,516,Visalia Rawhide,401,Inland Empire 66ers,2835,Valley Strong Ballpark
2021,14,647813,2021-07-25T20:00:00Z,Final,516,Visalia Rawhide,526,Rancho Cucamonga Quakes,2835,Valley Strong Ballpark
2021,14,647814,2021-07-25T01:00:00Z,Final,516,Visalia Rawhide,526,Rancho Cucamonga Quakes,2835,Valley Strong Ballpark
2021,14,647815,2021-07-24T01:00:00Z,Final,516,Visalia Rawhide,526,Rancho Cucamonga Quakes,2835,Valley Strong Ballpark
2021,14,647816,2021-07-22T01:00:00Z,Final,516,Visalia Rawhide,526,Rancho Cucamonga Quakes,2835,Valley Strong Ballpark
2021,14,647817,2021-07-21T01:00:00Z,Final,516,Visalia Rawhide,526,Rancho Cucamonga Quakes,2835,Valley Strong Ballpark
2021,14,647818,2021-07-23T01:00:00Z,Final,516,Visalia Rawhide,526,Rancho Cucamonga Quakes,2835,Valley Strong Ballpark
2021,14,647819,2021-07-04T20:00:00Z,Final,516,Visalia Rawhide,515,Modesto Nuts,2835,Valley Strong Ballpark
2021,14,647820,2021-07-04T01:30:00Z,Final,516,Visalia Rawhide,515,Modesto Nuts,2835,Valley Strong Ballpark
2021,14,647821,2021-07-03T01:00:00Z,Final,516,Visalia Rawhide,515,Modesto Nuts,2835,Valley Strong Ballpark
2021,14,647822,2021-07-02T01:00:00Z,Final,516,Visalia Rawhide,515,Modesto Nuts,2835,Valley Strong Ballpark
2021,14,647823,2021-07-01T01:00:00Z,Final,516,Visalia Rawhide,515,Modesto Nuts,2835,Valley Strong Ballpark
2021,14,647824,2021-06-30T01:00:00Z,Final,516,Visalia Rawhide,515,Modesto Nuts,2835,Valley Strong Ballpark
2021,14,647825,2021-06-27T20:00:00Z,Final,516,Visalia Rawhide,259,Fresno Grizzlies,2835,Valley Strong Ballpark
2021,14,647826,2021-06-27T01:00:00Z,Final,516,Visalia Rawhide,259,Fresno Grizzlies,2835,Valley Strong Ballpark
2021,14,647827,2021-06-26T01:00:00Z,Final,516,Visalia Rawhide,259,Fresno Grizzlies,2835,Valley Strong Ballpark
2021,14,647828,2021-06-25T01:00:00Z,Final,516,Visalia Rawhide,259,Fresno Grizzlies,2835,Valley Strong Ballpark
2021,14,647829,2021-06-24T01:00:00Z,Final,516,Visalia Rawhide,259,Fresno Grizzlies,2835,Valley Strong Ballpark
2021,14,647830,2021-06-23T01:00:00Z,Final,516,Visalia Rawhide,259,Fresno Grizzlies,2835,Valley Strong Ballpark
2021,14,647835,2021-06-13T20:00:00Z,Final,516,Visalia Rawhide,401,Inland Empire 66ers,2835,Valley Strong Ballpark
2021,14,647836,2021-06-13T01:00:00Z,Final,516,Visalia Rawhide,401,Inland Empire 66ers,2835,Valley Strong Ballpark
2021,14,647837,2021-06-11T01:00:00Z,Final,516,Visalia Rawhide,401,Inland Empire 66ers,2835,Valley Strong Ballpark
2021,14,647838,2021-06-12T01:00:00Z,Final,516,Visalia Rawhide,401,Inland Empire 66ers,2835,Valley Strong Ballpark
2021,14,647839,2021-06-10T01:00:00Z,Final,516,Visalia Rawhide,401,Inland Empire 66ers,2835,Valley Strong Ballpark
2021,14,647840,2021-05-23T20:00:00Z,Final,516,Visalia Rawhide,524,Stockton Ports,2835,Valley Strong Ballpark
2021,14,647841,2021-06-09T01:00:00Z,Final,516,Visalia Rawhide,401,Inland Empire 66ers,2835,Valley Strong Ballpark
2021,14,647842,2021-05-22T01:00:00Z,Final,516,Visalia Rawhide,524,Stockton Ports,2835,Valley Strong Ballpark
2021,14,647843,2021-05-23T01:00:00Z,Final,516,Visalia Rawhide,524,Stockton Ports,2835,Valley Strong Ballpark
2021,14,647844,2021-05-20T01:00:00Z,Final,516,Visalia Rawhide,524,Stockton Ports,2835,Valley Strong Ballpark
2021,14,647845,2021-05-19T01:00:00Z,Final,516,Visalia Rawhide,524,Stockton Ports,2835,Valley Strong Ballpark
2021,14,647846,2021-05-21T01:00:00Z,Final,516,Visalia Rawhide,524,Stockton Ports,2835,Valley Strong Ballpark
2021,14,647847,2021-05-08T01:00:00Z,Final,516,Visalia Rawhide,103,Lake Elsinore Storm,2835,Valley Strong Ballpark
2021,14,647848,2021-05-05T01:00:00Z,Final,516,Visalia Rawhide,103,Lake Elsinore Storm,2835,Valley Strong Ballpark
2021,14,647849,2021-09-19T21:09:00Z,Final,524,Stockton Ports,515,Modesto Nuts,2731,Banner Island Ballpark
2021,14,647850,2021-09-19T02:05:00Z,Final,524,Stockton Ports,515,Modesto Nuts,2731,Banner Island Ballpark
2021,14,647851,2021-05-07T01:00:00Z,Final,516,Visalia Rawhide,103,Lake Elsinore Storm,2835,Valley Strong Ballpark
