year,c5_direct,c3_attempt,c4_success,c3_x_c4,difference
2023,1.3977051073758813,1.3078603012552166,1.0753963375890765,1.4064681780480062,-0.008763070672124895
2024,1.694336075593564,1.6157195051543645,1.0421961930427137,1.6838967172967358,0.010439358296828072
