pitcher_id,avg_speed_faced_2022,avg_poptime_behind_2022,n_matchups_2022
592332,27.289529590288314,1.9446869978282675,659
592346,27.55,1.9647293727717392,92
592351,27.4714859437751,1.9587233218473896,498
592390,27.166463414634148,1.963646767970238,168
592454,28.42666666666667,1.9826524811666668,30
592473,27.398214285714285,1.8411026472321428,112
592662,27.435399673735727,1.9201784112920066,613
592712,27.62307692307692,1.9574604561538462,13
592716,27.239598997493736,1.9125691966256158,407
592717,27.625233644859815,1.9662984462523363,321
592741,26.724864864864866,1.9652860688791207,185
592743,27.25128205128205,1.99575,39
592761,26.79014598540146,1.9154625968740742,274
592767,27.288414634146342,1.9118059088963413,328
592773,26.75551330798479,1.899769130123077,263
592789,27.47325581395349,1.937958171644518,602
592791,27.60486891385768,1.954892292446529,534
592804,27.083919597989947,1.953879541316583,199
592826,27.33562340966921,1.9583214673188776,393
592836,27.504273504273506,1.9589750345880343,585
592848,27.54,1.9898,70
592858,27.138496583143507,1.9126189842949308,439
592866,27.579104477611942,1.9555858007311178,335
593140,26.5,1.903057143,22
593160,24.5,1.935148148,3
593334,27.45025906735751,1.956899457435233,193
593423,27.1606529209622,1.9029877143218585,582
593576,27.889411764705883,1.9046454979764706,255
593619,26.90979381443299,1.8739691259742268,194
593643,27.86111111111111,1.9458595716585367,41
593958,27.380224719101125,1.941244681716854,445
593974,27.48578199052133,1.9507365271327013,211
594311,27.33504672897196,1.9615910913598131,214
594577,27.059245283018868,2.009210696618868,265
594580,27.343243243243244,1.8903522624423963,222
594798,27.012408759124085,1.9411705911751826,137
594835,27.5464,1.9340878865136437,625
595191,27.339583333333334,1.9461000000000002,48
595345,27.42452830188679,1.9350857955962266,265
595881,27.121026894865526,1.9603324032762837,409
595939,27.554716981132078,2.008217391,53
596001,27.04817518248175,1.9834406455170732,411
596043,27.932258064516127,1.9384811612903226,31
596057,27.615625,1.9189748826489028,320
596071,27.282474226804126,1.958187149824742,194
596082,27.19360465116279,1.936688176895349,172
596112,27.1,1.8917033665,258
596117,26.727272727272727,1.804454545,11
596133,27.650837988826815,1.893161868611732,358
596271,27.343181818181815,1.9042861952727272,88
596295,27.640333796940197,1.8674618463282335,719
598264,26.828761061946903,1.9860182701891893,226
598265,26.03939393939394,1.903057143,33
598287,27.20851735015773,1.9090065400197371,317
600917,27.349795918367345,1.9469213952938775,245
600921,27.459383033419027,1.9825697991568123,389
601713,27.333498145859085,1.9401957834128554,809
605130,27.31084656084656,1.903376894804233,378
605135,27.110252600297176,1.9684393065289747,673
605151,27.621768707482993,2.015402436217687,147
605154,27.649077490774907,1.982807518026022,271
605156,27.866666666666667,2.0343651961,60
605164,27.43583815028902,1.9373286842947977,519
605170,28.430769230769233,1.943869565,13
605177,27.24235294117647,1.9394487534173228,255
605182,27.337204301075268,1.9103824296465517,465
605194,27.630487804878047,1.9394879886851855,164
605195,27.625196850393703,2.0104259138425196,127
605200,27.27883597883598,1.915060976296875,567
605218,27.12599277978339,1.9721106711563636,277
605242,27.503785488958993,1.9281907219329073,317
605280,27.41262798634812,1.958304933814433,293
605288,27.474344023323617,1.9609711061720116,686
605347,27.953432835820895,1.9326143641260998,349
605397,27.12174721189591,1.9303945404104477,538
605400,27.242778793418648,1.824366265749543,547
605446,27.754716981132077,1.9336379706603775,53
605447,27.654681647940077,1.958274766153558,273
605463,27.194782608695654,1.8971464530869564,115
605483,27.063003095975233,1.8585689262136222,646
605488,27.70195599022005,1.8701545773325183,409
605507,27.220189274447947,1.965893702723975,634
605521,27.269349845201237,1.9343113474643965,323
605525,27.07935483870968,1.8876652450526314,155
605538,27.56616161616162,1.9070484216804124,198
605540,27.229065040650408,1.9703766293882112,492
605612,25.975,1.9344395836250001,8
606131,27.066666666666666,1.96224444984,75
606149,27.14769230769231,2.0297472694484537,195
606160,27.378928571428574,1.8999407619357145,280
606273,27.82962962962963,1.9374470795925927,54
606303,27.591695501730104,1.900640038112676,289
606424,27.592924528301886,1.979479685152381,212
606625,27.17222222222222,1.9675773794157303,180
606930,26.56039603960396,1.9611617161980197,101
606965,28.599999999999998,1.9506109182040818,49
606993,25.225,1.98025,4
607074,27.35873493975904,1.9886449608930723,664
607179,27.24086956521739,1.9953258930892857,230
607200,27.086215864759428,1.9867592427460936,769
607216,27.400940438871473,1.9305372756550634,319
607229,28.34186046511628,1.9213339871860464,43
607237,27.691048593350384,1.9110608877237851,391
607259,27.189904761904764,1.891506265655238,525
607359,27.993548387096773,2.0355725806451614,31
607391,26.783870967741937,1.907,93
607455,27.641830065359475,1.9530633809141913,306
607457,26.77714285714286,1.9976890758857142,35
607481,27.41049723756906,1.9940099492122905,181
607536,27.188273195876288,1.8305244114064516,776
607572,25.03235294117647,2.014333333,34
607609,26.6,1.991682927,1
607625,27.42387543252595,1.9695905443848798,293
607644,27.704444444444444,2.0037339128,45
607755,27.7,1.9457142458260868,46
608032,27.467391304347824,1.804672737826087,276
608328,27.734074074074073,1.9661410061895912,270
608331,27.542161339421614,1.9896368342300614,657
608337,27.46906005221932,1.983703987671018,766
608344,27.654591836734692,1.9144944384034188,588
608348,26.945238095238096,1.971202380952381,42
608349,27.303470031545743,1.8203731999038462,317
608371,27.62794117647059,1.9292119567500003,68
608379,27.61711491442543,1.9777905431564793,409
608566,26.991159586681974,1.8808013000803674,871
608638,27.172000000000004,1.868722222,25
608648,27.651674641148325,1.896715079617225,209
608652,27.1232,1.94834416652,125
608665,27.458725761772854,1.9618555526073445,361
608678,27.6406015037594,1.9843562005057471,266
608703,27.666666666666668,1.9305603866666667,27
608716,27.621794871794872,1.8974151719358974,78
608717,27.441057934508816,1.9791204618759493,397
608718,27.3400826446281,1.9596009219377595,242
608723,26.9854415274463,1.940372103608592,419
612434,26.97717391304348,1.9455601632444444,184
613534,28.0,1.827631579,6
614177,28.100000000000005,1.99575,3
614179,27.542898550724637,1.9752517634040696,345
615698,27.417189460476788,1.9465611579170854,797
617228,27.51219512195122,1.9694759147995868,492
620454,28.4,1.827631579,11
621011,28.188888888888886,2.039826087,15
621016,27.718518518518515,1.9134628471049382,324
621051,27.46232394366197,1.9041547442429578,284
621074,27.501393728222997,1.9237696191916374,287
621076,27.30140105078809,1.8769868529457092,571
621079,25.598039215686274,1.8731738156078432,51
621082,27.650704225352115,1.8702032623453235,142
621107,27.26797153024911,1.8188271124226805,291
621111,26.78173076923077,1.935596995948718,312
621112,27.42716894977169,1.8889746082328767,438
621114,28.385714285714283,2.0182193004285716,28
621121,27.39798657718121,1.8987294822953023,149
621219,27.294594594594592,1.9354513099814814,111
621237,27.260576923076922,1.8133913337179486,312
621242,27.656424581005588,1.9581431520391062,179
621244,27.289540816326532,1.945656569715736,788
621248,27.159708737864076,1.8924593695631067,206
621249,27.304848484848485,1.9854983028873519,509
621295,27.26818181818182,2.0302153892121213,198
621345,27.052212389380532,1.9577412353805308,226
621348,27.225641025641025,1.9668169644487181,78
621363,27.447011952191236,1.8897459041646587,251
621366,27.810734463276837,1.9450329040681817,177
621368,27.407535641547863,1.9449085740936864,491
621381,27.676923076923078,1.9631667456589148,260
621383,27.47068403908795,2.010779172534202,307
621389,27.578518518518518,1.84470713988806,270
621433,26.868000000000002,1.9058285714,25
621593,27.014583333333334,1.9619092486458334,144
622065,27.51,1.9928974487238096,210
622072,27.245092460881935,1.9804262521322902,703
622075,27.333333333333332,1.9052448937777777,93
622098,27.040397350993377,1.941974117425676,151
622103,25.75,2.01830625,6
622250,27.56380952380952,1.9350670276116504,105
622251,27.729411764705883,1.9113620193529413,289
622253,27.37588932806324,1.961300481709804,258
622268,27.7625,1.970913043,16
622379,28.4,1.933166667,4
622491,27.362288930581613,1.9543521628968106,533
622503,27.150666666666666,1.88306499999,300
622554,27.483643122676582,1.8093133009479554,269
622608,27.191015625,1.8611600200097849,512
622663,27.028888888888886,1.947347363502941,360
622694,27.469635627530366,1.892833116037037,247
622766,28.4,1.94335,10
622786,27.88,1.8905427295857145,70
623149,27.07,1.9446269117484276,160
623167,27.455441478439422,1.9474892254804124,487
623211,27.876447876447877,1.9467474004883722,259
623352,27.79592476489028,1.8923117368087774,319
623437,26.704,1.9634173148297873,50
623451,27.574094707520892,1.9610255838619717,359
623465,27.259523809523813,1.9693111606829268,168
623474,27.340999999999998,2.007399361592965,200
623485,26.74720812182741,1.8089829338402061,197
624133,27.414872521246462,1.8134768987163121,706
624418,27.77560975609756,1.9365870592195125,41
624503,27.493877551020407,2.0835714283265308,49
624522,26.948906560636182,1.9191377701033796,503
625643,27.554109589041097,1.99270487804811,297
628452,27.521180555555556,1.987595367097222,288
628708,27.327906976744185,1.9846369031937985,387
628711,27.459952038369302,1.934461836944844,417
630023,27.72222222222222,1.907,9
640444,27.023107569721116,1.9653295137257019,502
640448,27.038562091503266,1.9895566064590162,306
640451,27.71710037174721,1.9982621815390336,269
640455,27.201923076923077,1.822450071160811,740
640461,27.63076923076923,1.830444444,26
640462,27.481720430107526,1.8688389866028883,279
640470,28.380000000000003,1.9438609374999998,20
641154,27.300902527075813,1.9834617418375453,554
641302,27.64123006833713,1.943193432166287,439
641312,27.163157894736845,1.935148148,19
641329,27.112740384615385,1.9528153268942308,416
641360,27.47578947368421,1.917417610828283,198
641394,27.789423076923075,1.9482334249326922,104
641401,27.74051282051282,1.8252625903731343,201
641447,26.79259259259259,1.8664281172608694,162
641482,27.454807692307693,1.9558198158749998,312
641501,27.6088,1.9986103629600003,125
641531,29.399999999999995,1.813,3
641540,27.166501650165017,1.950773060952066,606
641582,27.518214285714286,1.9851293276425994,280
641627,27.601714285714287,1.964787040005747,175
641656,27.30909090909091,1.943,11
641672,27.546666666666667,1.935148148,60
641682,27.87627118644068,1.935909850305085,59
641712,27.548472222222223,2.0251510484625,720
641726,26.982894736842105,1.867624436359649,228
641729,27.77801724137931,1.9514743535905172,232
641743,25.7,2.028666667,12
641745,27.19089790897909,1.9200423548177339,813
641755,27.90820895522388,1.8281902983955225,134
641771,27.142988204456092,1.8606425657086614,763
641778,27.415522875816993,1.9681885620655737,612
641793,27.580797101449274,1.9887915513876813,276
641816,27.456756756756757,1.9309469083552124,518
641835,27.226008968609865,1.9396218447757847,223
641853,27.38030303030303,1.9055222091818182,66
641871,27.16470588235294,1.8915545789882355,85
641907,26.86950354609929,1.998479167,141
641927,27.172881355932205,1.9198418809265536,177
641941,27.879765395894427,1.9373593539589442,341
642028,27.341129032258067,1.9894827911935482,124
642048,27.325,1.9553662203999997,20
642060,26.501960784313724,2.008217391,51
642068,26.166666666666668,1.8840450450000001,15
642100,26.997272727272726,1.8814086809363637,110
642121,27.188789237668164,1.887683501219731,223
642130,26.8702479338843,1.9180227274545456,121
642152,27.89054054054054,1.9103516363156496,381
642165,27.10731707317073,1.9442298310243902,41
642203,27.873584905660376,1.942006116716981,53
642207,27.705300353356893,1.9576747927885305,283
642231,27.533,1.84809333348,100
642232,27.02461139896373,1.881237476657143,386
642239,26.962962962962962,1.9946981481481483,27
642397,27.469451697127937,1.9383194638121692,383
642528,27.15,1.950559367329749,306
642545,27.111960132890363,2.0091545658870436,301
642546,27.366666666666667,1.92729592932,180
642547,27.444336569579285,1.958119948577049,309
642585,27.28609625668449,1.9318791459893048,187
642657,27.360000000000003,1.8575629629333332,15
642659,27.02,1.9252333332,10
642701,27.447671840354765,1.9334790189573035,451
642758,27.68769230769231,1.8836573443112838,260
642770,27.99148936170213,1.8637349017634408,98
642851,27.700000000000003,,13
643230,27.7,1.9445005328249998,81
643256,27.293367346938776,1.9405990297171716,397
643290,27.925806451612903,2.0147390717419356,124
643316,27.422699386503066,1.9709748503251534,163
643338,26.748387096774195,1.948570989080645,62
643361,26.839999999999996,1.907,10
643377,27.70944055944056,1.9083289596418438,286
643400,27.727586206896554,1.9076510344137931,29
643410,27.455228758169934,1.9430246182360655,306
643493,27.766867469879518,1.9245874538493974,166
643511,27.280387409200966,1.9926304143196125,413
643524,27.686666666666667,1.90140625,30
643615,27.426285714285715,1.9641321739371427,175
644364,27.146113989637303,1.988264135271318,389
644374,27.51,1.830444444,10
644429,27.509375,2.0041976990625,64
645261,27.372263868065964,1.991682927,667
645801,27.0,1.922684211,5
646242,27.212500000000002,1.98901518775,56
647315,27.46148648648649,1.9223007406959458,148
649144,27.5,1.9858,6
650204,27.27722222222222,1.87641414525,180
650339,28.75,1.885419355,6
650382,27.46433121019108,2.0288867258089174,157
650496,26.131147540983605,1.956034526590164,61
650530,27.97205882352941,1.94335,68
650556,27.44878048780488,1.9008045872581523,369
650633,27.209714285714284,1.9557717487882351,175
650644,27.456844547563804,1.9616411999020977,431
650671,27.35683760683761,2.0038620420396476,234
650893,27.51,2.0271074228515285,230
650895,27.65474683544304,1.9352874927138264,316
650911,26.792888888888886,1.8048470390990992,225
650959,27.196296296296296,1.9965935586296297,81
650960,28.024528301886793,1.941347826,53
655889,27.33404255319149,1.9294553977999997,60
656008,26.994999999999997,1.943377236,20
656061,27.40275590551181,1.9593770974453124,256
656222,26.679558011049725,1.896704845411111,181
656232,26.618604651162787,1.89745,43
656234,27.54983164983165,1.8617437966211605,297
656257,27.042105263157897,1.9444668380526315,114
656271,27.758426966292134,1.9319840528603773,267
656290,28.435000000000002,1.9372400001999999,20
656302,27.56677165354331,1.9722803308787402,635
656322,27.341441441441443,1.8125853010360362,111
656353,27.0782722513089,1.9915050779186352,382
656354,27.486590038314176,2.0194144284022992,522
656412,27.87261904761905,1.936293587235119,336
656420,26.367441860465114,1.9096262457441862,43
656427,27.27327935222672,2.031907161670732,247
656457,27.64326923076923,1.9451526752115385,104
656458,27.314430379746838,1.8488021135641026,395
656464,26.537857142857145,1.9233984238142856,140
656492,27.833333333333332,1.9184467751052632,57
656529,27.18624535315985,1.9308344581433963,269
656546,27.396140350877193,1.9364485227676058,285
656548,26.45,1.991682927,16
656557,27.232119205298016,1.9956264621409396,302
656578,27.063888888888886,1.9964107746666668,36
656605,27.461156069364165,1.9739890062329086,865
656629,27.448296593186374,1.969332537252505,499
656638,27.277410468319562,1.94009849727451,363
656657,27.5703007518797,1.872582772086466,266
656685,27.620738636363637,1.934856905291066,352
656686,26.97542857142857,1.9002184199428571,175
656730,27.503832752613242,1.9453425847310346,290
656731,26.15255102040816,1.9647900346785716,196
656755,28.130555555555553,1.9871233199583334,72
656756,27.327209705372617,1.9811344778173914,577
656786,27.763333333333332,1.9100222223333334,30
656793,27.22142857142857,1.828334280125523,478
656794,26.686757990867576,1.9582485571872146,219
656803,27.44606060606061,1.804454545,165
656814,26.839999999999996,1.970913043,20
656818,27.38317757009346,1.9158369225981309,107
656820,26.924,1.99575,50
656849,27.21232876712329,1.9645286954280823,584
656876,27.40907441016334,1.8785822600635211,551
656887,27.14272727272727,1.942714589609091,110
656945,27.27931818181818,1.9215456666788993,440
656954,25.35,1.951434783,2
656970,27.71913875598086,1.885419355,209
656986,27.58235294117647,2.0074807268333332,204
657006,27.385337243401757,1.9005584198155199,683
657024,27.414925373134327,1.945094664522388,134
657044,27.537454545454548,1.8853250983383458,275
657053,27.325465838509313,2.01495422931677,161
657093,27.408742004264393,1.9632375190511728,469
657140,27.149016393442626,1.960356313622951,610
657240,27.64170616113744,1.961433424,211
657248,27.113595166163144,1.913218938773414,662
657265,27.471584699453555,1.9681384933444444,183
657272,27.60807174887892,1.9195215501261262,223
657277,27.329157175398635,1.985228880452164,878
657376,27.355833333333333,1.950498102697479,240
657424,27.2078125,1.9293168435624999,64
657508,27.48108108108108,1.9306981315337841,148
657514,28.874285714285715,1.936909091,35
657571,27.71891891891892,1.9669589592612613,111
657585,27.652272727272727,1.9970530264961834,132
657612,27.657462686567165,1.8837348028782288,274
657649,27.01203703703704,1.87465625,216
657697,24.7,1.8044545449999998,6
657745,24.2,1.891588235,5
657746,27.119085487077534,1.9357058681530817,503
657756,26.99398907103825,1.9197185930655738,183
657766,27.8,1.90140625,1
657770,27.01552346570397,1.981936521794872,277
658431,27.66823529411765,1.9526753322117647,170
658551,27.914130434782606,2.0267355072391307,92
658648,27.514285714285712,1.8419069549285714,28
659262,27.218852459016393,1.9368743945901639,122
659275,27.615530303030305,1.8737801790833333,264
660271,27.222439024390244,1.9877916551414634,410
660593,28.08181818181818,1.87488,22
660600,26.55,1.89745,30
660623,26.57956989247312,1.9911351349677417,93
660636,27.782432432432433,1.9194831081081083,74
660730,27.4225,1.9393615279083332,120
660761,27.22860696517413,2.00124287961194,402
660787,27.49854368932039,1.9709825336600986,206
660813,27.054618473895584,1.9331311400491804,249
660825,28.044444444444444,1.908815665833333,36
660853,27.10653846153846,1.9343178415348836,260
660896,26.0,1.9100967742857142,21
660906,26.267692307692307,1.9877950204084505,71
661255,27.813043478260873,1.9359254910652175,46
661269,27.261111111111113,1.9311135886837607,234
661309,26.769140625,1.8736225994570312,256
661383,27.108,1.99713776503,200
661395,27.69326923076923,1.9020935906960785,208
661403,27.554666666666666,1.9349901235900901,225
661440,28.18955223880597,1.9828425595522385,67
661527,27.45939393939394,1.9001341115030304,165
661563,26.7764705882353,1.935391304,51
662253,27.44169884169884,1.9285804329812732,267
663158,27.14777777777778,1.9407565280333332,180
663372,27.23705501618123,1.9046188400486224,618
663378,27.08831168831169,1.9966141358051945,77
663385,27.43,1.8536189939166667,180
663423,27.623684210526317,1.941910067736842,152
663432,27.551879699248122,1.9824697385419845,133
663436,27.49364406779661,1.9771125287754239,236
663455,27.089325842696628,1.9222974683061798,356
663460,27.0628078817734,1.91711465048582,812
663465,26.65,1.880872159,44
663474,27.298387096774192,1.9388735443317973,434
663485,27.870731707317074,1.9135074745121952,246
663531,27.079518072289154,1.969742062120482,83
663546,27.458823529411763,1.9875914484575163,153
663554,27.36911764705882,1.9405046569558824,68
663556,27.290744920993227,1.8901638772325058,443
663558,27.489035087719298,1.9318747576324786,234
663559,27.3737012987013,1.8375540311363636,308
663574,27.479611650485438,1.880243597878641,206
663629,27.21066666666667,1.943869565,75
663630,27.562745098039215,1.87488,51
663734,26.2,1.853666667,15
663738,27.305454545454545,1.9091537080732826,660
663752,27.594505494505494,1.9428026473186812,91
663753,27.211764705882352,1.7515719814411763,68
663765,27.764248704663213,2.034447729373057,193
663773,28.694000000000003,1.8647079678,100
663776,27.219495091164095,2.0195036683707865,713
663804,27.67086092715232,1.925413417847682,151
663855,26.96686567164179,2.033149356161194,335
663893,27.68,1.99575,5
663903,27.348944337811897,1.9078543077351247,521
663947,26.788888888888888,1.9513548705185186,27
663975,27.3,1.891588235,8
663978,27.738317757009344,1.903177871682243,107
663986,27.346498599439776,1.9398794032275282,357
663989,27.16063829787234,1.9067650282826087,94
664042,27.0,1.9943659949349593,123
664054,26.555660377358492,1.8913947049528301,106
664062,27.095483870967744,1.909426393354839,310
664076,27.873333333333335,1.8873587880800002,75
664092,27.361832061068704,1.893329168344086,131
664123,27.063063063063062,1.9282684482431192,222
664126,27.64848484848485,1.9078691625909092,66
664139,27.363392857142856,2.0007922029732144,224
664141,27.228055555555557,1.9813117111958332,720
664161,26.85217391304348,1.9294432128913042,184
664199,27.389542483660133,1.9057377668006537,306
664202,26.995238095238093,1.8731403772380955,21
664208,27.68672316384181,1.8988029288835229,354
664285,27.244979919678716,1.8992255893618422,760
664294,27.228,1.9155594585368423,100
664299,27.596524064171124,1.898588642815508,374
664337,26.977480916030537,1.9673815645992367,262
664353,27.353887884267632,1.9006332300705244,553
664584,27.88421052631579,1.9349185059649123,57
664747,27.644036697247707,1.9565968514347825,327
664776,27.067741935483873,1.9657780815399999,62
664849,27.185106382978724,1.9495671221489361,47
664854,27.438793103448276,2.025225490163793,116
664871,28.16875,1.9304114581875,16
664875,27.123398328690804,1.85094312270195,359
664942,27.56341463414634,2.0364469153902442,41
664944,26.575221238938052,1.9458231361238938,113
664948,27.125806451612902,1.902617352776316,155
665001,27.109183673469385,1.957348366329897,98
665019,26.57241379310345,1.9335178164137932,29
665152,27.472234762979685,1.9233389615146728,443
665155,27.75,1.8915882349999997,12
665621,27.40414201183432,1.935094872065089,169
665625,27.392156862745097,2.0162371205751635,153
665645,27.286813186813188,1.9565528369340657,91
665665,27.294554455445546,1.9302505172253166,404
665795,27.91778846153846,1.8556572861346154,208
665871,27.7385,1.94889745743,200
665896,27.177952755905512,2.0015983441889764,127
666120,27.296812749003983,1.956883782065737,502
666129,27.169627507163327,1.8769989287191977,349
666142,27.69107142857143,1.9313679315238095,168
666157,27.42489451476793,1.9741576238037977,474
666159,27.630851063829788,1.959447399638298,282
666168,27.9275,1.9720396579375,80
666200,27.137861271676304,1.893794286881503,346
666201,27.3865,1.9360176677466665,600
666204,27.516908212560388,1.897546823843137,207
666205,27.763157894736842,1.9214949219298245,114
666214,27.054621848739497,1.9414673670084035,119
666374,27.24405405405405,1.9288148203387097,372
666619,27.729268292682928,2.005692308,41
666721,26.87291666666667,1.9070816213425927,108
