pitcher_id,avg_speed_faced_2022,avg_poptime_behind_2022,n_matchups_2022
405395,26.366666666666667,2.03175,15
424144,26.89090909090909,1.8741075870303032,66
425794,27.37250945775536,2.035914755977584,803
425844,27.20606531881804,1.8965892578678072,643
425877,27.263636363636362,2.03175,11
434378,27.105839416058394,1.9046378990750916,548
434671,27.65777777777778,2.0025998018190476,315
444876,26.82857142857143,1.998479167,7
445276,27.226966292134833,1.9753968650512819,273
445926,27.311369509043928,1.9589154108680205,395
446321,28.11230769230769,1.9939483749147286,133
446372,27.479321486268176,1.8900212066429727,619
448179,27.81596638655462,1.9558309762661124,481
448281,24.0,1.953857143,4
450203,27.167451523545708,1.9684293252714684,722
453178,27.50653846153846,1.9193396150000002,260
453268,27.766015625,1.9057529880079682,256
453286,26.964634146341464,1.9591173781768294,328
453343,27.66532258064516,1.9197286957452577,372
455119,27.674418604651162,1.919232752775701,215
456034,26.90714285714286,1.8990332840655737,126
456501,27.46229205175601,2.0028727011996303,541
456713,27.555042016806723,1.9740997472948718,238
458681,27.27513611615245,1.972774453711434,551
459429,27.66169154228856,1.9738814791725887,201
461325,27.786363636363635,1.998479167,44
468504,27.213424657534247,1.8762727507671235,365
471911,27.30623973727422,1.9603935565373134,609
472610,27.348632218844987,1.8755855866880733,329
475479,27.30923913043478,1.9337888855652172,368
476595,27.057666666666666,1.957291769255892,300
477132,27.107407407407408,1.9814877882116404,378
488984,27.85979381443299,1.9605370120105263,97
489119,27.104499999999998,1.9162861843444974,209
489265,27.578205128205127,1.9455098296842106,78
489334,27.390697674418604,1.903383965716279,215
489446,26.589999999999996,1.922684211,20
491624,26.36153846153846,2.0115,39
493603,27.224324324324325,1.97685327226506,333
500779,27.58354430379747,1.9911351282756682,711
501381,28.146987951807226,1.9408961848192772,166
501625,26.88018018018018,1.9795578952432433,111
501925,27.49423076923077,1.9059501561935486,156
501985,27.375513698630137,1.951648756218213,584
502042,27.213945578231293,1.899865443414966,588
502043,27.29651307596513,1.8297374214259028,803
502085,27.813636363636363,1.8795562525336134,242
502154,26.677142857142858,1.9353913040000001,35
502171,27.32283870967742,1.9769028080801034,775
502179,27.21704035874439,1.9904729742959641,446
502202,27.931122448979593,1.96711956991906,392
502624,26.733673469387757,1.9169768040103095,98
503285,26.9651376146789,1.9708816542777778,109
503449,27.43472222222222,1.9405212963888887,216
506433,27.180505415162454,1.960868421,554
517008,27.550746268656717,1.8433193476946108,335
518397,27.704545454545453,1.9205558863636363,22
518489,27.672372372372372,1.9703394044030305,333
518516,27.291596638655463,1.9112285743080628,833
518553,26.932102272727274,1.9895787449337177,352
518585,27.61566265060241,1.9764738953253014,83
518586,28.6,1.956875,4
518617,27.502642276422762,1.9443519458568508,492
518748,27.814018691588785,1.8676319443738316,107
518813,27.02692307692308,2.0329110576923073,52
518876,27.303141361256547,1.915558186236522,580
518886,27.221808510638297,1.9127540806361187,376
519008,27.233050847457626,2.0329504611355933,236
519043,27.547774480712167,1.938958184918429,337
519151,26.5928,1.908860571568,125
519242,26.982499999999998,1.9030571430000003,40
519293,27.341747572815535,1.956651677519608,309
519326,27.199069767441863,1.9136867627395349,430
520980,26.523376623376624,1.8974500000000003,77
521230,27.61691729323308,1.9965912142706768,266
523260,27.492572944297084,1.9691839036906666,377
527048,27.47280487804878,1.9647631861067962,824
527055,27.43877551020408,1.9127406273061227,49
528748,27.58627450980392,1.9560334471774194,255
541640,27.381467181467183,1.9883757705764704,259
542194,28.8,1.907,6
542585,27.984873949579832,1.9398414566974789,119
542881,26.912499999999998,1.9131732507142858,448
542888,27.629556650246307,1.8924033782475,406
542914,27.23491379310345,1.9566693339051724,232
542947,27.182747603833867,1.938203883251634,313
543037,27.16284501061571,1.952532170014862,471
543056,26.98032786885246,1.92789688,61
543101,27.416541353383458,1.9900047523609024,133
543135,27.331099195710454,2.0492613796675605,373
543238,27.24871794871795,1.9395066710526319,78
543243,27.365795206971676,1.9297504133943357,459
543272,27.056104651162787,1.8184672729239766,344
543281,26.91698113207547,1.9384611133207545,53
543294,27.342000000000002,1.9079258930742857,350
543339,27.080689655172414,1.9417407178620691,145
543475,27.408401400233373,1.9322144892730455,857
543507,27.10890410958904,1.9642665710410958,146
543521,27.146062992125987,1.9583257467857145,254
543548,27.244897959183675,1.947581027979592,49
543606,27.42156488549618,1.924225490303435,524
543766,27.101445086705205,1.9401048976213875,346
543829,27.021212121212123,1.9984791670000002,33
544365,27.535114503816793,1.9778372053579336,271
544727,27.494692737430167,1.8964185373988764,358
544931,27.669767441860465,1.953857143,43
545343,27.382470119521912,1.915736088988189,254
547001,27.35217391304348,1.991682927,115
547179,27.10723404255319,1.9978733541833689,470
547184,26.4,1.891588235,8
547943,27.725,1.9530601433650794,63
547973,27.67716894977169,1.9618084481232876,219
548384,27.458974358974363,1.8926372334228572,175
548389,27.26884210526316,1.9417754989221052,475
552640,28.032558139534885,1.899267441860465,43
554340,27.619926199261993,1.947713153338346,271
554430,27.360648148148147,1.8230107937962965,432
554431,27.450666666666667,1.959863757719457,225
570257,27.327188940092167,1.9505597525767442,217
570488,27.49834710743802,1.9214967533636365,121
570560,28.139999999999997,2.105892857,10
570632,27.564237288135594,1.8657396356271188,590
570663,28.077653631284914,1.9279866720949723,179
570666,27.65736263736264,1.938560599802198,455
571439,27.204545454545453,1.9461,22
571446,28.66875,1.820792111875,32
571466,26.100000000000005,1.933166667,3
571479,27.122101449275362,1.814987188846154,276
571510,27.68,1.956396566769231,15
571578,27.016089385474864,1.9842874589597315,895
571616,28.177777777777777,1.99575,9
571656,27.43994082840237,1.9181025855177514,338
571670,27.276666666666667,1.9488967352156863,210
571704,26.55,1.9441719370000001,6
571710,27.5,1.9377500510860215,283
571760,27.432098765432098,1.9556674825962732,162
571800,27.662857142857142,1.939464758204499,490
571863,26.9,1.775,26
571882,28.01909090909091,1.933393787918182,110
571901,27.757333333333335,2.0067141127157533,300
571917,26.88695652173913,1.8746562499999997,23
571927,26.65141242937853,2.035842998028409,177
571945,27.165182829888714,2.0339987355,629
571946,26.6,2.005692308,4
571948,27.086038961038962,1.964445473335505,308
571976,26.8,1.6775,17
572008,25.899999999999995,1.87488,6
572070,27.606511627906976,1.9270711314418603,215
572125,27.03857142857143,1.8576031248285716,70
572191,28.7,2.0088,22
572193,27.382291666666667,1.9945878457027972,288
572362,27.9,2.017777778,4
572383,26.299999999999997,1.986058824,16
572403,27.470744680851062,2.025997694789189,188
572703,27.945901639344264,1.8906848815081967,61
572816,27.733333333333334,2.03175,6
572888,27.100000000000005,1.968076923,6
572955,27.735714285714284,1.7807913533979594,98
572971,26.98393501805054,1.9952827453826714,554
573009,27.40995260663507,1.9083957966634146,211
573124,27.559644670050762,1.9052690104147583,394
573186,27.29633867276888,1.941196419450801,437
573204,27.957817109144546,1.9133836779071856,339
573668,27.42077922077922,1.9063577713636364,77
579328,27.541042345276875,1.9547309709462541,614
592094,27.632679738562093,1.8812014409605262,153
592169,26.881818181818183,1.975042913151515,33
