team_id,season,pop_time_2b_avg,pop_time_2b_std,total_attempts_2b,n_catchers,pop_time_3b_avg,pop_time_3b_std,total_attempts_3b,low_reliability
113,2020,1.9905882352941178,0.01433653836112219,17,3,1.41,,1,0
114,2020,1.9721428571428572,0.057218699669222925,28,4,1.688,0.2915064321760328,5,0
115,2020,1.9289999999999998,0.020712315177208,20,3,,,0,0
116,2020,2.0033333333333334,0.07086763875156422,27,3,1.53,,1,0
117,2020,1.9327272727272726,0.0320768704806861,22,3,1.45,,2,0
118,2020,1.996923076923077,0.06497154588854984,13,3,,,0,0
119,2020,2.0310714285714284,0.01970121202114331,28,3,1.59,,1,0
120,2020,2.0233333333333334,0.023570226039551605,24,2,,,0,0
121,2020,2.0073529411764706,0.03704598283607352,34,4,1.58,0.0,5,0
133,2020,1.9200000000000004,0.07842193570679068,20,3,1.41,,1,0
134,2020,2.006521739130435,0.004762804847870909,23,2,1.57,,1,0
135,2020,1.9503703703703703,0.016438771126794156,27,3,1.505,0.04500000000000004,2,0
136,2020,2.0509999999999997,0.054580216195980705,20,3,,,0,0
137,2020,1.9936363636363632,0.03391774201123199,22,4,1.47,,3,0
138,2020,1.9823076923076925,0.08683794333335433,13,3,,,0,0
139,2020,1.9405263157894737,0.0333204037712514,19,3,1.5633333333333335,0.03299831645537225,3,0
140,2020,2.013181818181818,0.048559837841982784,22,3,,,0,0
141,2020,1.9915384615384615,0.050891461252378783,26,4,1.495,0.04500000000000004,2,0
142,2020,2.026666666666667,0.004714045207910216,24,3,1.505,0.05500000000000005,2,0
143,2020,1.8666666666666667,0.06708203932499364,18,3,1.4,,1,0
144,2020,2.03,0.08227533512074421,26,4,1.56,,2,0
145,2020,1.956,0.029393876913398165,10,2,1.48,,1,0
146,2020,1.9914285714285715,0.08407965125464088,21,5,1.53,,1,0
147,2020,1.942857142857143,0.028139593719417468,14,3,1.456,0.01959591794226544,5,0
158,2020,1.9607692307692308,0.034409644994377014,26,3,1.59,0.0,2,0
108,2021,1.9970175438596494,0.02784448745598802,57,5,1.532,0.014696938456699083,10,0
109,2021,1.9708571428571429,0.011556427666375258,35,3,1.5,,4,0
110,2021,1.9674418604651165,0.016578638995927066,43,3,1.46,,3,0
111,2021,2.019285714285714,0.05589074619473312,70,3,1.575,0.06499999999999995,2,0
112,2021,1.952258064516129,0.053684242742489646,62,7,1.505,0.04924428900898057,6,0
113,2021,1.9821428571428572,0.009767710236555253,56,2,1.63,,1,0
114,2021,1.9641176470588233,0.025450950179745736,51,3,1.55,0.014142135623730965,3,0
115,2021,1.985,0.029580398915497998,48,2,1.5133333333333334,0.05185449728701353,9,0
116,2021,1.9446938775510205,0.011797966067587467,49,4,1.535,0.008660254037844395,4,0
117,2021,1.96,0.017320508075688756,44,3,1.52,0.040000000000000036,4,0
118,2021,1.9899999999999998,0.027026556987686974,46,3,1.5685714285714287,0.02641891715558135,7,0
119,2021,1.987272727272727,0.04453617714151237,77,2,1.64,0.18384776310850232,6,0
120,2021,1.995,0.03586834902164385,52,5,1.64,0.1675310916417209,6,0
121,2021,2.0062121212121213,0.04457765276238185,66,4,1.516,0.06800000000000006,5,0
133,2021,1.9155696202531647,0.03630904045610588,79,4,1.39,0.01732050807568879,4,0
134,2021,2.003265306122449,0.034545902920313905,49,3,1.56,,4,0
135,2021,1.9978181818181817,0.04167802599979599,55,4,1.6050000000000002,0.011180339887498959,6,0
136,2021,2.0052830188679245,0.036990757314976606,53,4,1.524,0.030066592756745846,5,0
137,2021,1.9949999999999999,0.009219544457292894,40,3,1.52,,1,0
138,2021,1.9416216216216218,0.04296532313348687,37,2,1.8066666666666666,0.4054078878802872,3,0
139,2021,1.946222222222222,0.004848316495393655,45,2,1.54,0.07071067811865471,3,0
140,2021,2.0394642857142857,0.051734888851623126,56,4,1.532857142857143,0.019794866372215756,7,0
141,2021,1.9502439024390243,0.01422601616723678,41,3,1.4885714285714287,0.02166535841157588,7,0
142,2021,2.014067796610169,0.0376477268347378,59,4,1.5611111111111111,0.055666555777223736,9,0
143,2021,1.888611111111111,0.046377244047399936,36,3,1.49,0.06000000000000005,2,0
144,2021,2.0367272727272727,0.041343551567304244,55,6,1.5437500000000002,0.014086784586980818,8,0
145,2021,2.039722222222222,0.018102503066812367,72,3,1.612,0.04069397989875154,5,0
146,2021,1.9751785714285715,0.053618729118143894,56,6,1.57,,2,0
147,2021,1.9520689655172414,0.024407363267843256,58,3,1.4685714285714286,0.01807015805810504,7,0
158,2021,1.9809859154929579,0.027226485115921732,71,3,1.625,0.05499999999999994,2,0
108,2022,2.0432758620689655,0.03059118258327134,58,5,1.5699999999999998,0.037947331922020516,5,0
109,2022,1.9757575757575758,0.03045416854885121,66,4,1.5071428571428573,0.02602981022612659,7,0
110,2022,1.9810204081632652,0.05199077225655922,49,3,1.5550000000000004,0.04500000000000004,6,0
111,2022,1.9546938775510205,0.023044060797216787,49,2,1.5350000000000001,0.03500000000000003,2,0
112,2022,1.9696969696969697,0.03708996829862513,66,3,1.516,0.023323807579381222,5,0
113,2022,1.9983870967741932,0.07232379882526585,93,7,1.541,0.05717516943569127,10,0
114,2022,1.9577631578947368,0.013435879323125625,76,4,1.544,0.008000000000000007,5,0
115,2022,1.98327868852459,0.05062628460949903,61,3,1.4849999999999999,0.05500000000000005,10,0
116,2022,1.9744117647058825,0.024216083191158463,68,3,1.5866666666666667,0.04714045207910321,3,0
117,2022,1.9315384615384614,0.02329566657448589,91,4,1.504,0.029393876913398165,5,0
118,2022,1.9846808510638299,0.01661210323058988,47,5,1.4916666666666665,0.0628269227499026,6,0
119,2022,1.9738,0.06193189808168329,50,3,1.56,0.050000000000000044,4,0
120,2022,1.9957142857142856,0.02896162133244753,70,4,1.624,0.05388877434122986,5,0
121,2022,1.9953731343283583,0.034612065802711124,67,4,1.5725,0.07361215932167725,4,0
133,2022,1.9340000000000002,0.07962640037301479,55,4,1.528,0.06645299090334467,5,0
134,2022,1.9742465753424658,0.02988185907821583,73,5,,,0,0
135,2022,1.9715094339622639,0.05601200095178703,53,3,1.5750000000000002,0.05809475019311131,8,0
136,2022,1.9968292682926831,0.010106511880536871,82,4,1.5614285714285716,0.06833291853200799,7,0
137,2022,1.996888888888889,0.031327816693242985,45,3,1.5833333333333333,0.10402991022884822,3,0
138,2022,2.043939393939394,0.012294219863697399,33,3,1.95,,1,0
139,2022,1.9434426229508197,0.0523194865713277,61,4,1.55,0.08062257748298549,6,0
140,2022,2.02,0.06031072191219476,107,5,1.52,0.020000000000000018,10,0
141,2022,1.9709523809523808,0.027586187348495717,63,3,1.566,0.05642694391866348,5,0
142,2022,1.9659154929577463,0.042112440528805785,71,4,1.51,0.010000000000000009,4,0
143,2022,1.8450819672131147,0.04035185212478554,61,2,1.46,0.06000000000000005,2,0
144,2022,1.982142857142857,0.013458174058154849,56,4,1.565,0.04500000000000004,4,0
145,2022,2.0443478260869563,0.0598059243071338,46,3,1.61,0.029999999999999916,6,0
146,2022,1.9752857142857145,0.03241346407067943,70,3,1.492,0.0040000000000000036,5,0
147,2022,1.9727450980392156,0.019810715200494274,51,2,1.54,0.0,2,0
158,2022,2.0131666666666663,0.0144327944472149,60,4,1.63,0.16985287751463024,4,0
108,2023,2.024642857142857,0.0494600952325019,56,4,1.6124999999999998,0.030310889132455283,4,0
109,2023,1.9416438356164385,0.04655277454851389,73,3,1.4775,0.012990381056766592,8,0
110,2023,1.9432467532467532,0.04677777134554392,77,3,1.458,0.0040000000000000036,5,0
111,2023,1.9433720930232554,0.04421434222523221,86,4,1.512,0.0040000000000000036,5,0
112,2023,1.9879518072289157,0.0040356949938419855,83,3,1.55,0.017320508075688787,6,0
113,2023,1.9730588235294115,0.03751152072165572,85,3,1.55875,0.021469455046647105,8,0
114,2023,1.9772932330827069,0.0412789487310926,133,7,1.4966666666666666,0.05792715732327594,9,0
115,2023,1.9287179487179487,0.023058397122166254,78,3,1.491818181818182,0.015266232385224255,11,0
116,2023,1.9543396226415095,0.004956198315684418,53,2,1.5075,0.021650635094610987,4,0
117,2023,1.9222340425531912,0.023390953666855847,94,3,1.5100000000000002,2.220446049250313e-16,5,0
118,2023,1.9692424242424242,0.046427219225710074,66,5,1.5230000000000001,0.02685144316419513,10,0
119,2023,1.9441176470588235,0.04741045101084672,85,2,1.5037500000000001,0.016535945694153707,8,0
120,2023,2.0240449438202246,0.05756713913460454,89,3,1.56,,5,0
121,2023,1.9604545454545452,0.02783511071344523,88,3,1.5414285714285714,0.009897433186107878,7,0
133,2023,1.918111111111111,0.03227983355472871,90,4,1.46625,0.029127950494327634,8,0
134,2023,1.9528260869565217,0.04431424559832835,46,2,1.53,,3,0
135,2023,1.9620547945205478,0.05526917702542137,73,4,1.4925,0.04493050188902861,12,0
136,2023,1.9712499999999995,0.03241816620353466,80,4,1.4644444444444444,0.015713484026367738,9,0
137,2023,1.9255294117647062,0.06843641759030895,85,4,1.5,0.02828427124746193,9,0
138,2023,1.9726388888888888,0.04068828167214848,72,4,1.505,0.03500000000000003,2,0
139,2023,1.895945945945946,0.037449747190678354,74,3,1.4842857142857144,0.012936264483053465,7,0
140,2023,1.9675700934579436,0.013660853512239076,107,5,1.532857142857143,0.06605501726683945,7,0
141,2023,1.9822727272727272,0.006347381838076796,88,3,1.502,0.014696938456699083,5,0
142,2023,1.9500000000000002,2.220446049250313e-16,62,2,1.4419999999999997,0.009797958971132722,5,0
143,2023,1.8405882352941176,0.017647058823529425,68,2,1.42,0.044721359549995836,6,0
144,2023,1.9291397849462362,0.034785237073122324,93,3,1.5133333333333334,0.009428090415820642,3,0
145,2023,2.0394897959183673,0.06606077055318692,98,3,1.5711111111111111,0.09982701086762755,9,0
146,2023,1.9907058823529409,0.019987539370913132,85,2,1.5311111111111113,0.031426968052735475,9,0
147,2023,1.971948051948052,0.023688397129032538,77,4,1.5355555555555556,0.004969039949999537,9,0
158,2023,1.9937179487179486,0.05383043115997836,78,2,1.5966666666666667,0.004714045207910321,3,0
108,2024,2.017972972972973,0.004020128319092935,74,2,1.5711111111111111,0.02514157444218838,9,0
109,2024,1.9466666666666665,0.06244529769869281,57,4,1.4949999999999999,0.039686269665968894,8,0
110,2024,1.9681720430107525,0.009831509204870942,93,2,1.5142857142857145,0.004948716593053939,7,0
111,2024,1.97,0.018761663039293736,100,3,1.6283333333333332,0.21790033399597059,6,0
112,2024,1.9743220338983052,0.060316661744486966,118,4,1.5783333333333334,0.05398044913567211,6,0
113,2024,2.0015151515151515,0.02512046275886391,99,3,1.574,0.04799999999999995,5,0
114,2024,1.9628571428571429,0.016078040967746808,63,3,1.4799999999999998,0.014142135623730963,3,0
115,2024,1.958507462686567,0.00901966861476904,67,3,1.514,0.03200000000000003,5,0
116,2024,1.9321052631578948,0.0040768245749551795,38,2,1.54,0.08485281374238578,3,0
117,2024,1.9859090909090908,0.023288524468090016,110,3,1.52,0.05196152422706637,4,0
118,2024,1.946382978723404,0.06498528579494442,47,2,1.54,0.0,6,0
119,2024,1.959285714285714,0.028021493208475783,84,2,1.4899999999999998,2.220446049250313e-16,5,0
120,2024,2.0254651162790696,0.04917120013443746,86,3,1.5828571428571432,0.017496355305594145,7,0
121,2024,1.9363513513513513,0.062267390370716956,74,3,1.5166666666666668,0.07086763875156431,6,0
133,2024,1.9284090909090907,0.036303216850838586,88,2,1.4716666666666667,0.04844813951249549,6,0
134,2024,2.0178205128205127,0.07164097516654785,78,4,1.512,0.04749736834815171,10,0
135,2024,1.9727358490566036,0.054157928022361905,106,4,1.515,0.026925824035672542,6,0
136,2024,1.9637499999999999,0.025870269293792336,96,3,1.4685714285714286,0.003499271061118829,7,0
137,2024,1.9197058823529412,0.08561720418042407,102,6,1.50375,0.05998697775350919,8,0
138,2024,1.9595833333333335,0.0256546237981036,96,3,1.525,0.1366565036871645,8,0
139,2024,1.9301136363636362,0.024049868558600265,88,5,1.497142857142857,0.07323431781700747,7,0
140,2024,1.9824637681159418,0.018408079283367657,138,3,1.5166666666666666,0.03299831645537225,9,0
141,2024,1.9953125,0.014892190696804832,64,3,1.5274999999999999,0.004330127018922197,8,0
142,2024,1.9433333333333336,0.014907119849998611,72,2,1.4766666666666666,0.004714045207910321,3,0
143,2024,1.8621739130434785,0.014128762442845062,69,4,1.481818181818182,0.046868904562364554,11,0
144,2024,1.9598823529411764,0.019733168115521473,85,3,1.5544444444444443,0.05144816401240095,9,0
145,2024,1.8992307692307695,0.05902561874846418,78,3,1.5166666666666666,0.014907119849998611,9,0
146,2024,1.9359036144578314,0.012897757774527853,83,3,1.4649999999999999,0.04500000000000004,2,0
147,2024,2.0233333333333334,0.046067583203617445,90,3,1.64,0.0,10,0
158,2024,1.9573333333333334,0.006798692684790385,90,3,1.5257142857142856,0.0225876975726313,7,0
108,2025,1.9952808988764044,0.01755184216078089,89,3,1.556,0.05043808085167401,5,0
109,2025,1.9628985507246377,0.03978571039359222,69,4,1.54,,2,0
110,2025,1.9462931034482756,0.038406405994353264,116,7,1.5146153846153847,0.04143862646509429,13,0
111,2025,1.9461682242990652,0.04150542943456704,107,4,1.47,0.044721359549995836,12,0
112,2025,1.9473846153846153,0.014387700203985474,65,3,1.5466666666666666,0.09428090415820632,3,0
113,2025,1.996235294117647,0.005525655795678751,85,3,1.5544444444444445,0.008314794192830988,9,0
114,2025,1.95475,0.00879985795339903,80,2,1.5,,1,0
115,2025,1.9703125,0.0354862979718933,64,3,1.51375,0.018666480653835114,8,0
116,2025,1.9409876543209872,0.014194846767214617,81,3,1.5899999999999999,0.05999999999999994,2,0
117,2025,1.9776470588235293,0.044527507924177735,102,3,1.5844444444444445,0.085259227081115,9,0
118,2025,1.9208695652173913,0.019981087466219172,23,3,1.7299999999999998,,3,0
119,2025,1.9614285714285715,0.05364280958719594,98,4,1.531,0.03726929030716842,10,0
120,2025,1.9582758620689653,0.04291683742544022,87,4,1.6533333333333335,0.200554786086551,6,0
121,2025,1.9010810810810812,0.028119800063087515,74,3,1.415,0.06062177826491076,4,0
133,2025,1.914421052631579,0.039114293779120415,95,3,1.4828571428571427,0.07420325093268894,7,0
134,2025,1.9467605633802816,0.05372791778003666,71,4,1.495,0.05500000000000005,6,0
135,2025,1.93,0.036162028533978985,91,3,1.5080000000000002,0.046647615158762444,5,0
136,2025,1.9906410256410254,0.031918957617038786,78,2,1.5350000000000001,0.08500000000000008,2,0
137,2025,1.9061764705882354,0.06280289923442332,68,3,1.4342857142857142,0.05551245493635847,7,0
138,2025,1.952235294117647,0.037522588352593714,85,4,1.5719999999999998,0.06079473661428265,5,0
139,2025,1.970925925925926,0.03678105986623279,108,3,1.5050000000000001,0.06500000000000006,6,0
140,2025,2.018131868131868,0.016502553109971972,91,3,1.6066666666666667,0.0235702260395515,6,0
141,2025,1.935,0.019364916731037102,104,2,1.43,,4,0
142,2025,1.9579,0.021461360627881933,100,4,1.5154545454545456,0.06787202347247312,11,0
143,2025,1.8664864864864865,0.009362436797669512,74,2,1.4428571428571428,0.03614031611621008,7,0
144,2025,1.9391150442477874,0.018746446135125373,113,3,1.47,,6,0
145,2025,1.9545348837209302,0.012262343258765095,86,4,1.641111111111111,0.054659439449994796,9,0
146,2025,1.9935353535353537,0.02128750434026097,99,4,1.54,0.050990195135927806,6,0
147,2025,1.98,0.0435889894354067,60,3,1.5566666666666666,0.004714045207910321,6,0
158,2025,1.975438596491228,0.03244807865739481,114,3,1.4872727272727273,0.036702962251247945,11,0
