season,team_id,tempo_onbase_avg,tempo_onbase_std,league_tempo_onbase_mean,tempo_diff,teams_in_season,total_pitches,n_pitchers,low_reliability
2020,112,18.632905255366396,2.859072141558963,17.988969715332026,0.64393554003437,30,2702.0,25,0
2020,113,16.55371842002346,1.8976831537634506,17.988969715332026,-1.4352512953085643,30,2557.0,21,0
2020,114,17.477251060547626,1.9514615047338228,17.988969715332026,-0.5117186547843993,30,2593.0,17,0
2020,115,16.7389895308259,1.735360441367917,17.988969715332026,-1.249980184506125,30,2579.0,24,0
2020,116,16.759257812500003,2.339870290046,17.988969715332026,-1.2297119028320225,30,2432.0,22,0
2020,117,18.387170261941446,1.6067693355031336,17.988969715332026,0.39820054660942006,30,2596.0,26,0
2020,118,18.103869666408066,2.8939146728121448,17.988969715332026,0.11489995107604045,30,2578.0,25,0
2020,119,18.043528129088532,2.540705555590306,17.988969715332026,0.054558413756506496,30,2293.0,20,0
2020,120,18.9637129471891,2.5351242203944695,17.988969715332026,0.9747432318570759,30,2348.0,24,0
2020,121,17.35797979397781,2.0645935059180243,17.988969715332026,-0.6309899213542138,30,2524.0,24,0
2020,133,17.986371514694802,1.8731987839340671,17.988969715332026,-0.002598200637223158,30,2654.0,19,0
2020,134,18.216659598636884,1.9442989541060727,17.988969715332026,0.2276898833048584,30,2641.0,28,0
2020,135,17.999326071428573,1.976509497763381,17.988969715332026,0.010356356096547614,30,2800.0,23,0
2020,136,17.40337178964533,1.7087693126253214,17.988969715332026,-0.5855979256866952,30,2453.0,26,0
2020,137,17.971149106124003,1.9739228750778417,17.988969715332026,-0.017820609208023086,30,2629.0,22,0
2020,138,16.934886678200694,2.3852666728229717,17.988969715332026,-1.0540830371313312,30,2312.0,26,0
2020,139,18.805931175747645,2.186767252022406,17.988969715332026,0.8169614604156195,30,2441.0,24,0
2020,140,18.80629297520661,2.1270698904152123,17.988969715332026,0.8173232598745841,30,2420.0,24,0
2020,141,18.953871348663764,2.4852913620665165,17.988969715332026,0.9649016333317384,30,3218.0,27,0
2020,142,18.835359411309064,2.378507875450713,17.988969715332026,0.8463896959770381,30,2582.0,24,0
2020,143,18.719463567839195,1.8583355403871493,17.988969715332026,0.7304938525071698,30,2388.0,24,0
2020,144,18.26631266342921,2.630593809920244,17.988969715332026,0.2773429480971856,30,2677.0,28,0
2020,145,18.114863586358634,2.3853790322935997,17.988969715332026,0.12589387102660865,30,2727.0,27,0
2020,146,16.96681310043668,2.1529776607905884,17.988969715332026,-1.0221566148953443,30,2290.0,35,0
2020,147,17.8157977195946,2.278976808376908,17.988969715332026,-0.1731719957374267,30,2368.0,24,0
2020,158,17.776325098039216,2.944203428706206,17.988969715332026,-0.2126446172928098,30,2550.0,23,0
2021,108,18.94222405739072,2.3110697392524044,18.27969759672965,0.6625264606610699,30,5994.0,35,0
2021,109,18.180990623109498,1.9998773987459624,18.27969759672965,-0.09870697362015335,30,6612.0,36,0
2021,110,16.785484128178126,1.5822378246603757,18.27969759672965,-1.494213468551525,30,6647.0,36,0
2021,111,18.232026600541026,1.7890798706689026,18.27969759672965,-0.047670996188625026,30,6654.0,33,0
2021,112,17.895512389220475,2.4807275225118883,18.27969759672965,-0.3841852075091765,30,5529.0,29,0
2021,113,17.011129027617955,2.2608400362125396,18.27969759672965,-1.2685685691116966,30,6952.0,29,0
2021,114,18.284579692858205,2.7559792335451205,18.27969759672965,0.004882096128554281,30,6707.0,22,0
2021,115,17.92460249839846,2.2769731247976495,18.27969759672965,-0.3550950983311907,30,6244.0,25,0
2021,116,17.131925324168098,2.0541083653835757,18.27969759672965,-1.1477722725615536,30,6401.0,27,0
2021,117,18.863783428495555,2.2233005319973844,18.27969759672965,0.5840858317659041,30,7531.0,29,0
2021,118,18.282494151212553,2.5398536004812065,18.27969759672965,0.0027965544829022804,30,7010.0,29,0
2021,119,19.138000276357605,2.680879164603492,18.27969759672965,0.858302679627954,30,7237.0,35,0
2021,120,18.57653558184708,2.702771168085672,18.27969759672965,0.29683798511742765,30,5663.0,28,0
2021,121,18.032533298714785,2.7749546706707493,18.27969759672965,-0.24716429801486584,30,7703.0,39,0
2021,133,18.8652457002457,2.2029837580887626,18.27969759672965,0.5855481035160501,30,6512.0,22,0
2021,134,18.337977718656468,1.8428419367632423,18.27969759672965,0.058280121926816975,30,6014.0,32,0
2021,135,19.127954226608015,2.440337092810308,18.27969759672965,0.8482566298783638,30,8411.0,31,0
2021,136,18.48236386310101,1.5881113719992324,18.27969759672965,0.20266626637135943,30,7217.0,32,0
2021,137,17.96785236849753,2.397692922473694,18.27969759672965,-0.31184522823211935,30,6882.0,29,0
2021,138,17.85036129476584,2.834984797315286,18.27969759672965,-0.42933630196381145,30,7260.0,30,0
2021,139,18.71933333333333,2.394719780783754,18.27969759672965,0.43963573660368027,30,6555.0,33,0
2021,140,17.986877915632757,2.080707590477876,18.27969759672965,-0.29281968109689416,30,6045.0,27,0
2021,141,18.6476358629953,2.08580246200843,18.27969759672965,0.36793826626565007,30,7445.0,32,0
2021,142,18.108165921595596,2.288167873686618,18.27969759672965,-0.1715316751340552,30,5816.0,30,0
2021,143,18.666547153155804,2.1173035101765376,18.27969759672965,0.38684955642615293,30,6797.0,30,0
2021,144,17.41187339283013,2.3366271596662447,18.27969759672965,-0.8678242038995201,30,6611.0,26,0
2021,145,19.677508156840297,1.9207342656973716,18.27969759672965,1.3978105601106456,30,6988.0,22,0
2021,146,17.510570938999315,2.032941747063924,18.27969759672965,-0.769126657730336,30,5836.0,29,0
2021,147,18.54608779386373,2.473995946120824,18.27969759672965,0.2663901971340792,30,7529.0,28,0
2021,158,18.620101984564503,3.12464891832787,18.27969759672965,0.3404043878348517,30,7256.0,31,0
2022,108,18.44484339341822,2.45649358955618,18.02615496703944,0.41868842637878245,30,6047.0,32,0
2022,109,17.759660399703925,1.7640705816848963,18.02615496703944,-0.26649456733551347,30,6755.0,29,0
2022,110,17.822667218792354,2.2842057007335383,18.02615496703944,-0.2034877482470847,30,6641.0,34,0
2022,111,17.81710620863536,2.136255574521611,18.02615496703944,-0.2090487584040801,30,6346.0,28,0
2022,112,16.951069057104913,1.5668294077446592,18.02615496703944,-1.0750859099345256,30,6024.0,34,0
2022,113,18.10609281239697,2.3614570572757625,18.02615496703944,0.07993784535753079,30,6066.0,36,0
2022,114,16.684424006235385,2.4576158837511497,18.02615496703944,-1.3417309608040533,30,6415.0,21,0
2022,115,16.918575426726125,2.126582962387727,18.02615496703944,-1.1075795403133135,30,6503.0,24,0
2022,116,17.442814733884813,1.760895461180222,18.02615496703944,-0.583340233154626,30,6407.0,29,0
2022,117,19.218697111631535,1.933276425515652,18.02615496703944,1.192542144592096,30,6405.0,21,0
2022,118,17.36259028605483,2.2750204131190257,18.02615496703944,-0.6635646809846101,30,6712.0,29,0
2022,119,18.822575714511284,2.612277505213037,18.02615496703944,0.7964207474718457,30,6333.0,26,0
2022,120,18.47215939447907,2.5383527671264488,18.02615496703944,0.4460044274396324,30,6738.0,31,0
2022,121,17.4491411781568,1.7611764860897507,18.02615496703944,-0.5770137888826383,30,6977.0,28,0
2022,133,18.469159774738536,2.545225453516183,18.02615496703944,0.4430048076990971,30,6215.0,32,0
2022,134,17.919390128890285,2.3360748569218455,18.02615496703944,-0.10676483814915372,30,6362.0,31,0
2022,135,18.54980724488294,2.239260453583833,18.02615496703944,0.5236522778434995,30,6791.0,27,0
2022,136,17.364884739782415,2.179449916896041,18.02615496703944,-0.6612702272570239,30,6802.0,24,0
2022,137,16.883422122571,2.6235552456057163,18.02615496703944,-1.142732844468437,30,6690.0,29,0
2022,138,18.0192637640805,2.5676902076959833,18.02615496703944,-0.006891202958939857,30,7901.0,28,0
2022,139,19.154191693785837,2.083208213588225,18.02615496703944,1.128036726746398,30,6453.0,34,0
2022,140,18.7535625,1.6587234662403136,18.02615496703944,0.7274075329605623,30,6576.0,29,0
2022,141,18.683676952605936,1.9134880124304643,18.02615496703944,0.6575219855664969,30,6773.0,28,0
2022,142,17.75512890424987,2.202145029064029,18.02615496703944,-0.27102606278957,30,7812.0,35,0
2022,143,18.88362722664736,2.138959221099512,18.02615496703944,0.8574722596079205,30,6905.0,29,0
2022,144,17.7094542626891,2.617647818341892,18.02615496703944,-0.3167007043503389,30,7073.0,26,0
2022,145,19.771474217717053,2.242612288423923,18.02615496703944,1.745319250677614,30,6807.0,22,0
2022,146,17.771890617481954,1.6540668765140467,18.02615496703944,-0.25426434955748434,30,6235.0,27,0
2022,147,18.137830833333332,2.4515625912635066,18.02615496703944,0.11167586629389348,30,7200.0,28,0
2022,158,17.711888649522013,2.979255311162545,18.02615496703944,-0.3142663175174256,30,7427.0,29,0
2023,108,15.587081522715028,1.0924051844016707,15.216824686950117,0.370256835764911,30,5569.0,29,0
2023,109,15.399403796001156,0.7728041093858824,15.216824686950117,0.1825791090510389,30,6902.0,31,0
2023,110,16.17075290472502,1.448461653091866,15.216824686950117,0.9539282177749033,30,7746.0,29,0
2023,111,15.159330723169045,1.3049332808376777,15.216824686950117,-0.057493963781071855,30,6513.0,30,0
2023,112,15.425197881996976,1.027807364143077,15.216824686950117,0.20837319504685858,30,6610.0,26,0
2023,113,14.715499685830977,1.343620489349518,15.216824686950117,-0.5013250011191399,30,6366.0,37,0
2023,114,15.026253193492002,1.7670375388980193,15.216824686950117,-0.19057149345811553,30,7437.0,26,0
2023,115,14.97432592592593,1.5856772938729613,15.216824686950117,-0.2424987610241871,30,5940.0,30,0
2023,116,14.817225361475815,1.464362292643676,15.216824686950117,-0.399599325474302,30,6017.0,29,0
2023,117,16.023649366740088,0.943931368774286,15.216824686950117,0.8068246797899707,30,7264.0,24,0
2023,118,14.824411774516344,1.5000429469240308,15.216824686950117,-0.3924129124337732,30,5996.0,33,0
2023,119,15.293885617547474,1.4189929064514457,15.216824686950117,0.07706093059735686,30,6793.0,30,0
2023,120,14.859816707466344,1.4807713128326503,15.216824686950117,-0.3570079794837735,30,6536.0,26,0
2023,121,15.658814208601777,1.2770430100487185,15.216824686950117,0.44198952165166006,30,5743.0,32,0
2023,133,15.845216198669052,1.3631849084520002,15.216824686950117,0.6283915117189345,30,6161.0,37,0
2023,134,14.508242624618518,1.4743330092890974,15.216824686950117,-0.7085820623315993,30,5898.0,26,0
2023,135,15.395238455079767,1.4958817913081859,15.216824686950117,0.1784137681296496,30,7146.0,27,0
2023,136,15.399526016540316,1.6907289915677055,15.216824686950117,0.18270132959019847,30,5804.0,30,0
2023,137,13.963899784814016,1.134960654454373,15.216824686950117,-1.252924902136101,30,6506.0,22,0
2023,138,14.592031912744902,1.72802422549154,15.216824686950117,-0.6247927742052148,30,4951.0,23,0
2023,139,15.040136676646709,1.4252375872015826,15.216824686950117,-0.1766880103034083,30,6680.0,33,0
2023,140,15.185905095036958,1.4378386445960432,15.216824686950117,-0.030919591913159294,30,7576.0,28,0
2023,141,16.281334342560555,0.9321099375335138,15.216824686950117,1.064509655610438,30,6936.0,24,0
2023,142,15.30037673611111,1.343211653479595,15.216824686950117,0.08355204916099268,30,6336.0,27,0
2023,143,15.395755405405405,1.8350050471882948,15.216824686950117,0.17893071845528752,30,6660.0,24,0
2023,144,14.664772971444727,1.6076978120693108,15.216824686950117,-0.5520517155053906,30,7074.0,32,0
2023,145,15.681606975435967,1.2728723633163996,15.216824686950117,0.4647822884858499,30,5333.0,24,0
2023,146,14.844820731170168,1.166553432256204,15.216824686950117,-0.3720039557799488,30,6811.0,29,0
2023,147,15.015767426273461,1.168479397598381,15.216824686950117,-0.20105726067665586,30,7460.0,30,0
2023,158,15.141143345216872,1.707099839567306,15.216824686950117,-0.07568134173324559,30,6732.0,29,0
2024,108,15.2828575171962,1.2192539115749925,15.354850231414522,-0.07199271421832165,30,6106.0,35,0
2024,109,15.739970201577565,0.9173713879885382,15.354850231414522,0.3851199701630428,30,6846.0,31,0
2024,110,15.297899351526613,1.2451174460564132,15.354850231414522,-0.05695087988790881,30,7402.0,30,0
2024,111,15.066235230498851,1.761490642031776,15.354850231414522,-0.28861500091567116,30,7397.0,30,0
2024,112,15.479038162112653,1.0130974988999997,15.354850231414522,0.12418793069813105,30,6551.0,29,0
2024,113,14.662443021127933,1.5292219016744304,15.354850231414522,-0.6924072102865892,30,6011.0,29,0
2024,114,14.5669714064915,1.2989574001145079,15.354850231414522,-0.7878788249230215,30,6470.0,28,0
2024,115,15.183341516731124,1.3549604119947183,15.354850231414522,-0.171508714683398,30,5947.0,28,0
2024,116,14.970935793357935,1.435341719451178,15.354850231414522,-0.3839144380565873,30,5420.0,22,0
2024,117,15.9174710135043,1.4747574260324143,15.354850231414522,0.5626207820897786,30,7331.0,29,0
2024,118,14.619693118756937,1.1040300694139562,15.354850231414522,-0.7351571126575855,30,7208.0,27,0
2024,119,14.962130323406981,1.3517203196642193,15.354850231414522,-0.39271990800754075,30,6246.0,32,0
2024,120,15.348716767881239,1.5514881610055653,15.354850231414522,-0.0061334635332830345,30,5928.0,23,0
2024,121,15.339691126760561,1.6276719905072485,15.354850231414522,-0.015159104653960753,30,7100.0,30,0
2024,133,15.494199158249156,1.597145195862279,15.354850231414522,0.13934892683463396,30,5940.0,28,0
2024,134,15.963214935064931,1.1756575990340699,15.354850231414522,0.608364703650409,30,6160.0,29,0
2024,135,15.902531805555556,1.370166819259435,15.354850231414522,0.5476815741410341,30,7200.0,23,0
2024,136,16.62432303929063,1.4771915858342266,15.354850231414522,1.2694728078761077,30,6541.0,23,0
2024,137,14.391134222919936,1.5274457630002074,15.354850231414522,-0.9637160084945862,30,6370.0,26,0
2024,138,15.478798954096455,1.8733989905275226,15.354850231414522,0.12394872268193247,30,6884.0,23,0
2024,139,15.444047245677524,1.0235773213342272,15.354850231414522,0.08919701426300186,30,4974.0,25,0
2024,140,15.551417168674696,1.6341325698536546,15.354850231414522,0.19656693726017416,30,5976.0,28,0
2024,141,16.809349030470912,1.0029517958359355,15.354850231414522,1.45449879905639,30,5776.0,26,0
2024,142,14.860225080818967,1.1858300226098561,15.354850231414522,-0.4946251505955548,30,7424.0,33,0
2024,143,15.465579468637005,1.8608190004176806,15.354850231414522,0.11072923722248262,30,6361.0,26,0
2024,144,15.227437665004402,1.3586920962381859,15.354850231414522,-0.12741256641012022,30,6818.0,29,0
2024,145,15.214884827332844,1.4058667464383439,15.354850231414522,-0.13996540408167846,30,5444.0,28,0
2024,146,15.11961215859031,1.2359713210650725,15.354850231414522,-0.23523807282421139,30,5675.0,35,0
2024,147,15.245759470561385,1.3632070302716908,15.354850231414522,-0.10909076085313707,30,6573.0,28,0
2024,158,15.457610941035542,1.4938235732729972,15.354850231414522,0.10276070962101969,30,7513.0,31,0
2025,108,15.82648282125019,1.1101378786216194,15.68505736222596,0.1414254590242301,30,6607.0,37,0
2025,109,15.460981306715066,1.5026532943034632,15.68505736222596,-0.22407605551089382,30,5510.0,36,0
2025,110,16.09529378630523,1.2492200966877018,15.68505736222596,0.41023642407927063,30,5681.0,36,0
2025,111,15.621486768243788,1.7195833055635301,15.68505736222596,-0.06357059398217224,30,6235.0,31,0
2025,112,14.875764509673115,1.1343937151250527,15.68505736222596,-0.8092928525528453,30,7495.0,33,0
2025,113,14.920819684118166,1.478151104398172,15.68505736222596,-0.7642376781077935,30,6838.0,26,0
2025,114,15.017254665863938,1.6949989639596856,15.68505736222596,-0.6678026963620223,30,6644.0,25,0
2025,115,15.215448942707392,1.2656392378680776,15.68505736222596,-0.46960841951856835,30,5533.0,26,0
2025,116,15.19504641180416,1.0801944908924792,15.68505736222596,-0.49001095042179976,30,7455.0,32,0
2025,117,16.10670099667774,1.6280302499283639,15.68505736222596,0.4216436344517813,30,6321.0,32,0
2025,118,15.178413657344551,1.4008604489257261,15.68505736222596,-0.5066437048814088,30,7366.0,23,0
2025,119,15.65889971346705,1.3379419743282566,15.68505736222596,-0.026157648758909247,30,5933.0,30,0
2025,120,16.01328047484054,1.4234310573467173,15.68505736222596,0.3282231126145785,30,5644.0,24,0
2025,121,15.378255898654,1.7087007815303705,15.68505736222596,-0.3068014635719596,30,6315.0,38,0
2025,133,15.707322203672788,1.502471067121443,15.68505736222596,0.0222648414468285,30,5990.0,31,0
2025,134,15.531472495088407,1.2800494196815126,15.68505736222596,-0.15358486713755326,30,5090.0,22,0
2025,135,16.605757625598088,1.5235580998141929,15.68505736222596,0.9207002633721277,30,6688.0,24,0
2025,136,16.17285674157304,1.5649779869503988,15.68505736222596,0.48779937934707895,30,6408.0,28,0
2025,137,14.97419769244016,1.5978168932510304,15.68505736222596,-0.7108596697857994,30,5807.0,25,0
2025,138,16.020407716564648,1.2831674653658558,15.68505736222596,0.3353503543386882,30,5391.0,18,0
2025,139,16.119305615550758,1.3959317775412448,15.68505736222596,0.4342482533247978,30,5556.0,24,0
2025,140,16.285091835228112,1.1475882845952532,15.68505736222596,0.6000344730021521,30,6773.0,25,0
2025,141,17.003335837384,1.1568713158613506,15.68505736222596,1.3182784751580403,30,6789.0,33,0
2025,142,15.048920289855076,1.2909584817558262,15.68505736222596,-0.6361370723708841,30,5520.0,27,0
2025,143,15.45403796001159,1.5675897158533774,15.68505736222596,-0.23101940221437012,30,6902.0,24,0
2025,144,15.157721390967028,1.7769939686227538,15.68505736222596,-0.5273359712589318,30,7218.0,37,0
2025,145,15.776857987166501,1.1990892790854637,15.68505736222596,0.0918006249405412,30,5922.0,29,0
2025,146,15.757299127343245,1.3481557061055158,15.68505736222596,0.07224176511728508,30,6188.0,28,0
2025,147,17.041448786264063,1.4258789410331962,15.68505736222596,1.3563914240381028,30,6756.0,30,0
2025,158,15.481515675179692,1.6234628776525708,15.68505736222596,-0.2035416870462683,30,6539.0,26,0
